pair,source,h_N,h_E,h_visits,h_dedup_ratio,h_depth,h_mean_indeg,h_max_outdeg,h_out_gini,h_n_constants,h_n_distinct_constants,h_constant_share,h_alpha_x2,h_alpha_x5,h_alpha_x10,h_has_sorry,h_truncated,a_N,a_E,a_visits,a_dedup_ratio,a_depth,a_mean_indeg,a_max_outdeg,a_out_gini,a_n_constants,a_n_distinct_constants,a_constant_share,a_alpha_x2,a_alpha_x5,a_alpha_x10,a_has_sorry,a_truncated
pair_49366beb,cn_contest,2124,3866,3866,1.82015065913371,62,1.82015065913371,144,0.4190669928479779,132,132,0.062146892655367235,2.188293689280801,2.215226926316717,2.5239064435643943,False,True,1961,3517,3517,1.79347271800102,65,1.79347271800102,151,0.4107616288452228,145,145,0.07394186639469659,2.235948509740214,2.305554338314871,2.7397824525931282,False,True
pair_496aea54,number_theory,98,140,140,1.4285714285714286,16,1.4285714285714286,15,0.28002915451895044,19,19,0.19387755102040816,2.8076021960379762,,,False,True,98,140,140,1.4285714285714286,16,1.4285714285714286,15,0.28002915451895044,19,19,0.19387755102040816,2.8076021960379762,,,False,True
pair_496f71fb,olympiads_ref,54,74,74,1.3703703703703705,14,1.3703703703703705,9,0.26626626626626626,13,13,0.24074074074074073,,,,False,True,54,74,74,1.3703703703703705,14,1.3703703703703705,9,0.26626626626626626,13,13,0.24074074074074073,,,,False,True
pair_496fbd44,secondary_math,9470,18352,18352,1.937909186906019,78,1.937909186906019,413,0.45376536651786165,237,237,0.025026399155227034,2.000302176394679,2.3070388551391927,2.525327358880663,False,True,12879,25190,25190,1.9558971969873438,107,1.9558971969873438,543,0.4590896776701433,239,239,0.018557341408494448,2.0053010135718345,2.2550497790006574,2.545258472314292,False,True
pair_49737f41,math_test,1793,3140,3140,1.751254880089236,50,1.751254880089236,180,0.3927623702935336,186,186,0.10373675404350251,2.3076139181639475,2.3663178171936465,2.7327687013426676,False,True,2776,5074,5074,1.8278097982708934,65,1.8278097982708934,186,0.4173027379225503,197,197,0.07096541786743515,2.1667446617307,2.3632607380812547,2.632532367369839,False,True
pair_49f9b472,math_train,2733,4931,4931,1.8042444200512258,67,1.8042444200512258,171,0.4108140565193004,213,213,0.07793633369923161,2.1172992163747426,2.4601990832036225,3.0258950817253596,False,True,3187,5803,5803,1.8208346407279574,62,1.8208346407279574,164,0.40977290075500045,235,235,0.07373705679322247,2.244905346837888,2.5060604640059867,2.9985332275241987,False,True
pair_4a23a011,number_theory,1833,3224,3224,1.7588652482269505,57,1.7588652482269505,158,0.39603884667503275,186,186,0.10147299509001637,2.1958550757824993,2.4976820652925316,3.109495491904604,False,True,1167,2016,2016,1.7275064267352185,51,1.7275064267352185,116,0.3882419648807824,128,128,0.10968294772922023,2.1797504330899837,2.317537318361797,2.9811882582089826,False,True
pair_4c39d86a,cn_contest,9356,17870,17870,1.9100042753313382,85,1.9100042753313382,422,0.44938140477291577,279,279,0.029820436083796493,2.0814679928930375,2.170375795611384,2.383568382737797,False,True,8287,15808,15808,1.907566067334379,84,1.907566067334379,401,0.4485377260320418,270,270,0.032581151200675756,2.0580045612226505,2.1599243551729828,2.5141346737988526,False,True
pair_4c7ab903,cn_k12,1536,2648,2648,1.7239583333333333,44,1.7239583333333333,144,0.3890755798401309,179,179,0.11653645833333333,2.276646157729134,2.4016007371693346,2.3513941227989514,False,True,2393,4333,4333,1.8106978687839532,58,1.8106978687839532,152,0.41644040444526786,187,187,0.07814458838278311,2.114670207064685,2.42299214487568,2.4449733473446313,False,True
pair_4cffc8e6,amc_aime,2482,4488,4488,1.8082191780821917,65,1.8082191780821917,142,0.4146158939731486,156,156,0.06285253827558421,2.0822216743089323,2.358395711768399,2.71477135407422,False,True,13425,26011,26011,1.9375046554934823,77,1.9375046554934823,487,0.45677408361897026,268,268,0.019962756052141525,2.039679760857907,2.15871471266309,2.3501621392034218,False,True
pair_4d25cb85,olympiads,10838,20914,20914,1.9296918250599742,73,1.9296918250599742,385,0.45205897990881133,271,271,0.025004613397305777,2.090315626136646,2.155049555802949,2.3322239728140834,False,True,13856,26892,26892,1.9408198614318706,85,1.9408198614318706,521,0.45667391252633494,275,275,0.01984699769053118,2.0641662281886246,2.1541475995578017,2.2685964356403865,False,True
pair_4d494975,amc_aime,395,645,645,1.6329113924050633,31,1.6329113924050633,57,0.35892846629378866,57,57,0.14430379746835442,2.40537162545914,,,False,True,1835,3346,3346,1.823433242506812,50,1.823433242506812,125,0.4150373539677292,142,142,0.07738419618528611,2.1205015984344855,2.4731665104805622,2.8337458440578427,False,True
pair_4d68f3d1,math_train,4037,7643,7643,1.8932375526380976,58,1.8932375526380976,150,0.4326047128304969,179,179,0.04433985632895714,2.029350223781523,2.4729528242082903,3.1329175103619904,False,True,3038,5615,5615,1.84825543120474,66,1.84825543120474,100,0.4190178194047849,196,196,0.06451612903225806,2.225697290018676,2.3352196397413616,2.7904556026897662,False,True
pair_4fd720f4,olympiads_ref,2604,4551,4551,1.7476958525345623,64,1.7476958525345623,261,0.3965714900018598,174,174,0.06682027649769585,2.473486823014614,2.1880201210753656,2.2093288803764235,False,True,5904,11200,11200,1.897018970189702,84,1.897018970189702,263,0.44434427022841655,214,214,0.036246612466124664,2.061543431263898,2.2071818459113266,2.534955073683144,False,True
pair_512e1ab2,olympiads,8361,15950,15950,1.9076665470637484,61,1.9076665470637484,312,0.44262111107736735,307,307,0.03671809592154049,2.1183650611622786,2.3805783532464773,2.4016105039240845,False,True,15853,30835,30835,1.9450577177821233,70,1.9450577177821233,560,0.45645184820965023,320,320,0.020185453857314073,2.054303603859941,2.234826945155433,2.44652574088243,False,True
pair_517e0184,olympiads,11139,21482,21482,1.928539366190861,77,1.928539366190861,399,0.45257919705609306,336,336,0.030164287638028548,2.0304565027894745,2.2909316491466356,2.4960501368276793,False,True,15885,30952,30952,1.9485048788164936,78,1.9485048788164936,580,0.460189042088421,329,329,0.02071136292099465,1.9793184131327402,2.191615480162123,2.427606011968244,False,True
pair_535c413d,math_test,5997,11461,11461,1.9111222277805568,79,1.9111222277805568,209,0.44563459055531895,240,240,0.0400200100050025,2.04406296627441,2.2393024611661003,2.507549200841196,False,True,7040,13555,13555,1.9254261363636365,75,1.9254261363636365,221,0.44999950747795175,220,220,0.03125,1.9966333206955325,2.3016237689396117,2.4778434420695112,False,True
pair_54aff7bc,math_test,2326,4220,4220,1.814273430782459,59,1.814273430782459,137,0.41134241808038535,179,179,0.07695614789337919,2.09486749961231,2.666201674888575,2.9319348626992534,False,True,2808,5200,5200,1.8518518518518519,63,1.8518518518518519,141,0.42293940390094237,171,171,0.060897435897435896,2.055160025357771,2.5797489709947135,2.9039488349054388,False,True
pair_564fee0e,cn_k12,2146,3817,3817,1.7786579683131407,53,1.7786579683131407,176,0.4035906711550158,204,204,0.09506057781919851,2.186081100785551,2.5572457525683925,2.7153828436331073,False,True,1432,2478,2478,1.7304469273743017,51,1.7304469273743017,136,0.38568283577042217,171,171,0.11941340782122906,2.248613232595856,2.614942920440405,3.0906773738264213,False,True
pair_567a7178,olympiads,10136,19625,19625,1.9361681136543014,67,1.9361681136543014,369,0.4569604261030872,235,235,0.023184688239936857,1.9724291823377162,2.1756526470686666,2.4373099059153733,False,True,14638,28635,28635,1.9562098647356196,82,1.9562098647356196,468,0.46299590086466685,213,213,0.014551168192376007,1.958166130586199,2.2226974505047687,2.288860650716858,False,True
pair_5688be7b,olympiads_ref,3377,6309,6309,1.8682262363044122,65,1.8682262363044122,177,0.4295690317985132,183,183,0.054190109564702396,2.0209550943211108,2.4418819926531468,2.9616616379487652,False,True,3241,6010,6010,1.8543659364393705,73,1.8543659364393705,164,0.4254032028281569,185,185,0.05708114779389077,2.027552528556453,2.4673986567761643,3.1714099219968954,False,True
pair_57c4dba0,aops_forum,28325,55850,55850,1.9717563989408649,145,1.9717563989408649,672,0.4619629283772177,197,197,0.0069549867608120035,2.0094986202852514,2.3734655796178092,2.3512589969588706,False,True,25904,51152,51152,1.9746757257566399,142,1.9746757257566399,611,0.46205527035121907,194,194,0.007489190858554664,2.024886487821404,2.3409391762272582,2.4222546557454123,False,True
pair_587b1256,olympiads,3041,5494,5494,1.8066425517921736,65,1.8066425517921736,219,0.41435989421122105,247,247,0.08122328181519237,2.115900359931751,2.4722628515848957,2.5204214245878322,False,True,3339,6129,6129,1.8355795148247978,71,1.8355795148247978,206,0.4222559289931541,238,238,0.07127882599580712,2.108122832740542,2.406449412592069,2.684601422129634,False,True
pair_58e22ef3,math_train,2977,5530,5530,1.8575747396708095,61,1.8575747396708095,143,0.42748024182991845,147,147,0.04937856902922405,2.0155581442860955,2.386364570314826,2.9714157361199374,False,True,4044,7650,7650,1.8916913946587537,72,1.8916913946587537,184,0.4385389473956414,147,147,0.03635014836795252,1.9833497076592344,2.2776657217075273,2.971158271840298,False,True
pair_59111b24,math_test,6159,11729,11729,1.9043675921415815,69,1.9043675921415815,276,0.44553080264457473,230,230,0.037343724630621855,2.058506747313494,2.2164088877360832,2.6399256305028187,False,True,7980,15453,15453,1.9364661654135338,81,1.9364661654135338,351,0.4549932635899592,189,189,0.02368421052631579,2.004836208781084,2.1473920596358074,2.615244741220605,False,True
pair_5a6fca10,math_train,3227,5970,5970,1.8500154942671212,62,1.8500154942671212,197,0.42221592416166154,209,209,0.06476603656647041,2.0632006454707614,2.553225141714649,2.792375838063918,False,True,4227,7891,7891,1.8668086113082565,63,1.8668086113082565,230,0.4300600052339576,244,244,0.05772415424651053,2.039317067330675,2.458430969176783,2.8011617769191366,False,True
pair_5cf7a965,math_test,3880,7154,7154,1.8438144329896908,55,1.8438144329896908,245,0.424308223501235,266,266,0.06855670103092784,2.1238473526659103,2.467687663672824,2.5874216869651683,False,True,3028,5596,5596,1.8480845442536327,58,1.8480845442536327,177,0.423988686011805,200,200,0.06605019815059446,2.0342964637609966,2.5491535720474126,2.9520155775535013,False,True
pair_5d026d45,amc_aime,814,1338,1338,1.6437346437346438,42,1.6437346437346438,111,0.3613005586099757,136,136,0.16707616707616707,2.3930207307808367,2.6054831596917722,,False,True,257,384,384,1.4941634241245136,32,1.4941634241245136,41,0.31239867055771725,59,59,0.22957198443579765,2.44137686049575,,,False,True
pair_5daf2594,olympiads_ref,3376,6202,6202,1.837085308056872,60,1.837085308056872,208,0.41949059774327496,227,227,0.06723933649289099,2.1267512643443736,2.4519369519765384,2.693751293140066,False,True,3325,6114,6114,1.838796992481203,60,1.838796992481203,193,0.420353336727491,219,219,0.06586466165413533,2.0511367938851297,2.533163530771537,3.114517252733289,False,True
pair_5df84962,amc_aime,1212,2122,2122,1.7508250825082508,43,1.7508250825082508,87,0.39550069521561015,117,117,0.09653465346534654,2.202439031264492,2.4520700964024775,2.6283917647079624,False,True,1810,3220,3220,1.7790055248618784,45,1.7790055248618784,140,0.4004800796129165,161,161,0.08895027624309393,2.2694384419001516,2.4869085116048595,2.7917782363749786,False,True
pair_5ee839bd,cn_contest,2505,4522,4522,1.805189620758483,58,1.805189620758483,197,0.4103792415169661,215,215,0.08582834331337326,2.1943422156915027,2.490834738493377,2.434838332900024,False,True,2888,5260,5260,1.8213296398891967,61,1.8213296398891967,201,0.4163382239870238,223,223,0.07721606648199446,2.171303838934828,2.4741758907291427,2.50213586078344,False,True
pair_5eec702b,math_test,2271,4143,4143,1.8243064729194187,61,1.8243064729194187,142,0.41937098359368136,169,169,0.07441655658300309,2.027209804076664,2.4922129189860716,2.977316901872758,False,True,2065,3747,3747,1.8145278450363196,56,1.8145278450363196,140,0.4157116815324738,164,164,0.07941888619854721,2.0494988312908404,2.576434077609017,2.8158572695680864,False,True
pair_5eff76b6,amc_aime,1290,2266,2266,1.7565891472868218,50,1.7565891472868218,121,0.39457843278118737,140,140,0.10852713178294573,2.198966526306445,2.554471344688798,3.0012951496339575,False,True,1459,2589,2589,1.7745030843043181,46,1.7745030843043181,122,0.403819502079632,141,141,0.09664153529814942,2.1197459733288477,2.4562142440261634,2.910514276854329,False,True
pair_5feca8f4,olympiads,5738,11035,11035,1.9231439525967235,86,1.9231439525967235,250,0.44912221214447584,185,185,0.03224119902405019,2.0240047449334084,2.3447832567637343,2.534811817536731,False,True,4502,8566,8566,1.9027099067081297,87,1.9027099067081297,200,0.43998848463644924,184,184,0.040870724122612175,2.0666153150637276,2.4011211921297546,2.6108627099981856,False,True
pair_60565fc7,number_theory,80,110,110,1.375,16,1.375,13,0.2615909090909091,20,20,0.25,,,,False,True,80,110,110,1.375,16,1.375,13,0.2615909090909091,20,20,0.25,,,,False,True
pair_606263d6,math_train,4930,9213,9213,1.868762677484787,63,1.868762677484787,231,0.4348476412089892,232,232,0.047058823529411764,2.042965514359202,2.2959548063670567,2.601721101778209,False,True,4761,8942,8942,1.8781768536021843,72,1.8781768536021843,202,0.43685345843086615,227,227,0.04767905902121403,2.0390640188399556,2.2871664549542707,2.528317908733412,False,True
pair_62b6e279,math_test,205,305,305,1.4878048780487805,21,1.4878048780487805,26,0.30742902838864455,42,42,0.2048780487804878,2.2710001738108816,,,False,True,18515,33035,33035,1.784229003510667,58,1.784229003510667,1472,0.43341004011285833,528,528,0.0285174183094788,1.9979823311247307,2.0150383138065804,4.618123213903047,False,True
pair_6357c298,amc_aime,2639,4775,4775,1.8093974990526716,57,1.8093974990526716,212,0.4127171763062718,222,222,0.08412277377794619,2.1676624028632014,2.50186446995997,2.472008896617295,False,True,1906,3470,3470,1.8205666316894018,53,1.8205666316894018,126,0.4130838154047132,147,147,0.07712486883525708,2.1164697035827986,2.610527696687242,2.8020196972491327,False,True
pair_6369b437,math_test,1315,2398,2398,1.823574144486692,47,1.823574144486692,73,0.4146148406308172,78,78,0.05931558935361217,2.1074366559896927,2.238580701299237,2.900415795633304,False,True,1354,2496,2496,1.8434268833087148,50,1.8434268833087148,68,0.4195451274476385,77,77,0.0568685376661743,2.1000867204890765,2.248940431125993,2.9329756135609504,False,True
pair_659419e1,olympiads,10584,20566,20566,1.943121693121693,93,1.943121693121693,426,0.4550325284251598,243,243,0.02295918367346939,2.110865093703135,2.1781244655054754,2.419042714047353,False,True,18136,35600,35600,1.9629466254962507,100,1.9629466254962507,931,0.4646041426079113,235,235,0.012957653286281429,2.0490017853595885,2.1862085349084373,2.3149180601401507,False,True
pair_665c7b43,secondary_math,3600,6765,6765,1.8791666666666667,63,1.8791666666666667,166,0.43373864662889056,174,174,0.04833333333333333,2.1060634607170803,2.3086204689337126,2.6796641745113403,False,True,2967,5515,5515,1.8587799123693967,64,1.8587799123693967,154,0.42778242749421636,164,164,0.05527468823727671,2.1100881035362815,2.3350504564747943,2.721077184153628,False,True
pair_66b87803,cn_k12,14168,27211,27211,1.920595708639187,96,1.920595708639187,560,0.4543210932213222,428,428,0.03020892151326934,2.029428106013456,2.2246836442379188,2.296242757446996,False,True,41294,81509,81509,1.973870295926769,136,1.973870295926769,1255,0.46787712362095857,306,306,0.007410277522158183,2.005544528851593,2.2766141704388763,2.331555793697804,False,True
pair_677749e1,math_train,2209,3998,3998,1.8098687188773201,56,1.8098687188773201,146,0.4095209669117039,168,168,0.07605251244907198,2.1042417584706383,2.6011028444275723,3.222213570661831,False,True,2195,3972,3972,1.8095671981776766,56,1.8095671981776766,146,0.40971034141037377,168,168,0.0765375854214123,2.097652852420934,2.598714440102909,3.222213570661831,False,True
pair_6801c12d,olympiads_ref,3243,5824,5824,1.795868023435091,66,1.795868023435091,183,0.4072925032106346,234,234,0.07215541165587419,2.205666807144123,2.3884784712972094,2.6244294863706203,False,True,6587,12477,12477,1.894185516927281,90,1.894185516927281,223,0.4367991195191288,224,224,0.03400637619553666,2.0952526379154404,2.3379156358955835,2.8304901100752664,False,True
pair_68e74a3f,cn_k12,2118,3743,3743,1.767233238904627,58,1.767233238904627,161,0.39331826712349677,216,216,0.10198300283286119,2.2303091888964164,2.564052738416,2.7856770653904674,False,True,2498,4498,4498,1.8006405124099278,63,1.8006405124099278,166,0.4100639337615045,215,215,0.08606885508406725,2.126117108953806,2.384130309223261,2.6901277611421315,False,True
pair_6920c5e4,secondary_math,5026,9459,9459,1.8820135296458416,70,1.8820135296458416,237,0.4350222694404784,250,250,0.04974134500596896,2.0798068067453896,2.3567509836090466,2.6395159358913327,False,True,8754,16871,16871,1.9272332647932373,86,1.9272332647932373,398,0.4496758229371781,243,243,0.027758738862234407,2.115849365959382,2.2281042112404363,2.4177532932519696,False,True
pair_69286778,olympiads,1418,2446,2446,1.7249647390691114,55,1.7249647390691114,151,0.3877007105236147,141,141,0.09943582510578279,2.2792958045640344,2.324732517357032,2.8395860141769127,False,True,2649,4871,4871,1.8388070970177426,56,1.8388070970177426,168,0.4232699300697133,163,163,0.06153265383163458,2.092449215393718,2.4426192668238214,2.815038053666794,False,True
pair_6ba505c0,cn_k12,10044,19206,19206,1.9121863799283154,95,1.9121863799283154,437,0.44964526177498376,339,339,0.03375149342891278,2.0764209579165156,2.2768807926907493,2.3423490280573054,False,True,8779,16860,16860,1.920492083380795,85,1.920492083380795,428,0.451850413548886,263,263,0.02995785396970042,2.0371341232289026,2.2542087511760567,2.341194096491381,False,True
pair_6bcfd203,math_train,1061,1766,1766,1.6644674835061264,50,1.6644674835061264,104,0.36664272150784055,154,154,0.14514608859566447,2.31149036172417,2.455842941312575,,False,True,799,1396,1396,1.7471839799749687,55,1.7471839799749687,40,0.39562705530910774,56,56,0.07008760951188986,1.917396257663754,2.444925929900974,,False,True
pair_6d3a0d6c,math_test,95,131,131,1.3789473684210527,18,1.3789473684210527,13,0.26195259140216953,22,22,0.23157894736842105,,,,False,True,117,166,166,1.4188034188034189,21,1.4188034188034189,16,0.2746370095767686,26,26,0.2222222222222222,2.7656939698999783,,,False,True
pair_6d779213,olympiads,2313,3981,3981,1.721141374837873,65,1.721141374837873,135,0.3811971977137838,233,233,0.10073497622135755,2.2586769875631396,2.5773654075582373,2.950258595853871,False,True,7007,13074,13074,1.8658484372770088,74,1.8658484372770088,252,0.4275324972237055,359,359,0.051234479805908374,2.1345950415217176,2.404483773138463,2.550727997442647,False,True
pair_6e98ad25,aops_forum,938,1608,1608,1.7142857142857142,50,1.7142857142857142,97,0.38007589981860423,105,105,0.11194029850746269,2.250708328714686,2.94188424101711,,False,True,394,646,646,1.6395939086294415,33,1.6395939086294415,47,0.3491301409690245,46,46,0.116751269035533,2.4063654647630246,3.475355825403902,,False,True
pair_7007ed35,math_train,2311,4198,4198,1.8165296408481177,52,1.8165296408481177,162,0.41369105108467924,177,177,0.07659022068368672,2.1403349469649156,2.4697398097215473,2.507451965593744,False,True,2331,4237,4237,1.8176748176748176,52,1.8176748176748176,161,0.4140009053863196,176,176,0.07550407550407551,2.1287166922415945,2.4634967119492748,2.5330775022096113,False,True
pair_7187bdc5,amc_aime,4463,8296,8296,1.8588393457315706,70,1.8588393457315706,175,0.4250297258223676,258,258,0.057808648890880575,2.1183332100057624,2.4135962666243467,2.914939615581841,False,True,8249,15274,15274,1.8516183779852102,82,1.8516183779852102,173,0.43566022096741985,304,304,0.036852951872954294,2.2184162534577045,2.0861160948397415,2.0947202803927656,False,True
pair_71cf0c00,olympiads,5290,9952,9952,1.8812854442344045,62,1.8812854442344045,219,0.43923904685780973,239,239,0.04517958412098299,2.0342921587842215,2.2028956415823138,2.526019783206049,False,True,40757,80666,80666,1.9791937581274381,168,1.9791937581274381,1625,0.46952498824010674,171,171,0.004195598302132149,2.0132413436748715,2.0161376211698645,2.0680289295659757,False,True
pair_73bd6122,cn_k12,146,202,202,1.3835616438356164,18,1.3835616438356164,26,0.26800488268004885,36,36,0.2465753424657534,2.804788820805583,,,False,True,644,1038,1038,1.6118012422360248,40,1.6118012422360248,98,0.3529033377613423,113,113,0.17546583850931677,2.395988615235405,2.58264127428033,,False,True
pair_7415487b,cn_k12,523,844,844,1.6137667304015297,32,1.6137667304015297,72,0.35370583491160185,86,86,0.16443594646271512,2.3911808358445596,,,False,True,1771,3171,3171,1.790513833992095,53,1.790513833992095,133,0.4087430538008466,161,161,0.09090909090909091,2.243897430454431,2.4415909839659453,2.39631089682591,False,True
pair_7580a01f,olympiads,11893,22914,22914,1.926679559404692,109,1.926679559404692,465,0.45228734693726574,336,336,0.028251912889935255,2.063877307339105,2.2308112444969206,2.4021365936113854,False,True,15986,31277,31277,1.956524458901539,95,1.956524458901539,548,0.4625823681183196,219,219,0.013699487051169773,1.968358717484159,2.242195503410188,2.3426007979335455,False,True
pair_759606e4,math_train,23324,43336,43336,1.8580003429943406,87,1.8580003429943406,1903,0.45671582538973027,383,383,0.01642085405590808,1.912276867126561,2.236784532322757,1.5008015431250612,False,True,23324,43336,43336,1.8580003429943406,87,1.8580003429943406,1903,0.45671582538973027,383,383,0.01642085405590808,1.912276867126561,2.236784532322757,1.5008015431250612,False,True
pair_77658e38,cn_k12,4326,8220,8220,1.9001386962552012,67,1.9001386962552012,162,0.4428616423301421,187,187,0.043226999537679146,1.9995089931450303,2.298732930353039,2.57009729426725,False,True,2875,5298,5298,1.8427826086956522,61,1.8427826086956522,155,0.42634890935053427,191,191,0.06643478260869565,2.058935896449448,2.4036011392840084,2.4459718672506985,False,True
pair_78234522,olympiads_ref,5284,10058,10058,1.9034822104466314,62,1.9034822104466314,237,0.44260318916371344,187,187,0.03538985616956851,2.1108900241433934,2.299980613268196,2.4381843594930444,False,True,9984,19269,19269,1.9299879807692308,88,1.9299879807692308,374,0.45227099463766035,285,285,0.028545673076923076,2.056147050174803,2.2102399037958795,2.5271760095262294,False,True
pair_788625c0,olympiads,4000,7346,7346,1.8365,86,1.8365,182,0.42474659678736726,208,208,0.052,2.1289820530656454,2.227628824338992,2.717170225429621,False,True,2680,4797,4797,1.7899253731343283,77,1.7899253731343283,108,0.4113213637876907,181,181,0.06753731343283582,2.123419170903675,2.2493704884028873,2.6107610188308317,False,True
pair_7a30a024,olympiads,1341,2468,2468,1.8404175988068605,43,1.8404175988068605,78,0.42435010037503157,83,83,0.061894108873974646,2.0377477043745538,2.246028814901382,2.9580101504791134,False,True,1614,2960,2960,1.8339529120198266,52,1.8339529120198266,96,0.42155631467899124,102,102,0.06319702602230483,2.113732997342631,2.3054496072318766,2.94157899701979,False,True
pair_7a9abe33,amc_aime,1528,2614,2614,1.7107329842931938,67,1.7107329842931938,176,0.3846900699816133,190,190,0.1243455497382199,2.31016289839449,2.572586987470716,2.503477816196157,False,True,2507,4487,4487,1.789788591942561,55,1.789788591942561,206,0.408575800550969,221,221,0.08815317112086159,2.127164045533309,2.4839718277990945,2.736445147570798,False,True
pair_7b0b98d6,cn_k12,2979,5503,5503,1.8472641826116147,63,1.8472641826116147,165,0.4227019629867733,189,189,0.0634441087613293,2.1629543483734226,2.357056093561595,2.842134702286634,False,True,4616,8720,8720,1.8890814558058926,68,1.8890814558058926,211,0.43822861844720395,209,209,0.04527729636048527,2.097701166332179,2.260335763803356,2.6177234374606613,False,True
pair_7b176d5c,math_test,3477,6246,6246,1.7963761863675582,58,1.7963761863675582,270,0.4095100588276411,281,281,0.08081679608858211,2.238556358800687,2.349267336020471,2.415670280539752,False,True,5488,10240,10240,1.8658892128279883,85,1.8658892128279883,270,0.43386433326120627,281,281,0.05120262390670554,2.1222109312492483,2.2828613211908357,2.5144921418841824,False,True
pair_7cb6be3d,olympiads,2292,4142,4142,1.807155322862129,51,1.807155322862129,169,0.4138550480625407,176,176,0.07678883071553229,2.134536256353734,2.4353536944884606,2.499848871695903,False,True,4163,7893,7893,1.895988469853471,66,1.895988469853471,213,0.44083107844138875,167,167,0.04011530146528945,2.088254351790202,2.215599200024708,2.732630728723664,False,True
pair_7f6de6ca,number_theory,1785,3129,3129,1.7529411764705882,57,1.7529411764705882,149,0.39247305186056525,189,189,0.10588235294117647,2.2367888660613726,2.619867449510145,2.5724949025623696,False,True,815,1328,1328,1.6294478527607361,50,1.6294478527607361,108,0.3588642915219159,136,136,0.1668711656441718,2.347331077107567,2.6461239933857357,,False,True
pair_7fda4fb2,olympiads,2915,5221,5221,1.791080617495712,61,1.791080617495712,215,0.4111694328518258,253,253,0.08679245283018867,2.1664100569539717,2.390716802722996,2.382467207063267,False,True,802,1309,1309,1.6321695760598505,47,1.6321695760598505,114,0.36498612140390047,131,131,0.1633416458852868,2.2340408698201686,2.532509052110459,,False,True
pair_807fa532,olympiads,10592,20569,20569,1.9419373111782476,87,1.9419373111782476,377,0.45898402587620857,251,251,0.02369712990936556,1.9619228554987416,2.2194571517439314,2.5211760379972965,False,True,5498,10510,10510,1.9116042197162604,70,1.9116042197162604,230,0.4472444092636056,214,214,0.03892324481629684,1.9574756079711895,2.3498766143750127,2.505005782890451,False,True
pair_80de1ec1,cn_k12,4197,7904,7904,1.8832499404336431,65,1.8832499404336431,189,0.4393101420042656,208,208,0.049559208958780084,2.032862237268672,2.274945248421334,2.6147280807660036,False,True,3364,6254,6254,1.8590963139120096,61,1.8590963139120096,181,0.4304375758373143,203,203,0.0603448275862069,2.0708828810813547,2.287441306474429,2.678981174570759,False,True
pair_80fc276c,olympiads,5059,9585,9585,1.8946432101205772,78,1.8946432101205772,196,0.4432521287926103,224,224,0.04427752520260921,2.0572645884683136,2.302304061117359,2.512414175673078,False,True,8438,16358,16358,1.9386110452713914,71,1.9386110452713914,263,0.4580852413964262,199,199,0.023583787627399856,1.9171300288192357,2.2644667236951057,2.37644470834144,False,True
pair_81db3cca,cn_k12,1703,2926,2926,1.7181444509688784,45,1.7181444509688784,173,0.38873179853493234,207,207,0.12155020551967116,2.3228408759052437,2.2032521656082418,2.524259100257898,False,True,3193,5908,5908,1.85029752583777,63,1.85029752583777,168,0.42809709204355073,207,207,0.06482931412464767,2.086057431654325,2.3433999474363048,2.670674075231923,False,True
pair_81dfa8e6,aops_forum,5941,11147,11147,1.8762834539639792,77,1.8762834539639792,261,0.433539475606902,296,296,0.049823262077091396,2.1302384035272057,2.261120824078578,2.4434014337245036,False,True,8182,15549,15549,1.9003911024199462,87,1.9003911024199462,268,0.4385837116525786,315,315,0.03849914446345637,2.136638433115528,2.2961873649986435,2.5795934469589397,False,True
pair_82f26bd9,amc_aime,1746,3133,3133,1.7943871706758305,63,1.7943871706758305,121,0.4054761620103623,147,147,0.08419243986254296,2.1965621639510027,2.531033513048677,2.3154078971379466,False,True,1075,1864,1864,1.733953488372093,54,1.733953488372093,98,0.3859057790198623,116,116,0.10790697674418605,2.25716729804748,2.668224640199244,,False,True
pair_842aefbb,number_theory,146,208,208,1.4246575342465753,23,1.4246575342465753,17,0.27647523709167543,33,33,0.22602739726027396,2.7354103253366095,,,False,True,215,332,332,1.544186046511628,31,1.544186046511628,22,0.30624824880919027,38,38,0.17674418604651163,2.873572875738353,,,False,True
pair_84334dbe,olympiads,12697,24821,24821,1.9548712294242734,82,1.9548712294242734,352,0.46112917167711553,212,212,0.016696857525399702,1.9632771090507752,2.2441087629493173,2.3347228905779627,False,True,11194,21868,21868,1.9535465427907808,84,1.9535465427907808,304,0.4601766232720441,206,206,0.01840271574057531,1.9653995734145115,2.2189266083979717,2.4105985376776684,False,True
pair_87179bc6,math_test,2813,5130,5130,1.8236757909704941,53,1.8236757909704941,190,0.42020818131357546,220,220,0.0782083185211518,2.0698018713643567,2.436580173817669,2.8395526544762157,False,True,2856,5223,5223,1.828781512605042,56,1.828781512605042,186,0.42128257582948936,217,217,0.07598039215686274,2.0679644936402086,2.4484133716555965,2.82966749699011,False,True
pair_877062a7,math_train,4842,8915,8915,1.8411813300289137,61,1.8411813300289137,241,0.4198927963234393,333,333,0.0687732342007435,2.1799354403540097,2.5380272791633716,2.3529686317891105,False,True,6217,11667,11667,1.8766285990027345,70,1.8766285990027345,233,0.4306427385468161,326,326,0.05243686665594338,2.1360296324697092,2.37556970366553,2.6114577850944043,False,True
