corpus,name,schema,constructor,positive_nodes
Matched human Lean root values,pair_87179bc6,all normalized constructors,Lam,12
Matched human Lean root values,pair_87179bc6,all normalized constructors,Pi,7
Matched human Lean root values,pair_87179bc6,shared binary core,App,1731
Matched human Lean root values,pair_87179bc6,shared binary core,Lam,12
Matched human Lean root values,pair_87179bc6,shared binary core,Pi,7
Matched AI Lean root values,pair_87179bc6,all normalized constructors,App,1786
Matched AI Lean root values,pair_87179bc6,all normalized constructors,Lam,11
Matched AI Lean root values,pair_87179bc6,all normalized constructors,Pi,7
Matched AI Lean root values,pair_87179bc6,all normalized constructors,Let,1
Matched AI Lean root values,pair_87179bc6,shared binary core,App,1786
Matched AI Lean root values,pair_87179bc6,shared binary core,Lam,11
Matched AI Lean root values,pair_87179bc6,shared binary core,Pi,7
Matched AI Lean root values,pair_87179bc6,shared binary core,Let,1
Matched human Lean root values,pair_877062a7,all normalized constructors,App,3817
Matched human Lean root values,pair_877062a7,all normalized constructors,Lam,28
Matched human Lean root values,pair_877062a7,all normalized constructors,Pi,11
Matched human Lean root values,pair_877062a7,all normalized constructors,Let,5
Matched human Lean root values,pair_877062a7,shared binary core,App,3817
Matched human Lean root values,pair_877062a7,shared binary core,Lam,28
Matched human Lean root values,pair_877062a7,shared binary core,Pi,11
Matched human Lean root values,pair_877062a7,shared binary core,Let,5
Matched AI Lean root values,pair_877062a7,all normalized constructors,App,5372
Matched AI Lean root values,pair_877062a7,all normalized constructors,Lam,34
Matched AI Lean root values,pair_877062a7,all normalized constructors,Pi,9
Matched AI Lean root values,pair_877062a7,all normalized constructors,Let,10
Matched AI Lean root values,pair_877062a7,shared binary core,App,5372
Matched AI Lean root values,pair_877062a7,shared binary core,Lam,34
Matched AI Lean root values,pair_877062a7,shared binary core,Pi,9
Matched AI Lean root values,pair_877062a7,shared binary core,Let,10
Matched human Lean root values,pair_8793031c,all normalized constructors,App,4175
Matched human Lean root values,pair_8793031c,all normalized constructors,Lam,32
Matched human Lean root values,pair_8793031c,all normalized constructors,Pi,8
Matched human Lean root values,pair_8793031c,all normalized constructors,Let,19
Matched human Lean root values,pair_8793031c,shared binary core,App,4175
Matched human Lean root values,pair_8793031c,shared binary core,Lam,32
Matched human Lean root values,pair_8793031c,shared binary core,Pi,8
Matched human Lean root values,pair_8793031c,shared binary core,Let,19
Matched AI Lean root values,pair_8793031c,all normalized constructors,App,4040
Matched AI Lean root values,pair_8793031c,all normalized constructors,Lam,27
Matched AI Lean root values,pair_8793031c,all normalized constructors,Pi,7
Matched AI Lean root values,pair_8793031c,all normalized constructors,Let,14
Matched AI Lean root values,pair_8793031c,shared binary core,App,4040
Matched AI Lean root values,pair_8793031c,shared binary core,Lam,27
Matched AI Lean root values,pair_8793031c,shared binary core,Pi,7
Matched AI Lean root values,pair_8793031c,shared binary core,Let,14
Matched human Lean root values,pair_87ba057a,all normalized constructors,App,193
Matched human Lean root values,pair_87ba057a,all normalized constructors,Lam,1
Matched human Lean root values,pair_87ba057a,all normalized constructors,Pi,2
Matched human Lean root values,pair_87ba057a,all normalized constructors,Let,2
Matched human Lean root values,pair_87ba057a,shared binary core,App,193
Matched human Lean root values,pair_87ba057a,shared binary core,Lam,1
Matched human Lean root values,pair_87ba057a,shared binary core,Pi,2
Matched human Lean root values,pair_87ba057a,shared binary core,Let,2
Matched AI Lean root values,pair_87ba057a,all normalized constructors,App,187
Matched AI Lean root values,pair_87ba057a,all normalized constructors,Pi,2
Matched AI Lean root values,pair_87ba057a,shared binary core,App,187
Matched AI Lean root values,pair_87ba057a,shared binary core,Pi,2
Matched human Lean root values,pair_87d2dbfe,all normalized constructors,App,520
Matched human Lean root values,pair_87d2dbfe,all normalized constructors,Lam,47
Matched human Lean root values,pair_87d2dbfe,all normalized constructors,Pi,6
Matched human Lean root values,pair_87d2dbfe,shared binary core,App,520
Matched human Lean root values,pair_87d2dbfe,shared binary core,Lam,47
Matched human Lean root values,pair_87d2dbfe,shared binary core,Pi,6
Matched AI Lean root values,pair_87d2dbfe,all normalized constructors,App,369
Matched AI Lean root values,pair_87d2dbfe,all normalized constructors,Lam,43
Matched AI Lean root values,pair_87d2dbfe,all normalized constructors,Pi,4
Matched AI Lean root values,pair_87d2dbfe,shared binary core,App,369
Matched AI Lean root values,pair_87d2dbfe,shared binary core,Lam,43
Matched AI Lean root values,pair_87d2dbfe,shared binary core,Pi,4
Matched human Lean root values,pair_88838551,all normalized constructors,App,1629
Matched human Lean root values,pair_88838551,all normalized constructors,Lam,25
Matched human Lean root values,pair_88838551,all normalized constructors,Pi,3
Matched human Lean root values,pair_88838551,all normalized constructors,Let,1
Matched human Lean root values,pair_88838551,shared binary core,App,1629
Matched human Lean root values,pair_88838551,shared binary core,Lam,25
Matched human Lean root values,pair_88838551,shared binary core,Pi,3
Matched human Lean root values,pair_88838551,shared binary core,Let,1
Matched AI Lean root values,pair_88838551,all normalized constructors,App,1299
Matched AI Lean root values,pair_88838551,all normalized constructors,Lam,21
Matched AI Lean root values,pair_88838551,all normalized constructors,Pi,2
Matched AI Lean root values,pair_88838551,shared binary core,App,1299
Matched AI Lean root values,pair_88838551,shared binary core,Lam,21
Matched AI Lean root values,pair_88838551,shared binary core,Pi,2
Matched human Lean root values,pair_8956508b,all normalized constructors,App,1253
Matched human Lean root values,pair_8956508b,all normalized constructors,Lam,21
Matched human Lean root values,pair_8956508b,all normalized constructors,Pi,13
Matched human Lean root values,pair_8956508b,shared binary core,App,1253
Matched human Lean root values,pair_8956508b,shared binary core,Lam,21
Matched human Lean root values,pair_8956508b,shared binary core,Pi,13
Matched AI Lean root values,pair_8956508b,all normalized constructors,App,239
Matched AI Lean root values,pair_8956508b,all normalized constructors,Lam,7
Matched AI Lean root values,pair_8956508b,all normalized constructors,Pi,3
Matched AI Lean root values,pair_8956508b,all normalized constructors,Let,1
Matched AI Lean root values,pair_8956508b,shared binary core,App,239
Matched AI Lean root values,pair_8956508b,shared binary core,Lam,7
Matched AI Lean root values,pair_8956508b,shared binary core,Pi,3
Matched AI Lean root values,pair_8956508b,shared binary core,Let,1
Matched human Lean root values,pair_896a11b6,all normalized constructors,Pi,71
Matched human Lean root values,pair_896a11b6,all normalized constructors,App,5515
Matched human Lean root values,pair_896a11b6,all normalized constructors,Lam,91
Matched human Lean root values,pair_896a11b6,all normalized constructors,Let,6
Matched human Lean root values,pair_896a11b6,shared binary core,Pi,71
Matched human Lean root values,pair_896a11b6,shared binary core,App,5515
Matched human Lean root values,pair_896a11b6,shared binary core,Lam,91
Matched human Lean root values,pair_896a11b6,shared binary core,Let,6
Matched AI Lean root values,pair_896a11b6,all normalized constructors,Pi,18
Matched AI Lean root values,pair_896a11b6,all normalized constructors,App,257
Matched AI Lean root values,pair_896a11b6,all normalized constructors,Lam,24
Matched AI Lean root values,pair_896a11b6,shared binary core,Pi,18
Matched AI Lean root values,pair_896a11b6,shared binary core,App,257
Matched AI Lean root values,pair_896a11b6,shared binary core,Lam,24
Matched human Lean root values,pair_8a45bd25,all normalized constructors,App,10456
Matched human Lean root values,pair_8a45bd25,all normalized constructors,Lam,85
Matched human Lean root values,pair_8a45bd25,all normalized constructors,Pi,6
Matched human Lean root values,pair_8a45bd25,all normalized constructors,Let,40
Matched human Lean root values,pair_8a45bd25,shared binary core,App,10456
Matched human Lean root values,pair_8a45bd25,shared binary core,Lam,85
Matched human Lean root values,pair_8a45bd25,shared binary core,Pi,6
Matched human Lean root values,pair_8a45bd25,shared binary core,Let,40
Matched AI Lean root values,pair_8a45bd25,all normalized constructors,App,10549
Matched AI Lean root values,pair_8a45bd25,all normalized constructors,Lam,69
Matched AI Lean root values,pair_8a45bd25,all normalized constructors,Pi,5
Matched AI Lean root values,pair_8a45bd25,all normalized constructors,Let,14
Matched AI Lean root values,pair_8a45bd25,shared binary core,App,10549
Matched AI Lean root values,pair_8a45bd25,shared binary core,Lam,69
Matched AI Lean root values,pair_8a45bd25,shared binary core,Pi,5
Matched AI Lean root values,pair_8a45bd25,shared binary core,Let,14
Matched human Lean root values,pair_8a465ac4,all normalized constructors,Pi,2
Matched human Lean root values,pair_8a465ac4,all normalized constructors,App,580
Matched human Lean root values,pair_8a465ac4,all normalized constructors,Lam,10
Matched human Lean root values,pair_8a465ac4,shared binary core,Pi,2
Matched human Lean root values,pair_8a465ac4,shared binary core,App,580
Matched human Lean root values,pair_8a465ac4,shared binary core,Lam,10
Matched AI Lean root values,pair_8a465ac4,all normalized constructors,Pi,2
Matched AI Lean root values,pair_8a465ac4,all normalized constructors,App,527
Matched AI Lean root values,pair_8a465ac4,all normalized constructors,Lam,9
Matched AI Lean root values,pair_8a465ac4,all normalized constructors,Let,5
Matched AI Lean root values,pair_8a465ac4,shared binary core,Pi,2
Matched AI Lean root values,pair_8a465ac4,shared binary core,App,527
Matched AI Lean root values,pair_8a465ac4,shared binary core,Lam,9
Matched AI Lean root values,pair_8a465ac4,shared binary core,Let,5
Matched human Lean root values,pair_8d6d2aa2,all normalized constructors,App,2183
Matched human Lean root values,pair_8d6d2aa2,all normalized constructors,Lam,176
Matched human Lean root values,pair_8d6d2aa2,all normalized constructors,Pi,13
Matched human Lean root values,pair_8d6d2aa2,all normalized constructors,Let,11
Matched human Lean root values,pair_8d6d2aa2,shared binary core,App,2183
Matched human Lean root values,pair_8d6d2aa2,shared binary core,Lam,176
Matched human Lean root values,pair_8d6d2aa2,shared binary core,Pi,13
Matched human Lean root values,pair_8d6d2aa2,shared binary core,Let,11
Matched AI Lean root values,pair_8d6d2aa2,all normalized constructors,App,1584
Matched AI Lean root values,pair_8d6d2aa2,all normalized constructors,Lam,176
Matched AI Lean root values,pair_8d6d2aa2,all normalized constructors,Pi,8
Matched AI Lean root values,pair_8d6d2aa2,all normalized constructors,Let,1
Matched AI Lean root values,pair_8d6d2aa2,shared binary core,App,1584
Matched AI Lean root values,pair_8d6d2aa2,shared binary core,Lam,176
Matched AI Lean root values,pair_8d6d2aa2,shared binary core,Pi,8
Matched AI Lean root values,pair_8d6d2aa2,shared binary core,Let,1
Matched human Lean root values,pair_8e82b67b,all normalized constructors,App,1083
Matched human Lean root values,pair_8e82b67b,all normalized constructors,Lam,6
Matched human Lean root values,pair_8e82b67b,all normalized constructors,Pi,2
Matched human Lean root values,pair_8e82b67b,shared binary core,App,1083
Matched human Lean root values,pair_8e82b67b,shared binary core,Lam,6
Matched human Lean root values,pair_8e82b67b,shared binary core,Pi,2
Matched AI Lean root values,pair_8e82b67b,all normalized constructors,App,2142
Matched AI Lean root values,pair_8e82b67b,all normalized constructors,Lam,12
Matched AI Lean root values,pair_8e82b67b,all normalized constructors,Pi,3
Matched AI Lean root values,pair_8e82b67b,all normalized constructors,Let,4
Matched AI Lean root values,pair_8e82b67b,shared binary core,App,2142
Matched AI Lean root values,pair_8e82b67b,shared binary core,Lam,12
Matched AI Lean root values,pair_8e82b67b,shared binary core,Pi,3
Matched AI Lean root values,pair_8e82b67b,shared binary core,Let,4
Matched human Lean root values,pair_915d7da0,all normalized constructors,App,2539
Matched human Lean root values,pair_915d7da0,all normalized constructors,Pi,8
Matched human Lean root values,pair_915d7da0,all normalized constructors,Lam,15
Matched human Lean root values,pair_915d7da0,shared binary core,App,2539
Matched human Lean root values,pair_915d7da0,shared binary core,Pi,8
Matched human Lean root values,pair_915d7da0,shared binary core,Lam,15
Matched AI Lean root values,pair_915d7da0,all normalized constructors,App,2955
Matched AI Lean root values,pair_915d7da0,all normalized constructors,Lam,13
Matched AI Lean root values,pair_915d7da0,all normalized constructors,Pi,7
Matched AI Lean root values,pair_915d7da0,all normalized constructors,Let,2
Matched AI Lean root values,pair_915d7da0,shared binary core,App,2955
Matched AI Lean root values,pair_915d7da0,shared binary core,Lam,13
Matched AI Lean root values,pair_915d7da0,shared binary core,Pi,7
Matched AI Lean root values,pair_915d7da0,shared binary core,Let,2
Matched human Lean root values,pair_919a0d3c,all normalized constructors,App,58
Matched human Lean root values,pair_919a0d3c,all normalized constructors,Pi,9
Matched human Lean root values,pair_919a0d3c,all normalized constructors,Lam,11
Matched human Lean root values,pair_919a0d3c,shared binary core,App,58
Matched human Lean root values,pair_919a0d3c,shared binary core,Pi,9
Matched human Lean root values,pair_919a0d3c,shared binary core,Lam,11
Matched AI Lean root values,pair_919a0d3c,all normalized constructors,App,54
Matched AI Lean root values,pair_919a0d3c,all normalized constructors,Pi,9
Matched AI Lean root values,pair_919a0d3c,all normalized constructors,Lam,11
Matched AI Lean root values,pair_919a0d3c,shared binary core,App,54
Matched AI Lean root values,pair_919a0d3c,shared binary core,Pi,9
Matched AI Lean root values,pair_919a0d3c,shared binary core,Lam,11
Matched human Lean root values,pair_92daf189,all normalized constructors,App,4809
Matched human Lean root values,pair_92daf189,all normalized constructors,Lam,44
Matched human Lean root values,pair_92daf189,all normalized constructors,Pi,8
Matched human Lean root values,pair_92daf189,all normalized constructors,Let,16
Matched human Lean root values,pair_92daf189,shared binary core,App,4809
Matched human Lean root values,pair_92daf189,shared binary core,Lam,44
Matched human Lean root values,pair_92daf189,shared binary core,Pi,8
Matched human Lean root values,pair_92daf189,shared binary core,Let,16
Matched AI Lean root values,pair_92daf189,all normalized constructors,App,5533
Matched AI Lean root values,pair_92daf189,all normalized constructors,Lam,38
Matched AI Lean root values,pair_92daf189,all normalized constructors,Pi,6
Matched AI Lean root values,pair_92daf189,all normalized constructors,Let,8
Matched AI Lean root values,pair_92daf189,shared binary core,App,5533
Matched AI Lean root values,pair_92daf189,shared binary core,Lam,38
Matched AI Lean root values,pair_92daf189,shared binary core,Pi,6
Matched AI Lean root values,pair_92daf189,shared binary core,Let,8
Matched human Lean root values,pair_95cc16d3,all normalized constructors,App,2318
Matched human Lean root values,pair_95cc16d3,all normalized constructors,Lam,22
Matched human Lean root values,pair_95cc16d3,all normalized constructors,Pi,4
Matched human Lean root values,pair_95cc16d3,shared binary core,App,2318
Matched human Lean root values,pair_95cc16d3,shared binary core,Lam,22
Matched human Lean root values,pair_95cc16d3,shared binary core,Pi,4
Matched AI Lean root values,pair_95cc16d3,all normalized constructors,App,2652
Matched AI Lean root values,pair_95cc16d3,all normalized constructors,Lam,22
Matched AI Lean root values,pair_95cc16d3,all normalized constructors,Pi,5
Matched AI Lean root values,pair_95cc16d3,shared binary core,App,2652
Matched AI Lean root values,pair_95cc16d3,shared binary core,Lam,22
Matched AI Lean root values,pair_95cc16d3,shared binary core,Pi,5
Matched human Lean root values,pair_95ff000b,all normalized constructors,Pi,10
Matched human Lean root values,pair_95ff000b,all normalized constructors,App,7943
Matched human Lean root values,pair_95ff000b,all normalized constructors,Lam,67
Matched human Lean root values,pair_95ff000b,all normalized constructors,Let,7
Matched human Lean root values,pair_95ff000b,shared binary core,Pi,10
Matched human Lean root values,pair_95ff000b,shared binary core,App,7943
Matched human Lean root values,pair_95ff000b,shared binary core,Lam,67
Matched human Lean root values,pair_95ff000b,shared binary core,Let,7
Matched AI Lean root values,pair_95ff000b,all normalized constructors,Pi,9
Matched AI Lean root values,pair_95ff000b,all normalized constructors,App,7383
Matched AI Lean root values,pair_95ff000b,all normalized constructors,Lam,61
Matched AI Lean root values,pair_95ff000b,all normalized constructors,Let,5
Matched AI Lean root values,pair_95ff000b,shared binary core,Pi,9
Matched AI Lean root values,pair_95ff000b,shared binary core,App,7383
Matched AI Lean root values,pair_95ff000b,shared binary core,Lam,61
Matched AI Lean root values,pair_95ff000b,shared binary core,Let,5
Matched human Lean root values,pair_965e479d,all normalized constructors,App,7208
Matched human Lean root values,pair_965e479d,all normalized constructors,Lam,39
Matched human Lean root values,pair_965e479d,all normalized constructors,Pi,5
Matched human Lean root values,pair_965e479d,all normalized constructors,Let,14
Matched human Lean root values,pair_965e479d,all normalized constructors,Proj,1
Matched human Lean root values,pair_965e479d,shared binary core,App,7208
Matched human Lean root values,pair_965e479d,shared binary core,Lam,39
Matched human Lean root values,pair_965e479d,shared binary core,Pi,5
Matched human Lean root values,pair_965e479d,shared binary core,Let,14
Matched AI Lean root values,pair_965e479d,all normalized constructors,App,12996
Matched AI Lean root values,pair_965e479d,all normalized constructors,Lam,41
Matched AI Lean root values,pair_965e479d,all normalized constructors,Pi,4
Matched AI Lean root values,pair_965e479d,all normalized constructors,Let,12
Matched AI Lean root values,pair_965e479d,shared binary core,App,12996
Matched AI Lean root values,pair_965e479d,shared binary core,Lam,41
Matched AI Lean root values,pair_965e479d,shared binary core,Pi,4
Matched AI Lean root values,pair_965e479d,shared binary core,Let,12
Matched human Lean root values,pair_98273f65,all normalized constructors,App,5406
Matched human Lean root values,pair_98273f65,all normalized constructors,Pi,26
Matched human Lean root values,pair_98273f65,all normalized constructors,Lam,84
Matched human Lean root values,pair_98273f65,all normalized constructors,Let,3
Matched human Lean root values,pair_98273f65,shared binary core,App,5406
Matched human Lean root values,pair_98273f65,shared binary core,Pi,26
Matched human Lean root values,pair_98273f65,shared binary core,Lam,84
Matched human Lean root values,pair_98273f65,shared binary core,Let,3
Matched AI Lean root values,pair_98273f65,all normalized constructors,App,10633
Matched AI Lean root values,pair_98273f65,all normalized constructors,Lam,37
Matched AI Lean root values,pair_98273f65,all normalized constructors,Pi,4
Matched AI Lean root values,pair_98273f65,all normalized constructors,Let,15
Matched AI Lean root values,pair_98273f65,shared binary core,App,10633
Matched AI Lean root values,pair_98273f65,shared binary core,Lam,37
Matched AI Lean root values,pair_98273f65,shared binary core,Pi,4
Matched AI Lean root values,pair_98273f65,shared binary core,Let,15
Matched human Lean root values,pair_99ea5bb6,all normalized constructors,Pi,18
Matched human Lean root values,pair_99ea5bb6,all normalized constructors,App,4353
Matched human Lean root values,pair_99ea5bb6,all normalized constructors,Lam,62
Matched human Lean root values,pair_99ea5bb6,all normalized constructors,Let,9
Matched human Lean root values,pair_99ea5bb6,shared binary core,Pi,18
Matched human Lean root values,pair_99ea5bb6,shared binary core,App,4353
Matched human Lean root values,pair_99ea5bb6,shared binary core,Lam,62
Matched human Lean root values,pair_99ea5bb6,shared binary core,Let,9
Matched AI Lean root values,pair_99ea5bb6,all normalized constructors,Pi,23
Matched AI Lean root values,pair_99ea5bb6,all normalized constructors,App,4192
Matched AI Lean root values,pair_99ea5bb6,all normalized constructors,Lam,106
Matched AI Lean root values,pair_99ea5bb6,all normalized constructors,Let,10
Matched AI Lean root values,pair_99ea5bb6,shared binary core,Pi,23
Matched AI Lean root values,pair_99ea5bb6,shared binary core,App,4192
Matched AI Lean root values,pair_99ea5bb6,shared binary core,Lam,106
Matched AI Lean root values,pair_99ea5bb6,shared binary core,Let,10
Matched human Lean root values,pair_99eea8ae,all normalized constructors,App,104
Matched human Lean root values,pair_99eea8ae,all normalized constructors,Lam,9
Matched human Lean root values,pair_99eea8ae,all normalized constructors,Let,1
Matched human Lean root values,pair_99eea8ae,shared binary core,App,104
Matched human Lean root values,pair_99eea8ae,shared binary core,Lam,9
Matched human Lean root values,pair_99eea8ae,shared binary core,Let,1
Matched AI Lean root values,pair_99eea8ae,all normalized constructors,App,1282
Matched AI Lean root values,pair_99eea8ae,all normalized constructors,Lam,13
Matched AI Lean root values,pair_99eea8ae,all normalized constructors,Pi,3
Matched AI Lean root values,pair_99eea8ae,all normalized constructors,Let,1
Matched AI Lean root values,pair_99eea8ae,shared binary core,App,1282
Matched AI Lean root values,pair_99eea8ae,shared binary core,Lam,13
Matched AI Lean root values,pair_99eea8ae,shared binary core,Pi,3
Matched AI Lean root values,pair_99eea8ae,shared binary core,Let,1
Matched human Lean root values,pair_9a76e23c,all normalized constructors,App,9669
Matched human Lean root values,pair_9a76e23c,all normalized constructors,Lam,110
Matched human Lean root values,pair_9a76e23c,all normalized constructors,Pi,3
Matched human Lean root values,pair_9a76e23c,all normalized constructors,Let,24
Matched human Lean root values,pair_9a76e23c,shared binary core,App,9669
Matched human Lean root values,pair_9a76e23c,shared binary core,Lam,110
Matched human Lean root values,pair_9a76e23c,shared binary core,Pi,3
Matched human Lean root values,pair_9a76e23c,shared binary core,Let,24
Matched AI Lean root values,pair_9a76e23c,all normalized constructors,App,10788
Matched AI Lean root values,pair_9a76e23c,all normalized constructors,Lam,120
Matched AI Lean root values,pair_9a76e23c,all normalized constructors,Pi,3
Matched AI Lean root values,pair_9a76e23c,all normalized constructors,Let,33
Matched AI Lean root values,pair_9a76e23c,shared binary core,App,10788
Matched AI Lean root values,pair_9a76e23c,shared binary core,Lam,120
Matched AI Lean root values,pair_9a76e23c,shared binary core,Pi,3
Matched AI Lean root values,pair_9a76e23c,shared binary core,Let,33
Matched human Lean root values,pair_9a84ead7,all normalized constructors,App,1043
Matched human Lean root values,pair_9a84ead7,all normalized constructors,Lam,5
Matched human Lean root values,pair_9a84ead7,all normalized constructors,Pi,7
Matched human Lean root values,pair_9a84ead7,all normalized constructors,Let,1
Matched human Lean root values,pair_9a84ead7,shared binary core,App,1043
Matched human Lean root values,pair_9a84ead7,shared binary core,Lam,5
Matched human Lean root values,pair_9a84ead7,shared binary core,Pi,7
Matched human Lean root values,pair_9a84ead7,shared binary core,Let,1
Matched AI Lean root values,pair_9a84ead7,all normalized constructors,App,457
Matched AI Lean root values,pair_9a84ead7,all normalized constructors,Pi,5
Matched AI Lean root values,pair_9a84ead7,all normalized constructors,Lam,3
Matched AI Lean root values,pair_9a84ead7,shared binary core,App,457
Matched AI Lean root values,pair_9a84ead7,shared binary core,Pi,5
Matched AI Lean root values,pair_9a84ead7,shared binary core,Lam,3
Matched human Lean root values,pair_9af28884,all normalized constructors,App,1193
Matched human Lean root values,pair_9af28884,all normalized constructors,Lam,5
Matched human Lean root values,pair_9af28884,all normalized constructors,Pi,7
Matched human Lean root values,pair_9af28884,all normalized constructors,Let,1
Matched human Lean root values,pair_9af28884,shared binary core,App,1193
Matched human Lean root values,pair_9af28884,shared binary core,Lam,5
Matched human Lean root values,pair_9af28884,shared binary core,Pi,7
Matched human Lean root values,pair_9af28884,shared binary core,Let,1
Matched AI Lean root values,pair_9af28884,all normalized constructors,App,575
Matched AI Lean root values,pair_9af28884,all normalized constructors,Lam,3
Matched AI Lean root values,pair_9af28884,all normalized constructors,Pi,3
Matched AI Lean root values,pair_9af28884,shared binary core,App,575
Matched AI Lean root values,pair_9af28884,shared binary core,Lam,3
Matched AI Lean root values,pair_9af28884,shared binary core,Pi,3
Matched human Lean root values,pair_9b461a0f,all normalized constructors,App,3349
Matched human Lean root values,pair_9b461a0f,all normalized constructors,Lam,26
Matched human Lean root values,pair_9b461a0f,all normalized constructors,Pi,7
Matched human Lean root values,pair_9b461a0f,all normalized constructors,Let,2
Matched human Lean root values,pair_9b461a0f,shared binary core,App,3349
Matched human Lean root values,pair_9b461a0f,shared binary core,Lam,26
Matched human Lean root values,pair_9b461a0f,shared binary core,Pi,7
Matched human Lean root values,pair_9b461a0f,shared binary core,Let,2
Matched AI Lean root values,pair_9b461a0f,all normalized constructors,App,4337
Matched AI Lean root values,pair_9b461a0f,all normalized constructors,Lam,18
Matched AI Lean root values,pair_9b461a0f,all normalized constructors,Pi,9
Matched AI Lean root values,pair_9b461a0f,all normalized constructors,Let,4
Matched AI Lean root values,pair_9b461a0f,shared binary core,App,4337
Matched AI Lean root values,pair_9b461a0f,shared binary core,Lam,18
Matched AI Lean root values,pair_9b461a0f,shared binary core,Pi,9
Matched AI Lean root values,pair_9b461a0f,shared binary core,Let,4
Matched human Lean root values,pair_9d3572bb,all normalized constructors,Pi,6
Matched human Lean root values,pair_9d3572bb,all normalized constructors,App,642
Matched human Lean root values,pair_9d3572bb,all normalized constructors,Lam,5
Matched human Lean root values,pair_9d3572bb,shared binary core,Pi,6
Matched human Lean root values,pair_9d3572bb,shared binary core,App,642
Matched human Lean root values,pair_9d3572bb,shared binary core,Lam,5
Matched AI Lean root values,pair_9d3572bb,all normalized constructors,Pi,6
Matched AI Lean root values,pair_9d3572bb,all normalized constructors,App,540
Matched AI Lean root values,pair_9d3572bb,all normalized constructors,Lam,4
Matched AI Lean root values,pair_9d3572bb,all normalized constructors,Let,2
Matched AI Lean root values,pair_9d3572bb,shared binary core,Pi,6
Matched AI Lean root values,pair_9d3572bb,shared binary core,App,540
Matched AI Lean root values,pair_9d3572bb,shared binary core,Lam,4
Matched AI Lean root values,pair_9d3572bb,shared binary core,Let,2
Matched human Lean root values,pair_9d50620a,all normalized constructors,App,6355
Matched human Lean root values,pair_9d50620a,all normalized constructors,Pi,14
Matched human Lean root values,pair_9d50620a,all normalized constructors,Lam,29
Matched human Lean root values,pair_9d50620a,all normalized constructors,Let,7
Matched human Lean root values,pair_9d50620a,shared binary core,App,6355
Matched human Lean root values,pair_9d50620a,shared binary core,Pi,14
Matched human Lean root values,pair_9d50620a,shared binary core,Lam,29
Matched human Lean root values,pair_9d50620a,shared binary core,Let,7
Matched AI Lean root values,pair_9d50620a,all normalized constructors,App,7918
Matched AI Lean root values,pair_9d50620a,all normalized constructors,Pi,13
Matched AI Lean root values,pair_9d50620a,all normalized constructors,Lam,41
Matched AI Lean root values,pair_9d50620a,all normalized constructors,Let,10
Matched AI Lean root values,pair_9d50620a,shared binary core,App,7918
Matched AI Lean root values,pair_9d50620a,shared binary core,Pi,13
Matched AI Lean root values,pair_9d50620a,shared binary core,Lam,41
Matched AI Lean root values,pair_9d50620a,shared binary core,Let,10
Matched human Lean root values,pair_9effdc53,all normalized constructors,App,1839
Matched human Lean root values,pair_9effdc53,all normalized constructors,Lam,28
Matched human Lean root values,pair_9effdc53,all normalized constructors,Pi,14
Matched human Lean root values,pair_9effdc53,all normalized constructors,Let,1
Matched human Lean root values,pair_9effdc53,shared binary core,App,1839
Matched human Lean root values,pair_9effdc53,shared binary core,Lam,28
Matched human Lean root values,pair_9effdc53,shared binary core,Pi,14
Matched human Lean root values,pair_9effdc53,shared binary core,Let,1
Matched AI Lean root values,pair_9effdc53,all normalized constructors,App,2425
Matched AI Lean root values,pair_9effdc53,all normalized constructors,Lam,22
Matched AI Lean root values,pair_9effdc53,all normalized constructors,Pi,5
Matched AI Lean root values,pair_9effdc53,all normalized constructors,Let,2
Matched AI Lean root values,pair_9effdc53,shared binary core,App,2425
Matched AI Lean root values,pair_9effdc53,shared binary core,Lam,22
Matched AI Lean root values,pair_9effdc53,shared binary core,Pi,5
Matched AI Lean root values,pair_9effdc53,shared binary core,Let,2
Matched human Lean root values,pair_9f0d7c77,all normalized constructors,App,2185
Matched human Lean root values,pair_9f0d7c77,all normalized constructors,Lam,19
Matched human Lean root values,pair_9f0d7c77,all normalized constructors,Pi,6
Matched human Lean root values,pair_9f0d7c77,all normalized constructors,Let,1
Matched human Lean root values,pair_9f0d7c77,shared binary core,App,2185
Matched human Lean root values,pair_9f0d7c77,shared binary core,Lam,19
Matched human Lean root values,pair_9f0d7c77,shared binary core,Pi,6
Matched human Lean root values,pair_9f0d7c77,shared binary core,Let,1
Matched AI Lean root values,pair_9f0d7c77,all normalized constructors,App,2995
Matched AI Lean root values,pair_9f0d7c77,all normalized constructors,Lam,29
Matched AI Lean root values,pair_9f0d7c77,all normalized constructors,Pi,6
Matched AI Lean root values,pair_9f0d7c77,all normalized constructors,Let,6
Matched AI Lean root values,pair_9f0d7c77,shared binary core,App,2995
Matched AI Lean root values,pair_9f0d7c77,shared binary core,Lam,29
Matched AI Lean root values,pair_9f0d7c77,shared binary core,Pi,6
Matched AI Lean root values,pair_9f0d7c77,shared binary core,Let,6
Matched human Lean root values,pair_a0095248,all normalized constructors,App,6566
Matched human Lean root values,pair_a0095248,all normalized constructors,Lam,85
Matched human Lean root values,pair_a0095248,all normalized constructors,Pi,54
Matched human Lean root values,pair_a0095248,all normalized constructors,Let,3
Matched human Lean root values,pair_a0095248,shared binary core,App,6566
Matched human Lean root values,pair_a0095248,shared binary core,Lam,85
Matched human Lean root values,pair_a0095248,shared binary core,Pi,54
