corpus,name,schema,constructor,positive_nodes
Matched human Lean root values,pair_1e273c45,all normalized constructors,Lam,45
Matched human Lean root values,pair_1e273c45,all normalized constructors,Pi,9
Matched human Lean root values,pair_1e273c45,all normalized constructors,Let,19
Matched human Lean root values,pair_1e273c45,shared binary core,App,7384
Matched human Lean root values,pair_1e273c45,shared binary core,Lam,45
Matched human Lean root values,pair_1e273c45,shared binary core,Pi,9
Matched human Lean root values,pair_1e273c45,shared binary core,Let,19
Matched AI Lean root values,pair_1e273c45,all normalized constructors,App,15800
Matched AI Lean root values,pair_1e273c45,all normalized constructors,Lam,68
Matched AI Lean root values,pair_1e273c45,all normalized constructors,Pi,6
Matched AI Lean root values,pair_1e273c45,all normalized constructors,Let,18
Matched AI Lean root values,pair_1e273c45,shared binary core,App,15800
Matched AI Lean root values,pair_1e273c45,shared binary core,Lam,68
Matched AI Lean root values,pair_1e273c45,shared binary core,Pi,6
Matched AI Lean root values,pair_1e273c45,shared binary core,Let,18
Matched human Lean root values,pair_1e4638c2,all normalized constructors,App,1527
Matched human Lean root values,pair_1e4638c2,all normalized constructors,Pi,3
Matched human Lean root values,pair_1e4638c2,all normalized constructors,Lam,26
Matched human Lean root values,pair_1e4638c2,all normalized constructors,Let,4
Matched human Lean root values,pair_1e4638c2,shared binary core,App,1527
Matched human Lean root values,pair_1e4638c2,shared binary core,Pi,3
Matched human Lean root values,pair_1e4638c2,shared binary core,Lam,26
Matched human Lean root values,pair_1e4638c2,shared binary core,Let,4
Matched AI Lean root values,pair_1e4638c2,all normalized constructors,App,4360
Matched AI Lean root values,pair_1e4638c2,all normalized constructors,Lam,41
Matched AI Lean root values,pair_1e4638c2,all normalized constructors,Pi,5
Matched AI Lean root values,pair_1e4638c2,all normalized constructors,Let,10
Matched AI Lean root values,pair_1e4638c2,shared binary core,App,4360
Matched AI Lean root values,pair_1e4638c2,shared binary core,Lam,41
Matched AI Lean root values,pair_1e4638c2,shared binary core,Pi,5
Matched AI Lean root values,pair_1e4638c2,shared binary core,Let,10
Matched human Lean root values,pair_1e6ca847,all normalized constructors,App,1739
Matched human Lean root values,pair_1e6ca847,all normalized constructors,Lam,41
Matched human Lean root values,pair_1e6ca847,all normalized constructors,Pi,4
Matched human Lean root values,pair_1e6ca847,all normalized constructors,Proj,1
Matched human Lean root values,pair_1e6ca847,all normalized constructors,Let,4
Matched human Lean root values,pair_1e6ca847,shared binary core,App,1739
Matched human Lean root values,pair_1e6ca847,shared binary core,Lam,41
Matched human Lean root values,pair_1e6ca847,shared binary core,Pi,4
Matched human Lean root values,pair_1e6ca847,shared binary core,Let,4
Matched AI Lean root values,pair_1e6ca847,all normalized constructors,App,416
Matched AI Lean root values,pair_1e6ca847,all normalized constructors,Lam,32
Matched AI Lean root values,pair_1e6ca847,all normalized constructors,Let,4
Matched AI Lean root values,pair_1e6ca847,shared binary core,App,416
Matched AI Lean root values,pair_1e6ca847,shared binary core,Lam,32
Matched AI Lean root values,pair_1e6ca847,shared binary core,Let,4
Matched human Lean root values,pair_1eac5349,all normalized constructors,App,3313
Matched human Lean root values,pair_1eac5349,all normalized constructors,Lam,44
Matched human Lean root values,pair_1eac5349,all normalized constructors,Pi,6
Matched human Lean root values,pair_1eac5349,all normalized constructors,Let,4
Matched human Lean root values,pair_1eac5349,shared binary core,App,3313
Matched human Lean root values,pair_1eac5349,shared binary core,Lam,44
Matched human Lean root values,pair_1eac5349,shared binary core,Pi,6
Matched human Lean root values,pair_1eac5349,shared binary core,Let,4
Matched AI Lean root values,pair_1eac5349,all normalized constructors,App,5277
Matched AI Lean root values,pair_1eac5349,all normalized constructors,Lam,62
Matched AI Lean root values,pair_1eac5349,all normalized constructors,Pi,7
Matched AI Lean root values,pair_1eac5349,all normalized constructors,Let,9
Matched AI Lean root values,pair_1eac5349,shared binary core,App,5277
Matched AI Lean root values,pair_1eac5349,shared binary core,Lam,62
Matched AI Lean root values,pair_1eac5349,shared binary core,Pi,7
Matched AI Lean root values,pair_1eac5349,shared binary core,Let,9
Matched human Lean root values,pair_2000cc20,all normalized constructors,App,3571
Matched human Lean root values,pair_2000cc20,all normalized constructors,Lam,26
Matched human Lean root values,pair_2000cc20,all normalized constructors,Pi,8
Matched human Lean root values,pair_2000cc20,all normalized constructors,Let,2
Matched human Lean root values,pair_2000cc20,shared binary core,App,3571
Matched human Lean root values,pair_2000cc20,shared binary core,Lam,26
Matched human Lean root values,pair_2000cc20,shared binary core,Pi,8
Matched human Lean root values,pair_2000cc20,shared binary core,Let,2
Matched AI Lean root values,pair_2000cc20,all normalized constructors,App,3171
Matched AI Lean root values,pair_2000cc20,all normalized constructors,Lam,26
Matched AI Lean root values,pair_2000cc20,all normalized constructors,Pi,5
Matched AI Lean root values,pair_2000cc20,all normalized constructors,Let,3
Matched AI Lean root values,pair_2000cc20,shared binary core,App,3171
Matched AI Lean root values,pair_2000cc20,shared binary core,Lam,26
Matched AI Lean root values,pair_2000cc20,shared binary core,Pi,5
Matched AI Lean root values,pair_2000cc20,shared binary core,Let,3
Matched human Lean root values,pair_204207d6,all normalized constructors,App,2677
Matched human Lean root values,pair_204207d6,all normalized constructors,Lam,15
Matched human Lean root values,pair_204207d6,all normalized constructors,Pi,4
Matched human Lean root values,pair_204207d6,all normalized constructors,Let,5
Matched human Lean root values,pair_204207d6,shared binary core,App,2677
Matched human Lean root values,pair_204207d6,shared binary core,Lam,15
Matched human Lean root values,pair_204207d6,shared binary core,Pi,4
Matched human Lean root values,pair_204207d6,shared binary core,Let,5
Matched AI Lean root values,pair_204207d6,all normalized constructors,App,2627
Matched AI Lean root values,pair_204207d6,all normalized constructors,Lam,17
Matched AI Lean root values,pair_204207d6,all normalized constructors,Pi,4
Matched AI Lean root values,pair_204207d6,shared binary core,App,2627
Matched AI Lean root values,pair_204207d6,shared binary core,Lam,17
Matched AI Lean root values,pair_204207d6,shared binary core,Pi,4
Matched human Lean root values,pair_20f6251a,all normalized constructors,Pi,9
Matched human Lean root values,pair_20f6251a,all normalized constructors,App,2571
Matched human Lean root values,pair_20f6251a,all normalized constructors,Lam,35
Matched human Lean root values,pair_20f6251a,all normalized constructors,Let,2
Matched human Lean root values,pair_20f6251a,shared binary core,Pi,9
Matched human Lean root values,pair_20f6251a,shared binary core,App,2571
Matched human Lean root values,pair_20f6251a,shared binary core,Lam,35
Matched human Lean root values,pair_20f6251a,shared binary core,Let,2
Matched AI Lean root values,pair_20f6251a,all normalized constructors,Pi,12
Matched AI Lean root values,pair_20f6251a,all normalized constructors,App,2763
Matched AI Lean root values,pair_20f6251a,all normalized constructors,Lam,40
Matched AI Lean root values,pair_20f6251a,all normalized constructors,Let,8
Matched AI Lean root values,pair_20f6251a,shared binary core,Pi,12
Matched AI Lean root values,pair_20f6251a,shared binary core,App,2763
Matched AI Lean root values,pair_20f6251a,shared binary core,Lam,40
Matched AI Lean root values,pair_20f6251a,shared binary core,Let,8
Matched human Lean root values,pair_22599b6f,all normalized constructors,App,5279
Matched human Lean root values,pair_22599b6f,all normalized constructors,Pi,46
Matched human Lean root values,pair_22599b6f,all normalized constructors,Lam,91
Matched human Lean root values,pair_22599b6f,all normalized constructors,Let,6
Matched human Lean root values,pair_22599b6f,shared binary core,App,5279
Matched human Lean root values,pair_22599b6f,shared binary core,Pi,46
Matched human Lean root values,pair_22599b6f,shared binary core,Lam,91
Matched human Lean root values,pair_22599b6f,shared binary core,Let,6
Matched AI Lean root values,pair_22599b6f,all normalized constructors,App,6226
Matched AI Lean root values,pair_22599b6f,all normalized constructors,Pi,7
Matched AI Lean root values,pair_22599b6f,all normalized constructors,Lam,72
Matched AI Lean root values,pair_22599b6f,shared binary core,App,6226
Matched AI Lean root values,pair_22599b6f,shared binary core,Pi,7
Matched AI Lean root values,pair_22599b6f,shared binary core,Lam,72
Matched human Lean root values,pair_2347fae1,all normalized constructors,App,4184
Matched human Lean root values,pair_2347fae1,all normalized constructors,Lam,79
Matched human Lean root values,pair_2347fae1,all normalized constructors,Let,12
Matched human Lean root values,pair_2347fae1,all normalized constructors,Pi,9
Matched human Lean root values,pair_2347fae1,shared binary core,App,4184
Matched human Lean root values,pair_2347fae1,shared binary core,Lam,79
Matched human Lean root values,pair_2347fae1,shared binary core,Let,12
Matched human Lean root values,pair_2347fae1,shared binary core,Pi,9
Matched AI Lean root values,pair_2347fae1,all normalized constructors,App,4908
Matched AI Lean root values,pair_2347fae1,all normalized constructors,Lam,60
Matched AI Lean root values,pair_2347fae1,all normalized constructors,Pi,2
Matched AI Lean root values,pair_2347fae1,all normalized constructors,Let,10
Matched AI Lean root values,pair_2347fae1,shared binary core,App,4908
Matched AI Lean root values,pair_2347fae1,shared binary core,Lam,60
Matched AI Lean root values,pair_2347fae1,shared binary core,Pi,2
Matched AI Lean root values,pair_2347fae1,shared binary core,Let,10
Matched human Lean root values,pair_2590c3a7,all normalized constructors,App,1155
Matched human Lean root values,pair_2590c3a7,all normalized constructors,Lam,64
Matched human Lean root values,pair_2590c3a7,all normalized constructors,Pi,8
Matched human Lean root values,pair_2590c3a7,all normalized constructors,Let,5
Matched human Lean root values,pair_2590c3a7,all normalized constructors,Proj,1
Matched human Lean root values,pair_2590c3a7,shared binary core,App,1155
Matched human Lean root values,pair_2590c3a7,shared binary core,Lam,64
Matched human Lean root values,pair_2590c3a7,shared binary core,Pi,8
Matched human Lean root values,pair_2590c3a7,shared binary core,Let,5
Matched AI Lean root values,pair_2590c3a7,all normalized constructors,App,1083
Matched AI Lean root values,pair_2590c3a7,all normalized constructors,Lam,64
Matched AI Lean root values,pair_2590c3a7,all normalized constructors,Pi,8
Matched AI Lean root values,pair_2590c3a7,all normalized constructors,Let,5
Matched AI Lean root values,pair_2590c3a7,all normalized constructors,Proj,1
Matched AI Lean root values,pair_2590c3a7,shared binary core,App,1083
Matched AI Lean root values,pair_2590c3a7,shared binary core,Lam,64
Matched AI Lean root values,pair_2590c3a7,shared binary core,Pi,8
Matched AI Lean root values,pair_2590c3a7,shared binary core,Let,5
Matched human Lean root values,pair_26771bf6,all normalized constructors,App,2242
Matched human Lean root values,pair_26771bf6,all normalized constructors,Lam,22
Matched human Lean root values,pair_26771bf6,all normalized constructors,Pi,2
Matched human Lean root values,pair_26771bf6,all normalized constructors,Let,2
Matched human Lean root values,pair_26771bf6,shared binary core,App,2242
Matched human Lean root values,pair_26771bf6,shared binary core,Lam,22
Matched human Lean root values,pair_26771bf6,shared binary core,Pi,2
Matched human Lean root values,pair_26771bf6,shared binary core,Let,2
Matched AI Lean root values,pair_26771bf6,all normalized constructors,App,2386
Matched AI Lean root values,pair_26771bf6,all normalized constructors,Lam,27
Matched AI Lean root values,pair_26771bf6,all normalized constructors,Pi,2
Matched AI Lean root values,pair_26771bf6,all normalized constructors,Let,4
Matched AI Lean root values,pair_26771bf6,shared binary core,App,2386
Matched AI Lean root values,pair_26771bf6,shared binary core,Lam,27
Matched AI Lean root values,pair_26771bf6,shared binary core,Pi,2
Matched AI Lean root values,pair_26771bf6,shared binary core,Let,4
Matched human Lean root values,pair_271fa579,all normalized constructors,App,22698
Matched human Lean root values,pair_271fa579,all normalized constructors,Lam,49
Matched human Lean root values,pair_271fa579,all normalized constructors,Pi,4
Matched human Lean root values,pair_271fa579,all normalized constructors,Let,18
Matched human Lean root values,pair_271fa579,shared binary core,App,22698
Matched human Lean root values,pair_271fa579,shared binary core,Lam,49
Matched human Lean root values,pair_271fa579,shared binary core,Pi,4
Matched human Lean root values,pair_271fa579,shared binary core,Let,18
Matched AI Lean root values,pair_271fa579,all normalized constructors,App,21937
Matched AI Lean root values,pair_271fa579,all normalized constructors,Lam,28
Matched AI Lean root values,pair_271fa579,all normalized constructors,Pi,4
Matched AI Lean root values,pair_271fa579,all normalized constructors,Let,3
Matched AI Lean root values,pair_271fa579,shared binary core,App,21937
Matched AI Lean root values,pair_271fa579,shared binary core,Lam,28
Matched AI Lean root values,pair_271fa579,shared binary core,Pi,4
Matched AI Lean root values,pair_271fa579,shared binary core,Let,3
Matched human Lean root values,pair_2748f3f1,all normalized constructors,App,7490
Matched human Lean root values,pair_2748f3f1,all normalized constructors,Lam,33
Matched human Lean root values,pair_2748f3f1,all normalized constructors,Pi,4
Matched human Lean root values,pair_2748f3f1,all normalized constructors,Let,7
Matched human Lean root values,pair_2748f3f1,shared binary core,App,7490
Matched human Lean root values,pair_2748f3f1,shared binary core,Lam,33
Matched human Lean root values,pair_2748f3f1,shared binary core,Pi,4
Matched human Lean root values,pair_2748f3f1,shared binary core,Let,7
Matched AI Lean root values,pair_2748f3f1,all normalized constructors,App,12310
Matched AI Lean root values,pair_2748f3f1,all normalized constructors,Pi,5
Matched AI Lean root values,pair_2748f3f1,all normalized constructors,Lam,45
Matched AI Lean root values,pair_2748f3f1,all normalized constructors,Let,7
Matched AI Lean root values,pair_2748f3f1,shared binary core,App,12310
Matched AI Lean root values,pair_2748f3f1,shared binary core,Pi,5
Matched AI Lean root values,pair_2748f3f1,shared binary core,Lam,45
Matched AI Lean root values,pair_2748f3f1,shared binary core,Let,7
Matched human Lean root values,pair_29059eae,all normalized constructors,App,2533
Matched human Lean root values,pair_29059eae,all normalized constructors,Lam,27
Matched human Lean root values,pair_29059eae,all normalized constructors,Pi,3
Matched human Lean root values,pair_29059eae,all normalized constructors,Let,15
Matched human Lean root values,pair_29059eae,shared binary core,App,2533
Matched human Lean root values,pair_29059eae,shared binary core,Lam,27
Matched human Lean root values,pair_29059eae,shared binary core,Pi,3
Matched human Lean root values,pair_29059eae,shared binary core,Let,15
Matched AI Lean root values,pair_29059eae,all normalized constructors,App,4778
Matched AI Lean root values,pair_29059eae,all normalized constructors,Lam,37
Matched AI Lean root values,pair_29059eae,all normalized constructors,Pi,2
Matched AI Lean root values,pair_29059eae,all normalized constructors,Let,8
Matched AI Lean root values,pair_29059eae,shared binary core,App,4778
Matched AI Lean root values,pair_29059eae,shared binary core,Lam,37
Matched AI Lean root values,pair_29059eae,shared binary core,Pi,2
Matched AI Lean root values,pair_29059eae,shared binary core,Let,8
Matched human Lean root values,pair_2a4dc8cc,all normalized constructors,App,3449
Matched human Lean root values,pair_2a4dc8cc,all normalized constructors,Lam,31
Matched human Lean root values,pair_2a4dc8cc,all normalized constructors,Pi,2
Matched human Lean root values,pair_2a4dc8cc,all normalized constructors,Let,4
Matched human Lean root values,pair_2a4dc8cc,shared binary core,App,3449
Matched human Lean root values,pair_2a4dc8cc,shared binary core,Lam,31
Matched human Lean root values,pair_2a4dc8cc,shared binary core,Pi,2
Matched human Lean root values,pair_2a4dc8cc,shared binary core,Let,4
Matched AI Lean root values,pair_2a4dc8cc,all normalized constructors,App,3065
Matched AI Lean root values,pair_2a4dc8cc,all normalized constructors,Lam,34
Matched AI Lean root values,pair_2a4dc8cc,all normalized constructors,Pi,2
Matched AI Lean root values,pair_2a4dc8cc,all normalized constructors,Let,8
Matched AI Lean root values,pair_2a4dc8cc,shared binary core,App,3065
Matched AI Lean root values,pair_2a4dc8cc,shared binary core,Lam,34
Matched AI Lean root values,pair_2a4dc8cc,shared binary core,Pi,2
Matched AI Lean root values,pair_2a4dc8cc,shared binary core,Let,8
Matched human Lean root values,pair_2a66f969,all normalized constructors,App,12220
Matched human Lean root values,pair_2a66f969,all normalized constructors,Pi,8
Matched human Lean root values,pair_2a66f969,all normalized constructors,Lam,38
Matched human Lean root values,pair_2a66f969,all normalized constructors,Let,6
Matched human Lean root values,pair_2a66f969,shared binary core,App,12220
Matched human Lean root values,pair_2a66f969,shared binary core,Pi,8
Matched human Lean root values,pair_2a66f969,shared binary core,Lam,38
Matched human Lean root values,pair_2a66f969,shared binary core,Let,6
Matched AI Lean root values,pair_2a66f969,all normalized constructors,App,11170
Matched AI Lean root values,pair_2a66f969,all normalized constructors,Pi,10
Matched AI Lean root values,pair_2a66f969,all normalized constructors,Lam,44
Matched AI Lean root values,pair_2a66f969,all normalized constructors,Let,9
Matched AI Lean root values,pair_2a66f969,shared binary core,App,11170
Matched AI Lean root values,pair_2a66f969,shared binary core,Pi,10
Matched AI Lean root values,pair_2a66f969,shared binary core,Lam,44
Matched AI Lean root values,pair_2a66f969,shared binary core,Let,9
Matched human Lean root values,pair_2b09aabd,all normalized constructors,App,828
Matched human Lean root values,pair_2b09aabd,all normalized constructors,Lam,36
Matched human Lean root values,pair_2b09aabd,all normalized constructors,Pi,12
Matched human Lean root values,pair_2b09aabd,all normalized constructors,Let,3
Matched human Lean root values,pair_2b09aabd,shared binary core,App,828
Matched human Lean root values,pair_2b09aabd,shared binary core,Lam,36
Matched human Lean root values,pair_2b09aabd,shared binary core,Pi,12
Matched human Lean root values,pair_2b09aabd,shared binary core,Let,3
Matched AI Lean root values,pair_2b09aabd,all normalized constructors,App,1672
Matched AI Lean root values,pair_2b09aabd,all normalized constructors,Pi,16
Matched AI Lean root values,pair_2b09aabd,all normalized constructors,Lam,40
Matched AI Lean root values,pair_2b09aabd,all normalized constructors,Let,4
Matched AI Lean root values,pair_2b09aabd,shared binary core,App,1672
Matched AI Lean root values,pair_2b09aabd,shared binary core,Pi,16
Matched AI Lean root values,pair_2b09aabd,shared binary core,Lam,40
Matched AI Lean root values,pair_2b09aabd,shared binary core,Let,4
Matched human Lean root values,pair_2d283418,all normalized constructors,App,1907
Matched human Lean root values,pair_2d283418,all normalized constructors,Lam,19
Matched human Lean root values,pair_2d283418,all normalized constructors,Pi,9
Matched human Lean root values,pair_2d283418,shared binary core,App,1907
Matched human Lean root values,pair_2d283418,shared binary core,Lam,19
Matched human Lean root values,pair_2d283418,shared binary core,Pi,9
Matched AI Lean root values,pair_2d283418,all normalized constructors,App,1805
Matched AI Lean root values,pair_2d283418,all normalized constructors,Lam,18
Matched AI Lean root values,pair_2d283418,all normalized constructors,Pi,8
Matched AI Lean root values,pair_2d283418,shared binary core,App,1805
Matched AI Lean root values,pair_2d283418,shared binary core,Lam,18
Matched AI Lean root values,pair_2d283418,shared binary core,Pi,8
Matched human Lean root values,pair_2fba10ea,all normalized constructors,Pi,21
Matched human Lean root values,pair_2fba10ea,all normalized constructors,App,10959
Matched human Lean root values,pair_2fba10ea,all normalized constructors,Lam,123
Matched human Lean root values,pair_2fba10ea,all normalized constructors,Let,29
Matched human Lean root values,pair_2fba10ea,shared binary core,Pi,21
Matched human Lean root values,pair_2fba10ea,shared binary core,App,10959
Matched human Lean root values,pair_2fba10ea,shared binary core,Lam,123
Matched human Lean root values,pair_2fba10ea,shared binary core,Let,29
Matched AI Lean root values,pair_2fba10ea,all normalized constructors,Pi,20
Matched AI Lean root values,pair_2fba10ea,all normalized constructors,App,6595
Matched AI Lean root values,pair_2fba10ea,all normalized constructors,Lam,75
Matched AI Lean root values,pair_2fba10ea,all normalized constructors,Let,10
Matched AI Lean root values,pair_2fba10ea,shared binary core,Pi,20
Matched AI Lean root values,pair_2fba10ea,shared binary core,App,6595
Matched AI Lean root values,pair_2fba10ea,shared binary core,Lam,75
Matched AI Lean root values,pair_2fba10ea,shared binary core,Let,10
Matched human Lean root values,pair_2fde2018,all normalized constructors,App,5879
Matched human Lean root values,pair_2fde2018,all normalized constructors,Pi,59
Matched human Lean root values,pair_2fde2018,all normalized constructors,Lam,96
Matched human Lean root values,pair_2fde2018,all normalized constructors,Let,18
Matched human Lean root values,pair_2fde2018,shared binary core,App,5879
Matched human Lean root values,pair_2fde2018,shared binary core,Pi,59
Matched human Lean root values,pair_2fde2018,shared binary core,Lam,96
Matched human Lean root values,pair_2fde2018,shared binary core,Let,18
Matched AI Lean root values,pair_2fde2018,all normalized constructors,App,6550
Matched AI Lean root values,pair_2fde2018,all normalized constructors,Pi,15
Matched AI Lean root values,pair_2fde2018,all normalized constructors,Lam,89
Matched AI Lean root values,pair_2fde2018,all normalized constructors,Let,26
Matched AI Lean root values,pair_2fde2018,shared binary core,App,6550
Matched AI Lean root values,pair_2fde2018,shared binary core,Pi,15
Matched AI Lean root values,pair_2fde2018,shared binary core,Lam,89
Matched AI Lean root values,pair_2fde2018,shared binary core,Let,26
Matched human Lean root values,pair_301c1ff9,all normalized constructors,App,6738
Matched human Lean root values,pair_301c1ff9,all normalized constructors,Lam,24
Matched human Lean root values,pair_301c1ff9,all normalized constructors,Pi,4
Matched human Lean root values,pair_301c1ff9,shared binary core,App,6738
Matched human Lean root values,pair_301c1ff9,shared binary core,Lam,24
Matched human Lean root values,pair_301c1ff9,shared binary core,Pi,4
Matched AI Lean root values,pair_301c1ff9,all normalized constructors,App,7944
Matched AI Lean root values,pair_301c1ff9,all normalized constructors,Lam,24
Matched AI Lean root values,pair_301c1ff9,all normalized constructors,Pi,4
Matched AI Lean root values,pair_301c1ff9,shared binary core,App,7944
Matched AI Lean root values,pair_301c1ff9,shared binary core,Lam,24
Matched AI Lean root values,pair_301c1ff9,shared binary core,Pi,4
Matched human Lean root values,pair_326a8dc3,all normalized constructors,App,21163
Matched human Lean root values,pair_326a8dc3,all normalized constructors,Lam,92
Matched human Lean root values,pair_326a8dc3,all normalized constructors,Pi,9
Matched human Lean root values,pair_326a8dc3,all normalized constructors,Let,25
Matched human Lean root values,pair_326a8dc3,shared binary core,App,21163
Matched human Lean root values,pair_326a8dc3,shared binary core,Lam,92
Matched human Lean root values,pair_326a8dc3,shared binary core,Pi,9
Matched human Lean root values,pair_326a8dc3,shared binary core,Let,25
Matched AI Lean root values,pair_326a8dc3,all normalized constructors,App,30391
Matched AI Lean root values,pair_326a8dc3,all normalized constructors,Lam,77
Matched AI Lean root values,pair_326a8dc3,all normalized constructors,Pi,9
Matched AI Lean root values,pair_326a8dc3,all normalized constructors,Let,12
Matched AI Lean root values,pair_326a8dc3,shared binary core,App,30391
Matched AI Lean root values,pair_326a8dc3,shared binary core,Lam,77
Matched AI Lean root values,pair_326a8dc3,shared binary core,Pi,9
Matched AI Lean root values,pair_326a8dc3,shared binary core,Let,12
Matched human Lean root values,pair_32d5762e,all normalized constructors,App,2825
Matched human Lean root values,pair_32d5762e,all normalized constructors,Lam,22
Matched human Lean root values,pair_32d5762e,all normalized constructors,Pi,4
Matched human Lean root values,pair_32d5762e,all normalized constructors,Let,7
Matched human Lean root values,pair_32d5762e,shared binary core,App,2825
Matched human Lean root values,pair_32d5762e,shared binary core,Lam,22
Matched human Lean root values,pair_32d5762e,shared binary core,Pi,4
Matched human Lean root values,pair_32d5762e,shared binary core,Let,7
Matched AI Lean root values,pair_32d5762e,all normalized constructors,App,2441
Matched AI Lean root values,pair_32d5762e,all normalized constructors,Lam,21
Matched AI Lean root values,pair_32d5762e,all normalized constructors,Pi,4
Matched AI Lean root values,pair_32d5762e,all normalized constructors,Let,3
Matched AI Lean root values,pair_32d5762e,shared binary core,App,2441
Matched AI Lean root values,pair_32d5762e,shared binary core,Lam,21
Matched AI Lean root values,pair_32d5762e,shared binary core,Pi,4
Matched AI Lean root values,pair_32d5762e,shared binary core,Let,3
Matched human Lean root values,pair_32e87abf,all normalized constructors,Pi,8
Matched human Lean root values,pair_32e87abf,all normalized constructors,App,2649
Matched human Lean root values,pair_32e87abf,all normalized constructors,Lam,38
Matched human Lean root values,pair_32e87abf,all normalized constructors,Let,3
Matched human Lean root values,pair_32e87abf,shared binary core,Pi,8
Matched human Lean root values,pair_32e87abf,shared binary core,App,2649
Matched human Lean root values,pair_32e87abf,shared binary core,Lam,38
Matched human Lean root values,pair_32e87abf,shared binary core,Let,3
Matched AI Lean root values,pair_32e87abf,all normalized constructors,Pi,6
Matched AI Lean root values,pair_32e87abf,all normalized constructors,App,3509
Matched AI Lean root values,pair_32e87abf,all normalized constructors,Lam,43
Matched AI Lean root values,pair_32e87abf,all normalized constructors,Let,13
Matched AI Lean root values,pair_32e87abf,shared binary core,Pi,6
Matched AI Lean root values,pair_32e87abf,shared binary core,App,3509
Matched AI Lean root values,pair_32e87abf,shared binary core,Lam,43
Matched AI Lean root values,pair_32e87abf,shared binary core,Let,13
Matched human Lean root values,pair_33135e91,all normalized constructors,App,3691
Matched human Lean root values,pair_33135e91,all normalized constructors,Lam,31
Matched human Lean root values,pair_33135e91,all normalized constructors,Pi,6
Matched human Lean root values,pair_33135e91,all normalized constructors,Let,4
Matched human Lean root values,pair_33135e91,shared binary core,App,3691
Matched human Lean root values,pair_33135e91,shared binary core,Lam,31
Matched human Lean root values,pair_33135e91,shared binary core,Pi,6
Matched human Lean root values,pair_33135e91,shared binary core,Let,4
Matched AI Lean root values,pair_33135e91,all normalized constructors,App,3687
Matched AI Lean root values,pair_33135e91,all normalized constructors,Lam,36
Matched AI Lean root values,pair_33135e91,all normalized constructors,Pi,6
Matched AI Lean root values,pair_33135e91,all normalized constructors,Let,8
Matched AI Lean root values,pair_33135e91,shared binary core,App,3687
Matched AI Lean root values,pair_33135e91,shared binary core,Lam,36
Matched AI Lean root values,pair_33135e91,shared binary core,Pi,6
Matched AI Lean root values,pair_33135e91,shared binary core,Let,8
Matched human Lean root values,pair_33b83cd5,all normalized constructors,App,8264
Matched human Lean root values,pair_33b83cd5,all normalized constructors,Lam,65
Matched human Lean root values,pair_33b83cd5,all normalized constructors,Pi,6
Matched human Lean root values,pair_33b83cd5,all normalized constructors,Let,23
Matched human Lean root values,pair_33b83cd5,shared binary core,App,8264
Matched human Lean root values,pair_33b83cd5,shared binary core,Lam,65
Matched human Lean root values,pair_33b83cd5,shared binary core,Pi,6
Matched human Lean root values,pair_33b83cd5,shared binary core,Let,23
Matched AI Lean root values,pair_33b83cd5,all normalized constructors,App,8407
Matched AI Lean root values,pair_33b83cd5,all normalized constructors,Lam,79
Matched AI Lean root values,pair_33b83cd5,all normalized constructors,Pi,5
Matched AI Lean root values,pair_33b83cd5,all normalized constructors,Let,21
Matched AI Lean root values,pair_33b83cd5,shared binary core,App,8407
Matched AI Lean root values,pair_33b83cd5,shared binary core,Lam,79
Matched AI Lean root values,pair_33b83cd5,shared binary core,Pi,5
Matched AI Lean root values,pair_33b83cd5,shared binary core,Let,21
Matched human Lean root values,pair_34b2dbc3,all normalized constructors,App,3206
Matched human Lean root values,pair_34b2dbc3,all normalized constructors,Lam,14
Matched human Lean root values,pair_34b2dbc3,all normalized constructors,Pi,5
Matched human Lean root values,pair_34b2dbc3,all normalized constructors,Let,1
Matched human Lean root values,pair_34b2dbc3,shared binary core,App,3206
Matched human Lean root values,pair_34b2dbc3,shared binary core,Lam,14
Matched human Lean root values,pair_34b2dbc3,shared binary core,Pi,5
Matched human Lean root values,pair_34b2dbc3,shared binary core,Let,1
Matched AI Lean root values,pair_34b2dbc3,all normalized constructors,App,171
Matched AI Lean root values,pair_34b2dbc3,all normalized constructors,Lam,9
Matched AI Lean root values,pair_34b2dbc3,all normalized constructors,Pi,2
Matched AI Lean root values,pair_34b2dbc3,all normalized constructors,Let,3
Matched AI Lean root values,pair_34b2dbc3,shared binary core,App,171
Matched AI Lean root values,pair_34b2dbc3,shared binary core,Lam,9
Matched AI Lean root values,pair_34b2dbc3,shared binary core,Pi,2
Matched AI Lean root values,pair_34b2dbc3,shared binary core,Let,3
Matched human Lean root values,pair_34e33ffa,all normalized constructors,App,6242
Matched human Lean root values,pair_34e33ffa,all normalized constructors,Pi,3
Matched human Lean root values,pair_34e33ffa,all normalized constructors,Lam,54
Matched human Lean root values,pair_34e33ffa,all normalized constructors,Let,12
Matched human Lean root values,pair_34e33ffa,shared binary core,App,6242
Matched human Lean root values,pair_34e33ffa,shared binary core,Pi,3
Matched human Lean root values,pair_34e33ffa,shared binary core,Lam,54
Matched human Lean root values,pair_34e33ffa,shared binary core,Let,12
Matched AI Lean root values,pair_34e33ffa,all normalized constructors,App,11593
Matched AI Lean root values,pair_34e33ffa,all normalized constructors,Lam,102
Matched AI Lean root values,pair_34e33ffa,all normalized constructors,Pi,3
