corpus,name,nodes,positive_nodes,zero_fraction,positive_mean,positive_variance,variance_ratio_to_ztp,fraction_degree_1,fraction_degree_2,fraction_degree_3,max_degree,poisson_lambda,poisson_ks,poisson_bootstrap_p,poisson_aic,geometric_aic,negative_binomial_aic,cmp_aic,cmp_nu,cmp_at_bound,aic_winner,delta_aic_poisson_cmp,delta_aic_poisson_cmp_per_positive_node,ordinary_poisson_aic_all,zero_inflated_poisson_aic_all,zip_lambda,zip_pi,zip_at_zero_boundary,zip_ks,zip_bootstrap_p,hurdle_poisson_aic_all,hurdle_geometric_aic_all,hurdle_negative_binomial_aic_all,hurdle_cmp_aic_all,mixed_model_aic_winner,delta_aic_zip_hurdle_cmp,delta_aic_zip_best_full_model,delta_aic_hurdle_poisson_cmp
Coq expanded terms,FTA,20431,16654,0.1848661347951642,3.4625915695928904,1.874756487802112,0.617170374478077,0.010928305512189264,0.15569833073135583,0.5077458868740242,28,3.3398721726401073,0.16102631017212446,0.005,57843.087867845905,69325.14121349827,57845.75275068239,54885.65927161003,2.2738863767687563,False,cmp,2957.428596235877,0.17758067708874006,82545.00575629552,77405.42407042987,3.3398721726401073,0.1549150674479806,False,0.13125799861027665,0.005,77405.42407042987,88887.47741608223,77408.08895326636,74447.995474194,hurdle_cmp,2957.42859623587,2957.42859623587,2957.42859623587
Coq expanded terms,FTC1,16845,13448,0.201662214306916,3.8660767400356932,2.9581948400360116,0.8394070952879875,0.013459250446162998,0.11325104104699583,0.4265318262938727,16,3.777633401148959,0.12878630293740695,0.005,50828.62782003347,59443.3943731674,50831.569019358496,50171.52017467194,1.5203852975191603,False,cmp,657.1076453615315,0.04886285286745475,74842.62497802408,67766.52766744308,3.777633401148959,0.18297123722463396,False,0.10281497191464817,0.005,67766.52766744308,76381.29422057701,67769.4688667681,67109.42002208155,hurdle_cmp,657.1076453615242,657.1076453615242,657.1076453615242
Coq expanded terms,Goedel_sIncompleteness1st,28984,24326,0.1607093568865581,3.4828578475705005,1.6695861104347982,0.5451872136525303,0.01611444544931349,0.16854394475047274,0.39838033379922716,20,3.362138287695153,0.1389990968408675,0.005,83974.15081361726,101595.10407685355,83976.21687216738,78676.580815883,2.4671379171927867,False,cmp,5297.569997734259,0.21777398658777683,115273.18523298774,109531.01233607023,3.362138287695153,0.13057413091594253,False,0.11666064137975929,0.005,109531.01233607023,127151.96559930651,109533.07839462034,104233.44233833597,hurdle_cmp,5297.569997734259,5297.569997734259,5297.569997734259
Coq expanded terms,IVT_cor,14467,11199,0.22589341259417986,3.506652379676757,4.107264434120375,1.3286014451785975,0.025091526029109742,0.1403696758639164,0.55942494865613,33,3.3882394831039875,0.17930099435169544,0.005,42491.38923025234,46952.22566693497,42272.86998206357,42477.14644933532,1.0831386245583343,False,negative_binomial,14.242780917018536,0.0012717904203070395,63325.31892667073,57951.85595271515,3.3882394831039875,0.1988397749372542,False,0.13879808085606116,0.005,57951.85595271515,62412.69238939778,57733.33670452637,57937.61317179813,hurdle_negative_binomial,14.242780917018536,218.51924818877887,14.242780917018536
Coq expanded terms,Lagrange,10583,8840,0.16469810072758198,3.304072398190045,1.750526401998321,0.6157304944810374,0.020588235294117647,0.21018099547511312,0.47058823529411764,13,3.1645279627864604,0.12957133857729636,0.005,30180.169738009132,35816.76959000247,30182.585849811498,28705.189168812023,2.26382230742753,False,cmp,1474.9805691971087,0.1668530055652838,41402.14483728479,39651.392151095846,3.1645279627864604,0.1278642559026261,False,0.10823118520488523,0.005,39651.392151095846,45287.99200308919,39653.808262898216,38176.41158189874,hurdle_cmp,1474.980569197105,1474.980569197105,1474.980569197105
Coq expanded terms,Law_of_the_Mean,10168,7953,0.2178402832415421,3.7646171256129763,2.417623948088456,0.7104307670581879,0.01609455551364265,0.10059097196026656,0.44348044762982525,15,3.6685707991015195,0.15553717343799767,0.005,29094.72782158739,34664.43693740135,29097.01522041727,28252.01253010697,1.8527318110290982,False,cmp,842.7152914804174,0.10596193781974317,44198.2719390649,39756.063021926064,3.6685707991015195,0.1973626717536324,False,0.1216549115216754,0.005,39756.063021926064,45325.772137740016,39758.350420755945,38913.34773044565,hurdle_cmp,842.7152914804174,842.7152914804174,842.7152914804174
Coq expanded terms,Liouville_theorem,11645,9197,0.21021897810218979,3.5089703164075243,2.9334032781229076,0.9480196292789503,0.0310970968794172,0.22279004023050994,0.3767532891160161,14,3.390779766765576,0.08709345276253014,0.005,34021.85760587079,38573.431358314774,34023.974379873776,33824.36299073867,1.3490923480059658,False,cmp,197.4946151321201,0.021473808321422212,49846.98548840705,46000.66221917174,3.390779766765576,0.1826900144137219,False,0.06878475612339968,0.005,46000.66221917174,50552.23597161572,46002.778993174725,45803.16760403962,hurdle_cmp,197.4946151321201,197.4946151321201,197.4946151321201
Coq expanded terms,Pigeonhole,7747,6024,0.22240867432554537,3.3877822045152723,2.2510193841720327,0.7640818289321663,0.026228419654714476,0.12284196547144755,0.5821713147410359,14,3.2573909142115465,0.19368860734139945,0.005,21095.059753300866,24766.022861114976,21097.3645706377,20426.272643205215,1.9467004842279658,False,cmp,668.7871100956509,0.11102043660286369,31804.335727353795,29307.945136624538,3.2573909142115465,0.1912821872216118,False,0.15061058095063773,0.005,29307.945136624538,32978.908244438644,29310.24995396137,28639.158026528887,hurdle_cmp,668.7871100956509,668.7871100956509,668.7871100956509
Coq expanded terms,Q_countable,13108,10498,0.19911504424778761,3.4987616688893124,4.1718883503234485,1.353716319465044,0.04172223280624881,0.12640502952943417,0.5619165555343875,33,3.379588738135847,0.18263515078535786,0.005,40041.21875187001,43957.688868296915,39809.388225689836,40041.579228122755,1.026818682806863,False,negative_binomial,-0.3604762527465937,-3.4337612187711345e-05,57036.13914233698,53129.542427733904,3.379588738135847,0.17087379515841006,False,0.14626974465553,0.005,53129.542427733904,57046.01254416081,52897.71190155373,53129.90290398666,hurdle_negative_binomial,-0.36047625275386963,231.83052618017246,-0.36047625275386963
Coq expanded terms,Quadratic_reciprocity,14397,11759,0.1832326179065083,3.4485075261501827,1.1615419089279646,0.38455932228861633,0.00433710349519517,0.05349094310740709,0.6725061654902628,9,3.3243789595685507,0.27262571749171893,0.005,39002.5017091829,48836.290980088765,39005.60731585075,33542.33792445084,3.7313412474938414,False,cmp,5460.16378473206,0.4643391261784216,56225.92671248216,52717.93282802886,3.3243789595685507,0.15273544366646477,False,0.22267179356707112,0.005,52717.93282802886,62551.722098934726,52721.038434696704,47257.769043296794,hurdle_cmp,5460.163784732067,5460.163784732067,5460.163784732067
Coq expanded terms,Strict_Rel_is_Strict_Included,282,192,0.3191489361702128,3.0052083333333335,0.6197645399305555,0.2508294987183195,0.03125,0.15104166666666666,0.6510416666666666,6,2.827400868862334,0.2468822875720806,0.005,589.3390606216054,736.0743852900848,591.3391538292971,454.8278916746581,5.5680862935773705,False,cmp,134.51116894694735,0.7005790049320174,1054.266677709853,944.5306851125856,2.827400868862334,0.2763320853036903,False,0.16809006813418254,0.005,944.5306851125856,1091.266009781065,946.5307783202772,810.0195161656383,hurdle_cmp,134.51116894694735,134.51116894694735,134.51116894694735
Coq expanded terms,Sylow_s_theorem,15942,13669,0.14257935014427298,3.213402589801741,1.3803866153740816,0.5054884366165742,0.019021142731728728,0.21596312824639696,0.4802838539761504,11,3.0632175554731838,0.14522548021271714,0.005,45190.012895468186,54472.56988275875,45195.09955596043,41503.48015603563,2.8235114164561588,False,cmp,3686.5327394325577,0.2697002516228369,59912.85198401676,58252.28166592249,3.0632175554731838,0.10054128154463572,False,0.124519325619598,0.005,58252.28166592249,67534.83865321305,58257.36832641474,54565.748926489934,hurdle_cmp,3686.5327394325577,3686.5327394325577,3686.5327394325577
Coq expanded terms,Taylor,17809,13908,0.21904654949744512,3.7966637906241014,2.481231320095266,0.7209987691123019,0.01632154155881507,0.08671268334771355,0.4702329594477998,18,3.703086109992042,0.16380656040245595,0.005,51135.65880141581,60892.62439518538,51137.672174936,49739.57163694521,1.8186188608304996,False,cmp,1396.0871644705985,0.10038015275169676,77907.718521161,69861.9900986257,3.703086109992042,0.19931170931038017,False,0.12792529856125318,0.005,69861.9900986257,79618.95569239528,69864.00347214588,68465.9029341551,hurdle_cmp,1396.0871644705912,1396.0871644705912,1396.0871644705912
Coq expanded terms,Wilson,16120,13650,0.1532258064516129,3.2167765567765567,1.5245097559339316,0.5574108050230707,0.018095238095238095,0.20857142857142857,0.5307692307692308,13,3.0670016725019784,0.15278812789236773,0.005,45496.932595727776,54431.1718957448,45498.94824981685,42411.47017792394,2.598193870603988,False,cmp,3085.4624178038357,0.22604120276951178,61306.324024519156,59306.16415445156,3.0670016725019784,0.11187418020944442,False,0.12937704377982756,0.005,59306.16415445156,68240.40345446859,59308.17980854063,56220.70173664772,hurdle_cmp,3085.4624178038357,3085.4624178038357,3085.4624178038357
Coq expanded terms,Zgcd_is_gcd,10792,9090,0.15770941438102298,3.2471947194719473,1.7511059917872973,0.6315548497507862,0.060616061606160614,0.10946094609460946,0.5655665566556656,14,3.101067220911739,0.20262608878887764,0.005,30855.176782216222,36452.9662113284,30857.18198823657,29408.250039138627,2.2406904651878548,False,cmp,1446.9267430775944,0.15917785952448785,41762.66428080754,40264.60571915387,3.101067220911739,0.11801926658051021,False,0.17067004698766658,0.005,40264.60571915387,45862.39514826605,40266.61092517422,38817.67897607628,hurdle_cmp,1446.9267430775944,1446.9267430775944,1446.9267430775944
Coq expanded terms,Zis_gcd_bezout,14909,11864,0.2042390502381112,3.5378455832771407,4.275708642372603,1.3663105251008343,0.040289952798381656,0.11429534726904922,0.5785569790964261,33,3.422390348119042,0.19473744226600664,0.005,45647.1239341655,49987.31947824514,45351.20010837351,45648.97817743552,0.992628066078722,False,negative_binomial,-1.8542432700196514,-0.00015629157704144062,65566.69553897553,60743.685353482564,3.422390348119042,0.17739384608573125,False,0.15496445201179843,0.005,60743.685353482564,65083.8808975622,60447.76152769057,60745.539596752584,hurdle_negative_binomial,-1.8542432700196514,295.9238257919933,-1.8542432700196514
Coq expanded terms,bertrand_ballot,24137,20770,0.13949538053610638,3.3885411651420316,1.2817752911556959,0.43494586386773854,0.005633124699085219,0.08194511314395764,0.6696677900818488,17,3.258230059251152,0.25502464918179635,0.005,69005.31720958024,85396.28650868045,69009.04130639561,60895.63164121524,3.3659548799545096,False,cmp,8109.6855683650065,0.3904518809997596,91674.75215518312,88512.25292381144,3.258230059251152,0.105079975071361,False,0.21944988869809462,0.005,88512.25292381144,104903.22222291165,88515.9770206268,80402.56735544643,hurdle_cmp,8109.6855683650065,8109.6855683650065,8109.6855683650065
Coq expanded terms,binomial,16314,13145,0.19425033713375014,3.6310384176492962,5.282505616249455,1.6292261450729342,0.02898440471662229,0.12552301255230125,0.5694941042221376,35,3.52398967412438,0.206769250141558,0.005,52597.634719480586,56185.87447918425,51732.713550439585,52429.0854774582,0.7827992537365771,False,negative_binomial,168.54924202238908,0.012822308255792246,73959.69979231051,68663.30082315969,3.52398967412438,0.16977396319917318,False,0.16660425359266762,0.005,68663.30082315969,72251.54058286335,67798.37965411869,68494.7515811373,hurdle_negative_binomial,168.54924202238908,864.9211690410011,168.54924202238908
Coq expanded terms,birthday_paradox,11692,9568,0.1816626753335614,3.30873745819398,1.5969888742156129,0.5605901153545797,0.027069397993311036,0.15290551839464883,0.5219481605351171,13,3.1697196061447808,0.17936674128347702,0.005,32289.035502989074,38798.373930158254,32291.03680731678,30135.07737412378,2.559766003171801,False,cmp,2153.9581288652953,0.22512104189645646,45746.55141281629,43372.837926125176,3.1697196061447808,0.14577196219089886,False,0.1467824991960578,0.005,43372.837926125176,49882.17635329436,43374.83923045288,41218.879797259884,hurdle_cmp,2153.9581288652917,2153.9581288652917,2153.9581288652917
Coq expanded terms,card_powerset,20205,16725,0.17223459539717892,3.1285500747384156,1.2499621727541048,0.4761341178779127,0.029058295964125562,0.24699551569506725,0.4395814648729447,12,2.9676708184177203,0.13182096035656746,0.005,54506.40947998459,65575.21369428384,54509.20611838552,49746.477444988705,2.939812584155944,False,cmp,4759.932034995887,0.28459982272023243,75910.5299536286,73073.24092566824,2.9676708184177203,0.1273609248155131,False,0.10911683058468652,0.005,73073.24092566824,84142.0451399675,73076.03756406918,68313.30889067237,hurdle_cmp,4759.9320349958725,4759.9320349958725,4759.9320349958725
Coq expanded terms,div3,13037,10993,0.15678453631970546,3.491312653506777,2.7167670661702807,0.884156429232568,0.039661602838169746,0.10533976166651506,0.5646320385699991,13,3.371417782962578,0.17700135535886652,0.005,39963.593679584104,45975.08190914772,39966.484018238465,39454.21467557396,1.5417879147232234,False,cmp,509.37900401014485,0.04633666915402027,53775.65140614851,51289.51185819564,3.371417782962578,0.1267979801089301,False,0.14925027993096723,0.005,51289.51185819564,57301.000087759254,51292.40219685,50780.1328541855,hurdle_cmp,509.37900401014485,509.37900401014485,509.37900401014485
Coq expanded terms,divisors_correct,11362,9361,0.17611336032388664,3.1795748317487447,1.3431401247548722,0.4995360005977503,0.024249545988676423,0.2071359897446854,0.5081722038243778,12,3.0252147591523215,0.15646072178431739,0.005,30769.18655769116,37067.692715775214,30771.21442719371,28180.367483471957,2.874230418786295,False,cmp,2588.819074219202,0.27655368809093067,43160.29174895896,41348.0389015576,3.0252147591523215,0.13407495590090238,False,0.12890589831218047,0.005,41348.0389015576,47646.545059641656,41350.066771060156,38759.2198273384,hurdle_cmp,2588.819074219202,2588.819074219202,2588.819074219202
Coq expanded terms,edivpP,11815,9950,0.15785019043588658,3.3246231155778894,1.753715310219439,0.61140143329945,0.03165829145728643,0.1943718592964824,0.452964824120603,13,3.187383550731573,0.12992697984289883,0.005,34122.92433333851,40460.74445017701,34124.92553781521,32540.213900773408,2.2172783347530283,False,cmp,1582.7104325651017,0.15906637513217103,46269.971086722624,44429.6778253948,3.187383550731573,0.1215896426980848,False,0.1094179813319377,0.005,44429.6778253948,50767.4979422333,44431.679029871506,42846.9673928297,hurdle_cmp,1582.7104325651017,1582.7104325651017,1582.7104325651017
Coq expanded terms,euclid_book,174597,127848,0.2677537414732212,3.815280645766848,3.3025441753522142,0.9534958107998995,0.0060775295663600525,0.022636255553469747,0.599485326325011,97,3.7231081927166105,0.23504267547747054,0.005,469026.6951817491,561184.448647033,469033.9752297394,454587.0702674964,1.8800399349329706,False,cmp,14439.624914252723,0.11294369027480072,779009.944577527,671914.5430858827,3.7231081927166105,0.2496256263630276,False,0.1721091197125016,0.005,671914.5430858827,764072.2965511666,671921.8231338729,657474.91817163,hurdle_cmp,14439.624914252665,14439.624914252665,14439.624914252665
Coq expanded terms,four_color,12407,9435,0.23954219392278553,3.154107048224695,1.3333257394680755,0.5018006311429569,0.02172760996290408,0.21218865924748279,0.5350291467938527,14,2.996526974642475,0.15976027494946202,0.005,30861.329669777984,37178.338866672406,30863.348935149395,28175.60847716524,2.9281315082021897,False,cmp,2685.7211926127457,0.2846551343521723,48049.68601232039,44524.71830364439,2.996526974642475,0.1995515654212293,False,0.12149094818636041,0.005,44524.71830364439,50841.727500538815,44526.73756901581,41838.99711103165,hurdle_cmp,2685.721192612742,2685.721192612742,2685.721192612742
Coq expanded terms,fun_power_series_conv_IR,16160,13179,0.18446782178217822,3.593747628803399,2.1849096900078457,0.6833771298210308,0.008194855451855224,0.11920479550800515,0.5405569466575613,13,3.483410517538328,0.17511218723298155,0.005,46973.314138534995,56012.62700845515,46975.3262840927,45214.35824637322,2.0221522723356005,False,cmp,1758.955892161779,0.13346656743013727,67065.26121668032,62427.54066006549,3.483410517538328,0.15863582057668865,False,0.14280962348660042,0.005,62427.54066006549,71466.85352998564,62429.55280562319,60668.58476790371,hurdle_cmp,1758.955892161779,1758.955892161779,1758.955892161779
Coq expanded terms,herron_qin,17487,13396,0.23394521644650312,4.088235294117647,9.71795355944707,2.566474473624153,0.022021498954911914,0.10547924753657809,0.5328456255598686,39,4.014429344777757,0.24015765025411367,0.005,62576.574777655274,60937.868296121254,58253.83083454496,59441.65779812752,0.33144609039009176,False,negative_binomial,3134.9169795277558,0.23401888470646132,92237.06219873473,81604.41755441402,4.014429344777757,0.21986117219247245,False,0.18397391678413144,0.005,81604.41755441402,79965.71107288,77281.6736113037,78469.50057488627,hurdle_negative_binomial,3134.916979527741,4322.743943110312,3134.916979527741
Coq expanded terms,inclusion_exclusion,12886,10309,0.1999844792798386,3.508390726549617,4.069310718998298,1.3154232463183702,0.0370550004850131,0.14482491027257735,0.519546027742749,33,3.3901446189788236,0.15624212202009302,0.005,39212.52261657403,43233.055228427416,39026.47177291169,39206.064484497896,1.0620729819427852,False,negative_binomial,6.458132076135371,0.0006264557256897246,56017.28456911307,52110.33933885449,3.3901446189788236,0.1720804421506276,False,0.12499612260632764,0.005,52110.33933885449,56130.87195070787,51924.288495192144,52103.88120677835,hurdle_negative_binomial,6.458132076135371,186.05084366234223,6.458132076135371
Coq expanded terms,is_hexamy,150,111,0.26,2.891891891891892,0.6549793036279523,0.2813326988338959,0.08108108108108109,0.14414414414414414,0.5765765765765766,4,2.6969464459916486,0.23259893441646765,0.005,339.6476981677201,415.9643334567952,341.65158451066463,280.06791130570855,4.638793664439934,False,cmp,59.57978686201153,0.5367548365946985,546.922948134745,513.5647733071462,2.6969464459916486,0.20651001313704853,False,0.17212321146818604,0.005,513.5647733071462,589.8814085962213,515.5686596500907,453.98498644513467,hurdle_cmp,59.57978686201153,59.57978686201153,59.57978686201153
Coq expanded terms,isosceles_conga,13055,9839,0.24634239754883186,3.7525154995426364,3.1666201078754264,0.9345088239964804,0.020225632686248603,0.08029271267405225,0.5359284480130094,18,3.6555203101045,0.17376078656460714,0.005,37003.11327090627,42810.73692181114,37005.11445099189,36636.83932436598,1.4532864910536487,False,cmp,366.27394654029194,0.03722674525259599,58377.12100831188,51581.83189945211,3.6555203101045,0.22634492640384093,False,0.1309561378023109,0.005,51581.83189945211,57389.45555035698,51583.833079537726,51215.55795291182,hurdle_cmp,366.27394654029194,366.27394654029194,366.27394654029194
Coq expanded terms,konigsberg_bridges,53031,51639,0.02624879787294224,3.5809949844110074,2.0548226820368516,0.6458112777550286,0.008055926722051163,0.020488390557524352,0.6024322701833885,15,3.469510494801259,0.2763384756844628,0.005,179251.44411643536,219036.87966562895,179253.45042276778,166524.0087375719,2.5788178335889107,False,cmp,12727.435378863476,0.24646943935520588,192172.28606312466,192174.28606312466,3.486998170881183,0.0,True,0.2692148440665009,0.005,192134.71791129172,231920.1534604853,192136.72421762414,179407.28253242825,hurdle_cmp,12767.003530696413,12767.003530696413,12727.435378863476
Coq expanded terms,mul_adj_mx,10613,8870,0.16423254499199094,3.617249154453213,2.449104946941224,0.7592545896450859,0.018827508455467868,0.18895152198421647,0.40529875986471253,12,3.508995926318406,0.09323265243793899,0.005,32442.790157875836,37834.84758258023,32444.793482735975,31871.99832264054,1.6419801917168477,False,cmp,570.7918352352972,0.06435082697128491,44464.88839389045,41924.79356159517,3.508995926318406,0.13844895137307392,False,0.07792081665170247,0.005,41924.79356159517,47316.85098629957,41926.79688645531,41354.00172635988,hurdle_cmp,570.7918352352935,570.7918352352935,570.7918352352935
Coq expanded terms,nat_ind,40,25,0.375,2.48,0.6496,0.3602112314540761,0.12,0.36,0.44,4,2.207171895261573,0.1528281047384189,0.02,72.9665508620218,85.6129469665087,74.96655805993235,64.64540381957534,4.2436587606653156,False,cmp,8.32114704244647,0.3328458816978588,136.26396145902476,127.89160991466036,2.207171895261573,0.29774386701480554,False,0.09551756546151186,0.015,127.89160991466036,140.53800601914725,129.8916171125709,119.5704628722139,hurdle_cmp,8.32114704244647,8.32114704244647,8.32114704244647
Coq expanded terms,postulate_of_existence_of_a_triangle_whose_angles_sum_to_two_rights,739,474,0.35859269282814615,3.3059071729957807,1.0055769196531896,0.35342035214508716,0.016877637130801686,0.052742616033755275,0.7172995780590717,11,3.1665700811450552,0.29032717181029927,0.005,1536.6174125487698,1923.0114974229236,1538.6308899964806,1286.6953802026146,4.181196661554463,False,cmp,249.92203234615522,0.5272616716163612,2966.3555743156044,2503.1663909705817,3.1665700811450552,0.3303691491885205,False,0.18621796946966412,0.005,2503.1663909705817,2889.5604758447357,2505.1798684182927,2253.2443586244267,hurdle_cmp,249.922032346155,249.922032346155,249.922032346155
Coq expanded terms,pytha_thm3,13254,10809,0.1844726120416478,3.4863539642890182,2.9884575085329477,0.974494644503847,0.011379406050513461,0.11971505227125544,0.5902488666851697,20,3.365976100659265,0.1918779113210675,0.005,39096.66675703906,45169.381818103866,39098.669272673294,38495.75261301217,1.6038889430950927,False,cmp,600.9141440268868,0.055593870295761565,55179.36498487476,51772.35860768246,3.365976100659265,0.15530679453190646,False,0.1564816918265745,0.005,51772.35860768246,57845.07366874727,51774.36112331669,51171.44446365557,hurdle_cmp,600.9141440268868,600.9141440268868,600.9141440268868
