alpha_powerlaw,alpha_xmin10,corpus,fit_status,lr_power_vs_exponential,lr_power_vs_lognormal,lr_power_vs_stretched_exponential,maximum_out_degree,n_tail,name,nodes,p_power_vs_exponential,p_power_vs_lognormal,p_power_vs_stretched_exponential,positive_nodes,schema,xmin
2.604460705192584,2.604460705192584,Matched AI Lean root values,,1.9415558276165883,-0.45921130905638885,-0.3758098057216247,134,80,pair_2a4dc8cc,3294,0.05219089476516164,0.6460824301901908,0.70705829739226,3293,shared binary core,10
2.604460705192584,2.604460705192584,Matched AI Lean root values,,1.9415558276165883,-0.45921130905638885,-0.3758098057216247,134,80,pair_2a4dc8cc,3294,0.05219089476516164,0.6460824301901908,0.70705829739226,3293,all normalized constructors,10
2.332139391767582,2.332139391767582,Matched human Lean root values,,3.054943358181383,-0.9629418995612244,-0.8723236953380886,421,281,pair_2a66f969,12613,0.00225103030474203,0.33557668115233297,0.3830318144613013,12612,shared binary core,10
2.332139391767582,2.332139391767582,Matched human Lean root values,,3.054943358181383,-0.9629418995612244,-0.8723236953380886,421,281,pair_2a66f969,12613,0.00225103030474203,0.33557668115233297,0.3830318144613013,12612,all normalized constructors,10
2.360922747371842,2.360922747371842,Matched AI Lean root values,,2.377179364992554,-1.0343375217787472,-1.0411530362621528,477,271,pair_2a66f969,11532,0.017445602670137995,0.3009784014536,0.2978045281027316,11531,shared binary core,10
2.360922747371842,2.360922747371842,Matched AI Lean root values,,2.377179364992554,-1.0343375217787472,-1.0411530362621528,477,271,pair_2a66f969,11532,0.017445602670137995,0.3009784014536,0.2978045281027316,11531,all normalized constructors,10
2.340613993191099,2.340613993191099,Matched human Lean root values,,-0.2141100084151315,-0.9941996692225986,-1.1019695875346451,84,20,pair_2b09aabd,975,0.8304612711873464,0.32012566912217566,0.27047489353052245,974,shared binary core,10
2.340613993191099,2.340613993191099,Matched human Lean root values,,-0.2141100084151315,-0.9941996692225986,-1.1019695875346451,84,20,pair_2b09aabd,975,0.8304612711873464,0.32012566912217566,0.27047489353052245,974,all normalized constructors,10
2.229622839411382,2.229622839411382,Matched AI Lean root values,,0.8795289504237475,-0.7867092384395917,-0.8450978873372769,129,30,pair_2b09aabd,1951,0.379114543158787,0.4314520947362097,0.3980561877987946,1950,shared binary core,10
2.229622839411382,2.229622839411382,Matched AI Lean root values,,0.8795289504237475,-0.7867092384395917,-0.8450978873372769,129,30,pair_2b09aabd,1951,0.379114543158787,0.4314520947362097,0.3980561877987946,1950,all normalized constructors,10
2.221568344227874,2.221568344227874,Matched human Lean root values,,0.8101643216368064,-0.7458332058697618,-0.777572468913947,192,31,pair_2d283418,2138,0.417845740173437,0.4557681782324441,0.43682109660103774,2137,shared binary core,10
2.221568344227874,2.221568344227874,Matched human Lean root values,,0.8101643216368064,-0.7458332058697618,-0.777572468913947,192,31,pair_2d283418,2138,0.417845740173437,0.4557681782324441,0.43682109660103774,2137,all normalized constructors,10
2.311298257449814,2.311298257449814,Matched AI Lean root values,,1.2397080925892598,-0.4573381590595642,-0.47145703035381886,172,32,pair_2d283418,2011,0.2150833828162012,0.6474280061844613,0.6373143980003819,2010,shared binary core,10
2.311298257449814,2.311298257449814,Matched AI Lean root values,,1.2397080925892598,-0.4573381590595642,-0.47145703035381886,172,32,pair_2d283418,2011,0.2150833828162012,0.6474280061844613,0.6373143980003819,2010,all normalized constructors,10
2.3463551750651854,2.346355175065186,Matched human Lean root values,,2.451508187796926,-0.8420740835395115,-0.7522582627573527,624,268,pair_2fba10ea,11483,0.014225894995985066,0.39974648682962644,0.4518957621569125,11482,shared binary core,10
2.3463551750651854,2.346355175065186,Matched human Lean root values,,2.451508187796926,-0.8420740835395115,-0.7522582627573527,624,268,pair_2fba10ea,11483,0.014225894995985066,0.39974648682962644,0.4518957621569125,11482,all normalized constructors,10
2.520035166400114,2.520035166400114,Matched AI Lean root values,,2.7848319662649184,-0.2744996826925833,0.18282427195035658,283,175,pair_2fba10ea,6974,0.005355546874096329,0.7837006474310255,0.8549359033201702,6973,shared binary core,10
2.520035166400114,2.520035166400114,Matched AI Lean root values,,2.7848319662649184,-0.2744996826925833,0.18282427195035658,283,175,pair_2fba10ea,6974,0.005355546874096329,0.7837006474310255,0.8549359033201702,6973,all normalized constructors,10
2.2933057239603087,2.2933057239603096,Matched human Lean root values,,2.1596190969136466,-0.6795146239453972,-0.6580098634032362,379,118,pair_2fde2018,6434,0.030802168822678652,0.49681184485211627,0.5105317932090229,6433,shared binary core,10
2.2933057239603087,2.2933057239603096,Matched human Lean root values,,2.1596190969136466,-0.6795146239453972,-0.6580098634032362,379,118,pair_2fde2018,6434,0.030802168822678652,0.49681184485211627,0.5105317932090229,6433,all normalized constructors,10
2.2852104861763944,2.2852104861763944,Matched AI Lean root values,,1.8386627972097287,-1.2617741509605391,-1.3179382643196562,378,160,pair_2fde2018,6953,0.06596479856470817,0.20703006605041052,0.18752431514219237,6952,shared binary core,10
2.2852104861763944,2.2852104861763944,Matched AI Lean root values,,1.8386627972097287,-1.2617741509605391,-1.3179382643196562,378,160,pair_2fde2018,6953,0.06596479856470817,0.20703006605041052,0.18752431514219237,6952,all normalized constructors,10
2.368992043336376,2.368992043336376,Matched human Lean root values,,1.954972818271197,-0.9237750507310161,-0.9446880669315546,274,169,pair_301c1ff9,6977,0.0505862786555713,0.3556034475603401,0.34481815100913327,6976,shared binary core,10
2.368992043336376,2.368992043336376,Matched human Lean root values,,1.954972818271197,-0.9237750507310161,-0.9446880669315546,274,169,pair_301c1ff9,6977,0.0505862786555713,0.3556034475603401,0.34481815100913327,6976,all normalized constructors,10
2.3809129756038088,2.3809129756038088,Matched AI Lean root values,,2.636608064452491,-0.5720541361433201,-0.3643038122838411,309,199,pair_301c1ff9,8193,0.008373952289301137,0.5672852993638599,0.7156311534019297,8192,shared binary core,10
2.3809129756038088,2.3809129756038088,Matched AI Lean root values,,2.636608064452491,-0.5720541361433201,-0.3643038122838411,309,199,pair_301c1ff9,8193,0.008373952289301137,0.5672852993638599,0.7156311534019297,8192,all normalized constructors,10
2.2369177182392157,2.2369177182392157,Matched human Lean root values,,2.9333267685003492,-1.4543951444896004,-1.4379553589775644,959,480,pair_326a8dc3,21629,0.003353507369692655,0.14583678535265332,0.15044672078622662,21628,shared binary core,10
2.2369177182392157,2.2369177182392157,Matched human Lean root values,,2.9333267685003492,-1.4543951444896004,-1.4379553589775644,959,480,pair_326a8dc3,21629,0.003353507369692655,0.14583678535265332,0.15044672078622662,21628,all normalized constructors,10
2.284702326231866,2.284702326231866,Matched AI Lean root values,,5.072954717040502,-0.8055903036576038,1.2098487527986341,981,663,pair_326a8dc3,30762,3.9168573262025603e-07,0.4204791183368979,0.2263369348215809,30761,shared binary core,10
2.284702326231866,2.284702326231866,Matched AI Lean root values,,5.072954717040502,-0.8055903036576038,1.2098487527986341,981,663,pair_326a8dc3,30762,3.9168573262025603e-07,0.4204791183368979,0.2263369348215809,30761,all normalized constructors,10
2.5090251609986156,2.5090251609986156,Matched human Lean root values,,2.030687120834545,-0.29045960016252115,-0.07000686985262058,175,66,pair_32d5762e,3073,0.042286743656337854,0.7714646535277313,0.9441881917038,3072,shared binary core,10
2.5090251609986156,2.5090251609986156,Matched human Lean root values,,2.030687120834545,-0.29045960016252115,-0.07000686985262058,175,66,pair_32d5762e,3073,0.042286743656337854,0.7714646535277313,0.9441881917038,3072,all normalized constructors,10
2.4703464953873597,2.47034649538736,Matched AI Lean root values,,1.8189011414590233,-0.35443931749325197,-0.21980162248395105,170,56,pair_32d5762e,2678,0.06892651367783091,0.7230096734389405,0.8260256559748217,2677,shared binary core,10
2.4703464953873597,2.47034649538736,Matched AI Lean root values,,1.8189011414590233,-0.35443931749325197,-0.21980162248395105,170,56,pair_32d5762e,2678,0.06892651367783091,0.7230096734389405,0.8260256559748217,2677,all normalized constructors,10
2.2367885833983365,2.2367885833983365,Matched human Lean root values,,0.5783971683670658,-1.1079292513188843,-1.1443250485336212,202,54,pair_32e87abf,2925,0.562996005268021,0.26789237155342893,0.2524888589679469,2924,shared binary core,10
2.2367885833983365,2.2367885833983365,Matched human Lean root values,,0.5783971683670658,-1.1079292513188843,-1.1443250485336212,202,54,pair_32e87abf,2925,0.562996005268021,0.26789237155342893,0.2524888589679469,2924,all normalized constructors,10
2.411499017565289,2.4114990175652884,Matched AI Lean root values,,2.0475985996773565,-0.30969782702659465,-0.08803480899067942,237,76,pair_32e87abf,3853,0.040599346680014796,0.756790755371714,0.929849009961025,3852,shared binary core,10
2.411499017565289,2.4114990175652884,Matched AI Lean root values,,2.0475985996773565,-0.30969782702659465,-0.08803480899067942,237,76,pair_32e87abf,3853,0.040599346680014796,0.756790755371714,0.929849009961025,3852,all normalized constructors,10
2.456922153196468,2.456922153196468,Matched human Lean root values,,2.07661975699166,-0.4919913983571473,-0.3914777105878305,194,92,pair_33135e91,3948,0.03783666794217973,0.6227254243152857,0.695444161103906,3947,shared binary core,10
2.456922153196468,2.456922153196468,Matched human Lean root values,,2.07661975699166,-0.4919913983571473,-0.3914777105878305,194,92,pair_33135e91,3948,0.03783666794217973,0.6227254243152857,0.695444161103906,3947,all normalized constructors,10
2.5352439606278465,2.535243960627846,Matched AI Lean root values,,2.5477915229008654,-0.11054796191669007,0.4496114973486185,203,95,pair_33135e91,3949,0.01084072342043099,0.9119748148179946,0.6529905964189908,3948,shared binary core,10
2.5352439606278465,2.535243960627846,Matched AI Lean root values,,2.5477915229008654,-0.11054796191669007,0.4496114973486185,203,95,pair_33135e91,3949,0.01084072342043099,0.9119748148179946,0.6529905964189908,3948,all normalized constructors,10
2.4936662986474425,2.4936662986474425,Matched human Lean root values,,2.2970650148531955,-0.7720337777934243,-0.6811241390129833,335,217,pair_33b83cd5,8705,0.021615061168368747,0.4400944219992097,0.4957929441609581,8704,shared binary core,10
2.4936662986474425,2.4936662986474425,Matched human Lean root values,,2.2970650148531955,-0.7720337777934243,-0.6811241390129833,335,217,pair_33b83cd5,8705,0.021615061168368747,0.4400944219992097,0.4957929441609581,8704,all normalized constructors,10
2.3600780049237198,2.3600780049237198,Matched AI Lean root values,,1.8908320529928364,-1.1323961327618939,-1.1634895098409057,368,198,pair_33b83cd5,8846,0.058646766964411956,0.25746792999979784,0.24463095181104855,8845,shared binary core,10
2.3600780049237198,2.3600780049237198,Matched AI Lean root values,,1.8908320529928364,-1.1323961327618939,-1.1634895098409057,368,198,pair_33b83cd5,8846,0.058646766964411956,0.25746792999979784,0.24463095181104855,8845,all normalized constructors,10
2.79767078618183,2.79767078618183,Matched human Lean root values,,2.476535549967207,-0.09785653771538748,0.7538724137341587,141,94,pair_34b2dbc3,3405,0.013266441254388292,0.9220462121613908,0.45092583663696284,3404,shared binary core,10
2.79767078618183,2.79767078618183,Matched human Lean root values,,2.476535549967207,-0.09785653771538748,0.7538724137341587,141,94,pair_34b2dbc3,3405,0.013266441254388292,0.9220462121613908,0.45092583663696284,3404,all normalized constructors,10
,,Matched AI Lean root values,insufficient tail variation,,,,29,4,pair_34b2dbc3,223,,,,222,shared binary core,10
,,Matched AI Lean root values,insufficient tail variation,,,,29,4,pair_34b2dbc3,223,,,,222,all normalized constructors,10
2.6595718825381596,2.6595718825381596,Matched human Lean root values,,3.267979690411692,-1.0018552128417368,1.4502816377769712,273,163,pair_34e33ffa,6593,0.00108318138143865,0.3164135262899259,0.14697999742503526,6592,shared binary core,10
2.6595718825381596,2.6595718825381596,Matched human Lean root values,,3.267979690411692,-1.0018552128417368,1.4502816377769712,273,163,pair_34e33ffa,6593,0.00108318138143865,0.3164135262899259,0.14697999742503526,6592,all normalized constructors,10
2.3749353161483677,2.3749353161483677,Matched AI Lean root values,,2.778364255735695,-0.9918604290175164,-0.9850443438592983,457,292,pair_34e33ffa,12029,0.005463333526216727,0.32126561465486336,0.3246022897347315,12028,shared binary core,10
2.3749353161483677,2.3749353161483677,Matched AI Lean root values,,2.778364255735695,-0.9918604290175164,-0.9850443438592983,457,292,pair_34e33ffa,12029,0.005463333526216727,0.32126561465486336,0.3246022897347315,12028,all normalized constructors,10
2.413100872653172,2.413100872653172,Matched human Lean root values,,0.8798625165157858,-0.4633447740099624,-0.4825761862739618,95,23,pair_358e95d5,1191,0.37893379270397,0.6431172571307623,0.6293966911465385,1190,shared binary core,10
2.413100872653172,2.413100872653172,Matched human Lean root values,,0.8798625165157858,-0.4633447740099624,-0.4825761862739618,95,23,pair_358e95d5,1191,0.37893379270397,0.6431172571307623,0.6293966911465385,1190,all normalized constructors,10
,,Matched AI Lean root values,insufficient tail variation,,,,43,6,pair_358e95d5,377,,,,376,shared binary core,10
,,Matched AI Lean root values,insufficient tail variation,,,,43,6,pair_358e95d5,377,,,,376,all normalized constructors,10
2.358254972858215,2.358254972858215,Matched human Lean root values,,2.0577901002772276,-1.0058192728475945,-1.0158647362434063,559,238,pair_3757881d,9850,0.039610286790958044,0.31450251456375067,0.30969380344694963,9849,shared binary core,10
2.358254972858215,2.358254972858215,Matched human Lean root values,,2.0577901002772276,-1.0058192728475945,-1.0158647362434063,559,238,pair_3757881d,9850,0.039610286790958044,0.31450251456375067,0.30969380344694963,9849,all normalized constructors,10
2.3879542336817305,2.3879542336817305,Matched AI Lean root values,,1.7713654658752005,-1.121741499896732,-1.144447850597412,455,209,pair_3757881d,8434,0.07649994744941432,0.26197236594036377,0.25243795340057174,8433,shared binary core,10
2.3879542336817305,2.3879542336817305,Matched AI Lean root values,,1.7713654658752005,-1.121741499896732,-1.144447850597412,455,209,pair_3757881d,8434,0.07649994744941432,0.26197236594036377,0.25243795340057174,8433,all normalized constructors,10
2.3771811821068423,2.377181182106842,Matched human Lean root values,,0.29985952760202955,-0.7662024697326365,-0.8449577629183548,161,28,pair_37c40664,1541,0.7642843068014828,0.4435558390825596,0.3981344217231706,1540,shared binary core,10
2.3771811821068423,2.377181182106842,Matched human Lean root values,,0.29985952760202955,-0.7662024697326365,-0.8449577629183548,161,28,pair_37c40664,1541,0.7642843068014828,0.4435558390825596,0.3981344217231706,1540,all normalized constructors,10
2.52878091575694,2.52878091575694,Matched AI Lean root values,,1.0493836161502323,-0.2429144652871817,-0.19621612951617173,178,31,pair_37c40664,1785,0.29400159573720974,0.8080716594678369,0.8444410039183902,1784,shared binary core,10
2.52878091575694,2.52878091575694,Matched AI Lean root values,,1.0493836161502323,-0.2429144652871817,-0.19621612951617173,178,31,pair_37c40664,1785,0.29400159573720974,0.8080716594678369,0.8444410039183902,1784,all normalized constructors,10
2.2771195775113258,2.2771195775113258,Matched human Lean root values,,1.1419147028198928,-0.637498989606098,-0.698750275211061,132,27,pair_37d880cd,1551,0.25348947654198284,0.5237998678857465,0.48470810868173786,1550,shared binary core,10
2.2771195775113258,2.2771195775113258,Matched human Lean root values,,1.1419147028198928,-0.637498989606098,-0.698750275211061,132,27,pair_37d880cd,1551,0.25348947654198284,0.5237998678857465,0.48470810868173786,1550,all normalized constructors,10
,,Matched AI Lean root values,insufficient tail variation,,,,138,9,pair_37d880cd,803,,,,802,shared binary core,10
,,Matched AI Lean root values,insufficient tail variation,,,,138,9,pair_37d880cd,803,,,,802,all normalized constructors,10
2.21338194747172,2.213381947471719,Matched human Lean root values,,-0.2614717368434941,-0.983512570071119,-1.0511127888489058,117,31,pair_3b1172ec,1800,0.7937287423321436,0.3253552317993589,0.2932067910714501,1799,shared binary core,10
2.21338194747172,2.213381947471719,Matched human Lean root values,,-0.2614717368434941,-0.983512570071119,-1.0511127888489058,117,31,pair_3b1172ec,1800,0.7937287423321436,0.3253552317993589,0.2932067910714501,1799,all normalized constructors,10
2.460409602068162,2.460409602068162,Matched AI Lean root values,,1.7189495993940849,-1.0333533833491044,0.7519498625287826,81,12,pair_3b1172ec,822,0.0856235496075917,0.3014385535172135,0.4520812105739205,821,shared binary core,10
2.460409602068162,2.460409602068162,Matched AI Lean root values,,1.7189495993940849,-1.0333533833491044,0.7519498625287826,81,12,pair_3b1172ec,822,0.0856235496075917,0.3014385535172135,0.4520812105739205,821,all normalized constructors,10
2.1939791320069206,2.193979132006921,Matched human Lean root values,,0.7885859622461705,-0.7932818000766874,-0.8196524387042873,194,42,pair_3b470502,2763,0.43035403821194285,0.4276136580677069,0.4124142706167758,2762,shared binary core,10
2.1939791320069206,2.193979132006921,Matched human Lean root values,,0.7885859622461705,-0.7932818000766874,-0.8196524387042873,194,42,pair_3b470502,2763,0.43035403821194285,0.4276136580677069,0.4124142706167758,2762,all normalized constructors,10
2.2507821636920813,2.2507821636920813,Matched AI Lean root values,,1.0686894706552343,-0.5904826266422001,-0.6098384753398962,187,44,pair_3b470502,2717,0.28520961763045904,0.5548671299409496,0.5419688115142899,2716,shared binary core,10
2.2507821636920813,2.2507821636920813,Matched AI Lean root values,,1.0686894706552343,-0.5904826266422001,-0.6098384753398962,187,44,pair_3b470502,2717,0.28520961763045904,0.5548671299409496,0.5419688115142899,2716,all normalized constructors,10
2.332804917019977,2.3328049170199776,Matched human Lean root values,,0.43317188501459886,-0.6757359501568075,-0.7298905254892915,103,19,pair_3cca9874,1365,0.664889902389439,0.4992083066753329,0.4654571040979524,1364,shared binary core,10
2.332804917019977,2.3328049170199776,Matched human Lean root values,,0.43317188501459886,-0.6757359501568075,-0.7298905254892915,103,19,pair_3cca9874,1365,0.664889902389439,0.4992083066753329,0.4654571040979524,1364,all normalized constructors,10
2.5115201697214147,2.5115201697214156,Matched AI Lean root values,,1.4880070478006686,-0.23423397720226105,-0.08595200890487881,152,41,pair_3cca9874,2125,0.1367490349886572,0.8148033386193556,0.9315045673199069,2124,shared binary core,10
2.5115201697214147,2.5115201697214156,Matched AI Lean root values,,1.4880070478006686,-0.23423397720226105,-0.08595200890487881,152,41,pair_3cca9874,2125,0.1367490349886572,0.8148033386193556,0.9315045673199069,2124,all normalized constructors,10
2.266577812668804,2.266577812668804,Matched human Lean root values,,2.6922685621519262,-0.7030885986213461,-0.6318038109748181,177,113,pair_3da844f5,5538,0.007096777223738248,0.48200053697946754,0.527515083082859,5537,shared binary core,10
2.266577812668804,2.266577812668804,Matched human Lean root values,,2.6922685621519262,-0.7030885986213461,-0.6318038109748181,177,113,pair_3da844f5,5538,0.007096777223738248,0.48200053697946754,0.527515083082859,5537,all normalized constructors,10
2.3870179140757193,2.3870179140757193,Matched AI Lean root values,,5.144691507364579,-0.4286495889879151,1.3748344083536916,205,160,pair_3da844f5,7055,2.6796077730030805e-07,0.6681782518566548,0.16918278801982733,7054,shared binary core,10
2.3870179140757193,2.3870179140757193,Matched AI Lean root values,,5.144691507364579,-0.4286495889879151,1.3748344083536916,205,160,pair_3da844f5,7055,2.6796077730030805e-07,0.6681782518566548,0.16918278801982733,7054,all normalized constructors,10
1.6211716389114612,1.6211716389114614,Matched human Lean root values,,6.702002647820766,-0.5275977423836573,-0.15359407263794425,1811,135,pair_3db79af4,30063,2.055823110824893e-11,0.597778560283437,0.8779298108301048,30062,shared binary core,10
1.6211716389114612,1.6211716389114614,Matched human Lean root values,,6.702002647820766,-0.5275977423836573,-0.15359407263794425,1811,135,pair_3db79af4,30063,2.055823110824893e-11,0.597778560283437,0.8779298108301048,30062,all normalized constructors,10
1.6340241009811693,1.6340241009811693,Matched AI Lean root values,,6.952828606757335,-0.37170723066286204,0.14648893693497936,1810,138,pair_3db79af4,30108,3.5803358127478687e-12,0.7101108408654726,0.8835354227566533,30107,shared binary core,10
1.6340241009811693,1.6340241009811693,Matched AI Lean root values,,6.952828606757335,-0.37170723066286204,0.14648893693497936,1810,138,pair_3db79af4,30108,3.5803358127478687e-12,0.7101108408654726,0.8835354227566533,30107,all normalized constructors,10
2.8116346050898566,2.8116346050898566,Matched human Lean root values,,1.7566827061393633,-1.0038754184330956,0.8554602695274088,162,41,pair_3e5837da,2040,0.07897190687736778,0.3154386663680616,0.3922963903795179,2039,shared binary core,10
2.8116346050898566,2.8116346050898566,Matched human Lean root values,,1.7566827061393633,-1.0038754184330956,0.8554602695274088,162,41,pair_3e5837da,2040,0.07897190687736778,0.3154386663680616,0.3922963903795179,2039,all normalized constructors,10
2.672497620356138,2.672497620356138,Matched AI Lean root values,,2.8017566053703877,-0.11382684910304086,0.7496583604782135,247,166,pair_3e5837da,6141,0.005082520301952619,0.9093750544089094,0.4534604920096318,6140,shared binary core,10
2.672497620356138,2.672497620356138,Matched AI Lean root values,,2.8017566053703877,-0.11382684910304086,0.7496583604782135,247,166,pair_3e5837da,6141,0.005082520301952619,0.9093750544089094,0.4534604920096318,6140,all normalized constructors,10
2.7039891225621457,2.7039891225621453,Matched human Lean root values,,2.0181015531183353,-0.06616131058960587,0.7029621696677112,213,71,pair_3e7604ad,3456,0.04358068597216052,0.9472493989307113,0.482079325461627,3455,shared binary core,10
2.7039891225621457,2.7039891225621453,Matched human Lean root values,,2.0181015531183353,-0.06616131058960587,0.7029621696677112,213,71,pair_3e7604ad,3456,0.04358068597216052,0.9472493989307113,0.482079325461627,3455,all normalized constructors,10
2.6817570313030408,2.6817570313030408,Matched AI Lean root values,,2.0268227143237114,-0.008054093195045485,0.6846733454420466,217,69,pair_3e7604ad,3329,0.04268054663213878,0.9935738328643627,0.4935500724500652,3328,shared binary core,10
2.6817570313030408,2.6817570313030408,Matched AI Lean root values,,2.0268227143237114,-0.008054093195045485,0.6846733454420466,217,69,pair_3e7604ad,3329,0.04268054663213878,0.9935738328643627,0.4935500724500652,3328,all normalized constructors,10
2.198682693398069,2.1986826933980685,Matched human Lean root values,,1.2480641973768072,-0.790086931662048,-0.8343413861251845,251,47,pair_40400f26,3235,0.2120075482974012,0.4294770013228384,0.40408863657595195,3234,shared binary core,10
2.198682693398069,2.1986826933980685,Matched human Lean root values,,1.2480641973768072,-0.790086931662048,-0.8343413861251845,251,47,pair_40400f26,3235,0.2120075482974012,0.4294770013228384,0.40408863657595195,3234,all normalized constructors,10
,,Matched AI Lean root values,insufficient tail variation,,,,53,3,pair_40400f26,357,,,,356,shared binary core,10
,,Matched AI Lean root values,insufficient tail variation,,,,53,3,pair_40400f26,357,,,,356,all normalized constructors,10
,,Matched human Lean root values,insufficient tail variation,,,,29,2,pair_412ad836,208,,,,207,shared binary core,10
,,Matched human Lean root values,insufficient tail variation,,,,29,2,pair_412ad836,208,,,,207,all normalized constructors,10
,,Matched AI Lean root values,insufficient tail variation,,,,29,2,pair_412ad836,208,,,,207,shared binary core,10
,,Matched AI Lean root values,insufficient tail variation,,,,29,2,pair_412ad836,208,,,,207,all normalized constructors,10
2.3082205577404347,2.3082205577404347,Matched human Lean root values,,2.4853757274134565,-1.4052348307630247,-1.4637056691650916,454,294,pair_43cbe160,12066,0.012941476339814717,0.1599514599638009,0.14327438584916558,12065,shared binary core,10
2.3082205577404347,2.3082205577404347,Matched human Lean root values,,2.4853757274134565,-1.4052348307630247,-1.4637056691650916,454,294,pair_43cbe160,12066,0.012941476339814717,0.1599514599638009,0.14327438584916558,12065,all normalized constructors,10
2.527636489644011,2.527636489644011,Matched AI Lean root values,,2.423126550821334,-0.5956485832673069,-0.40340691351133595,300,215,pair_43cbe160,7963,0.015387565228853602,0.5514100135829936,0.6866489016320354,7962,shared binary core,10
2.527636489644011,2.527636489644011,Matched AI Lean root values,,2.423126550821334,-0.5956485832673069,-0.40340691351133595,300,215,pair_43cbe160,7963,0.015387565228853602,0.5514100135829936,0.6866489016320354,7962,all normalized constructors,10
2.4706600129735046,2.4706600129735046,Matched human Lean root values,,1.9040650777162076,-0.17768563508895668,0.07750650418182005,203,56,pair_44418174,3092,0.0569017091807688,0.8589698672621713,0.9382206172518446,3091,shared binary core,10
2.4706600129735046,2.4706600129735046,Matched human Lean root values,,1.9040650777162076,-0.17768563508895668,0.07750650418182005,203,56,pair_44418174,3092,0.0569017091807688,0.8589698672621713,0.9382206172518446,3091,all normalized constructors,10
2.5577742195147914,2.557774219514792,Matched AI Lean root values,,2.1475639971146037,0.0049659803479056835,0.5525568166017465,202,58,pair_44418174,3019,0.03174840809653534,0.9960377372366968,0.5805669188855318,3018,shared binary core,10
2.5577742195147914,2.557774219514792,Matched AI Lean root values,,2.1475639971146037,0.0049659803479056835,0.5525568166017465,202,58,pair_44418174,3019,0.03174840809653534,0.9960377372366968,0.5805669188855318,3018,all normalized constructors,10
2.8045724997586,2.8045724997585997,Matched human Lean root values,,1.02230746361691,-0.1542699417663217,-0.03445356539446223,123,25,pair_4453d7a8,1084,0.30663540183598725,0.8773968965651,0.9725154697915649,1083,shared binary core,10
2.8045724997586,2.8045724997585997,Matched human Lean root values,,1.02230746361691,-0.1542699417663217,-0.03445356539446223,123,25,pair_4453d7a8,1084,0.30663540183598725,0.8773968965651,0.9725154697915649,1083,all normalized constructors,10
,,Matched AI Lean root values,insufficient tail variation,,,,70,6,pair_4453d7a8,438,,,,437,shared binary core,10
,,Matched AI Lean root values,insufficient tail variation,,,,70,6,pair_4453d7a8,438,,,,437,all normalized constructors,10
2.3721281907927105,2.3721281907927105,Matched human Lean root values,,2.5526667273672214,-0.8756080982374673,-0.8245067368168816,392,246,pair_452bb14f,10676,0.01069017313862799,0.38124312140603867,0.40965168951083164,10675,shared binary core,10
2.3721281907927105,2.3721281907927105,Matched human Lean root values,,2.5526667273672214,-0.8756080982374673,-0.8245067368168816,392,246,pair_452bb14f,10676,0.01069017313862799,0.38124312140603867,0.40965168951083164,10675,all normalized constructors,10
2.605862612431133,2.605862612431133,Matched AI Lean root values,,2.386135199843286,-1.010471867378081,0.9702729915021172,245,94,pair_452bb14f,4480,0.017026490290186908,0.3122692712170829,0.3319104360810432,4479,shared binary core,10
2.605862612431133,2.605862612431133,Matched AI Lean root values,,2.386135199843286,-1.010471867378081,0.9702729915021172,245,94,pair_452bb14f,4480,0.017026490290186908,0.3122692712170829,0.3319104360810432,4479,all normalized constructors,10
2.3662977155840723,2.3662977155840723,Matched human Lean root values,,2.1031670945955065,-0.546393340625483,-0.4456996750130956,240,95,pair_45b25f4e,4602,0.035451165591851234,0.584795586724005,0.6558141993695323,4601,shared binary core,10
2.3662977155840723,2.3662977155840723,Matched human Lean root values,,2.1031670945955065,-0.546393340625483,-0.4456996750130956,240,95,pair_45b25f4e,4602,0.035451165591851234,0.584795586724005,0.6558141993695323,4601,all normalized constructors,10
2.3431747547558013,2.3431747547558013,Matched AI Lean root values,,2.378244162275024,-0.3688577110552044,-0.16330451141610122,198,81,pair_45b25f4e,4146,0.017395303329589103,0.712233785752984,0.8702786819909476,4145,shared binary core,10
2.3431747547558013,2.3431747547558013,Matched AI Lean root values,,2.378244162275024,-0.3688577110552044,-0.16330451141610122,198,81,pair_45b25f4e,4146,0.017395303329589103,0.712233785752984,0.8702786819909476,4145,all normalized constructors,10
2.247323940501455,2.247323940501455,Matched human Lean root values,,-2.6527759331079572,-1.4727147709385902,-1.6762130953667487,44,16,pair_47d24c12,814,0.007983284644335745,0.14082796199992348,0.09369646004145639,813,shared binary core,10
2.247323940501455,2.247323940501455,Matched human Lean root values,,-2.6527759331079572,-1.4727147709385902,-1.6762130953667487,44,16,pair_47d24c12,814,0.007983284644335745,0.14082796199992348,0.09369646004145639,813,all normalized constructors,10
2.779635100574141,2.7796351005741404,Matched AI Lean root values,,1.9080880783944565,-0.2578889905450771,-0.037639916150233516,101,46,pair_47d24c12,2347,0.05637983328979725,0.7964925818197792,0.9699747819722626,2346,shared binary core,10
2.779635100574141,2.7796351005741404,Matched AI Lean root values,,1.9080880783944565,-0.2578889905450771,-0.037639916150233516,101,46,pair_47d24c12,2347,0.05637983328979725,0.7964925818197792,0.9699747819722626,2346,all normalized constructors,10
2.45875536230867,2.45875536230867,Matched human Lean root values,,2.4803850339453897,-0.5671937499100322,-0.3454335327714587,203,113,pair_4860e4db,5157,0.013124057842883764,0.570582553924271,0.7297684713386086,5156,shared binary core,10
