pair,source,side,tokens_scored,mean_nll,median_nll,p95_nll,claim_boundaries,mean_boundary_delta_nll,mean_boundary_excess_nll,mean_content_boundary_delta_nll,mean_content_boundary_excess_nll
pair_00b23e63,cn_contest,a,175,0.6639408667375254,0.00234098,4.255984999999993,3,-0.41370602026810316,-0.3379248186198025,-0.28778859000906254,-0.21200738836076183
pair_00b23e63,cn_contest,h,214,0.5912467426248209,0.000573979,3.7060274999999994,5,0.2898039388756287,0.2877455518638442,0.2126610130954271,0.2106026260836426
pair_01eb3f84,olympiads,a,807,0.5198095650756556,0.000614828,3.5005049999999995,18,0.22973164032227433,0.3852597899132086,0.22386284402426732,0.37939099361520157
pair_01eb3f84,olympiads,h,460,1.1799474358041306,0.029814300000000002,7.293034499999986,4,-0.1348842966249999,-0.1422060456216426,-0.13575431254687487,-0.14307606154351768
pair_064daf4b,olympiads,a,75,1.455477382218,0.0461881,8.44328,2,-0.317477316675,,-0.2538314342375,
pair_064daf4b,olympiads,h,68,0.9894413461129413,0.005240725,7.207967999999998,1,0.13460034559874998,-0.4595985093694642,0.13240493851125,-0.4617939164569642
pair_06e244fd,olympiads,a,1058,0.3027042007781891,0.000131677,1.8159649999999996,13,0.020691214433192488,0.05596802327993237,0.010067108760687669,0.045343917607427536
pair_06e244fd,olympiads,h,1051,0.34635526442056325,0.000268258,1.997825,15,-0.017847326029798494,-0.03562501539756455,-0.017435820096523925,-0.03521350946428996
pair_070c0d6f,amc_aime,a,149,0.9849062182784766,0.042044,4.794713999999995,2,-0.19297455973949984,0.008529164858199878,-0.6194275556280311,-0.4179238310303314
pair_070c0d6f,amc_aime,h,656,0.7915650682178325,0.0004708205,4.9262175,8,0.28358915362563286,0.14097701579305144,0.03629233489995318,-0.1063198029326283
pair_0a7bd2c7,secondary_math,a,207,0.6244544607412028,0.0020554,3.6588249999999984,0,,,,
pair_0a7bd2c7,secondary_math,h,159,0.9346485283411636,0.0440785,4.766022999999996,0,,,,
pair_0a891d0e,cn_contest,a,157,0.9403930091579249,0.00789626,5.061085999999994,2,-0.3362850356100625,-0.5605920595808465,-0.129717860451875,-0.35402488442265895
pair_0a891d0e,cn_contest,h,109,1.0789739682019266,0.036968,5.989057999999995,0,,,,
pair_0a983018,olympiads_ref,a,640,0.5143720468017593,0.000880638,2.9968764999999973,14,-0.07353215571964736,-0.020026571267880027,-0.15719488162861164,-0.10368929717684428
