pair,side,source,status,source_claims,root_nodes,root_node_digits,term_lets,matched,match_share,unambiguous_matched,term_uses,zero_term_use,one_term_use,multi_term_use,polarized_term_use,reuse_excess,potential_inlining_nodes
pair_2d664ac4,h,math_train,ok,0,45098,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_2d67a32e,a,math_train,ok,7,2183350,7,7,7,1.0,7,20,4,0,3,7,17,187
pair_2d67a32e,h,math_train,ok,4,334843,6,4,4,1.0,4,4,2,0,2,4,2,28
pair_2d7896a8,a,math_train,ok,0,10829,5,1,0,1.0,0,0,0,0,0,0,0,0
pair_2d7896a8,h,math_train,ok,0,14657,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_2d831db5,a,cn_contest,ok,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0
pair_2d831db5,h,cn_contest,ok,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0
pair_2d88d3c2,a,amc_aime,ok,38,14244136,8,40,38,1.0,8,11603,0,7,31,31,11565,7656439975
pair_2d88d3c2,h,amc_aime,ok,4,447686,6,10,4,1.0,4,7,0,1,3,3,3,64883
pair_2d9a7d36,a,amc_aime,ok,0,10793,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_2d9a7d36,h,amc_aime,ok,0,54973,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_2d9aa016,a,secondary_math,ok,31,1212798,7,35,31,1.0,1,44,2,14,15,17,15,424759
pair_2d9aa016,h,secondary_math,ok,7,895254,6,15,7,1.0,0,17,0,1,6,6,10,30
pair_2dafbfa8,a,olympiads,ok,11,894782,6,15,11,1.0,1,9,4,5,2,6,2,180148
pair_2dafbfa8,h,olympiads,ok,2,1644025,7,12,2,1.0,2,6,0,0,2,2,4,5908
pair_2dec51aa,a,amc_aime,ok,7,64499,5,7,7,1.0,4,8,2,2,3,5,3,19631
pair_2dec51aa,h,amc_aime,ok,0,23124,5,2,0,1.0,0,0,0,0,0,0,0,0
pair_2e09deed,a,math_test,ok,12,5388020,7,16,12,1.0,8,12,3,6,3,6,3,677751
pair_2e09deed,h,math_test,ok,3,4431325,7,8,3,1.0,3,3,0,3,0,0,0,0
pair_2e1ddb48,a,math_train,ok,6,11168141,8,6,6,1.0,6,16,0,0,6,6,10,244570
pair_2e1ddb48,h,math_train,ok,0,11028417,8,0,0,1.0,0,0,0,0,0,0,0,0
pair_2e298ffa,a,amc_aime,ok,41,522870,6,46,41,1.0,8,47,1,33,7,8,7,99441
pair_2e298ffa,h,amc_aime,ok,14,1586016,7,14,14,1.0,4,14,0,14,0,0,0,0
pair_2e4d1862,a,math_test,ok,0,31,2,0,0,1.0,0,0,0,0,0,0,0,0
pair_2e4d1862,h,math_test,ok,0,31,2,0,0,1.0,0,0,0,0,0,0,0,0
pair_2e51b927,a,olympiads,ok,18,985401,6,22,18,1.0,12,16,5,10,3,8,3,100560
pair_2e51b927,h,olympiads,ok,2,172660,6,5,2,1.0,2,2,0,2,0,0,0,0
pair_2e9313e6,a,olympiads,ok,12,912447,6,14,12,1.0,8,39,1,1,10,11,28,3386062
pair_2e9313e6,h,olympiads,ok,10,980141,6,12,10,1.0,3,26,1,2,7,8,17,3838183
pair_2eaa131f,a,math_train,ok,5,952783,6,5,5,1.0,5,9,0,1,4,4,4,7702
pair_2eaa131f,h,math_train,ok,0,931933,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_2ec45937,a,olympiads,ok,0,2061,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_2ec45937,h,olympiads,ok,0,2029,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_2ecd6360,a,number_theory,ok,0,3305,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_2ecd6360,h,number_theory,ok,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0
pair_2ece0bd0,a,cn_k12,ok,11,374547,6,14,11,1.0,8,17,2,4,5,7,8,568777
pair_2ece0bd0,h,cn_k12,ok,0,148307,6,8,0,1.0,0,0,0,0,0,0,0,0
pair_2ed706c5,a,math_train,ok,0,657,3,0,0,1.0,0,0,0,0,0,0,0,0
pair_2ed706c5,h,math_train,ok,0,67,2,0,0,1.0,0,0,0,0,0,0,0,0
pair_2efef0d7,a,math_train,ok,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0
pair_2efef0d7,h,math_train,ok,5,4354828,7,22,5,1.0,5,18,0,1,4,4,13,1208887
pair_2f0c61c8,a,math_test,ok,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0
pair_2f0c61c8,h,math_test,ok,2,5460526,7,3,2,1.0,2,6,0,0,2,2,4,6110
pair_2f3c178b,a,olympiads,ok,7,11666735,8,7,7,1.0,7,1222,0,2,5,5,1215,93082373
pair_2f3c178b,h,olympiads,ok,14,109519207,9,141,14,1.0,3,132,0,6,8,8,118,35857621
pair_2f5a0da8,a,amc_aime,ok,0,2458275,7,4,0,1.0,0,0,0,0,0,0,0,0
pair_2f5a0da8,h,amc_aime,ok,4,514715,6,7,4,1.0,4,4,0,4,0,0,0,0
pair_2f62d825,a,aops_forum,ok,13,677039,6,13,13,1.0,13,20,3,5,5,8,10,281824
pair_2f62d825,h,aops_forum,ok,0,73672,5,3,0,1.0,0,0,0,0,0,0,0,0
pair_2f8f4d5e,a,olympiads,ok,11,1493747,7,11,11,1.0,7,14,2,5,4,6,5,167265
pair_2f8f4d5e,h,olympiads,ok,10,2106600,7,10,10,1.0,6,28,1,3,6,7,19,1225863
pair_2f9a449b,a,number_theory,ok,0,15,2,0,0,1.0,0,0,0,0,0,0,0,0
pair_2f9a449b,h,number_theory,ok,0,15,2,0,0,1.0,0,0,0,0,0,0,0,0
pair_2fadaf57,a,olympiads_ref,ok,0,161299,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_2fadaf57,h,olympiads_ref,ok,0,139010,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_2fba10ea,a,olympiads_ref,ok,10,1555105,7,10,10,1.0,10,18,0,6,4,4,8,198400
pair_2fba10ea,h,olympiads_ref,ok,29,2387628,7,29,29,1.0,29,42,5,17,7,12,18,882700
pair_2fc4a422,a,cn_k12,ok,2,107327,6,2,2,1.0,2,2,0,2,0,0,0,0
pair_2fc4a422,h,cn_k12,ok,9,92722,5,15,9,1.0,9,8,1,8,0,1,0,0
pair_2fc6a122,a,amc_aime,ok,7,388580,6,7,7,1.0,7,16,0,0,7,7,9,421905
pair_2fc6a122,h,amc_aime,ok,0,442725,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_2fde2018,a,math_test,ok,19,891277,6,27,19,1.0,12,39,6,7,6,12,26,850533
pair_2fde2018,h,math_test,ok,7,492229,6,18,7,1.0,2,6,1,6,0,1,0,0
pair_2fe3edb5,a,olympiads_ref,ok,0,1849,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_2fe3edb5,h,olympiads_ref,ok,1,6902,4,1,1,1.0,1,1,0,1,0,0,0,0
pair_2ff0dd60,a,olympiads,ok,4,1035977,7,4,4,1.0,4,19,1,1,2,3,16,5555260
pair_2ff0dd60,h,olympiads,ok,0,349137,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_30156fe4,a,math_test,ok,0,49,2,0,0,1.0,0,0,0,0,0,0,0,0
pair_30156fe4,h,math_test,ok,1,551,3,1,1,1.0,1,1,0,1,0,0,0,0
pair_301c1ff9,a,aops_forum,ok,0,2344883,7,0,0,1.0,0,0,0,0,0,0,0,0
pair_301c1ff9,h,aops_forum,ok,0,1744775,7,0,0,1.0,0,0,0,0,0,0,0,0
pair_30274a8a,a,olympiads,ok,3,341014,6,3,3,1.0,3,3,0,3,0,0,0,0
pair_30274a8a,h,olympiads,ok,6,376639,6,7,6,1.0,6,6,0,6,0,0,0,0
pair_30392062,a,olympiads,ok,13,593148,6,13,13,1.0,9,552,3,4,6,9,542,13585530
pair_30392062,h,olympiads,ok,4,701858,6,7,4,1.0,4,82,0,2,2,2,78,41022
pair_303b3b6f,a,math_train,ok,0,73501015,8,0,0,1.0,0,0,0,0,0,0,0,0
pair_303b3b6f,h,math_train,ok,0,73501015,8,0,0,1.0,0,0,0,0,0,0,0,0
pair_30571040,a,amc_aime,ok,0,66059,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_30571040,h,amc_aime,ok,0,67371,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_307b4a6c,a,olympiads,ok,17,1872566,7,20,17,1.0,9,22,1,12,4,5,6,1885653
pair_307b4a6c,h,olympiads,ok,0,282917,6,2,0,1.0,0,0,0,0,0,0,0,0
pair_30869115,a,olympiads,ok,0,11505,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_30869115,h,olympiads,ok,0,11505,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_3090a705,a,amc_aime,ok,6,200503,6,7,6,1.0,4,51,2,2,2,4,47,6194255
pair_3090a705,h,amc_aime,ok,16,116580,6,29,16,1.0,3,31,0,15,1,1,15,11805
pair_30929670,a,amc_aime,ok,1,16851,5,1,1,1.0,1,0,1,0,0,1,0,0
pair_30929670,h,amc_aime,ok,0,20985,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_30944b94,a,olympiads,ok,6,7167473,7,6,6,1.0,4,16,1,3,2,3,11,343529
pair_30944b94,h,olympiads,ok,0,29100,5,1,0,1.0,0,0,0,0,0,0,0,0
pair_30c3af64,a,cn_contest,ok,0,58227,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_30c3af64,h,cn_contest,ok,0,58227,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_30c4e753,a,math_test,ok,0,119212,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_30c4e753,h,math_test,ok,0,72227,5,1,0,1.0,0,0,0,0,0,0,0,0
pair_30effa01,a,olympiads,ok,7,63821,5,7,7,1.0,5,9,0,5,2,2,2,16
pair_30effa01,h,olympiads,ok,0,8403,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_30f6f264,a,math_test,ok,10,799575,6,10,10,1.0,6,26,2,2,6,8,18,968732
pair_30f6f264,h,math_test,ok,3,90144,5,3,3,1.0,3,3,0,3,0,0,0,0
pair_3121ac65,a,math_train,ok,1,152396,6,1,1,1.0,1,2,0,0,1,1,1,75013
pair_3121ac65,h,math_train,ok,0,79635,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_31692a4f,a,amc_aime,ok,8,22419167,8,8,8,1.0,8,0,8,0,0,8,0,0
pair_31692a4f,h,amc_aime,ok,0,10998223,8,0,0,1.0,0,0,0,0,0,0,0,0
pair_317c4ad5,a,cn_k12,ok,0,2771,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_317c4ad5,h,cn_k12,ok,0,4391,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_3182a3e9,a,secondary_math,ok,30,10186326,8,33,30,1.0,10,86,3,10,17,20,59,7344286
pair_3182a3e9,h,secondary_math,ok,36,22938820,8,36,36,1.0,0,105,7,10,19,26,76,105121578
pair_31971f69,a,cn_contest,ok,14,2422369,7,16,14,1.0,14,638,3,2,9,12,627,64727544
pair_31971f69,h,cn_contest,ok,6,1797631,7,9,6,1.0,6,15,0,3,3,3,9,790311
pair_31a3056a,a,amc_aime,ok,6,1153887,7,6,6,1.0,6,8,2,0,4,6,4,382010
pair_31a3056a,h,amc_aime,ok,1,114631,6,1,1,1.0,1,1,0,1,0,0,0,0
pair_31c515a5,a,math_train,ok,1,4317,4,1,1,1.0,1,1,0,1,0,0,0,0
pair_31c515a5,h,math_train,ok,0,5137,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_31d47f07,a,math_train,ok,3,296409,6,3,3,1.0,3,9,1,0,2,3,7,483171
pair_31d47f07,h,math_train,ok,1,319594,6,2,1,1.0,1,0,1,0,0,1,0,0
pair_31ed26b4,a,olympiads,ok,19,2303821,7,21,19,1.0,14,384,4,7,8,12,369,53781261
pair_31ed26b4,h,olympiads,ok,2,1868811,7,0,0,0.0,0,0,0,0,0,0,0,0
pair_31efc93a,a,cn_k12,ok,1,26544,5,2,1,1.0,1,1,0,1,0,0,0,0
pair_31efc93a,h,cn_k12,ok,0,23543,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_31f08342,a,amc_aime,ok,0,4209,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_31f08342,h,amc_aime,ok,0,14019,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_31f6864c,a,olympiads,ok,5,15833074,8,5,5,1.0,5,200,1,0,4,5,196,7644
pair_31f6864c,h,olympiads,ok,13,31682695,8,29,13,1.0,10,624,2,3,8,10,613,2747774215
pair_31fd7bcb,a,olympiads,ok,5,221274,6,5,5,1.0,5,2,3,2,0,3,0,0
pair_31fd7bcb,h,olympiads,ok,1,229832,6,1,1,1.0,1,1,0,1,0,0,0,0
pair_32033c3d,a,olympiads_ref,ok,13,2463826,7,20,13,1.0,13,24,3,4,6,9,14,1820867
pair_32033c3d,h,olympiads_ref,ok,2,1532866,7,7,2,1.0,2,4,0,0,2,2,2,1348
pair_322aaa3d,a,cn_k12,ok,10,291779,6,11,10,1.0,4,12,3,2,5,8,5,100178
pair_322aaa3d,h,cn_k12,ok,8,23684,5,17,8,1.0,4,8,0,8,0,0,0,0
pair_323a3adb,a,olympiads,ok,1,231444,6,1,1,1.0,1,1,0,1,0,0,0,0
pair_323a3adb,h,olympiads,ok,2,244971,6,2,2,1.0,2,1,1,1,0,1,0,0
pair_32404f60,a,math_train,ok,8,233039,6,8,8,1.0,8,10,1,5,2,3,3,51623
pair_32404f60,h,math_train,ok,2,51794,5,2,2,1.0,0,2,0,2,0,0,0,0
pair_32433cdd,a,olympiads,ok,14,1447472,7,14,14,1.0,10,32,2,1,11,13,20,2210382
pair_32433cdd,h,olympiads,ok,4,478635,6,7,4,1.0,3,8,0,1,3,3,4,40756
pair_3269d6e5,a,cn_contest,ok,17,2603899,7,17,17,1.0,17,2028,4,3,10,14,2015,128275913
pair_3269d6e5,h,cn_contest,ok,7,3272882,7,7,7,1.0,1,429,0,1,6,6,422,39296478
pair_326a8dc3,a,cn_contest,ok,9,20792079,8,13,9,1.0,9,48,2,0,7,9,41,37929489
pair_326a8dc3,h,cn_contest,ok,25,6956694,7,25,25,1.0,23,52,9,4,12,21,36,31845905
pair_327d18cf,a,olympiads_ref,ok,15,46953254,8,24,15,1.0,15,63,4,8,3,7,52,1367028
pair_327d18cf,h,olympiads_ref,ok,14,25810880,8,27,14,1.0,9,50,0,10,4,4,36,1033570
pair_328bfced,a,math_train,ok,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0
pair_328bfced,h,math_train,ok,0,39,2,0,0,1.0,0,0,0,0,0,0,0,0
pair_32cefb9b,a,math_test,ok,9,1648357,7,9,9,1.0,9,36,2,1,6,8,29,8456127
pair_32cefb9b,h,math_test,ok,7,2326558,7,7,7,1.0,7,30,0,1,6,6,23,4170493
pair_32d44a7f,a,olympiads_ref,ok,8,1849743,7,14,8,1.0,8,27,5,0,3,8,24,8743572
pair_32d44a7f,h,olympiads_ref,ok,3,1353007,7,7,3,1.0,0,6,0,1,2,2,3,507
pair_32d5762e,a,aops_forum,ok,2,201069,6,3,2,1.0,2,0,2,0,0,2,0,0
pair_32d5762e,h,aops_forum,ok,7,278640,6,7,7,1.0,7,0,7,0,0,7,0,0
pair_32e87abf,a,cn_k12,ok,13,245452,6,13,13,1.0,0,10,3,10,0,3,0,0
pair_32e87abf,h,cn_k12,ok,1,210162,6,3,1,1.0,1,2,0,0,1,1,1,46229
pair_32fe6688,a,amc_aime,ok,2,648823,6,2,2,1.0,2,2,1,0,1,2,1,248899
pair_32fe6688,h,amc_aime,ok,0,34667,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_33135e91,a,olympiads,ok,8,553807,6,8,8,1.0,8,15,0,2,6,6,7,325291
pair_33135e91,h,olympiads,ok,4,639661,6,4,4,1.0,4,10,0,1,3,3,6,484584
pair_332060a6,a,math_train,ok,18,2100128,7,26,18,1.0,1,23,3,11,4,7,8,522444
pair_332060a6,h,math_train,ok,8,1079831,7,14,8,1.0,8,17,0,3,5,5,9,364707
pair_332d666d,a,cn_k12,ok,3,165257,6,3,3,1.0,3,7,0,2,1,1,4,101900
pair_332d666d,h,cn_k12,ok,0,251709,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_333398d6,a,math_train,ok,1,7690801,7,2,1,1.0,1,5653,0,0,1,1,5652,5765040
pair_333398d6,h,math_train,ok,15,355640,6,18,15,1.0,9,15,0,15,0,0,0,0
pair_333e9400,a,math_test,ok,0,175,3,0,0,1.0,0,0,0,0,0,0,0,0
pair_333e9400,h,math_test,ok,0,8257,4,9,0,1.0,0,0,0,0,0,0,0,0
pair_334d1633,a,math_test,ok,11,231919,6,11,11,1.0,2,13,2,6,3,5,4,245752
pair_334d1633,h,math_test,ok,0,2706,4,1,0,1.0,0,0,0,0,0,0,0,0
pair_33626920,a,olympiads_ref,ok,0,955,3,0,0,1.0,0,0,0,0,0,0,0,0
pair_33626920,h,olympiads_ref,ok,4,197995,6,21,4,1.0,2,4,0,4,0,0,0,0
pair_33739d86,a,aops_forum,ok,14,3525914,7,14,14,1.0,10,23,5,8,1,6,14,7583856
pair_33739d86,h,aops_forum,ok,8,1236109,7,8,8,1.0,6,7,2,5,1,3,1,4807
pair_337acdd1,a,math_test,ok,8,219203,6,8,8,1.0,4,352,0,3,5,5,344,4287198
pair_337acdd1,h,math_test,ok,16,181116,6,28,16,1.0,1,31,0,11,5,5,15,76589
pair_337e3166,a,math_test,ok,1,55641,5,1,1,1.0,1,1,0,1,0,0,0,0
pair_337e3166,h,math_test,ok,0,14601,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_3395ed90,a,olympiads,ok,6,28043979,8,6,6,1.0,6,133,0,0,6,6,127,31875194
pair_3395ed90,h,olympiads,ok,4,537050,6,11,4,1.0,2,9,0,2,2,2,5,793768
pair_33af2aaa,a,math_test,ok,18,1040322,7,18,18,1.0,4,53,3,2,13,16,38,3771357
pair_33af2aaa,h,math_test,ok,10,135809,6,13,10,1.0,10,13,0,7,3,3,3,14073
pair_33b83cd5,a,cn_k12,ok,19,977394,6,21,19,1.0,10,26,3,11,5,8,10,454140
pair_33b83cd5,h,cn_k12,ok,22,767750,6,23,22,1.0,14,33,3,11,8,11,14,357819
pair_33eb583f,a,math_train,ok,9,517121,6,9,9,1.0,7,32,1,1,7,8,24,1298758
pair_33eb583f,h,math_train,ok,4,537316,6,7,4,1.0,4,13,1,1,2,3,10,615210
pair_33f1151c,a,math_train,ok,0,41960,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_33f1151c,h,math_train,ok,0,58733,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_33f8d99b,a,cn_contest,ok,6,20535510,8,6,6,1.0,6,2,4,2,0,4,0,0
pair_33f8d99b,h,cn_contest,ok,6,30714632,8,6,6,1.0,6,6,0,6,0,0,0,0
pair_340b28b7,a,olympiads_ref,ok,4,7127449,7,4,4,1.0,4,970,0,0,4,4,966,1201131642
pair_340b28b7,h,olympiads_ref,ok,5,18874650,8,15,5,1.0,5,20,0,0,5,5,15,5415507
pair_340c146e,a,olympiads,ok,0,321,3,0,0,1.0,0,0,0,0,0,0,0,0
pair_340c146e,h,olympiads,ok,0,37,2,0,0,1.0,0,0,0,0,0,0,0,0
pair_34118550,a,cn_k12,ok,0,2133,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_34118550,h,cn_k12,ok,0,2786,4,1,0,1.0,0,0,0,0,0,0,0,0
pair_341f8a75,a,math_test,ok,7,727934,6,7,7,1.0,7,21,1,3,3,4,15,81795
pair_341f8a75,h,math_test,ok,8,993994,6,9,8,1.0,8,28,0,3,5,5,20,205494
pair_346eca0a,a,math_train,ok,9,136098,6,9,9,1.0,5,12,0,7,2,2,3,66459
pair_346eca0a,h,math_train,ok,4,662472,6,8,4,1.0,3,4,0,4,0,0,0,0
pair_34981a97,a,math_train,ok,7,5416032,7,7,7,1.0,7,16,3,2,2,5,12,6828
pair_34981a97,h,math_train,ok,0,2511579,7,0,0,1.0,0,0,0,0,0,0,0,0
pair_34ab11af,a,cn_k12,ok,0,7035,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_34ab11af,h,cn_k12,ok,0,7035,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_34b1fb0d,a,cn_k12,ok,6,694817,6,6,6,1.0,6,7,1,3,2,3,2,166958
pair_34b1fb0d,h,cn_k12,ok,2,664307,6,3,2,1.0,2,4,0,0,2,2,2,597394
pair_34b2dbc3,a,math_train,ok,3,66100,5,3,3,1.0,3,4,1,1,1,2,2,44890
pair_34b2dbc3,h,math_train,ok,1,465554,6,1,1,1.0,1,0,1,0,0,1,0,0
pair_34d6974b,a,amc_aime,ok,12,779802,6,12,12,1.0,6,46,2,2,8,10,36,4341235
pair_34d6974b,h,amc_aime,ok,12,333529,6,19,12,1.0,6,28,0,5,7,7,16,411593
pair_34e33ffa,a,secondary_math,ok,50,2388163,7,50,50,1.0,7,98,3,23,24,27,51,6867150
pair_34e33ffa,h,secondary_math,ok,14,890597,6,14,14,1.0,8,54,1,7,6,7,41,261832
pair_34ed3643,a,secondary_math,ok,9,549512,6,9,9,1.0,9,32,2,2,5,7,25,275
pair_34ed3643,h,secondary_math,ok,6,280049,6,6,6,1.0,6,12,0,1,5,5,6,66
pair_350bc171,a,cn_k12,ok,3,149472,6,5,3,1.0,3,8,0,0,3,3,5,104629
pair_350bc171,h,cn_k12,ok,5,88397,5,5,5,1.0,5,5,0,5,0,0,0,0
pair_350c3cb5,a,number_theory,ok,12,1427307,7,12,12,1.0,1,24,3,7,2,5,15,780887
pair_350c3cb5,h,number_theory,ok,0,1480315,7,0,0,1.0,0,0,0,0,0,0,0,0
pair_350d6834,a,amc_aime,ok,1,25784,5,1,1,1.0,1,2,0,0,1,1,1,27
pair_350d6834,h,amc_aime,ok,0,8145,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_3566395c,a,inequalities,ok,0,288803,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_3566395c,h,inequalities,ok,0,287297,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_3583dfea,a,aops_forum,ok,7,33066285,8,7,7,1.0,7,2,5,2,0,5,0,0
pair_3583dfea,h,aops_forum,ok,9,2473598,7,9,9,1.0,9,6,3,6,0,3,0,0
pair_358e95d5,a,number_theory,ok,11,633214,6,13,11,1.0,1,18,0,7,4,4,7,897945
pair_358e95d5,h,number_theory,ok,5,2942636,7,9,5,1.0,0,19,0,3,2,2,14,473926
pair_3599ccac,a,math_test,ok,1,645689,6,1,1,1.0,1,77,0,0,1,1,76,10629588
pair_3599ccac,h,math_test,ok,1,286823,6,1,1,1.0,1,1,0,1,0,0,0,0
pair_359f2631,a,secondary_math,ok,3,523668,6,3,3,1.0,3,2,1,2,0,1,0,0
pair_359f2631,h,secondary_math,ok,3,435242,6,3,3,1.0,3,2,1,2,0,1,0,0
pair_35af116a,a,amc_aime,ok,0,34243,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_35af116a,h,amc_aime,ok,0,28993,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_35bf1866,a,amc_aime,ok,1,3485,4,1,1,1.0,1,1,0,1,0,0,0,0
pair_35bf1866,h,amc_aime,ok,0,4489,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_35d37fcc,a,math_train,ok,0,4974529,7,0,0,1.0,0,0,0,0,0,0,0,0
pair_35d37fcc,h,math_train,ok,4,1076272,7,22,4,1.0,4,32,0,0,4,4,28,361634
pair_35dc14d4,a,olympiads,ok,6,568793,6,6,6,1.0,6,32,1,3,2,3,27,1336101
pair_35dc14d4,h,olympiads,ok,7,626560,6,8,7,1.0,7,31,2,4,1,3,26,2827032
pair_35df5aa4,a,math_train,ok,1,7651,4,1,1,1.0,1,1,0,1,0,0,0,0
pair_35df5aa4,h,math_train,ok,1,17006,5,1,1,1.0,1,1,0,1,0,0,0,0
pair_35f4411e,a,aops_forum,ok,0,736638183,9,0,0,1.0,0,0,0,0,0,0,0,0
pair_35f4411e,h,aops_forum,ok,0,6719546,7,5,0,1.0,0,0,0,0,0,0,0,0
pair_35fa6fbf,a,amc_aime,ok,17,1345073,7,17,17,1.0,12,17,6,8,3,9,6,404066
pair_35fa6fbf,h,amc_aime,ok,3,229139,6,4,3,1.0,2,20,1,1,1,2,18,518346
pair_3614f10c,a,olympiads_ref,ok,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0
pair_3614f10c,h,olympiads_ref,ok,0,6841,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_36207bfb,a,math_test,ok,8,512305,6,8,8,1.0,8,8,7,0,1,8,7,925379
pair_36207bfb,h,math_test,ok,1,29944,5,2,1,1.0,1,1,0,1,0,0,0,0
pair_36288ba9,a,olympiads_ref,ok,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0
pair_36288ba9,h,olympiads_ref,ok,0,3679,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_36348d19,a,olympiads,ok,0,14191,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_36348d19,h,olympiads,ok,0,14191,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_36391abe,a,olympiads,ok,10,4573104,7,11,10,1.0,2,19,1,4,5,6,10,9079322
pair_36391abe,h,olympiads,ok,0,223425,6,2,0,1.0,0,0,0,0,0,0,0,0
pair_363bf531,a,math_train,ok,5,406540,6,5,5,1.0,5,1,4,1,0,4,0,0
pair_363bf531,h,math_train,ok,0,121435,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_364be8f1,a,olympiads,ok,6,3196635,7,6,6,1.0,6,5,3,2,1,4,2,6218390
pair_364be8f1,h,olympiads,ok,15,1725940,7,17,15,1.0,15,15,4,9,2,6,4,3946
pair_3663eb3a,a,secondary_math,ok,5,533890,6,7,5,1.0,5,7,1,2,2,3,3,240251
pair_3663eb3a,h,secondary_math,ok,0,665123,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_369c6536,a,olympiads,ok,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0
pair_369c6536,h,olympiads,ok,9,148228,6,9,9,1.0,9,4,5,4,0,5,0,0
pair_369d2c1d,a,math_test,ok,15,2643880,7,16,15,1.0,11,43,5,2,8,13,33,9417039
pair_369d2c1d,h,math_test,ok,9,230043,6,12,9,1.0,9,12,0,6,3,3,3,188681
pair_36a4c8b8,a,olympiads,ok,8,49862,5,8,8,1.0,4,8,0,8,0,0,0,0
pair_36a4c8b8,h,olympiads,ok,0,1048378,7,1,0,1.0,0,0,0,0,0,0,0,0
pair_36bb6af2,a,cn_contest,ok,14,697766,6,17,14,1.0,4,23,7,4,3,10,16,1150160
pair_36bb6af2,h,cn_contest,ok,16,495449,6,18,16,1.0,4,22,8,6,2,10,14,542866
pair_36ca2008,a,olympiads_ref,ok,19,4901101427,10,26,19,1.0,9,1406,0,11,8,8,1387,55022094695
pair_36ca2008,h,olympiads_ref,ok,4,407923,6,14,4,1.0,4,4,0,4,0,0,0,0
pair_36d6e5b6,a,amc_aime,ok,24,1942461,7,24,24,1.0,8,28,3,14,7,10,7,46073
pair_36d6e5b6,h,amc_aime,ok,5,637203,6,6,5,1.0,5,5,0,5,0,0,0,0
pair_36d7a5e7,a,amc_aime,ok,16,7231021,7,18,16,1.0,14,347,3,7,6,9,334,26232905
pair_36d7a5e7,h,amc_aime,ok,7,9990346,7,10,7,1.0,7,70,0,1,6,6,63,2218669
pair_36d7d304,a,math_train,ok,1,28896,5,2,1,1.0,1,1,0,1,0,0,0,0
pair_36d7d304,h,math_train,ok,0,15449,5,0,0,1.0,0,0,0,0,0,0,0,0
