pair,side,source,status,source_claims,root_nodes,root_node_digits,term_lets,matched,match_share,unambiguous_matched,term_uses,zero_term_use,one_term_use,multi_term_use,polarized_term_use,reuse_excess,potential_inlining_nodes
pair_c7ae6c9e,a,math_train,ok,3,203990,6,3,3,1.0,3,2,1,2,0,1,0,0
pair_c7ae6c9e,h,math_train,ok,0,66061,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_c7b5048b,a,number_theory,ok,0,1553,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_c7b5048b,h,number_theory,ok,11,1258058,7,16,11,1.0,11,16,0,6,5,5,5,5
pair_c7b6ebe6,a,olympiads_ref,ok,4,50829,5,4,4,1.0,0,4,0,4,0,0,0,0
pair_c7b6ebe6,h,olympiads_ref,ok,5,37182,5,5,5,1.0,1,4,1,4,0,1,0,0
pair_c7d0193c,a,secondary_math,ok,6,682825,6,7,6,1.0,4,140,1,3,2,3,135,411
pair_c7d0193c,h,secondary_math,ok,6,1198941,7,11,6,1.0,4,7,0,5,1,1,1,178793
pair_c7e34a60,a,olympiads_ref,ok,12,1164822,7,19,12,1.0,1,12,3,6,3,6,3,17763
pair_c7e34a60,h,olympiads_ref,ok,0,787376,6,12,0,1.0,0,0,0,0,0,0,0,0
pair_c7edfa59,a,olympiads,ok,0,10695,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_c7edfa59,h,olympiads,ok,0,10683,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_c81c873a,a,amc_aime,ok,0,261313705,9,0,0,1.0,0,0,0,0,0,0,0,0
pair_c81c873a,h,amc_aime,ok,1,390624,6,5,1,1.0,1,1,0,1,0,0,0,0
pair_c81e61c2,a,olympiads,ok,1,93006,5,1,1,1.0,1,1,0,1,0,0,0,0
pair_c81e61c2,h,olympiads,ok,0,5004,4,1,0,1.0,0,0,0,0,0,0,0,0
pair_c8410060,a,olympiads,ok,4,373657,6,4,4,1.0,4,7,0,3,1,1,3,85767
pair_c8410060,h,olympiads,ok,0,691,3,0,0,1.0,0,0,0,0,0,0,0,0
pair_c84a0169,a,olympiads,ok,5,2538,4,5,5,1.0,5,5,0,5,0,0,0,0
pair_c84a0169,h,olympiads,ok,4,1580,4,5,3,0.75,3,3,0,3,0,0,0,0
pair_c85a600d,a,olympiads_ref,ok,12,5409815,7,20,12,1.0,6,41,1,3,8,9,30,2393503
pair_c85a600d,h,olympiads_ref,ok,1,546209,6,5,1,1.0,1,4,0,0,1,1,3,177870
pair_c85dc2aa,a,olympiads,ok,7,509892,6,7,7,1.0,5,11,1,2,4,5,5,260611
pair_c85dc2aa,h,olympiads,ok,7,693854,6,7,7,1.0,5,12,1,2,4,5,6,319101
pair_c86b48d9,a,math_train,ok,0,23169,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_c86b48d9,h,math_train,ok,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0
pair_c87c42da,a,aops_forum,ok,4,1720466,7,4,4,1.0,4,3,1,3,0,1,0,0
pair_c87c42da,h,aops_forum,ok,7,2360503,7,7,7,1.0,7,4,3,4,0,3,0,0
pair_c87e395f,a,olympiads,ok,29,652614,6,29,29,1.0,13,67,1,8,20,21,39,1970631
pair_c87e395f,h,olympiads,ok,3,95372,5,12,3,1.0,3,9,0,1,2,2,6,7678
pair_c88716ef,a,olympiads,ok,4,573639,6,9,4,1.0,4,0,4,0,0,4,0,0
pair_c88716ef,h,olympiads,ok,1,79526,5,1,1,1.0,1,2,0,0,1,1,1,211
pair_c8cec76b,a,olympiads,ok,10,6771944,7,10,10,1.0,8,6,4,6,0,4,0,0
pair_c8cec76b,h,olympiads,ok,22,6513059,7,22,13,0.5909090909090909,7,13,0,13,0,0,0,0
pair_c8cf6c63,a,olympiads_ref,ok,0,53328175,8,0,0,1.0,0,0,0,0,0,0,0,0
pair_c8cf6c63,h,olympiads_ref,ok,3,95206,5,7,3,1.0,1,3,0,3,0,0,0,0
pair_c8f98e90,a,math_test,ok,4,41041,5,4,4,1.0,2,4,0,4,0,0,0,0
pair_c8f98e90,h,math_test,ok,9,3389588,7,9,9,1.0,6,17,0,3,6,6,8,4430345
pair_c92e6cc4,a,math_train,ok,0,3061,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_c92e6cc4,h,math_train,ok,0,1093,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_c93bff65,a,math_train,ok,8,589064,6,11,8,1.0,8,12,2,4,2,4,6,2646
pair_c93bff65,h,math_train,ok,1,277522,6,7,1,1.0,1,2,0,0,1,1,1,122395
pair_c950c340,a,math_test,ok,0,104469,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_c950c340,h,math_test,ok,2,222936,6,2,2,1.0,2,2,0,2,0,0,0,0
pair_c9586bec,a,math_train,ok,0,781,3,0,0,1.0,0,0,0,0,0,0,0,0
pair_c9586bec,h,math_train,ok,0,49,2,0,0,1.0,0,0,0,0,0,0,0,0
pair_c9703e86,a,math_test,ok,0,107959,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_c9703e86,h,math_test,ok,3,243773,6,4,3,1.0,3,1,2,1,0,2,0,0
pair_c97139ad,a,math_test,ok,0,8048995,7,0,0,1.0,0,0,0,0,0,0,0,0
pair_c97139ad,h,math_test,ok,0,4207027,7,0,0,1.0,0,0,0,0,0,0,0,0
pair_c9a08396,a,math_train,ok,4,55947,5,5,4,1.0,4,5,0,3,1,1,1,336
pair_c9a08396,h,math_train,ok,0,33662,5,1,0,1.0,0,0,0,0,0,0,0,0
pair_c9acf82e,a,inequalities,ok,19,4451501,7,19,19,1.0,19,2,17,2,0,17,0,0
pair_c9acf82e,h,inequalities,ok,0,4611162,7,4,0,1.0,0,0,0,0,0,0,0,0
pair_c9b221ee,a,amc_aime,ok,2,42913,5,2,2,1.0,2,2,0,2,0,0,0,0
pair_c9b221ee,h,amc_aime,ok,0,42833,5,2,0,1.0,0,0,0,0,0,0,0,0
pair_c9d8744b,a,olympiads_ref,ok,1,59523,5,1,1,1.0,1,1,0,1,0,0,0,0
pair_c9d8744b,h,olympiads_ref,ok,0,14603,5,1,0,1.0,0,0,0,0,0,0,0,0
pair_c9da2ff4,a,math_test,ok,8,645557,6,8,8,1.0,8,18,1,1,6,7,11,606135
pair_c9da2ff4,h,math_test,ok,3,241720,6,3,3,1.0,3,7,0,0,3,3,4,13416
pair_c9e45f55,a,number_theory,ok,1,670867,6,1,1,1.0,1,1,0,1,0,0,0,0
pair_c9e45f55,h,number_theory,ok,1,29903,5,21,1,1.0,0,10,0,0,1,1,9,837
pair_c9f61fd9,a,math_train,ok,0,47339,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_c9f61fd9,h,math_train,ok,0,7917,4,1,0,1.0,0,0,0,0,0,0,0,0
pair_ca0816c0,a,olympiads_ref,ok,9,1750728,7,24,9,1.0,7,28,1,3,5,6,20,7771246
pair_ca0816c0,h,olympiads_ref,ok,8,1454419,7,23,8,1.0,6,17,0,4,4,4,9,2008891
pair_ca2874ed,a,cn_k12,ok,2,79461,5,2,2,1.0,2,2,0,2,0,0,0,0
pair_ca2874ed,h,cn_k12,ok,2,36913,5,3,2,1.0,2,2,0,2,0,0,0,0
pair_ca2ed0ca,a,olympiads,ok,22,858381,6,22,22,1.0,11,48,5,15,2,7,31,236747
pair_ca2ed0ca,h,olympiads,ok,3,781919,6,3,3,1.0,3,3,1,1,1,2,1,62977
pair_ca4ab9ef,a,math_test,ok,6,9108100,7,46,6,1.0,2,9,1,4,1,2,4,22101116
pair_ca4ab9ef,h,math_test,ok,6,1954714,7,13,6,1.0,6,16,0,0,6,6,10,12854
pair_ca5aa737,a,math_train,ok,0,2775,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_ca5aa737,h,math_train,ok,0,8491,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_ca667b0c,a,amc_aime,ok,10,609513,6,10,10,1.0,10,18,2,4,4,6,10,1245580
pair_ca667b0c,h,amc_aime,ok,3,242818,6,3,3,1.0,3,4,0,2,1,1,1,140699
pair_ca684afa,a,olympiads,ok,11,1232571,7,13,11,1.0,11,19,3,5,3,6,11,1497414
pair_ca684afa,h,olympiads,ok,4,1245250,7,15,4,1.0,2,5,0,3,1,1,1,352829
pair_ca95be8a,a,number_theory,ok,16,1491391,7,16,16,1.0,6,74,2,8,6,8,60,9713756
pair_ca95be8a,h,number_theory,ok,0,836731,6,1,0,1.0,0,0,0,0,0,0,0,0
pair_caa13ec2,a,olympiads,ok,32,846710,6,35,32,1.0,3,34,9,16,7,16,11,439422
pair_caa13ec2,h,olympiads,ok,0,435038,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_cab76a24,a,math_train,ok,3,244028,6,3,3,1.0,3,0,3,0,0,3,0,0
pair_cab76a24,h,math_train,ok,0,65447,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_cac3003e,a,olympiads,ok,0,232780,6,1,0,1.0,0,0,0,0,0,0,0,0
pair_cac3003e,h,olympiads,ok,0,21410,5,1,0,1.0,0,0,0,0,0,0,0,0
pair_cac85e0e,a,cn_k12,ok,15,481790,6,18,15,1.0,13,27,2,6,7,9,14,558665
pair_cac85e0e,h,cn_k12,ok,3,68436,5,10,3,1.0,3,3,0,3,0,0,0,0
pair_cad04770,a,olympiads,ok,0,4826753,7,0,0,1.0,0,0,0,0,0,0,0,0
pair_cad04770,h,olympiads,ok,1,24931259,8,8,1,1.0,0,1,0,1,0,0,0,0
pair_cae95323,a,cn_k12,ok,0,88323,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_cae95323,h,cn_k12,ok,3,183869,6,4,3,1.0,2,3,0,3,0,0,0,0
pair_caf210e1,a,amc_aime,ok,5,579183,6,5,5,1.0,3,4,4,0,1,5,3,7581
pair_caf210e1,h,amc_aime,ok,1,17907,5,1,1,1.0,1,1,0,1,0,0,0,0
pair_cb01d2db,a,aops_forum,ok,0,120245,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_cb01d2db,h,aops_forum,ok,41,4968524,7,102,41,1.0,21,19402,0,15,26,26,19361,8439099
pair_cb04239d,a,math_test,ok,13,522097,6,13,13,1.0,13,29,6,0,7,13,22,1035011
pair_cb04239d,h,math_test,ok,0,39344,5,7,0,1.0,0,0,0,0,0,0,0,0
pair_cb1a9898,a,olympiads,ok,6,229493,6,7,6,1.0,6,6,0,6,0,0,0,0
pair_cb1a9898,h,olympiads,ok,2,174324,6,4,2,1.0,2,2,0,2,0,0,0,0
pair_cb3b726a,a,math_test,ok,1,154470,6,1,1,1.0,1,1,0,1,0,0,0,0
pair_cb3b726a,h,math_test,ok,0,153750,6,1,0,1.0,0,0,0,0,0,0,0,0
pair_cb4bfe65,a,math_train,ok,2,166551,6,2,2,1.0,2,2,0,2,0,0,0,0
pair_cb4bfe65,h,math_train,ok,2,98290,5,3,2,1.0,1,2,0,2,0,0,0,0
pair_cb52b24a,a,number_theory,ok,0,10807,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_cb52b24a,h,number_theory,ok,0,191,3,0,0,1.0,0,0,0,0,0,0,0,0
pair_cb5536de,a,olympiads,ok,21,6070670,7,21,21,1.0,7,12,12,6,3,15,3,1618914
pair_cb5536de,h,olympiads,ok,5,2880604,7,5,5,1.0,3,5,0,5,0,0,0,0
pair_cb601cdf,a,math_test,ok,13,965745,6,14,13,1.0,3,18,0,8,5,5,5,392203
pair_cb601cdf,h,math_test,ok,5,326646,6,5,5,1.0,5,7,0,3,2,2,2,14948
pair_cb7aba06,a,math_test,ok,16,2042117,7,23,16,1.0,7,33,2,8,6,8,19,1459452
pair_cb7aba06,h,math_test,ok,4,618364,6,5,4,1.0,0,4,0,4,0,0,0,0
pair_cb821351,a,olympiads,ok,11,366209,6,15,11,1.0,11,18,0,8,3,3,7,83821
pair_cb821351,h,olympiads,ok,1,458597,6,7,1,1.0,0,2,0,0,1,1,1,316012
pair_cb87f529,a,olympiads,ok,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0
pair_cb87f529,h,olympiads,ok,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0
pair_cb88e366,a,olympiads,ok,25,416245,6,25,25,1.0,19,34,4,14,7,11,13,379507
pair_cb88e366,h,olympiads,ok,15,350209,6,22,15,1.0,15,42,0,7,8,8,27,273829
pair_cb9a6fb7,a,math_train,ok,0,29057,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_cb9a6fb7,h,math_train,ok,8,18549,5,8,8,1.0,6,7,1,7,0,1,0,0
pair_cbbd6363,a,olympiads_ref,ok,11,45087,5,11,11,1.0,5,11,0,11,0,0,0,0
pair_cbbd6363,h,olympiads_ref,ok,26,1912909,7,63,26,1.0,26,794,0,17,9,9,768,68832289
pair_cbc8b348,a,cn_k12,ok,1,127353,6,1,1,1.0,1,5,0,0,1,1,4,322188
pair_cbc8b348,h,cn_k12,ok,1,32512,5,2,1,1.0,1,1,0,1,0,0,0,0
pair_cbd01167,a,math_test,ok,17,1361980,7,17,17,1.0,11,29,3,5,9,12,15,1794029
pair_cbd01167,h,math_test,ok,5,679616,6,5,5,1.0,5,8,0,2,3,3,3,490800
pair_cc0abb49,a,olympiads,ok,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0
pair_cc0abb49,h,olympiads,ok,0,336497,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_cc27a88c,a,olympiads_ref,ok,13,726650,6,13,13,1.0,8,30,1,5,7,8,18,1977389
pair_cc27a88c,h,olympiads_ref,ok,6,280764,6,10,6,1.0,4,13,0,3,3,3,7,162905
pair_cc32986f,a,olympiads,ok,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0
pair_cc32986f,h,olympiads,ok,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0
pair_cc358b90,a,math_test,ok,0,3578823963734073,16,0,0,1.0,0,0,0,0,0,0,0,0
pair_cc358b90,h,math_test,ok,9,735464,6,14,9,1.0,3,9,0,9,0,0,0,0
pair_cc42ba16,a,math_test,ok,7,60599,5,7,7,1.0,7,7,0,7,0,0,0,0
pair_cc42ba16,h,math_test,ok,0,133431,6,1,0,1.0,0,0,0,0,0,0,0,0
pair_cc4ae138,a,olympiads,ok,8,7113085,7,8,8,1.0,8,901,0,0,8,8,893,11493879
pair_cc4ae138,h,olympiads,ok,14,12810177,8,16,14,1.0,8,2992,0,4,10,10,2978,186357606
pair_cc52901e,a,olympiads,ok,10,17338090,8,10,10,1.0,8,145,0,3,7,7,135,346076388
pair_cc52901e,h,olympiads,ok,9,731958,6,54,9,1.0,2,17,0,4,5,5,8,349028
pair_cc62a034,a,olympiads_ref,ok,8,635636,6,8,8,1.0,8,16,0,6,2,2,8,406208
pair_cc62a034,h,olympiads_ref,ok,4,674328,6,5,4,1.0,4,15,0,1,3,3,11,783569
pair_cc759748,a,number_theory,ok,0,3650595,7,0,0,1.0,0,0,0,0,0,0,0,0
pair_cc759748,h,number_theory,ok,0,3650595,7,0,0,1.0,0,0,0,0,0,0,0,0
pair_cc871b1c,a,cn_contest,ok,0,5,1,0,0,1.0,0,0,0,0,0,0,0,0
pair_cc871b1c,h,cn_contest,ok,0,5,1,0,0,1.0,0,0,0,0,0,0,0,0
pair_cc877ef5,a,secondary_math,ok,22,2034335,7,26,22,1.0,13,19,8,11,3,11,5,577290
pair_cc877ef5,h,secondary_math,ok,4,1029611,7,8,4,1.0,4,5,0,3,1,1,1,9097
pair_cc90a56e,a,cn_contest,ok,8,1618578,7,8,8,1.0,8,25,3,0,5,8,20,220
pair_cc90a56e,h,cn_contest,ok,7,654236,6,7,7,1.0,7,10,2,0,5,7,5,55
pair_cc96d025,a,olympiads,ok,2,209363,6,2,2,1.0,2,0,2,0,0,2,0,0
pair_cc96d025,h,olympiads,ok,2,371787,6,2,2,1.0,2,0,2,0,0,2,0,0
pair_cc98e98a,a,math_train,ok,8,750602,6,8,8,1.0,8,31,0,5,3,3,23,1056664
pair_cc98e98a,h,math_train,ok,12,60335,5,16,12,1.0,8,18,0,8,4,4,6,90689
pair_cc9b0c4f,a,olympiads,ok,0,361146241,9,0,0,1.0,0,0,0,0,0,0,0,0
pair_cc9b0c4f,h,olympiads,ok,0,130249,6,1,0,1.0,0,0,0,0,0,0,0,0
pair_cca9b614,a,math_test,ok,3,10164,5,3,3,1.0,3,3,0,3,0,0,0,0
pair_cca9b614,h,math_test,ok,0,8983,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_ccafea64,a,math_test,ok,11,790305,6,13,11,1.0,7,16,3,6,2,5,8,2109052
pair_ccafea64,h,math_test,ok,0,197358,6,2,0,1.0,0,0,0,0,0,0,0,0
pair_ccc6b314,a,olympiads,ok,12,3986862,7,12,12,1.0,8,15925,0,4,8,8,15913,252600307
pair_ccc6b314,h,olympiads,ok,4,213506,6,16,4,1.0,3,4,0,4,0,0,0,0
pair_cce77b30,a,olympiads,ok,14,15743027,8,14,14,1.0,6,18,4,7,3,7,8,6071225
pair_cce77b30,h,olympiads,ok,2,9557579,7,4,2,1.0,0,2,0,2,0,0,0,0
pair_cd0b97bc,a,olympiads_ref,ok,0,14281,5,1,0,1.0,0,0,0,0,0,0,0,0
pair_cd0b97bc,h,olympiads_ref,ok,0,7791,4,1,0,1.0,0,0,0,0,0,0,0,0
pair_cd5e18f7,a,math_train,ok,3,4592388,7,3,3,1.0,3,18,0,0,3,3,15,265
pair_cd5e18f7,h,math_train,ok,0,4625197,7,0,0,1.0,0,0,0,0,0,0,0,0
pair_cd6ce237,a,math_train,ok,0,6167,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_cd6ce237,h,math_train,ok,0,6167,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_cd6e37be,a,cn_k12,ok,2,57225,5,2,2,1.0,0,2,0,2,0,0,0,0
pair_cd6e37be,h,cn_k12,ok,8,24425,5,10,8,1.0,6,8,0,8,0,0,0,0
pair_cd81e053,a,secondary_math,ok,2,38976115,8,2015,2,1.0,2,8055,0,0,2,2,8053,422187873
pair_cd81e053,h,secondary_math,ok,3,6471633,7,1050,3,1.0,0,27,2,0,1,3,26,27742
pair_cd8c746f,a,olympiads_ref,ok,11,5594732,7,23,11,1.0,3,12,0,10,1,1,1,113
pair_cd8c746f,h,olympiads_ref,ok,0,537515,6,2,0,1.0,0,0,0,0,0,0,0,0
pair_cd912773,a,cn_k12,ok,0,53157,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_cd912773,h,cn_k12,ok,0,4568,4,1,0,1.0,0,0,0,0,0,0,0,0
pair_cdbb2c8f,a,secondary_math,ok,50,674952,6,65,50,1.0,6,66,5,34,11,16,21,889968
pair_cdbb2c8f,h,secondary_math,ok,4,500727,6,17,4,1.0,2,10,0,2,2,2,6,205440
pair_cdce2f7a,a,amc_aime,ok,0,4483,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_cdce2f7a,h,amc_aime,ok,0,12221,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_cddc6504,a,cn_k12,ok,0,60743,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_cddc6504,h,cn_k12,ok,0,21634,5,1,0,1.0,0,0,0,0,0,0,0,0
pair_cde85796,a,olympiads,ok,0,1401,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_cde85796,h,olympiads,ok,1,8200,4,5,1,1.0,1,1,0,1,0,0,0,0
pair_cdf521c8,a,olympiads,ok,6,630519,6,6,6,1.0,6,14,1,0,5,6,9,542577
pair_cdf521c8,h,olympiads,ok,6,637355,6,6,6,1.0,6,14,1,0,5,6,9,551573
pair_ce09405f,a,math_test,ok,3,2046986,7,6,3,1.0,3,1,2,1,0,2,0,0
pair_ce09405f,h,math_test,ok,3,375442,6,3,3,1.0,3,2,1,2,0,1,0,0
pair_ce1f2017,a,aops_forum,ok,1,10980,5,1,1,1.0,1,1,0,1,0,0,0,0
pair_ce1f2017,h,aops_forum,ok,1,1371,4,2,1,1.0,1,1,0,1,0,0,0,0
pair_ce282cda,a,amc_aime,ok,4,7059901,7,5,4,1.0,2,769,1,1,2,3,766,63756
pair_ce282cda,h,amc_aime,ok,0,333429,6,2,0,1.0,0,0,0,0,0,0,0,0
pair_ce354bfd,a,cn_k12,ok,10,1275807,7,10,10,1.0,0,9,1,9,0,1,0,0
pair_ce354bfd,h,cn_k12,ok,2,930926,6,5,2,1.0,1,6,0,0,2,2,4,157324
pair_ce4a4bcc,a,math_test,ok,1,17816,5,1,1,1.0,1,1,0,1,0,0,0,0
pair_ce4a4bcc,h,math_test,ok,0,294113,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_ce552824,a,math_test,ok,8,367137,6,8,8,1.0,8,8,1,6,1,2,1,77
pair_ce552824,h,math_test,ok,2,27367,5,3,2,1.0,2,2,0,2,0,0,0,0
pair_ce57feac,a,math_test,ok,17,668472,6,18,17,1.0,3,20,3,11,3,6,6,418516
pair_ce57feac,h,math_test,ok,5,412100,6,15,5,1.0,1,5,0,5,0,0,0,0
pair_ce71e648,a,math_train,ok,2,47339,5,2,2,1.0,2,3,0,1,1,1,1,19541
pair_ce71e648,h,math_train,ok,3,79846,5,3,3,1.0,3,4,1,0,2,3,2,64
pair_ce942415,a,cn_k12,ok,0,16513,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_ce942415,h,cn_k12,ok,1,251323,6,1,1,1.0,1,1,0,1,0,0,0,0
pair_ce95c511,a,aops_forum,ok,3,2596104,7,3,3,1.0,3,3,1,1,1,2,1,2561115
pair_ce95c511,h,aops_forum,ok,0,5767685,7,0,0,1.0,0,0,0,0,0,0,0,0
pair_ce9aff5a,a,cn_k12,ok,19,946590,6,21,19,1.0,15,34,4,9,6,10,19,663909
pair_ce9aff5a,h,cn_k12,ok,18,109536,6,20,18,1.0,12,22,0,14,4,4,4,51115
pair_cea6b339,a,cn_k12,ok,7,273326,6,7,7,1.0,5,8,0,6,1,1,1,291
pair_cea6b339,h,cn_k12,ok,2,66255,5,2,2,1.0,2,2,0,2,0,0,0,0
pair_ceff9d94,a,amc_aime,ok,2,363827,6,2,2,1.0,2,0,2,0,0,2,0,0
pair_ceff9d94,h,amc_aime,ok,2,193265,6,2,2,1.0,2,2,0,2,0,0,0,0
pair_cf04353a,a,cn_k12,ok,9,513690,6,13,9,1.0,9,8,3,4,2,5,2,130
pair_cf04353a,h,cn_k12,ok,0,54406,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_cf5a1e54,a,math_train,ok,5,920945,6,5,5,1.0,3,78,0,0,5,5,73,12371597
pair_cf5a1e54,h,math_train,ok,7,1372884,7,16,7,1.0,5,27,0,4,3,3,20,4044609
pair_cf7e0dbd,a,olympiads_ref,ok,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0
pair_cf7e0dbd,h,olympiads_ref,ok,0,66289,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_cf8d7eee,a,olympiads,ok,1,1723746,7,3,1,1.0,1,0,1,0,0,1,0,0
pair_cf8d7eee,h,olympiads,ok,12,2854970,7,13,12,1.0,6,9,7,4,1,8,4,3163284
pair_cf900f06,a,olympiads,ok,0,3589,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_cf900f06,h,olympiads,ok,1,4996,4,2,1,1.0,1,1,0,1,0,0,0,0
pair_cfa27f90,a,math_train,ok,0,26159,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_cfa27f90,h,math_train,ok,0,91487,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_cfd687db,a,math_test,ok,0,9341895,7,0,0,1.0,0,0,0,0,0,0,0,0
pair_cfd687db,h,math_test,ok,12,578642,6,14,12,1.0,6,17,0,10,2,2,5,551211
pair_cffa85ea,a,olympiads,ok,9,1885526,7,9,9,1.0,3,15,3,1,5,8,9,2508795
pair_cffa85ea,h,olympiads,ok,2,1179065,7,2,2,1.0,2,8,0,0,2,2,6,799490
pair_d0030d73,a,math_test,ok,1,72197,5,1,1,1.0,1,1,0,1,0,0,0,0
pair_d0030d73,h,math_test,ok,1,72197,5,1,1,1.0,1,1,0,1,0,0,0,0
pair_d00383f7,a,amc_aime,ok,8,686375,6,8,8,1.0,8,12,4,0,4,8,8,656558
pair_d00383f7,h,amc_aime,ok,1,818169,6,0,0,0.0,0,0,0,0,0,0,0,0
pair_d00e5e64,a,number_theory,ok,0,891,3,0,0,1.0,0,0,0,0,0,0,0,0
pair_d00e5e64,h,number_theory,ok,0,891,3,0,0,1.0,0,0,0,0,0,0,0,0
pair_d020f221,a,olympiads,ok,0,4660377,7,0,0,1.0,0,0,0,0,0,0,0,0
pair_d020f221,h,olympiads,ok,0,2311183,7,0,0,1.0,0,0,0,0,0,0,0,0
pair_d0387aa0,a,math_train,ok,0,11803,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_d0387aa0,h,math_train,ok,11,290718,6,15,11,1.0,9,16,0,7,4,4,5,1283
pair_d05b855a,a,olympiads,ok,0,253195,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_d05b855a,h,olympiads,ok,0,271495,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_d0617a44,a,math_train,ok,0,12013745,8,0,0,1.0,0,0,0,0,0,0,0,0
pair_d0617a44,h,math_train,ok,0,11788135,8,0,0,1.0,0,0,0,0,0,0,0,0
pair_d0640974,a,cn_k12,ok,19,2709172,7,21,19,1.0,10,47,3,9,7,10,31,5218739
pair_d0640974,h,cn_k12,ok,0,277315,6,3,0,1.0,0,0,0,0,0,0,0,0
pair_d066e32f,a,olympiads_ref,ok,9,159468,6,9,9,1.0,9,18,0,0,9,9,9,128543
pair_d066e32f,h,olympiads_ref,ok,5,247637,6,5,5,1.0,5,10,0,0,5,5,5,5385
pair_d08b51d3,a,olympiads_ref,ok,9,16504284,8,9,9,1.0,5,78,3,2,4,7,72,332013524
pair_d08b51d3,h,olympiads_ref,ok,6,5049506,7,19,6,1.0,4,49,0,1,5,5,43,10157077
pair_d091da98,a,olympiads,ok,0,367147,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_d091da98,h,olympiads,ok,2,887789,6,2,2,1.0,2,1,1,1,0,1,0,0
pair_d0941621,a,olympiads,ok,3,5393409,7,23,3,1.0,3,3,0,3,0,0,0,0
pair_d0941621,h,olympiads,ok,0,533787,6,1,0,1.0,0,0,0,0,0,0,0,0
pair_d09a080e,a,olympiads,ok,4,607182,6,4,4,1.0,2,4,0,4,0,0,0,0
pair_d09a080e,h,olympiads,ok,0,429493,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_d0bf6a3e,a,math_train,ok,0,54257,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_d0bf6a3e,h,math_train,ok,0,28856457,8,0,0,1.0,0,0,0,0,0,0,0,0
pair_d0c1af2e,a,amc_aime,ok,5,545954,6,5,5,1.0,5,2,4,0,1,5,1,389359
pair_d0c1af2e,h,amc_aime,ok,0,403593,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_d0c4d578,a,olympiads,ok,9,1245681,7,9,9,1.0,9,21,2,2,5,7,14,1899594
pair_d0c4d578,h,olympiads,ok,5,814606,6,5,5,1.0,5,11,0,2,3,3,6,1320180
pair_d0db9821,a,olympiads_ref,ok,2,94569,5,2,2,1.0,2,2,0,2,0,0,0,0
pair_d0db9821,h,olympiads_ref,ok,0,55278,5,1,0,1.0,0,0,0,0,0,0,0,0
pair_d0dfff17,a,math_train,ok,0,201221,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_d0dfff17,h,math_train,ok,0,187079,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_d0e7acfa,a,cn_contest,ok,1,592,3,1,1,1.0,1,0,1,0,0,1,0,0
pair_d0e7acfa,h,cn_contest,ok,0,83,2,0,0,1.0,0,0,0,0,0,0,0,0
