pair,h_N,h_root_component_share,h_theorem_0.1,h_mean_all_0.1,h_mean_root_component_0.1,h_theorem_0.05,h_mean_all_0.05,h_mean_root_component_0.05,h_theorem_0.01,h_mean_all_0.01,h_mean_root_component_0.01,a_N,a_root_component_share,a_theorem_0.1,a_mean_all_0.1,a_mean_root_component_0.1,a_theorem_0.05,a_mean_all_0.05,a_mean_root_component_0.05,a_theorem_0.01,a_mean_all_0.01,a_mean_root_component_0.01
pair_11362c17,14422,1.0,0.9553571428571429,0.991739430829883,0.991739430829883,0.9940476190476191,0.9942850415370696,0.9942850415370696,0.9657738095238095,0.9957120528491524,0.9957120528491524,14377,1.0,0.9479166666666667,0.9910412050331714,0.9910412050331714,0.9717261904761905,0.9947104667839175,0.9947104667839175,1.0,0.995656918954547,0.995656918954547
pair_121126b4,4994,1.0,0.9553571428571428,0.9861792484314511,0.9861792484314511,0.9523809523809523,0.990892642599691,0.990892642599691,0.9895833333333333,0.9936465425176878,0.9936465425176878,4604,1.0,0.9359375000000001,0.985825504995656,0.985825504995656,1.0,0.991587817658558,0.991587817658558,1.0,0.9934119787141618,0.9934119787141618
pair_136afae1,5760,1.0,0.940625,0.9886035156250002,0.9886035156250002,0.96875,0.9926085069444445,0.9926085069444445,0.9515625000000001,0.9933178710937499,0.9933178710937499,5975,1.0,0.9523809523809523,0.9892000398485755,0.9892000398485755,0.9821428571428572,0.9934404263797569,0.9934404263797569,0.9821428571428572,0.9945447300259015,0.9945447300259015
pair_13d805d4,911,1.0,0.9985119047619048,0.9778811222622968,0.9778811222622968,0.9866071428571429,0.9829318253097068,0.9829318253097068,1.0,0.9889854816789504,0.9889854816789504,1846,1.0,0.9985119047619048,0.9811094128875819,0.9811094128875819,1.0,0.9885192565650313,0.9885192565650313,0.9583333333333334,0.9913962944332663,0.9913962944332663
pair_13dbafa5,1092,1.0,0.9890625,0.9729252518315017,0.9729252518315017,0.953125,0.9776585393772893,0.9776585393772893,0.9828125,0.9860548305860805,0.9860548305860805,411,1.0,0.9732142857142858,0.9652198470629126,0.9652198470629126,0.9345238095238095,0.9728848047734909,0.9728848047734909,0.9985119047619048,0.9778233982157339,0.9778233982157339
pair_1435e660,3220,1.0,0.99375,0.9849315799689442,0.9849315799689442,0.9703125,0.9908724767080745,0.9908724767080745,0.959375,0.9923505434782609,0.9923505434782609,4721,1.0,0.974702380952381,0.9874200633441259,0.9874200633441259,0.9151785714285715,0.9919117721225323,0.9919117721225323,0.9672619047619048,0.9939987618644153,0.9939987618644153
pair_149000e5,9713,1.0,0.974702380952381,0.9908122030857026,0.9908122030857026,0.9836309523809523,0.9941663541253009,0.9941663541253009,0.9851190476190477,0.9952994697827654,0.9952994697827654,12068,1.0,0.9640625,0.9906841699121642,0.9906841699121642,0.9890625,0.9945106635316541,0.9945106635316541,0.9734375000000001,0.995371410962877,0.995371410962877
pair_149fe16f,24598,1.0,0.9851190476190477,0.9916292071751867,0.9916292071751867,0.9910714285714286,0.9950461153442595,0.9950461153442595,0.9583333333333334,0.9959035335819019,0.9959035335819019,16663,1.0,0.9300595238095238,0.9910714285714285,0.9910714285714285,0.9627976190476191,0.9939982331827287,0.9939982331827287,0.96875,0.9955280340246283,0.9955280340246283
pair_152731e7,3702,1.0,0.9761904761904762,0.986476904376013,0.986476904376013,0.980654761904762,0.990188299117594,0.990188299117594,0.9538690476190476,0.9933534157855471,0.9933534157855471,4562,1.0,0.9955357142857143,0.9880293469864929,0.9880293469864929,0.9776785714285715,0.9922829116302374,0.9922829116302374,0.9479166666666667,0.9942452923738544,0.9942452923738544
pair_1565703f,2922,1.0,0.9553571428571429,0.9882821412274697,0.9882821412274697,0.96875,0.9917024176200254,0.9917024176200254,0.9702380952380952,0.9923481755809785,0.9923481755809785,2673,1.0,0.9360119047619048,0.9833804312970981,0.9833804312970981,1.0,0.9886397039174817,0.9886397039174817,1.0,0.9905859743822709,0.9905859743822709
pair_171e8749,274,1.0,0.9598214285714285,0.9757940128606187,0.9757940128606187,0.9836309523809523,0.9736053180396247,0.9736053180396247,0.9375,0.9778523635731664,0.9778523635731664,7104,1.0,0.9140625,0.9896398595861485,0.9896398595861485,0.96875,0.9934706679335586,0.9934706679335586,1.0,0.995189110008446,0.995189110008446
pair_17275427,249,1.0,0.9642857142857143,0.9718576687703194,0.9718576687703194,0.9955357142857143,0.9872645343277873,0.9872645343277873,0.9836309523809523,0.9873960126219163,0.9873960126219163,378,1.0,1.0,0.9756038989669942,0.9756038989669942,0.9464285714285714,0.9816468253968254,0.9816468253968254,0.9464285714285714,0.9914532942806752,0.9914532942806752
pair_17a4d7d8,3105,1.0,0.961309523809524,0.9821701748332184,0.9821701748332184,0.9985119047619048,0.9886152327275516,0.9886152327275516,0.9895833333333334,0.991359462464535,0.991359462464535,7074,1.0,0.9747023809523809,0.9877378343901881,0.9877378343901881,0.9330357142857143,0.9921926538497786,0.9921926538497786,0.9598214285714286,0.9945880370101108,0.9945880370101108
pair_19517b6c,6126,1.0,0.9389880952380953,0.9885259257963713,0.9885259257963713,0.9657738095238095,0.9920136945571569,0.9920136945571569,0.9776785714285714,0.9946012215692677,0.9946012215692677,2191,1.0,0.9955357142857143,0.9821190856534306,0.9821190856534306,0.9508928571428571,0.986182651974528,0.986182651974528,0.988095238095238,0.990814696485623,0.990814696485623
pair_19f291ba,6089,1.0,0.9538690476190477,0.9867254279770703,0.9867254279770703,0.9806547619047619,0.9915020450617429,0.9915020450617429,0.9255952380952381,0.9940578834588524,0.9940578834588524,7047,1.0,0.9940476190476191,0.98835307324292,0.98835307324292,0.9717261904761905,0.9924765351010562,0.9924765351010562,0.9226190476190477,0.9938660152580969,0.9938660152580969
pair_1d99af92,5710,1.0,0.9508928571428571,0.9862641772996413,0.9862641772996413,0.9880952380952381,0.9920901613710283,0.9920901613710283,1.0,0.9933382328412976,0.9933382328412976,13651,1.0,0.9702380952380953,0.9909468301641952,0.9909468301641952,1.0,0.9943602596704934,0.9943602596704934,1.0,0.9958364728207597,0.9958364728207597
pair_1e273c45,12038,1.0,0.9791666666666666,0.9907505201781661,0.9907505201781661,0.9866071428571429,0.9935451180389085,0.9935451180389085,0.9747023809523809,0.9958218864468864,0.9958218864468864,26688,1.0,0.9546875,0.991929776491307,0.991929776491307,0.946875,0.9948509161420862,0.9948509161420862,1.0,0.996234379683753,0.996234379683753
pair_1e4638c2,1757,1.0,0.9449404761904762,0.9827374176762339,0.9827374176762339,1.0,0.9881443613301895,0.9881443613301895,0.9627976190476191,0.991372096647424,0.991372096647424,4710,1.0,0.9627976190476192,0.9878876630269943,0.9878876630269943,0.9687500000000001,0.9924091345667777,0.9924091345667777,1.0,0.9943534526337073,0.9943534526337073
pair_1e6ca847,3402,1.0,0.9821428571428572,0.9865590269029422,0.9865590269029422,0.9985119047619048,0.9899061476442429,0.9899061476442429,1.0,0.9919467015201142,0.9919467015201142,706,1.0,0.9761904761904763,0.9788104512343182,0.9788104512343182,0.9985119047619048,0.9859010353433159,0.9859010353433159,0.9508928571428571,0.9871973222716849,0.9871973222716849
pair_1eac5349,4718,1.0,0.9523809523809523,0.9860816730252931,0.9860816730252931,0.9613095238095237,0.9917189613234016,0.9917189613234016,0.9300595238095238,0.9937823608671955,0.9937823608671955,7136,1.0,0.9546874999999999,0.9895621671804933,0.9895621671804933,0.9921875,0.9923120883548207,0.9923120883548207,0.9296875,0.9945010334921525,0.9945010334921525
pair_2000cc20,4537,1.0,0.9523809523809524,0.9874438479381173,0.9874438479381173,0.9925595238095238,0.9918782864699769,0.9918782864699769,0.9940476190476191,0.9938216332378224,0.9938216332378224,4460,1.0,0.921875,0.988461673206278,0.988461673206278,1.0,0.9928401765695068,0.9928401765695068,0.9984375,0.9940320207399103,0.9940320207399103
pair_204207d6,3480,1.0,0.98125,0.9871461925287357,0.9871461925287357,0.9812500000000001,0.9905419360632184,0.9905419360632184,0.9859375,0.9934527658045976,0.9934527658045976,3307,1.0,0.9940476190476191,0.9856585777643384,0.9856585777643384,0.9657738095238094,0.9911911241666307,0.9911911241666307,0.9330357142857143,0.9938275771451611,0.9938275771451611
pair_20f6251a,3189,1.0,0.9449404761904763,0.9816458921291941,0.9816458921291941,0.9672619047619048,0.988944511639714,0.988944511639714,0.9494047619047619,0.9913290104376652,0.9913290104376652,3553,1.0,0.9598214285714286,0.9829097308779972,0.9829097308779972,0.9866071428571429,0.98826779515634,0.98826779515634,0.96875,0.9920322195863991,0.9920322195863991
pair_22599b6f,7845,1.0,0.96875,0.9893280145072688,0.9893280145072688,0.96875,0.9929677304318796,0.9929677304318796,1.0,0.9944512731797627,0.9944512731797627,11855,1.0,0.9642857142857143,0.9901520857183026,0.9901520857183026,0.9598214285714286,0.993470330983511,0.993470330983511,1.0,0.9945529814625134,0.9945529814625134
pair_2347fae1,8424,1.0,1.0,0.9899670955009497,0.9899670955009497,0.98125,0.9938551682692307,0.9938551682692307,0.959375,0.9956582383665716,0.9956582383665716,6533,1.0,0.9583333333333334,0.9904322742413971,0.9904322742413971,0.9940476190476191,0.9938394269386922,0.9938394269386922,0.96875,0.9957509676149656,0.9957509676149656
pair_2590c3a7,1980,1.0,0.9828125,0.9856652462121213,0.9856652462121213,0.9734375000000001,0.9899494949494949,0.9899494949494949,0.9765625,0.9908901515151516,0.9908901515151516,1796,1.0,0.9765625,0.983826037026726,0.983826037026726,0.9359375,0.9901743457683743,0.9901743457683743,0.9562499999999999,0.9907441884743876,0.9907441884743876
pair_26771bf6,3296,1.0,0.95,0.9846741315230583,0.9846741315230583,0.9984375,0.9899214957524272,0.9899214957524272,0.978125,0.9930649840716019,0.9930649840716019,3086,1.0,0.9925595238095238,0.9838995424806346,0.9838995424806346,0.9955357142857143,0.9894483149708361,0.9894483149708361,0.9985119047619048,0.9930311236613895,0.9930311236613895
pair_271fa579,31173,1.0,0.9479166666666667,0.9923332997267171,0.9923332997267171,0.980654761904762,0.9952486259476684,0.9952486259476684,1.0,0.9965113563630308,0.9965113563630308,37713,1.0,0.9627976190476191,0.9920657411931972,0.9920657411931972,0.9776785714285714,0.9952619912547523,0.9952619912547523,0.9955357142857143,0.9963891998212061,0.9963891998212061
pair_2748f3f1,8440,1.0,0.93125,0.9900784952606634,0.9900784952606634,0.9953125,0.9937153806279619,0.9937153806279619,0.9890625,0.9956257405213269,0.9956257405213269,13835,1.0,0.9553571428571429,0.9906966888670901,0.9906966888670901,0.980654761904762,0.9946214526649113,0.9946214526649113,0.9360119047619048,0.9956515566110795,0.9956515566110795
pair_29059eae,3191,1.0,0.9776785714285715,0.9840576547134052,0.9840576547134052,0.9613095238095238,0.9899531420214591,0.9899531420214591,0.9613095238095237,0.9913349114324513,0.9913349114324513,5882,1.0,0.9181547619047618,0.9876598399475397,0.9876598399475397,0.9613095238095238,0.9916297805249268,0.9916297805249268,1.0,0.9954385655996503,0.9954385655996503
pair_2a4dc8cc,5238,1.0,0.9940476190476191,0.9897290746195386,0.9897290746195386,0.9791666666666667,0.9933575496827215,0.9933575496827215,0.9627976190476191,0.9948572928598702,0.9948572928598702,4520,1.0,0.9812500000000001,0.9880389242256638,0.9880389242256638,1.0,0.9921978705752212,0.9921978705752212,1.0,0.994278207964602,0.994278207964602
pair_2a66f969,17296,1.0,0.934375,0.9905602270756244,0.9905602270756244,0.9953125,0.9943140755087881,0.9943140755087881,0.98125,0.9957856043304811,0.9957856043304811,14007,1.0,0.9970238095238095,0.990550643045824,0.990550643045824,0.9955357142857143,0.9938920845699598,0.9938920845699598,0.9657738095238095,0.9953271663487984,0.9953271663487984
pair_2b09aabd,1127,1.0,0.9687500000000001,0.9806666455402038,0.9806666455402038,0.9895833333333334,0.9871920818016647,0.9871920818016647,1.0,0.9919323319389868,0.9919323319389868,2276,1.0,0.9578125,0.9773842541739893,0.9773842541739893,0.9640625,0.9859629009226712,0.9859629009226712,0.978125,0.987545996265378,0.987545996265378
pair_2d283418,2500,1.0,0.8718750000000001,0.98193125,0.98193125,0.9234375,0.9864012500000001,0.9864012500000001,0.9703125,0.9906149999999999,0.9906149999999999,2374,1.0,0.9196428571428571,0.9831382637300918,0.9831382637300918,0.9851190476190477,0.9884381142937376,0.9884381142937376,0.9508928571428572,0.9916299344084725,0.9916299344084725
pair_2fba10ea,16424,1.0,0.921875,0.9899052073185582,0.9899052073185582,0.9109375000000001,0.9935119718095471,0.9935119718095471,0.90625,0.9946339959814905,0.9946339959814905,10899,1.0,0.9479166666666667,0.9898412479956658,0.9898412479956658,0.9613095238095238,0.9941567105326394,0.9941567105326394,0.9270833333333334,0.9945755999895141,0.9945755999895141
pair_2fde2018,8581,1.0,0.9880952380952381,0.987597009728026,0.987597009728026,0.9702380952380952,0.9923751810478301,0.9923751810478301,1.0,0.9941806302406757,0.9941806302406757,8382,1.0,0.974702380952381,0.9894318962970537,0.9894318962970537,0.9925595238095238,0.9936273945870404,0.9936273945870404,0.9895833333333333,0.9947902463896559,0.9947902463896559
pair_301c1ff9,10837,1.0,0.96875,0.990918595684098,0.990918595684098,0.9598214285714286,0.9939379034348813,0.9939379034348813,0.9940476190476191,0.9957249359557425,0.9957249359557425,12871,1.0,0.9523809523809524,0.9908896800115432,0.9908896800115432,0.9761904761904762,0.9942383856658196,0.9942383856658196,1.0,0.9955021856073639,0.9955021856073639
pair_326a8dc3,30462,1.0,0.9836309523809524,0.9920341326899087,0.9920341326899087,0.9717261904761905,0.9952895058949324,0.9952895058949324,1.0,0.9962709198970772,0.9962709198970772,54506,1.0,0.9270833333333334,0.9923191068523693,0.9923191068523693,0.9910714285714286,0.9955700322638137,0.9955700322638137,0.9270833333333334,0.9962353696753349,0.9962353696753349
pair_32d5762e,3494,1.0,0.9836309523809524,0.9852395773707306,0.9852395773707306,0.9747023809523809,0.989886574263363,0.989886574263363,0.9866071428571429,0.9926510923487883,0.9926510923487883,3083,1.0,0.9851190476190477,0.9847806905765875,0.9847806905765875,0.9791666666666667,0.9897662681679874,0.9897662681679874,1.0,0.9928862965880481,0.9928862965880481
pair_32e87abf,3717,1.0,0.8779761904761905,0.9862892661772806,0.9862892661772806,0.9895833333333334,0.9914998014271621,0.9914998014271621,0.9583333333333334,0.9926155725943862,0.9926155725943862,4560,1.0,0.9171874999999999,0.985347108004386,0.985347108004386,0.9874999999999999,0.9898577987938596,0.9898577987938596,0.9734375,0.9922282757675437,0.9922282757675437
pair_33135e91,4561,1.0,0.9360119047619048,0.9876580428268655,0.9876580428268655,0.9642857142857143,0.9905454891888787,0.9905454891888787,0.96875,0.9938763298566522,0.9938763298566522,4487,1.0,0.9642857142857143,0.9875264653443281,0.9875264653443281,0.9672619047619048,0.9907872080189329,0.9907872080189329,0.9910714285714286,0.9939501151474631,0.9939501151474631
pair_33b83cd5,9336,1.0,0.9515624999999999,0.988190539310197,0.988190539310197,0.959375,0.9932602961653814,0.9932602961653814,0.9953125,0.9940576130034277,0.9940576130034277,9361,1.0,0.9866071428571429,0.9889307715394672,0.9889307715394672,1.0,0.9922268047268047,0.9922268047268047,0.9895833333333334,0.9943183407857319,0.9943183407857319
pair_34b2dbc3,5021,1.0,0.9538690476190477,0.9880667861647747,0.9880667861647747,0.9568452380952381,0.9929246569171385,0.9929246569171385,1.0,0.9950060934551076,0.9950060934551076,267,1.0,0.9508928571428572,0.9716425896201177,0.9716425896201177,0.9657738095238095,0.9743345371856609,0.9743345371856609,0.9776785714285714,0.9832352416622079,0.9832352416622079
pair_34e33ffa,7709,1.0,0.9836309523809523,0.9887446027833886,0.9887446027833886,0.9717261904761906,0.9926176268925004,0.9926176268925004,0.9821428571428572,0.9947236223585296,0.9947236223585296,16593,1.0,0.9627976190476191,0.9909297308388793,0.9909297308388793,0.9776785714285714,0.9944132530068619,0.9944132530068619,0.9866071428571429,0.99559059973655,0.99559059973655
pair_358e95d5,1454,1.0,0.9747023809523809,0.9821438805921269,0.9821438805921269,0.9732142857142858,0.9876019355472587,0.9876019355472587,0.9717261904761905,0.9925656645051418,0.9925656645051418,505,1.0,0.9627976190476191,0.9796086751532296,0.9796086751532296,0.9687500000000001,0.9806547619047618,0.9806547619047618,0.9627976190476191,0.9839668788307403,0.9839668788307403
pair_3757881d,11075,1.0,0.943452380952381,0.989054337310545,0.989054337310545,0.9657738095238095,0.9936802644308287,0.9936802644308287,1.0,0.9953324196495754,0.9953324196495754,9630,1.0,0.9136904761904762,0.9892254487464769,0.9892254487464769,0.9568452380952381,0.9935012114918659,0.9935012114918659,0.9925595238095238,0.9953331293576622,0.9953331293576622
pair_37c40664,1651,1.0,0.9360119047619048,0.9780787617893918,0.9780787617893918,0.9955357142857143,0.9840464653456781,0.9840464653456781,0.9925595238095238,0.987262409506504,0.987262409506504,1907,1.0,0.9047619047619049,0.979313369291083,0.979313369291083,0.9747023809523809,0.9847163957350114,0.9847163957350114,1.0,0.990190432491822,0.990190432491822
pair_37d880cd,1904,1.0,0.9750000000000001,0.9802315848214285,0.9802315848214285,0.98125,0.9877068014705882,0.9877068014705882,0.9953124999999999,0.9898396467962184,0.9898396467962184,1021,1.0,0.9553571428571429,0.9784014854717598,0.9784014854717598,0.9851190476190477,0.9876681941140805,0.9876681941140805,0.9523809523809523,0.990985436780001,0.990985436780001
pair_3b1172ec,2991,1.0,0.9910714285714286,0.9875479613443505,0.9875479613443505,0.9866071428571428,0.9919764253076692,0.9919764253076692,0.9940476190476191,0.9950292345289838,0.9950292345289838,1237,1.0,0.9985119047619048,0.9822042094930132,0.9822042094930132,1.0,0.9896314528236516,0.9896314528236516,0.9747023809523809,0.991669313238634,0.991669313238634
pair_3b470502,3347,1.0,0.9627976190476191,0.9837029785024258,0.9837029785024258,0.9925595238095238,0.98797030389688,0.98797030389688,0.9955357142857143,0.9921669369869252,0.9921669369869252,3325,1.0,0.912202380952381,0.9829287504475475,0.9829287504475475,0.9508928571428571,0.9883601861797351,0.9883601861797351,0.9553571428571428,0.99234470103831,0.99234470103831
pair_3cca9874,1495,1.0,0.9657738095238095,0.9786699713330148,0.9786699713330148,0.9583333333333334,0.9825798295906991,0.9825798295906991,1.0,0.9890219382067209,0.9890219382067209,5899,1.0,0.9776785714285714,0.9914425063973716,0.9914425063973716,0.9985119047619048,0.9945354943129989,0.9945354943129989,0.9836309523809523,0.9960240940756706,0.9960240940756706
pair_3da844f5,8092,1.0,0.9546875,0.9898619006426099,0.9898619006426099,0.9640624999999999,0.99364109614434,0.99364109614434,0.95625,0.9949662861468116,0.9949662861468116,11771,1.0,0.9642857142857143,0.9905417268428057,0.9905417268428057,0.9806547619047619,0.9941629145074053,0.9941629145074053,0.9791666666666667,0.9958172526507842,0.9958172526507842
pair_3db79af4,40141,1.0,0.9613095238095238,0.9873806068726786,0.9873806068726786,0.956845238095238,0.9923898095522807,0.9923898095522807,0.9940476190476191,0.9948931875258761,0.9948931875258761,40252,1.0,0.9375,0.9871905045090927,0.9871905045090927,0.9515625,0.9921795811388254,0.9921795811388254,0.99375,0.9947274747217529,0.9947274747217529
pair_3e5837da,2056,1.0,0.9609375,0.9805363874027236,0.9805363874027236,1.0,0.9869680204280156,0.9869680204280156,0.9734375,0.9905018847276266,0.9905018847276266,6169,1.0,0.9747023809523809,0.9882768778608866,0.9882768778608866,0.9776785714285715,0.9937554998494778,0.9937554998494778,0.9970238095238095,0.9951179187025759,0.9951179187025759
pair_3e7604ad,4855,1.0,0.9836309523809524,0.9864541954783974,0.9864541954783974,0.9613095238095238,0.9911517336079644,0.9911517336079644,0.9627976190476191,0.9925822053847285,0.9925822053847285,4746,1.0,0.9449404761904762,0.9864500556859911,0.9864500556859911,0.9241071428571429,0.9920007826139304,0.9920007826139304,0.9925595238095238,0.9935183512933198,0.9935183512933198
pair_40400f26,5416,1.0,0.9984375,0.9863650526218611,0.9863650526218611,0.959375,0.9917827386447562,0.9917827386447562,0.9390625,0.9928738344719351,0.9928738344719351,412,1.0,0.9281250000000001,0.9665769114077669,0.9665769114077669,0.9640624999999999,0.9660914745145631,0.9660914745145631,0.9515625,0.9804573725728154,0.9804573725728154
pair_412ad836,222,1.0,0.9270833333333334,0.9721954096954097,0.9721954096954097,0.9761904761904762,0.9787510725010724,0.9787510725010724,0.9866071428571428,0.9840934684684685,0.9840934684684685,222,1.0,0.9270833333333334,0.9721954096954097,0.9721954096954097,0.9761904761904762,0.9787510725010724,0.9787510725010724,0.9866071428571428,0.9840934684684685,0.9840934684684685
pair_43cbe160,16730,1.0,0.9627976190476191,0.9914177909657588,0.9914177909657588,0.875,0.9944302721088436,0.9944302721088436,0.96875,0.9959782291577718,0.9959782291577718,15895,1.0,0.8854166666666667,0.9915349428541471,0.9915349428541471,0.9523809523809523,0.9948678268098684,0.9948678268098684,0.9613095238095238,0.9959350986383857,0.9959350986383857
pair_44418174,4138,1.0,0.9717261904761906,0.9864855923036203,0.9864855923036203,0.9702380952380952,0.9914267301894174,0.9914267301894174,0.9866071428571428,0.9935736438122857,0.9935736438122857,4227,1.0,0.9687499999999999,0.986608903083353,0.986608903083353,0.9702380952380953,0.9908982223123457,0.9908982223123457,0.9970238095238095,0.9940131186138993,0.9940131186138993
pair_4453d7a8,1777,1.0,0.9166666666666666,0.984351970951577,0.984351970951577,0.9821428571428572,0.9898194857571616,0.9898194857571616,0.9419642857142857,0.9912841332368626,0.9912841332368626,581,1.0,0.943452380952381,0.9750942545692977,0.9750942545692977,0.8988095238095238,0.9779090853208753,0.9779090853208753,0.9672619047619048,0.9823964224243915,0.9823964224243915
pair_452bb14f,12423,1.0,0.9702380952380952,0.9897727142052184,0.9897727142052184,0.9791666666666667,0.9937663626989875,0.9937663626989875,0.9836309523809523,0.995275779755676,0.995275779755676,5137,1.0,0.9880952380952381,0.9864657781547503,0.9864657781547503,0.96875,0.9909039925099882,0.9909039925099882,1.0,0.9935722512676474,0.9935722512676474
pair_45b25f4e,5994,1.0,0.9122023809523809,0.9882320316348094,0.9882320316348094,0.9553571428571429,0.9929771040882152,0.9929771040882152,0.9791666666666667,0.9948971789249568,0.9948971789249568,5380,1.0,0.9406249999999999,0.9867774163568773,0.9867774163568773,0.9796874999999999,0.9921567146840148,0.9921567146840148,1.0,0.9942797397769517,0.9942797397769517
