pair,h_N,h_root_component_share,h_theorem_0.1,h_mean_all_0.1,h_mean_root_component_0.1,h_theorem_0.05,h_mean_all_0.05,h_mean_root_component_0.05,h_theorem_0.01,h_mean_all_0.01,h_mean_root_component_0.01,a_N,a_root_component_share,a_theorem_0.1,a_mean_all_0.1,a_mean_root_component_0.1,a_theorem_0.05,a_mean_all_0.05,a_mean_root_component_0.05,a_theorem_0.01,a_mean_all_0.01,a_mean_root_component_0.01
pair_0c9ecd6b,6868,1.0,0.96875,0.9867956464764124,0.9867956464764124,1.0,0.9928299723354689,0.9928299723354689,1.0,0.9944925742574259,0.9944925742574259,11644,1.0,1.0,0.9905938680865682,0.9905938680865682,1.0,0.9939555779800757,0.9939555779800757,1.0,0.9951337598763311,0.9951337598763311
pair_0f3deadd,343,1.0,0.9880952380952381,0.9704289879216994,0.9704289879216994,0.9345238095238094,0.9720949604331529,0.9720949604331529,1.0,0.9547063723448561,0.9547063723448561,343,1.0,1.0,0.9646501457725948,0.9646501457725948,0.9940476190476191,0.979001804803554,0.979001804803554,1.0,0.9741947799527975,0.9741947799527975
pair_0f421760,6716,1.0,0.95,0.9869453543776058,0.9869453543776058,0.875,0.9934252159023228,0.9934252159023228,1.0,0.9942404332936272,0.9942404332936272,443,1.0,0.9404761904761905,0.9681957433086101,0.9681957433086101,1.0,0.9688944426529076,0.9688944426529076,0.8630952380952381,0.9747527679243255,0.9747527679243255
pair_0f905113,8052,1.0,0.95,0.9882560233482366,0.9882560233482366,0.9875,0.9922589108296075,0.9922589108296075,1.0,0.9953621770988574,0.9953621770988574,9568,1.0,1.0,0.9895746237458192,0.9895746237458192,1.0,0.9922809103260869,0.9922809103260869,1.0,0.9955698683110367,0.9955698683110367
pair_11362c17,14422,1.0,0.9880952380952381,0.9921259517536039,0.9921259517536039,1.0,0.9940736209890974,0.9940736209890974,1.0,0.9959040751233236,0.9959040751233236,14377,1.0,1.0,0.9914690958111004,0.9914690958111004,0.9583333333333334,0.9946326308223783,0.9946326308223783,1.0,0.9961719611681357,0.9961719611681357
pair_121126b4,4994,1.0,0.8511904761904763,0.9844015199191409,0.9844015199191409,0.9345238095238095,0.9880702080591949,0.9880702080591949,0.9583333333333333,0.9935648969239278,0.9935648969239278,4604,1.0,0.93125,0.985850619026933,0.985850619026933,1.0,0.9925676042571677,0.9925676042571677,0.98125,0.9920137380538662,0.9920137380538662
pair_136afae1,5760,1.0,0.84375,0.9869835069444444,0.9869835069444444,0.93125,0.992724609375,0.992724609375,0.91875,0.993654513888889,0.993654513888889,5975,1.0,0.875,0.9888224745965332,0.9888224745965332,0.9226190476190477,0.9928820482167763,0.9928820482167763,0.9940476190476191,0.9952251444510859,0.9952251444510859
pair_13d805d4,911,1.0,0.9940476190476191,0.9789477810882862,0.9789477810882862,1.0,0.9821755266321678,0.9821755266321678,1.0,0.990493178610632,0.990493178610632,1846,1.0,0.9226190476190477,0.9774351235618841,0.9774351235618841,0.9761904761904762,0.9888658876334934,0.9888658876334934,1.0,0.9929996646545941,0.9929996646545941
pair_13dbafa5,1092,1.0,0.99375,0.9726591117216117,0.9726591117216117,0.94375,0.9764995421245422,0.9764995421245422,1.0,0.9867502289377289,0.9867502289377289,411,1.0,0.8392857142857143,0.9741773838489167,0.9741773838489167,0.9464285714285714,0.9840690534121191,0.9840690534121191,1.0,0.9749015177847296,0.9749015177847296
pair_1435e660,3220,1.0,1.0,0.9847069099378883,0.9847069099378883,0.88125,0.9914266304347826,0.9914266304347826,1.0,0.9917430124223604,0.9917430124223604,4721,1.0,0.9880952380952381,0.9877245539181568,0.9877245539181568,1.0,0.9914503081469825,0.9914503081469825,0.7976190476190477,0.9919395103942868,0.9919395103942868
pair_149000e5,9713,1.0,1.0,0.9901102106651372,0.9901102106651372,1.0,0.9938239374819217,0.9938239374819217,0.9404761904761905,0.994115029930432,0.994115029930432,12068,1.0,1.0,0.9909057010275107,0.9909057010275107,0.95625,0.9943844257540604,0.9943844257540604,0.95,0.9962970251905867,0.9962970251905867
pair_149fe16f,24598,1.0,1.0,0.9917139024078613,0.9917139024078613,1.0,0.9949323212495015,0.9949323212495015,0.875,0.995721438831651,0.995721438831651,16663,1.0,0.9226190476190477,0.9914716952015159,0.9914716952015159,0.875,0.9945148646988052,0.9945148646988052,1.0,0.9959698276477967,0.9959698276477967
pair_152731e7,3702,1.0,0.9523809523809524,0.9877109541817808,0.9877109541817808,0.9761904761904762,0.9916518741478223,0.9916518741478223,1.0,0.993708355843688,0.993708355843688,4562,1.0,0.8630952380952381,0.9877729588108809,0.9877729588108809,1.0,0.9934461180351142,0.9934461180351142,0.8452380952380952,0.9939902089726728,0.9939902089726728
pair_1565703f,2922,1.0,0.9404761904761905,0.9876368925393566,0.9876368925393566,1.0,0.991197728235716,0.991197728235716,0.9226190476190477,0.9899713992373129,0.9899713992373129,2673,1.0,0.9404761904761905,0.9810294301035041,0.9810294301035041,1.0,0.9888946787094935,0.9888946787094935,1.0,0.9893578643578644,0.9893578643578644
pair_171e8749,274,1.0,0.9166666666666667,0.9689998262078555,0.9689998262078555,0.9464285714285714,0.9561174834897462,0.9561174834897462,1.0,0.9950903719151896,0.9950903719151896,7104,1.0,0.90625,0.989013231981982,0.989013231981982,0.95625,0.9934271185247747,0.9934271185247747,0.91875,0.9946799338400901,0.9946799338400901
pair_17275427,249,1.0,0.8571428571428572,0.9758558041690572,0.9758558041690572,1.0,0.9881669535283993,0.9881669535283993,0.9345238095238095,0.975760183591509,0.975760183591509,378,1.0,0.9880952380952381,0.9595930964978584,0.9595930964978584,1.0,0.9862528344671202,0.9862528344671202,1.0,0.9935437137818088,0.9935437137818088
pair_17a4d7d8,3105,1.0,0.9642857142857143,0.9832317306954989,0.9832317306954989,0.9940476190476191,0.9860420979986197,0.9860420979986197,1.0,0.9903592515911356,0.9903592515911356,7074,1.0,0.875,0.9879698628108297,0.9879698628108297,1.0,0.992545639969304,0.992545639969304,1.0,0.9944388909083565,0.9944388909083565
pair_19517b6c,6126,1.0,0.9880952380952381,0.9881992055718793,0.9881992055718793,1.0,0.9914562054008674,0.9914562054008674,1.0,0.9947549865522441,0.9947549865522441,2191,1.0,0.8511904761904762,0.9807383017104606,0.9807383017104606,0.9880952380952381,0.9898393862337268,0.9898393862337268,0.9642857142857143,0.9927435830562259,0.9927435830562259
pair_19f291ba,6089,1.0,0.8571428571428572,0.9863737496969555,0.9863737496969555,1.0,0.9908285041722387,0.9908285041722387,0.8928571428571429,0.9941883881159624,0.9941883881159624,7047,1.0,0.9285714285714286,0.9890784325650225,0.9890784325650225,0.9226190476190477,0.9914198544466742,0.9914198544466742,0.875,0.9942131741301602,0.9942131741301602
pair_1d99af92,5710,1.0,0.9464285714285714,0.9870454924526728,0.9870454924526728,1.0,0.993144858643983,0.993144858643983,1.0,0.9937411391877241,0.9937411391877241,13651,1.0,1.0,0.9898023343833176,0.9898023343833176,0.9821428571428571,0.9945782796306567,0.9945782796306567,1.0,0.9959797119345871,0.9959797119345871
pair_1e273c45,12038,1.0,0.9464285714285715,0.9902684158893662,0.9902684158893662,0.9523809523809523,0.9934117358523405,0.9934117358523405,1.0,0.9960279551262272,0.9960279551262272,26688,1.0,1.0,0.9920725138639089,0.9920725138639089,1.0,0.9952815872302159,0.9952815872302159,1.0,0.9965946773830936,0.9965946773830936
pair_1e4638c2,1757,1.0,0.8273809523809523,0.9832743854513917,0.9832743854513917,1.0,0.9873905737593842,0.9873905737593842,0.9821428571428572,0.9932921375721604,0.9932921375721604,4710,1.0,1.0,0.9870804266504902,0.9870804266504902,1.0,0.9922581134364573,0.9922581134364573,1.0,0.9937910726923466,0.9937910726923466
pair_1e6ca847,3402,1.0,0.9761904761904762,0.9859833851235967,0.9859833851235967,1.0,0.9892780157330421,0.9892780157330421,1.0,0.9922052154195011,0.9922052154195011,706,1.0,1.0,0.9865101848104683,0.9865101848104683,1.0,0.9843096587076757,0.9843096587076757,0.9464285714285714,0.9910292728989614,0.9910292728989614
pair_1eac5349,4718,1.0,0.8095238095238095,0.9873723228163668,0.9873723228163668,0.9523809523809523,0.992160217202608,0.992160217202608,0.9642857142857143,0.9941132239245846,0.9941132239245846,7136,1.0,1.0,0.9889381306053812,0.9889381306053812,0.875,0.9934986336883408,0.9934986336883408,0.89375,0.9949542811098654,0.9949542811098654
pair_2000cc20,4537,1.0,0.875,0.9877528154748784,0.9877528154748784,0.9702380952380952,0.991338413258184,0.991338413258184,1.0,0.9915194642988339,0.9915194642988339,4460,1.0,0.9375,0.9880198991031391,0.9880198991031391,1.0,0.992780269058296,0.992780269058296,0.875,0.9916493834080716,0.9916493834080716
pair_204207d6,3480,1.0,0.98125,0.987052801724138,0.987052801724138,0.975,0.9922395833333332,0.9922395833333332,1.0,0.9929454022988505,0.9929454022988505,3307,1.0,1.0,0.986412300027359,0.986412300027359,1.0,0.9911245266174203,0.9911245266174203,1.0,0.994886388180915,0.994886388180915
pair_20f6251a,3189,1.0,1.0,0.9803379175439382,0.9803379175439382,1.0,0.9894858068658633,0.9894858068658633,0.875,0.9900737654735775,0.9900737654735775,3553,1.0,0.9107142857142857,0.9816653934300994,0.9816653934300994,1.0,0.9908678782517792,0.9908678782517792,0.9880952380952381,0.9927794084140833,0.9927794084140833
pair_22599b6f,7845,1.0,0.9345238095238095,0.9892257731645877,0.9892257731645877,0.9523809523809523,0.9937919208473702,0.9937919208473702,1.0,0.9951303529697412,0.9951303529697412,11855,1.0,0.9880952380952381,0.9894970978690928,0.9894970978690928,1.0,0.9932633407643952,0.9932633407643952,0.9166666666666666,0.9951994336325841,0.9951994336325841
pair_2347fae1,8424,1.0,1.0,0.9902621972934473,0.9902621972934473,0.975,0.9935771308167141,0.9935771308167141,1.0,0.9953273385565053,0.9953273385565053,6533,1.0,1.0,0.9910773508852492,0.9910773508852492,0.9940476190476191,0.9928832010379538,0.9928832010379538,1.0,0.9947309629500048,0.9947309629500048
pair_2590c3a7,1980,1.0,0.9812500000000001,0.9841287878787879,0.9841287878787879,0.9437500000000001,0.9912910353535354,0.9912910353535354,1.0,0.9892361111111111,0.9892361111111111,1796,1.0,0.96875,0.981524916481069,0.981524916481069,1.0,0.9881368318485524,0.9881368318485524,0.94375,0.9892260579064587,0.9892260579064587
pair_26771bf6,3296,1.0,0.9,0.9825280643203883,0.9825280643203883,1.0,0.9902647148058252,0.9902647148058252,0.9125,0.9914574484223301,0.9914574484223301,3086,1.0,0.9583333333333333,0.9846869888590561,0.9846869888590561,1.0,0.9904947072801902,0.9904947072801902,1.0,0.9924968367126501,0.9924968367126501
pair_271fa579,31173,1.0,0.8035714285714286,0.9922133852097281,0.9922133852097281,1.0,0.9947932658451376,0.9947932658451376,1.0,0.9965129316731665,0.9965129316731665,37713,1.0,0.8571428571428572,0.9921293087011804,0.9921293087011804,0.9583333333333333,0.9955454605144368,0.9955454605144368,1.0,0.9967023812680483,0.9967023812680483
pair_2748f3f1,8440,1.0,0.93125,0.9905479857819905,0.9905479857819905,1.0,0.9938610781990521,0.9938610781990521,0.9625,0.9962588862559241,0.9962588862559241,13835,1.0,1.0,0.9906809850792503,0.9906809850792503,0.9464285714285714,0.9933489080489442,0.9933489080489442,1.0,0.9960164007778752,0.9960164007778752
pair_29059eae,3191,1.0,0.9880952380952381,0.9839392040112818,0.9839392040112818,1.0,0.9906619808688125,0.9906619808688125,0.9107142857142857,0.9885895599229977,0.9885895599229977,5882,1.0,0.9821428571428571,0.9884190670487848,0.9884190670487848,1.0,0.9915521121743495,0.9915521121743495,0.875,0.9943046582794968,0.9943046582794968
pair_2a4dc8cc,5238,1.0,0.9880952380952381,0.9900305005545557,0.9900305005545557,1.0,0.9928623702249132,0.9928623702249132,0.9107142857142857,0.9948135420644013,0.9948135420644013,4520,1.0,0.96875,0.9874460730088497,0.9874460730088497,1.0,0.9928235619469027,0.9928235619469027,0.90625,0.9924820243362834,0.9924820243362834
pair_2a66f969,17296,1.0,0.88125,0.9906983551110085,0.9906983551110085,1.0,0.9946862713922294,0.9946862713922294,0.975,0.9958801890610547,0.9958801890610547,14007,1.0,0.8869047619047619,0.9894980230972948,0.9894980230972948,1.0,0.9946204618779045,0.9946204618779045,1.0,0.9942991939404447,0.9942991939404447
pair_2b09aabd,1127,1.0,1.0,0.9832414332192504,0.9832414332192504,1.0,0.9867959606202729,0.9867959606202729,1.0,0.991771242658554,0.991771242658554,2276,1.0,1.0,0.9815822715289984,0.9815822715289984,1.0,0.9864235500878736,0.9864235500878736,0.98125,0.9876235720562391,0.9876235720562391
pair_2d283418,2500,1.0,0.76875,0.98255,0.98255,0.875,0.9865475,0.9865475,1.0,0.9920275,0.9920275,2374,1.0,1.0,0.9805256348537729,0.9805256348537729,0.875,0.9888925662935774,0.9888925662935774,1.0,0.9941403899386207,0.9941403899386207
pair_2fba10ea,16424,1.0,0.98125,0.9888459723575256,0.9888459723575256,0.875,0.9938607373356063,0.9938607373356063,1.0,0.9953528373112518,0.9953528373112518,10899,1.0,0.9583333333333334,0.9901503632923946,0.9901503632923946,0.8511904761904762,0.9941781465315735,0.9941781465315735,1.0,0.9953971312352816,0.9953971312352816
pair_2fde2018,8581,1.0,1.0,0.9880494558853723,0.9880494558853723,1.0,0.9915642809973307,0.9915642809973307,1.0,0.9948279976248743,0.9948279976248743,8382,1.0,0.9761904761904762,0.9899330765472498,0.9899330765472498,1.0,0.9934681460272011,0.9934681460272011,0.9107142857142857,0.9944225721784777,0.9944225721784777
pair_301c1ff9,10837,1.0,0.8928571428571428,0.9904230216586035,0.9904230216586035,1.0,0.9945793072234892,0.9945793072234892,0.9821428571428571,0.9959453283943456,0.9959453283943456,12871,1.0,1.0,0.9918264019149731,0.9918264019149731,0.9464285714285714,0.9929580526173643,0.9929580526173643,1.0,0.9949891968286032,0.9949891968286032
pair_326a8dc3,30462,1.0,0.9940476190476191,0.9918921232073685,0.9918921232073685,0.9583333333333333,0.9950914644631407,0.9950914644631407,1.0,0.9961345282647233,0.9961345282647233,54506,1.0,0.9285714285714286,0.9921096497895383,0.9921096497895383,1.0,0.9954986388567095,0.9954986388567095,1.0,0.9964354077226972,0.9964354077226972
pair_32d5762e,3494,1.0,0.9821428571428571,0.9854120669446942,0.9854120669446942,0.9107142857142857,0.9888754872298089,0.9888754872298089,0.9642857142857143,0.992127661024341,0.992127661024341,3083,1.0,1.0,0.9811910167894599,0.9811910167894599,0.875,0.9876009761673076,0.9876009761673076,1.0,0.9929393911310876,0.9929393911310876
pair_32e87abf,3717,1.0,0.8214285714285714,0.9852960016398274,0.9852960016398274,1.0,0.9912355714413826,0.9912355714413826,1.0,0.9924190014989046,0.9924190014989046,4560,1.0,0.99375,0.9850397478070175,0.9850397478070175,0.975,0.9890652412280702,0.9890652412280702,1.0,0.9938322368421053,0.9938322368421053
pair_33135e91,4561,1.0,0.9285714285714286,0.9887007861684469,0.9887007861684469,0.9940476190476191,0.9906153099257683,0.9906153099257683,0.9523809523809523,0.9933676825257619,0.9933676825257619,4487,1.0,0.9642857142857143,0.9890623175947446,0.9890623175947446,0.9345238095238095,0.9921771360650343,0.9921771360650343,1.0,0.995000106126694,0.995000106126694
pair_33b83cd5,9336,1.0,0.93125,0.9893101970865468,0.9893101970865468,1.0,0.9935819676520993,0.9935819676520993,0.98125,0.9933884961439589,0.9933884961439589,9361,1.0,1.0,0.9889415813328857,0.9889415813328857,0.9404761904761905,0.991571540484584,0.991571540484584,0.8988095238095238,0.9933443466052162,0.9933443466052162
pair_34b2dbc3,5021,1.0,0.9523809523809523,0.9880596731821588,0.9880596731821588,0.875,0.9918283684714675,0.9918283684714675,1.0,0.9946379966047363,0.9946379966047363,267,1.0,0.7976190476190477,0.9546548956661317,0.9546548956661317,0.875,0.9695469948278936,0.9695469948278936,1.0,0.9859327626181558,0.9859327626181558
pair_34e33ffa,7709,1.0,0.9464285714285714,0.988406408094435,0.988406408094435,1.0,0.9927002452297561,0.9927002452297561,1.0,0.9942043622482071,0.9942043622482071,16593,1.0,0.9642857142857143,0.9906056196962,0.9906056196962,1.0,0.9940992759425231,0.9940992759425231,0.9166666666666666,0.9953576952989357,0.9953576952989357
pair_358e95d5,1454,1.0,0.9345238095238095,0.9827487391105,0.9827487391105,1.0,0.9910509595860352,0.9910509595860352,1.0,0.9909117704853605,0.9909117704853605,505,1.0,1.0,0.9742809995285243,0.9742809995285243,1.0,0.9847123998114098,0.9847123998114098,0.9345238095238094,0.9827086280056576,0.9827086280056576
pair_3757881d,11075,1.0,0.8273809523809523,0.9890202085348812,0.9890202085348812,0.8809523809523809,0.9939170160163389,0.9939170160163389,1.0,0.9946834354509299,0.9946834354509299,9630,1.0,0.9821428571428572,0.9900243534589328,0.9900243534589328,0.9821428571428572,0.9936217425703407,0.9936217425703407,0.9642857142857143,0.9942243979627157,0.9942243979627157
pair_37c40664,1651,1.0,0.8809523809523809,0.9745428456058377,0.9745428456058377,0.9821428571428571,0.9807656254506649,0.9807656254506649,0.9702380952380952,0.9911309163277667,0.9911309163277667,1907,1.0,0.8928571428571429,0.9808568681798887,0.9808568681798887,1.0,0.986331685269808,0.986331685269808,1.0,0.9885977726171747,0.9885977726171747
pair_37d880cd,1904,1.0,1.0,0.978469669117647,0.978469669117647,0.975,0.9859243697478991,0.9859243697478991,1.0,0.9891150210084033,0.9891150210084033,1021,1.0,1.0,0.9818921692085256,0.9818921692085256,1.0,0.9828832610419289,0.9828832610419289,1.0,0.9904913483512896,0.9904913483512896
pair_3b1172ec,2991,1.0,1.0,0.9872096448074382,0.9872096448074382,0.9464285714285714,0.9931839168298547,0.9931839168298547,1.0,0.9951521230357739,0.9951521230357739,1237,1.0,0.9166666666666666,0.983201485929861,0.983201485929861,1.0,0.9857277591715748,0.9857277591715748,0.9821428571428571,0.9918148746968473,0.9918148746968473
pair_3b470502,3347,1.0,0.9761904761904762,0.9843107544780684,0.9843107544780684,1.0,0.9904374208601875,0.9904374208601875,0.9940476190476191,0.9924826070254811,0.9924826070254811,3325,1.0,0.8273809523809524,0.9851825993555318,0.9851825993555318,1.0,0.9886609380594343,0.9886609380594343,0.9523809523809523,0.9902846401718581,0.9902846401718581
pair_3cca9874,1495,1.0,0.9464285714285714,0.9796862557732122,0.9796862557732122,0.8869047619047619,0.9793518076126771,0.9793518076126771,1.0,0.9901337792642141,0.9901337792642141,5899,1.0,0.9404761904761905,0.9916965345215896,0.9916965345215896,1.0,0.9952312337038562,0.9952312337038562,1.0,0.9961232331549335,0.9961232331549335
pair_3da844f5,8092,1.0,0.975,0.9900967004448838,0.9900967004448838,1.0,0.9935043870489372,0.9935043870489372,1.0,0.9954746972318339,0.9954746972318339,11771,1.0,0.9821428571428571,0.9911060677775485,0.9911060677775485,1.0,0.9948526645387574,0.9948526645387574,0.9880952380952381,0.9959085282231149,0.9959085282231149
pair_3db79af4,40141,1.0,1.0,0.9875047600066905,0.9875047600066905,1.0,0.992809869021224,0.992809869021224,1.0,0.9949376364980113,0.9949376364980113,40252,1.0,1.0,0.9871323164066382,0.9871323164066382,1.0,0.9927256720162972,0.9927256720162972,0.875,0.9957762968299713,0.9957762968299713
pair_3e5837da,2056,1.0,1.0,0.9815205496108949,0.9815205496108949,1.0,0.9877735894941634,0.9877735894941634,0.99375,0.9921662208171206,0.9921662208171206,6169,1.0,1.0,0.9864848435727023,0.9864848435727023,1.0,0.9913324302001558,0.9913324302001558,0.9583333333333334,0.9949690850566196,0.9949690850566196
pair_3e7604ad,4855,1.0,0.9821428571428571,0.9858454710411455,0.9858454710411455,0.8928571428571428,0.9924513265656417,0.9924513265656417,1.0,0.9891410426168409,0.9891410426168409,4746,1.0,0.9404761904761906,0.9862164629863744,0.9862164629863744,1.0,0.9917386571147632,0.9917386571147632,0.9761904761904762,0.9942758814440231,0.9942758814440231
pair_40400f26,5416,1.0,0.99375,0.9866933622599704,0.9866933622599704,1.0,0.9926179375923191,0.9926179375923191,1.0,0.9918990029542097,0.9918990029542097,412,1.0,0.96875,0.9722997572815534,0.9722997572815534,1.0,0.9690230582524272,0.9690230582524272,1.0,0.9795509708737864,0.9795509708737864
pair_412ad836,222,1.0,0.8511904761904762,0.9772629772629773,0.9772629772629773,0.9940476190476191,0.9862987987987987,0.9862987987987987,0.9880952380952381,0.9840733590733591,0.9840733590733591,222,1.0,0.8511904761904762,0.9455705705705707,0.9455705705705707,0.9821428571428571,0.9809094809094809,0.9809094809094809,0.8869047619047619,0.9767803517803517,0.9767803517803517
pair_43cbe160,16730,1.0,1.0,0.9916261065095495,0.9916261065095495,0.75,0.9948552642814449,0.9948552642814449,1.0,0.9959422053340165,0.9959422053340165,15895,1.0,1.0,0.9907199778307045,0.9907199778307045,0.49404761904761907,0.9935697808535179,0.9935697808535179,1.0,0.9958720921523689,0.9958720921523689
pair_44418174,4138,1.0,0.9642857142857143,0.9867977398789385,0.9867977398789385,0.9345238095238095,0.9905291261018666,0.9905291261018666,0.9464285714285714,0.9928019056825245,0.9928019056825245,4227,1.0,0.8154761904761905,0.9845001520835446,0.9845001520835446,1.0,0.9922014937983709,0.9922014937983709,0.9880952380952381,0.9934758975745491,0.9934758975745491
pair_4453d7a8,1777,1.0,0.8869047619047619,0.9873616582254735,0.9873616582254735,0.9821428571428571,0.9909558646193425,0.9909558646193425,0.8690476190476191,0.991428169466999,0.991428169466999,581,1.0,0.8988095238095238,0.9779526268338662,0.9779526268338662,0.9107142857142857,0.975524547168265,0.975524547168265,1.0,0.9861794115236455,0.9861794115236455
pair_452bb14f,12423,1.0,0.9523809523809523,0.9896629906893127,0.9896629906893127,1.0,0.9938813567767927,0.9938813567767927,1.0,0.9953609472445502,0.9953609472445502,5137,1.0,0.9880952380952381,0.9870153044671246,0.9870153044671246,0.9702380952380952,0.9906664534608859,0.9906664534608859,1.0,0.993414954068059,0.993414954068059
pair_45b25f4e,5994,1.0,0.9047619047619048,0.987752633585967,0.987752633585967,0.8690476190476191,0.9929632012965348,0.9929632012965348,1.0,0.994316737372293,0.994316737372293,5380,1.0,1.0,0.9888592007434944,0.9888592007434944,0.975,0.9923338754646841,0.9923338754646841,1.0,0.9918877788104089,0.9918877788104089
pair_47d24c12,1602,1.0,0.8690476190476191,0.9847251946971048,0.9847251946971048,0.9047619047619048,0.9915916116758812,0.9915916116758812,1.0,0.9930406931811425,0.9930406931811425,8880,1.0,0.9875,0.9904926801801801,0.9904926801801801,1.0,0.993220016891892,0.993220016891892,0.975,0.9953448761261262,0.9953448761261262
pair_4860e4db,8502,1.0,0.9940476190476191,0.9888058552049378,0.9888058552049378,1.0,0.9939657055482745,0.9939657055482745,0.875,0.9943283653146038,0.9943283653146038,13373,1.0,1.0,0.9912701676797244,0.9912701676797244,1.0,0.9942830792677498,0.9942830792677498,1.0,0.9960928737007403,0.9960928737007403
pair_48881c66,11281,1.0,0.9940476190476191,0.9886819810807045,0.9886819810807045,0.8928571428571429,0.9934265790351244,0.9934265790351244,1.0,0.9931606451640136,0.9931606451640136,12628,1.0,1.0,0.9886343839087742,0.9886343839087742,0.94375,0.9946700783972126,0.9946700783972126,1.0,0.9948096491922711,0.9948096491922711
pair_49366beb,2084,1.0,0.95625,0.982752519193858,0.982752519193858,1.0,0.9885436660268714,0.9885436660268714,0.9875,0.9881357965451056,0.9881357965451056,1931,1.0,0.9642857142857143,0.9797477250869275,0.9797477250869275,1.0,0.989186456560874,0.989186456560874,1.0,0.9914736997854553,0.9914736997854553
pair_496aea54,88,1.0,1.0,0.9455255681818181,0.9455255681818181,1.0,0.9551136363636363,0.9551136363636363,1.0,0.96875,0.96875,88,1.0,1.0,0.94453125,0.94453125,1.0,0.9475142045454544,0.9475142045454544,0.83125,0.9477272727272728,0.9477272727272728
pair_496f71fb,54,1.0,1.0,0.8829365079365081,0.8829365079365081,0.875,0.9232804232804233,0.9232804232804233,0.8392857142857143,0.8901014109347443,0.8901014109347443,54,1.0,0.8511904761904762,0.9184303350970018,0.9184303350970018,0.8988095238095238,0.9377204585537918,0.9377204585537918,0.9285714285714286,0.8712522045855379,0.8712522045855379
