uuid,h_n_lines,h_n_tactics,h_n_have,h_n_premise_refs,h_n_distinct_premises,h_vocab_ratio,a_n_lines,a_n_tactics,a_n_have,a_n_premise_refs,a_n_distinct_premises,a_vocab_ratio
6e91ac89-89fa-50ae-b5ab-4c11ec928b58,3,0,0,1,3,3.0,2,0,0,2,3,1.5
a30cb84e-6533-5854-8a1a-5d8e73dd0fec,1,0,0,2,3,1.5,2,0,0,2,3,1.5
332d666d-4fe0-559c-b310-d05ef88def97,8,4,0,4,6,1.5,29,14,3,7,5,0.7142857142857143
44ba9cd0-257e-5975-880d-89794c26320f,36,23,7,2,5,2.5,14,3,2,5,6,1.2
77658e38-bcbf-51d8-a5d4-742c5f8ef622,9,5,0,3,4,1.3333333333333333,25,17,6,8,7,0.875
47b1b03f-b470-5174-bd3b-ca0b19dd717e,9,3,0,2,4,2.0,10,3,2,2,2,1.0
06c49753-805c-56d8-8d25-a0e91b8e9a86,8,4,0,5,4,0.8,10,6,0,11,5,0.45454545454545453
1f31e1b9-79b8-5076-9cb5-ceb79ebc4259,23,13,1,13,10,0.7692307692307693,20,6,4,11,6,0.5454545454545454
328bfced-3dee-54fe-8f37-c72b63d31cc7,2,0,0,2,4,2.0,2,0,0,2,3,1.5
6908990e-494a-53c3-860a-659bf4a9ade1,7,0,0,4,3,0.75,6,0,0,4,2,0.5
d0dfff17-aaff-508a-8a80-d02b26d87eb6,4,1,0,3,6,2.0,4,1,0,5,7,1.4
5f70b34a-b725-5604-8b74-7fe0bf51b7ec,144,59,26,45,15,0.3333333333333333,2,0,0,1,5,5.0
37d880cd-27a6-56c3-bdd1-55a407ebff8d,64,20,5,37,27,0.7297297297297297,32,10,4,31,10,0.3225806451612903
22ff4e26-7949-517b-9c2b-94181380b027,72,50,12,58,33,0.5689655172413793,44,20,6,33,11,0.3333333333333333
e9663c68-2c1c-5d61-957b-e7cd7aae4a1f,1,0,0,2,4,2.0,2,0,0,2,3,1.5
4c110c3c-d97b-56e5-9fd4-fc61340e2e05,2,0,0,2,4,2.0,2,0,0,2,3,1.5
0b123512-03ec-5399-ba14-75ae60065713,50,27,8,29,23,0.7931034482758621,6,1,0,6,7,1.1666666666666667
3599ccac-2cd9-552e-9683-a6a37294ef05,6,2,1,9,12,1.3333333333333333,6,3,1,3,4,1.3333333333333333
beeb44b5-456e-5702-aed8-93e73fe92d98,3,0,0,2,4,2.0,3,0,0,2,3,1.5
0e3ec0d0-15f7-56ee-8ba4-61d55ec33c90,46,20,3,52,21,0.40384615384615385,40,17,2,37,13,0.35135135135135137
db881e0a-2729-5beb-ad50-d04ea7749c88,8,3,0,6,4,0.6666666666666666,20,9,0,15,4,0.26666666666666666
3a8c6217-59dc-56dc-91a4-b9d7d99d1648,5,1,0,1,4,4.0,21,6,6,3,3,1.0
9749d118-2a41-5fb5-ab21-883caf87cf14,5,3,1,10,7,0.7,6,3,1,10,5,0.5
adf94e59-3522-5842-bbe3-a927abfacaae,4,1,0,10,4,0.4,3,0,0,10,3,0.3
49fcb0c0-b9c6-577f-a997-a647ba774111,6,0,0,1,4,4.0,6,0,0,1,2,2.0
c164b95b-cbbc-55e1-9d09-00e71f5114eb,40,21,6,26,17,0.6538461538461539,46,25,2,16,18,1.125
81db3cca-77a8-5444-9280-4a2a7ee440cc,18,11,4,6,7,1.1666666666666667,22,12,6,6,6,1.0
5e9baaee-ab28-5f1c-b48c-070c8c439660,18,10,5,57,18,0.3157894736842105,6,1,0,18,7,0.3888888888888889
12681406-971a-5882-80f9-9da6a98b11d6,4,0,0,5,6,1.2,2,1,0,4,4,1.0
6a121104-e350-534d-9b58-f1c1831bf269,2,0,0,3,3,1.0,2,0,0,1,2,2.0
e1f76310-5152-5377-858b-77c99ba18e6e,12,5,1,9,10,1.1111111111111112,18,8,2,4,4,1.0
7cf415f9-b574-5313-91e8-c0caedd78ad5,47,34,7,26,21,0.8076923076923077,9,3,1,5,4,0.8
3b77b23f-6d08-5aad-891e-8a6389459187,4,1,0,5,4,0.8,3,0,0,3,3,1.0
122f4df2-6217-5df8-bbde-e29e06a22197,30,13,5,17,16,0.9411764705882353,11,8,2,4,4,1.0
b5ae744f-60b7-526a-83f6-920dea3217ee,25,9,5,21,12,0.5714285714285714,20,8,0,16,6,0.375
8694b7be-f6e2-501a-9db2-3dc4ee5e11e5,7,3,0,2,6,3.0,19,9,4,2,3,1.5
3c02fb15-0121-5a85-9dd0-04cdaefb280f,2,0,0,2,6,3.0,2,0,0,3,3,1.0
c38d0acb-7967-590b-9da2-033b9c3e640c,184,101,41,61,31,0.5081967213114754,25,16,11,10,4,0.4
8bc2c620-796e-53ac-b111-86fadc4cf1c4,14,5,1,1,4,4.0,11,5,1,4,4,1.0
9effdc53-2cff-5734-a844-ecbde5ff2689,11,8,1,6,9,1.5,12,5,2,9,10,1.1111111111111112
b9062d69-e41c-5b2f-9602-392c05dd39a5,6,1,0,3,9,3.0,3,0,0,1,7,7.0
4b2c224c-90d5-5494-94be-4200b0e54354,8,1,0,1,3,3.0,15,7,1,4,3,0.75
2650134c-ea25-5263-a054-c5aecb28c5a2,12,1,0,3,5,1.6666666666666667,11,1,0,3,4,1.3333333333333333
feb0f4e2-c8eb-558f-91f0-8df8314144d8,2,0,0,2,4,2.0,2,0,0,2,3,1.5
c32a1626-0aba-5111-85fa-97c2f284af1e,8,3,0,9,12,1.3333333333333333,21,11,3,7,5,0.7142857142857143
e9e4e2ab-91de-5dbf-980b-aa928b768204,9,7,5,13,7,0.5384615384615384,7,1,0,8,5,0.625
6189711d-dda9-5275-8c0d-51252ba0be6f,2,1,0,1,6,6.0,2,0,0,1,3,3.0
3e341530-0307-50df-9ded-9117ac276642,10,7,2,4,3,0.75,9,7,2,10,3,0.3
36d7d304-c615-5a85-8984-996310f9c8cb,2,2,0,1,3,3.0,10,4,1,3,3,1.0
fc3dfe31-9b15-58db-a1db-5ca5b33a2118,18,9,6,24,5,0.20833333333333334,12,5,4,18,5,0.2777777777777778
16bca762-1199-5a06-a2c9-ee899453b2c0,2,0,0,2,7,3.5,2,0,0,2,3,1.5
a8d017ee-5a72-5e9f-8fdc-454f87b084e2,11,9,3,5,8,1.6,20,6,7,1,2,2.0
9d85b82b-1090-542a-ae8b-29cc6b9fb4ec,6,2,0,4,5,1.25,12,6,1,3,3,1.0
95b14d4b-9c07-5408-a79c-c2b6bcd13087,5,1,0,5,5,1.0,9,2,2,12,10,0.8333333333333334
84100d65-97bf-57b3-9e57-3d2cfbbe8dc2,11,4,2,14,17,1.2142857142857142,6,3,0,4,3,0.75
fdcb70c9-9030-5017-835f-a81b001c1120,61,35,7,18,17,0.9444444444444444,41,21,6,14,11,0.7857142857142857
debcd118-56af-5057-bc57-40d4b601497a,36,13,2,23,8,0.34782608695652173,21,9,0,3,3,1.0
79ed8df4-29b9-5cc2-985a-2c28431d6ffe,2,0,0,1,6,6.0,2,0,0,2,2,1.0
f9baa4be-343e-5dfe-9921-de2817ac90d1,10,5,0,1,5,5.0,13,7,0,4,4,1.0
4c8a54a9-84ac-52b2-a3cf-7a9efbf668b5,16,11,2,7,8,1.1428571428571428,27,8,2,15,6,0.4
4aa667b9-3a4b-55f6-9881-db3431a26749,2,3,0,1,3,3.0,6,0,0,2,3,1.5
83141d85-8ebc-5f44-83b1-3eb4e9d322cc,58,27,5,31,22,0.7096774193548387,8,3,1,9,6,0.6666666666666666
b4b897fd-9be8-5b50-bc8f-1048f8abe96d,7,0,0,7,10,1.4285714285714286,12,5,3,8,4,0.5
0f5fdc1f-722c-5eeb-bbe2-396ed66f3188,2,0,0,1,3,3.0,2,0,0,2,3,1.5
cc759748-663f-5452-9bce-52c567db6e8d,4,1,0,4,3,0.75,4,1,0,4,3,0.75
916a65a8-4cb1-5fdd-b98d-0d5a6072ce2a,24,11,1,3,4,1.3333333333333333,24,10,3,2,3,1.5
71bcd48e-00c8-559b-a17d-d3f146fe428d,13,2,0,7,5,0.7142857142857143,9,2,0,2,3,1.5
185bf34b-853f-5afd-a392-675d287adeab,20,16,5,5,7,1.4,29,25,2,8,8,1.0
5b31ad23-3728-5d7e-8971-f26bb0b56192,14,6,2,1,9,9.0,20,9,6,2,3,1.5
4de8eed7-4f87-5bc8-883f-3bca5b72fc48,15,6,3,3,2,0.6666666666666666,19,8,3,3,2,0.6666666666666666
35df5aa4-95f3-56a7-b2da-13ffe8a298fb,23,10,1,7,15,2.142857142857143,26,15,1,8,4,0.5
14f9e83d-2cb6-57b3-a010-1b5a51ad116d,5,3,0,5,6,1.2,7,3,0,4,3,0.75
648874aa-e956-51a6-bbce-e10d185968dc,10,14,4,5,5,1.0,18,9,3,12,5,0.4166666666666667
0f3deadd-cf9d-5cfa-affe-5a3912dfc394,8,4,1,7,4,0.5714285714285714,9,5,1,6,3,0.5
8e2ef668-317e-502b-a4e5-51c914beca25,34,18,3,2,7,3.5,51,25,17,2,5,2.5
05bb3001-34b1-5901-9db8-af96e1bd2673,19,0,0,5,5,1.0,14,4,0,3,3,1.0
1e7eedf0-c19b-58d3-b478-45855c1bcbf3,142,99,18,190,59,0.3105263157894737,2,0,0,3,2,0.6666666666666666
26684fb4-b532-587b-97ec-d2b2c5dbce93,19,11,1,3,11,3.6666666666666665,6,1,0,2,10,5.0
065af37a-0e78-5ec4-9eba-df3f4ae96d47,7,1,0,5,5,1.0,6,0,0,3,3,1.0
3614f10c-84a9-5c8c-a5e2-9f6acc6ac8f4,8,6,0,4,3,0.75,2,0,0,2,2,1.0
5b255c96-d0c0-5ce5-a66a-00e0cf536ce4,21,8,3,20,17,0.85,9,3,1,4,5,1.25
6fb54594-f213-5856-b14a-a19672270e7c,44,21,12,15,14,0.9333333333333333,5,1,0,3,2,0.6666666666666666
7533f3af-bef6-55e9-a22a-bcc5048f734d,111,51,25,25,19,0.76,83,41,33,12,8,0.6666666666666666
b6985933-91eb-5982-9d8b-68245d7d4b41,10,4,2,3,3,1.0,12,5,0,5,3,0.6
7c11a2d3-3a6b-5a27-95b4-a5614a070592,5,2,1,1,2,2.0,8,1,1,1,2,2.0
0deb533d-1cea-5e2d-9526-609486dd5d88,4,1,0,3,7,2.3333333333333335,5,2,1,4,2,0.5
bce59eb5-e724-5378-adad-7d5076c933b3,124,23,7,71,22,0.30985915492957744,118,61,23,32,10,0.3125
0b7ad5b2-8222-57a6-83e2-f4fe8d216583,70,42,14,12,4,0.3333333333333333,21,16,0,9,4,0.4444444444444444
9f1210d3-ea11-5284-8daf-8e509846903b,94,50,9,73,29,0.3972602739726027,2,0,0,2,3,1.5
29026683-4e48-58ed-840c-71287b3a3ac1,2,0,0,1,8,8.0,2,0,0,1,2,2.0
8aab7f32-5447-5f3d-b1db-d112f62fdb13,10,6,1,3,7,2.3333333333333335,22,8,7,3,3,1.0
f12215cf-5978-57e4-ac55-24dc65e43e97,19,7,0,8,11,1.375,20,8,0,8,6,0.75
609a1b34-4380-522d-9ab3-c5660c0d2779,17,8,1,6,9,1.5,11,6,1,4,4,1.0
d3fcaf0c-0cba-5168-b4bf-6c33fcc56024,35,18,7,57,13,0.22807017543859648,28,16,13,57,9,0.15789473684210525
e4f7205e-3b35-525f-bb42-5b305ce8c10c,2,0,0,2,2,1.0,2,0,0,3,2,0.6666666666666666
eadfbd18-fddc-54fa-81e0-adc38c53c441,32,15,3,19,19,1.0,2,0,0,2,3,1.5
7c1274fc-85d5-55a2-83bc-ace5c12a2294,21,7,1,8,8,1.0,26,8,1,9,7,0.7777777777777778
fd0d8c78-811d-537f-8c1d-252b1e1ed502,11,4,4,2,3,1.5,14,7,3,3,3,1.0
4c0ce8f0-3161-5ed9-a6f9-8fb61de0bb90,3,1,0,2,4,2.0,2,0,0,2,3,1.5
d5ffb2e2-6886-5b68-ada9-937bb657a249,12,6,0,4,7,1.75,20,11,1,8,8,1.0
65ad32a7-a1e8-5c84-960f-9212961d6ea5,2,0,0,1,5,5.0,2,0,0,2,3,1.5
f48666ca-df41-5440-8cf4-a51882cb7d81,140,87,29,6,6,1.0,141,88,29,7,7,1.0
296a1974-d85f-5cd9-a75a-e030cb7f8787,9,4,0,3,7,2.3333333333333335,32,16,8,11,10,0.9090909090909091
fa331d22-001c-5299-ac1d-c478dbdfba91,1,0,0,1,10,10.0,2,0,0,1,2,2.0
a51fa557-84dc-5fb9-8e4d-d01dc0d12314,18,11,3,1,4,4.0,2,0,0,1,3,3.0
6effd37a-ec80-542b-81b6-04568545a9db,5,4,0,1,3,3.0,7,1,0,2,3,1.5
2efef0d7-cfbf-55b6-af4d-b5d966ec705f,138,84,24,95,43,0.45263157894736844,2,0,0,2,3,1.5
18eb2038-38d1-5760-bc0e-9337667bbb53,13,6,0,10,11,1.1,8,3,1,6,5,0.8333333333333334
842aefbb-ad1b-58cf-be09-f0d6a93072a2,5,0,0,9,8,0.8888888888888888,6,0,0,6,5,0.8333333333333334
cc9b0c4f-d6a7-516c-9a21-4dcbe84330e4,38,20,2,20,16,0.8,4,1,0,3,3,1.0
74b2ba17-34a7-5424-bd60-4edec5ede5f5,38,21,2,13,12,0.9230769230769231,19,8,0,16,9,0.5625
f1dc3349-6135-55dc-9d0e-f62f9d9eeb70,1,0,0,4,6,1.5,2,0,0,4,4,1.0
57166f31-bc18-5797-8c5c-15148179e898,7,5,4,8,9,1.125,14,7,2,5,5,1.0
ea17ff15-ba37-5ea0-b0be-1d329e30ba90,2,0,0,2,4,2.0,2,0,0,2,3,1.5
696bc1d0-b6ce-500e-bdac-491bd3a2dba7,14,6,2,3,7,2.3333333333333335,10,2,1,1,2,2.0
0eab7de5-29fb-521a-ba8e-4592f8c3bacf,3,0,0,2,4,2.0,3,0,0,2,3,1.5
e8464b73-23b6-56f3-94a4-2703cc6fd3a3,33,16,3,9,13,1.4444444444444444,34,20,6,2,4,2.0
f760c616-446d-56b4-927f-f4d1429d873e,3,0,0,3,4,1.3333333333333333,3,0,0,3,3,1.0
f61e24aa-42d6-530d-a1e9-0ab340f05a81,14,6,2,3,5,1.6666666666666667,18,8,5,3,3,1.0
c172369d-f256-5028-92af-cf0d4b07eb32,9,3,1,4,5,1.25,9,3,1,4,5,1.25
b82b223b-fbda-5b5e-8b7a-e904f83c65b1,22,18,1,14,19,1.3571428571428572,9,4,1,8,6,0.75
691ba0b1-d9c3-5cb6-9c5d-7788f2647561,11,5,4,19,9,0.47368421052631576,31,12,10,32,7,0.21875
564fee0e-8ec5-5425-a349-ccb59a461c42,15,9,3,6,8,1.3333333333333333,17,5,2,3,3,1.0
d45235bd-fa73-53dd-97c7-0dc745a64d54,33,18,5,44,11,0.25,6,1,0,28,7,0.25
33f1151c-0cf3-59e9-86ca-96eb311c395d,5,2,0,2,4,2.0,4,1,0,9,9,1.0
a45da933-d45d-5cbc-82ef-e168a10b5803,28,8,0,9,8,0.8888888888888888,30,13,3,7,4,0.5714285714285714
68883bfd-8b24-5070-9a7a-1a06b4eb171a,6,0,0,5,6,1.2,3,0,0,4,5,1.25
28b4be57-30f7-53a2-bb36-cad7d7f939e0,136,108,21,145,53,0.36551724137931035,13,4,1,24,8,0.3333333333333333
600728af-ec38-574e-9022-bac5eeb70ca5,74,39,19,54,21,0.3888888888888889,61,38,21,55,14,0.2545454545454545
9e4d892a-425a-55cd-873d-02b53662c0b5,4,1,0,4,3,0.75,3,0,0,4,2,0.5
11ab16fb-5d7c-5dfa-ac73-9b1ab72525bb,8,6,0,2,3,1.5,11,4,1,2,2,1.0
f0724d01-97ad-5ccc-90ac-4bb1b413882a,57,24,6,8,6,0.75,39,18,6,6,3,0.5
fdee7e29-9d52-5523-9387-98a4ce6c0600,4,1,0,3,4,1.3333333333333333,4,1,0,3,3,1.0
7f4b31cf-7721-50de-886e-ebffa4615d6d,2,0,0,1,5,5.0,15,8,0,3,3,1.0
d83bc737-dd65-5133-bf2a-65dc4cfe2985,2,1,0,2,5,2.5,4,3,1,2,3,1.5
29060fb9-af53-5509-a093-f5b578de2dbe,3,1,0,1,4,4.0,2,0,0,1,2,2.0
c336ffb4-a34d-5571-844f-f7a18cbd4db0,99,53,12,85,42,0.49411764705882355,2,0,0,2,3,1.5
f8f4192b-4c77-5ab0-bf99-d6f38b1b8f18,17,5,0,11,29,2.6363636363636362,13,3,1,3,24,8.0
d409936d-47ff-584d-9cbe-f704bc55051d,15,9,2,5,8,1.6,21,10,3,7,6,0.8571428571428571
4bf4f101-7b81-5f12-8c2f-8f77833db49a,37,19,5,17,18,1.0588235294117647,37,19,5,17,16,0.9411764705882353
f3e9bb0e-ab20-5311-b684-d6f4513ba438,29,9,7,2,2,1.0,34,18,12,4,3,0.75
74eebded-a2ff-503f-84e2-56b39aea772d,17,5,3,10,7,0.7,6,1,0,6,5,0.8333333333333334
8981f747-abb3-5ce8-90da-aaa947bd8800,10,8,1,7,10,1.4285714285714286,16,9,3,15,9,0.6
5b70613a-80d1-5d44-917b-f34027510f6d,17,10,1,6,9,1.5,18,12,5,2,2,1.0
b4fb9d1e-5404-5cb5-9323-1926e953c335,14,8,4,4,5,1.25,24,6,5,4,3,0.75
5a0a6e05-0bfc-5bfd-b33f-6fd89257231e,4,3,1,3,5,1.6666666666666667,7,3,1,5,5,1.0
f3bc700e-0901-5f5a-8ca5-59135d7f1b27,4,4,0,2,5,2.5,8,4,0,2,2,1.0
7d3c827c-e9e9-5600-a3dd-9b6f45978661,41,21,4,15,14,0.9333333333333333,23,10,2,7,5,0.7142857142857143
c86b48d9-3428-5dec-82a9-188a8a5422b0,2,0,0,3,6,2.0,2,0,0,6,4,0.6666666666666666
6bcfd203-bd33-5742-842e-5d8019ecdec7,9,4,1,1,2,2.0,14,4,1,3,3,1.0
8fbcb9a1-277c-5300-8c51-16ccff806b84,3,1,0,6,13,2.1666666666666665,4,1,0,5,3,0.6
f79e7f16-606e-5892-8c85-c437a2d957e5,6,0,0,3,5,1.6666666666666667,4,0,0,2,4,2.0
a43b3e5b-68aa-5154-9897-6a269446ba28,6,0,0,11,11,1.0,3,0,0,3,6,2.0
15ef13db-ab71-5d2f-8816-f2634449487b,134,147,12,167,69,0.41317365269461076,7,0,0,9,9,1.0
75f5799b-a658-501f-8480-802525a7b3a5,2,0,0,1,3,3.0,2,0,0,1,2,2.0
1c6a86e7-fc52-52bb-b465-6038410b43d8,18,7,2,7,7,1.0,22,10,5,15,14,0.9333333333333333
8d2303ef-8797-5c83-baf9-089ccbdff18e,18,8,0,8,5,0.625,3,0,0,1,2,2.0
be65ab73-394d-5f66-a301-1d6030e79a69,180,107,21,36,16,0.4444444444444444,13,7,0,3,3,1.0
a9e1cd78-ceab-5b60-b8c5-97876914c448,41,23,9,5,6,1.2,16,5,1,8,4,0.5
87d2dbfe-ac93-5a02-8ee3-229041e97d41,15,6,0,10,12,1.2,19,8,0,6,6,1.0
f78955c7-d42d-5ce1-a7d0-db4deec034a6,5,2,0,1,3,3.0,10,3,2,1,2,2.0
13dbafa5-7580-5495-93e3-993a3311203c,6,2,0,1,3,3.0,6,2,1,1,2,2.0
26771bf6-8922-5c05-a170-d34dd4221f50,23,7,2,12,14,1.1666666666666667,21,7,4,4,5,1.25
c51edd14-1a10-59a2-979b-1b34da633365,25,13,0,1,7,7.0,11,4,0,4,4,1.0
52b5b1b8-7014-506d-898a-9d97860ed791,36,15,10,28,24,0.8571428571428571,4,2,0,2,2,1.0
da7686fb-0917-5d86-9461-797d0ce64303,17,12,0,13,11,0.8461538461538461,9,3,0,12,11,0.9166666666666666
8fb15b39-f417-582f-8c8b-233d62244289,4,1,0,5,10,2.0,5,2,0,6,5,0.8333333333333334
3c4fed48-20f0-595c-b0a7-aac6ff352224,3,2,0,4,5,1.25,13,7,2,12,9,0.75
d87771de-f0db-5a17-ad1f-0e09156a6172,10,5,0,7,10,1.4285714285714286,30,9,2,15,12,0.8
2c66820b-32ba-5886-98e3-312c22a395df,9,3,2,18,8,0.4444444444444444,25,9,9,24,4,0.16666666666666666
851043e2-69f4-5d5b-b33a-1eeefc9e2977,3,1,0,5,7,1.4,4,2,0,5,2,0.4
cddc6504-24de-57b7-a3a3-bc0031b31f6a,27,5,2,18,18,1.0,19,4,0,14,14,1.0
0d40dbec-1585-5adf-8b58-f4c9f39cbf18,38,20,4,26,11,0.4230769230769231,6,0,0,5,3,0.6
b03f386a-00fe-5d30-b0ce-86697e61337f,37,20,8,7,8,1.1428571428571428,2,0,0,2,3,1.5
22917dd6-07f1-5cb0-ae1d-d230a34bc284,8,4,0,7,8,1.1428571428571428,14,10,2,14,9,0.6428571428571429
c6a91ecf-b6f4-5514-a5c0-c52f876709e3,13,3,0,1,3,3.0,22,5,3,6,3,0.5
4468d9ff-addb-5e4a-b52b-032f5b05b8fb,81,40,19,32,25,0.78125,65,34,18,17,16,0.9411764705882353
de483a80-1551-5edb-aa55-15c57cc87547,23,15,5,5,6,1.2,19,13,4,4,4,1.0
843fc414-1d93-5e4c-8812-9765d6fadf90,50,27,6,14,10,0.7142857142857143,70,39,12,35,11,0.3142857142857143
a3fa3c73-a4ac-5dfe-a109-fc79b86cd93a,18,9,0,7,8,1.1428571428571428,21,6,2,5,4,0.8
ae579b92-d6d2-5220-8b2d-12dac446fc64,4,1,0,2,4,2.0,8,2,0,2,3,1.5
8c2434f7-454b-5dbb-b305-8569afaab201,43,19,7,18,17,0.9444444444444444,20,7,3,5,4,0.8
7283cf08-4d7f-557d-9afc-d600a9ddee6e,58,30,5,24,28,1.1666666666666667,3,0,0,1,3,3.0
f9daac72-fe58-5a18-90e9-c8b7ade6b618,3,1,0,4,4,1.0,3,0,0,6,4,0.6666666666666666
6f43e4d2-6cd5-5382-8d5a-6d50c1d8ae7f,38,19,2,6,4,0.6666666666666666,41,23,8,9,9,1.0
d78203e9-facb-5a99-b887-fb3db97b8e37,19,10,3,13,6,0.46153846153846156,24,13,1,21,11,0.5238095238095238
02298a7a-a73f-5e3b-864d-91811c7246d1,49,26,15,22,14,0.6363636363636364,19,7,1,16,11,0.6875
c721248b-7863-5b5c-a092-10ec5a4a732a,3,1,0,2,7,3.5,2,0,0,1,2,2.0
b2cfeb89-2074-51b9-b782-bac34450ef86,79,53,10,83,53,0.6385542168674698,8,3,1,6,5,0.8333333333333334
9a6f51a3-b23d-5a53-9b43-56fe8936bcba,2,0,0,1,5,5.0,7,1,1,1,2,2.0
512e1ab2-1cc8-5e11-b432-8b87701f77e3,35,21,6,23,10,0.43478260869565216,99,52,23,202,15,0.07425742574257425
d12f7bbf-847e-5a50-9e2d-6727b8b59530,11,4,1,12,9,0.75,8,3,1,9,5,0.5555555555555556
699b30e3-9ad1-502c-bc57-b13588ac49a5,12,3,1,3,14,4.666666666666667,10,5,1,5,2,0.4
412ad836-deac-59f2-9e53-61c56ceab64f,15,4,0,3,3,1.0,13,3,0,5,3,0.6
1ed8b991-9b89-5f41-a6ef-a1280397c726,31,14,7,1,13,13.0,39,18,10,1,2,2.0
9ec787a9-0a01-5f93-b717-e4c80192feed,3,0,0,4,7,1.75,3,0,0,4,4,1.0
edf6ae3a-4b3f-5c04-84fd-c33c03ed69d9,4,1,0,1,2,2.0,4,1,0,1,2,2.0
52f9db51-bf27-52d2-b197-1086a2adda84,48,27,2,23,21,0.9130434782608695,30,11,2,10,7,0.7
2a792259-0972-5ce0-a1de-0a77dbdfeeaf,55,26,6,11,6,0.5454545454545454,3,1,0,2,3,1.5
007a0fab-2166-505a-99a7-6dff195d77b7,5,1,0,2,7,3.5,5,1,0,2,3,1.5
f7165df8-1501-5b32-8d66-f43623a8ab66,12,9,1,2,4,2.0,21,11,0,2,3,1.5
5e8df97e-4f26-58b1-8e2a-e93b16305534,42,33,10,28,9,0.32142857142857145,33,11,10,13,5,0.38461538461538464
e83bd10d-fae5-5156-8ed2-d732d10adc10,54,27,11,108,15,0.1388888888888889,53,23,12,105,12,0.11428571428571428
8377efb6-4172-5050-bc73-7009dae5e996,22,5,0,24,21,0.875,15,2,0,11,11,1.0
9e97fc60-30a6-5352-8c7a-1c108fabd492,4,0,1,4,4,1.0,8,3,1,6,4,0.6666666666666666
fcae5001-4379-5a0c-9dba-fc37fa12cb1d,89,13,0,41,17,0.4146341463414634,83,12,0,38,15,0.39473684210526316
15ae0940-c749-536c-b69c-a0925512df10,8,3,0,1,5,5.0,14,6,0,9,8,0.8888888888888888
997462a8-0c79-5129-85c6-d78a3bf433ca,6,1,0,3,6,2.0,6,1,0,3,2,0.6666666666666666
f45ae31a-0c13-5cbe-b79e-473e1e4bc71c,7,4,3,6,5,0.8333333333333334,7,3,3,6,3,0.5
3c2e5aec-672d-5358-8bdc-db6e1c84acdd,2,0,0,1,5,5.0,2,0,0,2,3,1.5
755873cc-8d8a-591f-b928-134df28a6483,3,1,0,2,4,2.0,2,0,0,2,3,1.5
901ed9d0-5bcf-5167-92dd-ab7c1a1ff293,68,54,15,42,16,0.38095238095238093,68,54,15,42,13,0.30952380952380953
6b47a422-b5b2-5eda-94a4-f0d8b7f24013,3,3,0,1,3,3.0,2,0,0,3,3,1.0
7944a628-5392-5dd3-88fd-8abeacb17cc0,8,2,0,1,5,5.0,7,1,0,1,2,2.0
44a15c50-ab92-5503-b147-048460ebd6c1,8,3,1,9,6,0.6666666666666666,9,3,1,9,6,0.6666666666666666
c4c5b559-e42b-5b7a-9573-16ceb2e6bf72,33,20,7,28,7,0.25,2,0,0,6,2,0.3333333333333333
e19eace3-6e33-514d-b5d2-94c9a186b7ec,15,10,1,8,9,1.125,12,4,1,3,3,1.0
d5af1b18-9390-5ddb-be66-66e1ea8b50db,6,1,0,5,9,1.8,16,5,0,15,4,0.26666666666666666
15ff0fd4-c7ad-52fe-8478-dbb45317a161,8,3,1,15,7,0.4666666666666667,9,3,1,15,7,0.4666666666666667
96472bfb-0635-5240-ac9a-b0b809f89c80,18,12,4,4,6,1.5,9,5,0,4,4,1.0
f700873e-b101-5349-ad84-b652fb5db8c4,23,11,6,5,8,1.6,17,9,4,2,3,1.5
ee703249-df19-56e8-b4fc-d74ccdc42268,2,0,0,2,7,3.5,2,0,0,3,4,1.3333333333333333
d123ff17-121c-58d7-a154-70472c2a5692,10,7,1,7,8,1.1428571428571428,15,10,0,9,5,0.5555555555555556
5daf2594-3b13-5895-86cb-48f506434f25,24,5,2,3,3,1.0,3,0,0,2,2,1.0
dab6f3ec-2c13-56ee-9487-4182fff81d75,24,12,1,5,8,1.6,58,31,15,5,7,1.4
2459e99b-ffc8-5e0e-9643-56d5420c64ec,4,2,0,3,5,1.6666666666666667,11,6,0,8,7,0.875
25bf8799-b96a-5c32-9988-855fcbfd9b0f,1,0,0,2,5,2.5,2,0,0,2,3,1.5
dbc0412d-e272-58fd-90bf-3c5176722e8f,5,1,0,2,4,2.0,16,6,1,6,5,0.8333333333333334
1b8ebcde-f72f-5db6-803a-cd270bdeda37,4,3,0,2,4,2.0,18,9,4,5,5,1.0
06f4633b-fa3f-5939-b9b9-b2bb6c1e42fc,2,1,0,1,3,3.0,4,1,0,1,2,2.0
cb3b726a-1d5f-5e31-b0d5-91ca3fd1af4d,13,1,0,10,11,1.1,7,4,1,2,2,1.0
3b470502-ad4e-5335-b119-70e5e6d0240d,28,23,5,19,20,1.0526315789473684,34,23,4,20,19,0.95
e560492a-424e-5655-91a3-0af94c83b3a4,26,10,1,2,7,3.5,19,7,4,5,3,0.6
f2aac9a8-4c53-5d02-865a-d173797712f5,45,26,12,17,10,0.5882352941176471,31,19,9,21,13,0.6190476190476191
e6cb680a-5768-58fb-b33e-5e6a961b9e64,20,10,2,8,10,1.25,23,11,6,10,10,1.0
ff284757-4b24-5a26-900e-c9352f9b0713,2,0,0,2,4,2.0,2,0,0,2,3,1.5
1a0125f9-a959-5da9-9955-66acab7b590a,1,0,0,1,6,6.0,2,0,0,2,3,1.5
