uuid,source,h_n_lines,h_n_tactics,h_n_have,h_n_premise_refs,h_premises_loose,h_premises_strict,a_n_lines,a_n_tactics,a_n_have,a_n_premise_refs,a_premises_loose,a_premises_strict
827702da-2b10-5cbc-848e-b3c15935bfc4,olympiads,37,25,6,3,4,3,47,22,18,1,2,1
05f39502-4a46-5dee-92e2-a72ab92a59be,olympiads,56,31,13,2,2,0,15,7,3,1,2,0
6225d4ce-8f8a-5c07-8c9a-67229423154a,cn_contest,23,10,2,10,4,3,30,19,9,11,8,7
8cba6110-c935-5fbc-9249-a260552633b5,cn_contest,36,14,11,7,6,3,36,13,12,5,5,3
fd4819eb-c0f9-5270-a6a5-e8e67f376564,olympiads,43,21,1,5,6,4,112,46,51,6,6,4
f4021d4c-718c-5bb4-8e8b-d3d4e3a78f56,olympiads,50,20,10,15,9,6,63,24,23,24,10,7
1bd1b908-1c12-5076-b518-5144f764d12f,olympiads,71,36,22,9,8,7,60,28,19,25,6,5
993c52db-b5d2-5745-b13e-fc9e7eac0ee7,cn_contest,85,45,2,5,3,2,75,38,10,32,12,11
28958f55-da2e-5e4f-a534-46451bbd04bc,olympiads_ref,13,3,0,7,5,1,20,8,1,6,5,3
1aeee193-2a31-520b-a0dc-673d59b907ea,olympiads,31,17,16,21,12,10,26,14,10,11,7,5
22790e68-d6a6-549c-8029-968a615e525b,amc_aime,32,26,13,6,3,1,36,26,13,6,3,1
31f6864c-afe5-5b88-a3f2-cc06843e9ae6,olympiads,101,67,29,22,4,1,21,7,5,20,7,4
a60fd8a9-60fd-534e-87ca-135dd46ee4b6,amc_aime,38,9,3,34,5,4,36,13,13,34,8,6
1863dac1-7bf4-5e2a-babf-a307eec80077,olympiads,49,24,19,103,11,10,46,25,14,81,12,11
2790972b-9c66-59ec-9cdb-21a5f2ec8686,amc_aime,76,46,11,37,26,24,7,2,1,6,6,4
6e54f0b1-509c-5142-a81e-02fe96bf4487,olympiads,27,20,7,9,9,7,79,33,24,21,7,5
04f00bb0-c6b8-5d71-9361-13e15b39101f,olympiads_ref,1,0,0,2,6,2,1,0,0,2,6,2
ccc6b314-e521-5011-9cb9-847d8395f457,olympiads,62,36,4,5,5,4,56,26,12,11,7,5
6192e886-9083-5dce-bc6f-779f20cc8416,olympiads,25,12,8,4,4,3,28,13,8,1,2,1
03a1c8d7-e7a3-5673-aee0-5344470d12cf,olympiads,111,56,18,40,13,8,49,18,18,28,10,6
c49974f8-3384-56ed-bab9-99d236746ce9,aops_forum,23,12,5,3,4,1,92,46,26,4,10,2
130544de-73e3-5b37-87fd-ecaf3bfa2eb6,olympiads,151,70,17,12,2,1,32,13,10,3,2,1
b15d7ae4-e131-5303-93fb-bc7532d9013d,olympiads,36,27,7,8,8,6,57,31,13,3,4,3
5171d1ad-d080-545d-b15b-90e88f57276d,olympiads_ref,29,13,1,6,4,3,32,13,3,3,3,2
b430eda9-7b0d-506f-9d45-38c57e56f060,olympiads,30,11,5,7,4,2,23,10,3,4,4,2
5ae64c30-32c1-5d85-98ca-e586f0af56e0,olympiads_ref,6,3,1,15,11,9,9,4,1,10,7,5
cd0b97bc-5ec7-5f76-9717-75365c5e0908,olympiads_ref,3,1,0,4,5,4,8,1,0,2,3,2
8d6aab62-1493-59a7-bfbc-f6e761f497c9,olympiads,84,37,7,4,4,3,29,11,8,3,3,2
c2e37978-39bf-52d9-9b72-ca3f1aeb6ae5,amc_aime,15,9,6,7,7,5,30,11,12,2,2,1
2d88d3c2-aa9a-5634-8d8e-bb830a975fd4,amc_aime,39,24,10,15,14,13,75,31,38,33,8,7
5c3c855f-03a0-5003-b8d3-d18b80e91c38,amc_aime,29,18,6,1,3,1,47,16,16,12,9,7
d0c1af2e-20d8-578b-ab03-8d2e498a2d01,amc_aime,17,9,0,34,7,0,19,9,5,42,7,0
f0203dc5-ef11-55ab-b758-de5600e026c5,olympiads_ref,109,40,18,4,3,1,14,3,1,1,2,0
a6e9abf8-49ba-5278-94d2-9f26add87202,amc_aime,5,1,0,1,2,1,26,11,10,1,2,1
14bd707b-57e8-52bf-b964-81ec1e7aac2f,amc_aime,20,14,5,7,6,3,18,14,4,7,6,3
f8cb7d4c-16e7-525d-b29f-f406da162ea5,olympiads,110,54,36,17,6,5,45,21,17,9,6,5
8956508b-8400-5730-accf-5174a3e40cd0,math_test,11,5,0,3,6,3,9,3,1,1,5,2
e72fc59f-1ef0-53b3-adf9-79d037e5db86,math_test,14,9,3,2,2,1,13,3,4,2,2,1
929bff55-e85a-5e64-a2cd-59609618d801,olympiads,11,3,2,19,10,3,88,31,4,32,14,6
f7572090-3458-5c05-be49-1498466f7dac,math_train,16,11,2,6,3,0,28,11,5,10,5,3
eb955ac2-e084-5402-b022-a5a483f1172a,math_train,26,19,5,2,3,2,17,5,7,2,3,2
2ab91001-30b7-5faa-9fa9-a9be564a0210,aops_forum,33,22,15,84,10,0,33,13,7,53,10,0
1c3ef16b-5db6-5686-aa0a-4f9bd5c0b0c3,olympiads,13,1,0,4,3,2,28,13,6,4,3,2
350c3cb5-414c-5eed-8e58-f20bab2be1b6,number_theory,12,6,0,19,6,2,41,19,12,37,4,0
b4e260e0-88ea-5ca0-9fb7-0459d8128261,olympiads,107,54,17,5,6,5,57,43,11,8,7,6
c84a0169-142e-529c-9e76-c1a4b36f4e2f,olympiads,11,4,4,12,3,0,21,5,5,13,3,0
ef64bdf6-5284-50d5-a1c4-8fed1d5ab6a9,number_theory,10,6,0,10,11,10,4,1,1,2,3,2
c3c08008-dcf3-5889-a518-ff3c668770da,math_train,37,47,7,30,16,14,15,10,1,5,4,2
fed1a0a6-72a7-5b2c-8f70-bf72326450fe,cn_k12,39,31,2,11,14,8,86,37,37,3,7,1
586c6828-1c08-58b6-9dcd-0dc195aa79a9,math_test,24,16,6,47,15,5,63,20,30,69,4,0
80979ea2-cf0e-5d2c-9f58-c0b91b7444fd,olympiads,67,40,22,8,6,5,84,41,21,10,10,9
fb35c4cb-3560-5464-af88-33ab23446eb4,math_test,26,14,5,3,4,3,36,20,8,3,4,3
4aa029b3-a2f3-537d-a6e6-fbb790625b48,olympiads,117,70,19,34,11,5,66,29,18,25,4,0
114ac71c-5133-5782-b1e3-c4f837df69df,amc_aime,42,45,14,35,8,1,190,86,38,257,18,10
e209dfac-50f3-5e17-a08e-41cae1cb3392,olympiads_ref,34,18,6,1,2,1,32,11,1,4,2,1
e6cc80f6-74f3-5251-8015-4dbb9e8e2c2f,math_train,40,20,7,23,9,8,14,7,2,3,3,2
22599b6f-b740-56ef-82ef-b4dba9ab02d3,olympiads_ref,28,12,0,12,4,0,24,10,0,12,4,0
a79ae900-9843-555a-9cc6-7ba6c222c54b,math_test,24,10,1,1,5,0,21,12,1,1,5,0
b4812999-2325-57e7-88e2-5666cc9c6ffc,amc_aime,23,15,3,3,6,4,98,38,39,4,6,4
51d7f717-a414-5b1c-b825-de57a2588261,math_train,65,35,13,12,10,4,39,13,4,23,8,4
bfd0e8db-530a-507d-9a53-a3c24ad1d631,olympiads,3,0,0,1,4,0,12,5,3,6,6,2
f62429ca-a7e8-50da-b3c0-50d386b2bf83,math_test,2,1,0,1,2,1,2,0,0,1,2,1
ef2f7bfc-4399-5e7a-9df2-f0c556e6cabe,olympiads,17,14,2,10,9,7,65,28,19,7,5,4
0788ec65-89ca-561a-b2c8-91e018c9a176,olympiads,9,5,1,1,4,1,54,13,15,2,4,1
fe11d3dc-409e-5bfd-9b1c-02943e9c22e1,cn_k12,24,15,3,6,9,5,38,20,11,6,9,5
ee52321c-5ce3-5dee-97c5-3f76072c9950,math_train,14,6,2,2,3,2,37,12,16,6,6,5
075eafcb-51c5-56b9-99ce-581520e76aa4,math_train,22,9,1,2,3,1,13,6,0,11,5,3
2ec45937-a0c9-5f56-a3ff-62b6ee01ab00,olympiads,4,1,0,3,4,3,5,1,0,3,4,3
11814e28-8658-545a-b9e1-d9818daf6fa9,cn_k12,16,10,3,3,5,3,24,12,6,12,5,3
12b384bc-fef1-5a0b-bad0-12e836ab9cfb,amc_aime,28,19,6,1,2,1,42,22,7,1,2,1
dacdb551-54d3-5ad4-99bb-df5363e4d7db,cn_k12,11,13,0,4,3,2,46,16,15,6,3,2
5635d329-4a90-5a5b-ba23-53761d9a316c,secondary_math,16,11,6,8,2,0,22,5,6,10,2,0
11dce336-5df0-523f-9dba-99c7c30f03c4,olympiads_ref,19,11,3,1,3,1,68,26,24,21,6,4
c6fc953d-108e-5c1c-837b-787641805fea,olympiads_ref,14,10,4,12,7,6,2,0,0,2,3,2
19f291ba-91a8-5355-8880-dd2a9cb75f44,math_test,29,17,8,27,14,12,33,17,9,21,11,9
95a674c7-e5c8-5c6b-b7f4-aedd0bc7b547,cn_k12,40,26,13,13,9,5,33,14,8,36,7,3
71437a57-6acd-50fc-829c-b1095d5c6467,amc_aime,33,16,3,2,3,2,70,27,18,1,2,1
9058ec43-5e1e-5d82-968b-9cb00c5d644b,olympiads_ref,4,1,0,3,2,0,4,1,1,3,2,0
6e6563f4-f965-5a21-9960-7726ae45324a,olympiads,57,35,2,16,9,7,18,8,8,17,3,1
87bd670d-4b77-53e2-b657-2ca75e67e0bd,number_theory,4,0,0,6,7,3,37,13,6,14,8,4
a617c404-cb72-5f49-8548-20e8d3e68061,olympiads,20,11,1,10,8,3,37,24,7,15,8,5
85e41370-8fd4-5c49-9aaf-89f287664e42,olympiads_ref,48,18,6,8,8,6,31,16,6,7,6,4
36207bfb-029d-5e61-8175-792b77c26f81,math_test,11,11,1,29,13,0,16,8,8,52,16,3
3b1c2431-a42a-5149-95aa-b8ee64460e22,amc_aime,4,1,0,4,3,1,4,0,0,4,3,1
af20102f-cb38-5e56-b827-9b77a9ba5b2d,math_test,96,70,7,17,10,7,96,56,20,7,5,2
3c6f05e4-b9a2-50b2-b1ba-3fca9fcd4e19,number_theory,6,2,0,3,4,2,8,3,1,6,4,2
36d6e5b6-0ea5-572f-9b3e-add19170a659,amc_aime,75,20,9,24,16,12,111,29,27,88,18,14
ebc61bc9-28b2-57c4-a906-00f03cdfc50e,olympiads,104,53,15,53,36,31,27,16,0,7,6,2
8b8f3643-1f33-5044-82f6-2bdbaada3c24,olympiads,94,46,28,1,3,1,123,32,19,1,3,1
e6ebcdab-84f0-503f-b94c-30a64a098afa,amc_aime,57,36,10,31,16,11,6,2,0,5,4,0
bd9a753b-f7c2-5f2d-a983-cbf2a15d2c01,olympiads,15,7,3,5,5,4,11,4,2,3,3,2
4d7fd8c6-95c6-5c53-84eb-cae8556c93fe,math_test,106,56,29,40,24,21,15,6,2,24,8,7
b3ce2687-d2e2-5109-b30f-29bfdb565481,number_theory,44,37,0,12,2,1,50,37,0,12,2,1
20aff9c6-1a43-590d-95f5-5cbcf0b6a388,inequalities,17,8,5,3,7,2,21,9,6,3,7,2
9829b3f2-f571-55d9-8ec4-1fa1dbf8d509,olympiads,38,23,8,6,4,3,36,15,17,9,4,3
150b3df7-f2de-5379-bfbc-30273f7618f7,number_theory,14,6,6,10,5,4,39,15,21,14,6,5
a0cf4dfe-d185-54b5-a1a7-416ea71dafad,amc_aime,56,26,11,10,9,7,42,28,5,7,4,2
3c7de8b2-6840-5fec-b871-93584ef53324,math_test,43,21,6,25,10,8,15,6,0,3,3,1
df0ee109-63e4-5ebd-93e8-c7a6eceb5197,olympiads,15,5,1,6,6,4,28,9,10,20,8,6
d09a080e-ac65-52be-819d-28e4c63fb389,olympiads,13,6,0,3,4,3,30,15,4,1,2,1
33af2aaa-804e-58cd-bb83-2cfce5634b93,math_test,35,18,11,12,4,3,81,28,18,28,5,4
cb52b24a-22e1-5f3f-9177-4e368c14250b,number_theory,5,3,0,3,4,3,3,0,0,1,2,1
2c46f273-4167-559c-8144-33e6009732f6,olympiads_ref,23,23,12,7,4,2,30,21,13,5,2,0
afa6c7db-d58d-5268-a3b0-69cdb30d1787,olympiads,109,50,58,74,7,6,67,28,23,47,7,6
42df760d-fedb-5cdb-8ef2-476856f4b8a5,olympiads,18,10,0,5,5,3,20,10,0,4,5,3
691ac865-4c46-544a-9f59-6467b2df4dd0,cn_contest,86,48,12,1,2,1,133,83,43,3,3,2
37603035-14ba-5fc9-947b-269d8e4b3402,number_theory,8,4,2,3,2,1,8,4,2,3,2,1
ce09405f-b73c-54fc-8982-55654bb210e5,math_test,11,6,3,4,5,4,9,3,3,5,4,3
9d51d67b-762d-5bb5-a89b-f2b4b14fa320,number_theory,7,5,0,1,2,0,22,11,4,2,2,0
ab5b13b0-0a71-54c3-bbf4-c6145aa0bfb7,inequalities,29,8,9,2,5,2,33,13,11,4,5,2
9e7751c1-a035-56f8-bedd-3566c49cb4e4,math_test,9,11,0,5,6,3,68,44,0,2,3,0
71109bdd-69ab-5737-8c81-35b7d253e326,number_theory,7,2,0,14,10,8,8,2,0,14,10,8
c63e0432-b5f7-54ff-b180-2eef49b18602,math_train,47,29,16,50,11,7,67,28,21,74,13,9
254a92af-9153-56a0-947b-79c07b3a2d6a,olympiads_ref,37,22,4,15,5,3,52,19,13,27,7,5
d14f424f-e2da-51fc-a67d-8e441c1c04c4,math_test,64,18,8,60,6,5,27,20,8,29,5,4
b9bbcc78-04e0-50df-b2c2-aa87030be4ad,number_theory,20,15,4,10,4,3,33,15,14,6,4,3
ba350347-0450-5447-9d38-fc393291dcfb,olympiads_ref,21,15,3,1,5,1,40,16,4,2,5,1
33eb583f-8efa-5650-8e7e-5b04a0a32fb2,math_train,50,34,7,1,2,1,43,20,9,5,6,5
5ca4bc94-a044-54fe-8163-75859c02babc,olympiads,22,6,2,12,12,0,20,6,0,12,12,0
403d2b33-8ae4-5a44-8cc0-1a6594f8b682,secondary_math,152,69,47,6,5,1,168,76,57,10,8,4
e662ae99-be7c-5020-ab24-62f5afd5d08e,number_theory,31,20,9,42,27,21,32,20,10,42,27,21
04c5bf83-7ba8-5d4c-bfcb-ee389e668336,olympiads,17,17,7,1,2,0,15,7,6,1,2,0
3a6a2929-9306-5bce-9445-fd64a4a84d74,cn_contest,54,61,1,8,7,3,124,51,21,3,5,1
ddc717c2-3461-5423-a302-1dc9203b9d23,math_test,28,11,2,1,4,1,32,13,9,1,4,1
13ea55a4-d60b-5f34-9a80-a2834adb9122,olympiads,21,12,2,2,5,2,71,38,23,26,11,8
e7eb74c3-a10e-5e47-8055-b669df8c910b,secondary_math,31,20,2,3,3,2,87,41,30,2,3,2
77cdd95e-f86b-5340-bedd-6181baf98c42,amc_aime,8,4,0,6,5,3,16,7,4,15,3,1
ba387b33-165c-5860-9769-67f8f17a8e04,olympiads,11,6,1,1,2,1,28,13,7,2,3,2
f2481f42-1376-5408-a19a-3919eef685c7,cn_k12,16,9,2,10,8,6,26,11,8,24,13,11
c6a13d04-f8b0-545d-8750-a6cbfa66d4f1,olympiads,15,7,2,1,2,1,62,22,15,18,5,4
3ae19d99-622d-5357-903f-ef78ff40d834,cn_contest,81,39,10,25,13,9,25,11,2,3,4,2
759ab3a2-8527-503c-a362-1eac9d292b97,amc_aime,37,26,10,29,20,19,46,21,15,9,8,7
96ac42b9-486e-50ef-a344-56a7dccffdd4,olympiads,46,20,17,14,12,11,23,10,10,1,2,1
b918b027-f373-56f2-9d2c-75ce3358f618,amc_aime,4,1,0,2,3,2,4,1,0,2,3,2
a747c5aa-a274-5be2-80e9-e80b0c821e82,math_test,40,23,4,2,2,0,36,17,4,17,4,2
57bacd14-6983-5a19-80d0-4cd18c3e9bb8,olympiads,9,5,1,2,3,1,14,6,0,2,3,1
e04e1c44-cdb1-5f82-9bb3-d1c539ce3db4,olympiads,5,4,0,1,2,0,13,5,1,1,2,0
af01d427-85ad-54a7-bc79-5d9c09b9c0a6,amc_aime,156,77,41,29,19,18,167,89,46,23,18,17
540232c9-fedf-57ca-aea9-9a4b4c2f1542,olympiads,10,5,0,5,5,3,21,9,3,1,2,1
bcbd6aa6-a098-5889-bb0a-9664a65c4bdb,number_theory,6,2,1,6,7,4,5,2,1,6,7,4
e20e3985-9e05-53f5-9311-fb534621349f,amc_aime,29,24,4,32,19,17,20,6,1,7,4,2
31fd7bcb-400d-5b36-b33c-6cb5c2d0fa67,olympiads,31,11,1,2,6,0,35,16,5,2,6,0
b450657c-f9fb-5bfa-9d97-2a689c521b30,olympiads_ref,18,7,5,21,6,3,27,11,10,34,5,2
070c0d6f-0d72-5ea8-bf6a-c06a042e8e05,amc_aime,49,25,10,7,7,4,10,4,2,1,4,1
02491ecb-f269-5bb3-8437-e323ce4913c2,number_theory,2,0,0,4,5,2,13,5,4,6,4,1
62b6e279-c59c-5d40-9fff-5ad3b97b4dfc,math_test,9,2,1,1,2,0,14,6,1,1,2,0
d2889c11-b893-5dbc-b5ba-0386d9c9f1fd,olympiads,42,24,7,10,10,6,44,12,17,4,5,3
11d66911-71b8-5e58-8793-845a30b853f6,math_test,52,19,8,5,5,2,93,56,41,55,6,3
72feda01-085f-5baf-8f77-c2bd45f55b1d,inequalities,9,6,6,9,8,7,20,9,6,3,2,1
55b8ecf1-98fa-55cd-91d5-82e64aed1cef,math_test,46,29,11,21,14,12,21,8,3,5,4,2
19a0748d-4ad0-5462-a1a0-e0d12a040319,secondary_math,6,0,0,8,4,3,10,1,0,12,5,4
e5e14291-5ce3-555d-8bfe-4f597709d932,olympiads_ref,11,5,0,1,2,1,14,7,0,2,3,2
480deb3e-25e2-5c82-b31d-42aabe620969,math_test,30,16,10,19,3,0,12,7,4,6,3,0
34981a97-6ecb-5d9c-8c0a-441e8d89d4d8,math_train,6,2,0,4,3,2,25,9,7,11,10,9
38af1f44-b4a5-5461-8013-fa4b0321ff75,cn_k12,27,11,2,7,6,2,82,38,27,72,15,11
8b126f34-1fd4-55c4-9a5b-58ceb7bf7db3,math_test,25,13,7,5,3,1,14,7,0,1,2,0
84334dbe-e429-5a58-b1b9-aad6de71abc9,olympiads,9,3,0,9,4,3,8,3,0,26,4,3
885efbee-a771-5db7-ac8e-633b14abdd34,math_train,48,22,4,8,3,0,66,30,16,4,6,4
f6e701d4-e50a-5bf4-8b65-f0e6cedeb98d,olympiads,73,61,6,26,11,10,28,11,9,17,5,4
44448d48-1816-5439-95f8-fd399d92b14d,cn_k12,32,19,6,23,9,7,71,26,23,53,9,7
db92218f-2a88-5dd6-8072-28f60fcba193,olympiads_ref,83,48,7,29,15,13,16,6,1,2,3,1
78725416-7487-59ae-a80a-11b7d9f5b17d,math_test,2,0,0,1,2,1,2,0,0,2,2,1
77e88976-0132-509d-87e6-b28661ee06e9,aops_forum,83,62,42,3,2,1,78,42,36,3,2,1
0f905113-3e6d-5563-a4f0-3175eeee9cb5,math_test,27,12,3,6,7,2,32,17,6,1,4,0
ec8eb018-4974-535c-8cc9-13ce963008ea,amc_aime,54,25,15,11,5,4,100,51,16,2,3,2
b71fcd2e-ba82-5588-8711-6dccee113e1e,math_test,16,7,7,2,3,2,36,11,13,2,3,2
51d24969-9a70-5de8-8f19-d88d2818f94b,cn_k12,4,1,0,2,3,1,4,1,0,2,3,1
2736b02b-adae-5e8a-b584-c3eccb1732c1,olympiads_ref,22,11,0,14,5,3,24,17,5,2,2,1
477e4f46-9eea-56a0-b284-bf041413d132,amc_aime,67,51,14,14,12,6,259,92,41,119,19,13
49737f41-e2bd-52ce-8d64-d97749ec31d2,math_test,7,4,3,20,4,1,21,11,7,32,4,1
332060a6-a6d0-5e00-9cf7-b39fc217f186,math_train,96,61,14,11,12,7,67,39,18,25,14,9
12d75d25-337e-5194-8de9-4a36384c911b,number_theory,13,5,4,12,7,4,12,4,4,10,6,4
f85d0e18-aa6d-57d5-b22d-bb6d15f17340,amc_aime,13,9,0,9,5,4,65,25,18,83,9,8
15402011-bf43-57ab-81ec-f24444db1bdc,number_theory,4,2,1,2,3,1,9,4,0,2,3,1
8d463b84-445d-5645-9811-cef57295d3fa,olympiads,83,61,20,15,7,5,18,7,8,5,4,3
22d239ab-93da-5c54-bc89-d61f14cfbbd7,math_test,24,12,3,17,9,8,20,8,4,13,7,6
94b0bbc6-dec6-5bb6-a9b7-71c6565dd1ec,aops_forum,10,3,0,2,3,2,28,17,4,3,4,3
4ed4bcfa-f8b9-5c09-baf3-fce82ce50938,number_theory,3,0,0,3,4,3,8,3,3,5,4,3
25e574da-badd-56a8-8c26-bb0b742e85a7,olympiads_ref,102,55,15,37,6,2,72,43,21,58,15,12
121126b4-4545-5299-ad80-581d460a37a7,math_train,11,4,1,3,3,1,28,10,6,2,3,1
83a9abf4-aced-5108-9ab0-3edde385f4b3,number_theory,5,4,0,8,9,7,22,9,3,8,8,6
deb0d50b-8f81-5543-ac7e-b45e54cd6461,olympiads,42,27,19,27,4,3,79,38,29,24,4,3
1082bd51-6ae6-5053-8455-9bb3dcbe0669,olympiads_ref,3,0,0,2,5,0,3,0,0,2,5,0
0b906ae7-489f-55c6-ba1a-f42bebeb8cf9,number_theory,3,0,0,5,4,3,5,1,0,5,4,3
a2e908a9-20cf-5e12-a21a-30764bf167fa,math_test,42,23,5,18,10,8,57,17,13,22,5,3
f549052a-9fc5-52dc-8504-6532156a9bb0,olympiads,37,22,1,2,3,2,97,50,17,3,3,2
83d6ce20-35b1-5836-bfce-c759b0236f1e,olympiads,36,16,2,9,5,2,51,20,8,13,5,3
da706e7c-05c1-5c71-86f2-afa103a1e019,olympiads_ref,44,25,5,14,5,3,32,14,9,6,3,1
0841245e-801c-5d95-acea-a4cee18fc322,cn_k12,73,29,13,6,7,5,58,26,16,17,7,5
83fb36ec-e522-58ca-8430-bb8a65807787,olympiads_ref,59,42,11,16,7,4,43,23,13,9,5,2
751b4fc1-f31d-570c-a618-a47df74a1089,olympiads,51,27,6,37,21,10,113,54,17,52,24,12
11b127b9-640e-5631-ad2f-3d68645ddb39,cn_k12,19,9,3,3,4,3,33,16,8,9,7,6
9608d18a-6d61-5c55-9c4c-7efd5342b545,olympiads_ref,25,12,2,9,4,3,2,0,0,2,3,2
771baf7b-029f-5a95-a528-f1c50cc9742c,olympiads_ref,3,1,0,1,2,0,2,0,0,3,4,2
bae4a80c-f918-57e6-96d1-6bc2686d6bdd,math_test,23,16,2,2,6,2,53,31,23,14,12,8
15da2b5f-bbd8-52ed-8503-ec17235adca3,cn_k12,51,48,19,22,13,7,70,31,22,98,10,4
4e1a996b-6409-5f34-a634-2c2ab460505c,amc_aime,46,35,1,30,24,21,60,26,18,16,7,4
55775cb5-34b1-5f9b-a602-e9cc5116a24c,math_test,31,9,2,59,8,7,29,13,6,30,7,6
19e9fe36-2751-5638-93a9-367d2fcf8eb6,cn_k12,119,83,36,17,9,6,44,17,6,3,3,2
3c016cd9-04de-5ad0-8e57-617e9bfa0ce7,olympiads,101,38,37,7,4,3,88,35,36,3,4,3
b151469f-cedf-5f68-b544-cf04bf8371b0,olympiads_ref,136,158,55,21,8,5,23,16,3,3,3,2
cb7aba06-fc0c-5470-934c-b040f74b6088,math_test,58,29,5,3,4,2,87,39,16,4,4,2
59941f32-4b5a-54b0-ab1a-2e10cccff51d,math_train,36,18,5,18,7,6,67,16,12,16,4,3
bfdd51b8-bb21-5549-b92c-1e00aabeaa94,olympiads_ref,38,18,2,4,5,1,62,23,11,42,9,5
599ad920-fad1-51d6-b35e-b05e71818bfb,olympiads,11,7,0,2,3,2,25,15,4,2,3,2
5a52ea40-272b-5b87-a8ba-246db05cf848,math_test,1,0,0,1,2,1,8,3,2,3,3,2
3e517a35-e9be-5b30-831b-dd21746ef958,math_test,17,8,5,4,5,2,36,14,12,7,6,5
53ed7ca7-7d36-5a1b-8477-70cbdac314f6,math_train,24,13,5,2,3,0,38,13,15,1,3,0
95ade813-d70b-5fc8-bbe4-72c751bb61de,cn_contest,5,0,0,6,4,1,7,7,0,8,5,2
bc7f58d0-15ff-5a6c-94ec-1434849373c3,math_train,26,13,7,7,7,6,17,10,4,6,4,3
19517b6c-2992-57fa-8544-46b1c24f4246,olympiads,70,42,12,25,18,15,74,31,20,4,3,1
659419e1-87d2-5b11-8ef1-d8a4b9debe47,olympiads,20,7,3,2,3,1,48,30,20,3,2,1
ba39d0a3-cc69-5196-8f26-ee6b7c051140,math_train,31,23,9,18,9,7,31,15,5,3,4,2
0b0a9aa2-f7e9-5698-b164-fc3219f6db7b,olympiads,45,25,4,2,5,0,64,24,15,24,11,6
451e04c8-46bf-5512-9f06-7b5d5e7b1a91,math_test,9,3,0,1,2,0,23,9,6,1,2,1
c26388a2-8e46-55eb-9294-0cf12d1140c4,olympiads,24,10,1,7,3,0,13,6,1,5,3,0
06d63d71-674d-539e-b202-41bdeb9c92c8,cn_k12,37,9,4,26,16,13,78,41,10,23,16,13
ed605034-0be4-5220-810d-73e802f02a77,olympiads,37,22,7,5,6,4,60,33,20,12,5,3
54be38c6-8029-5870-b1d3-21725074ebc3,math_test,12,6,0,15,8,3,19,8,1,14,5,0
4ead6d6f-c589-5709-9eaf-da24d5757ddc,math_train,25,9,2,1,4,1,35,13,10,6,6,3
8b5bdc3a-9449-547c-a61c-358fccb88d41,math_train,40,27,1,11,6,2,45,31,7,7,7,6
163bf276-a418-58ed-8158-8b72950fdded,olympiads,107,64,3,27,8,5,43,16,16,7,3,1
2d7896a8-0f90-553c-86f4-301b01c779f5,math_train,2,3,0,3,3,2,10,0,0,10,4,3
b51f543e-38c9-58eb-af18-efa7913e53b1,aops_forum,98,42,44,2,2,1,35,13,8,4,4,3
e850846a-b509-5cac-ac0a-a1a19ccfbe6d,math_test,15,7,3,4,5,4,62,31,19,2,3,2
81b8694f-7e54-548c-b460-304edecc2b1d,amc_aime,15,7,5,1,3,1,29,14,10,1,3,1
f6bee379-37b1-55c1-a414-910e3a98d9cb,aops_forum,29,13,6,27,11,10,23,12,6,20,8,7
a1db6502-0277-504d-aa5e-fc925663f487,cn_k12,12,4,3,1,3,0,44,19,16,31,7,4
1b7a9328-cb7f-5513-8dee-3af821fa66d0,math_train,30,11,1,10,9,7,29,17,3,9,8,7
d19c4bbf-295c-5b59-b0e6-5d795960f1f9,olympiads,3,1,0,1,2,1,9,3,3,4,4,3
2a84587a-474d-5a51-96ff-a5cb5ee0b52e,number_theory,19,9,12,20,7,5,19,7,7,9,4,3
93b47c12-c2b5-5aff-86f8-cf5b004d8ff5,math_test,58,32,8,6,4,2,26,14,0,1,2,0
e39b5195-0c44-56b9-b779-f496ed6a8f90,olympiads,16,11,10,2,2,0,15,6,8,2,2,0
b9df9a69-0ee6-5e51-8134-63a35ac981c2,math_train,20,12,6,24,7,3,8,5,0,8,5,2
83065352-fc49-55f6-956c-2f82564df1bc,olympiads_ref,22,10,0,13,6,2,26,11,0,13,6,2
e43c8a3b-8a10-5c23-80ad-3e238d0c08b5,math_test,60,37,12,41,18,16,32,14,9,20,5,3
6c494065-1e2e-5397-b640-dbd0b6b2d432,olympiads_ref,4,1,0,2,2,1,2,0,0,1,2,1
09c6790c-3df6-5951-963e-79424577e83d,amc_aime,47,33,3,30,14,12,36,15,9,11,5,4
1b5196a9-1002-50ac-b65a-e248ef60a56a,cn_k12,37,17,9,41,14,11,37,18,10,43,11,8
671bc24a-3111-5bb0-aac7-e94d09431d81,olympiads_ref,16,9,2,2,3,1,39,16,15,1,2,0
2c63bd83-9b0f-5e3d-b2da-200d41fa3a9f,number_theory,1,0,0,2,3,1,1,0,0,2,3,1
7187bdc5-2a30-5ae3-b3b1-aecfb3f4dc38,amc_aime,21,13,6,5,4,2,38,18,10,4,3,1
93ba6d5e-67a8-58a8-90ea-a0e3e22f5a3c,olympiads,11,4,1,25,5,2,25,11,10,59,6,3
4f0b4ee5-14fb-500b-a913-291cb1d3d20d,number_theory,29,15,2,14,13,12,42,15,7,16,11,10
a2b414f0-055b-5029-9f17-08672d95802b,amc_aime,18,14,4,22,11,8,41,20,11,23,10,7
