group,name,mode,alpha10
ai_kimina,mathd_numbertheory_127,term,2.0525319441602017
ai_kimina,mathd_numbertheory_12,term,2.1642918393169603
ai_kimina,mathd_numbertheory_135,term,2.0773587963908646
ai_kimina,mathd_numbertheory_150,term,2.04045205676083
ai_kimina,mathd_numbertheory_175,term,1.928383424865603
ai_kimina,mathd_numbertheory_185,term,2.093241483584156
ai_kimina,mathd_numbertheory_207,term,1.8827399236438003
ai_kimina,mathd_numbertheory_212,term,1.920178181065288
ai_kimina,mathd_numbertheory_222,term,2.013093050401735
ai_kimina,mathd_numbertheory_227,term,2.285003323748823
ai_kimina,mathd_numbertheory_229,term,1.9362164570007234
ai_kimina,mathd_numbertheory_233,term,2.0635630877260676
ai_kimina,mathd_numbertheory_234,term,2.015263531016157
ai_kimina,mathd_numbertheory_235,term,1.9013351639729394
ai_kimina,mathd_numbertheory_237,term,2.0423817981205787
ai_kimina,mathd_numbertheory_239,term,2.176109220665408
ai_kimina,mathd_numbertheory_247,term,2.046426115356883
ai_kimina,mathd_numbertheory_254,term,1.9154248977548058
ai_kimina,mathd_numbertheory_277,term,1.5544844911477536
ai_kimina,mathd_numbertheory_293,term,2.075323723730361
ai_kimina,mathd_numbertheory_296,term,2.239325897675762
ai_kimina,mathd_numbertheory_299,term,1.9130202216784493
ai_kimina,mathd_numbertheory_314,term,2.187093080235849
ai_kimina,mathd_numbertheory_320,term,2.105206820810504
ai_kimina,mathd_numbertheory_321,term,2.0562535488369242
ai_kimina,mathd_numbertheory_328,term,1.9471528480980231
ai_kimina,mathd_numbertheory_341,term,2.067876290242825
ai_kimina,mathd_numbertheory_342,term,1.9279343026654767
ai_kimina,mathd_numbertheory_343,term,2.0520283544274367
ai_kimina,mathd_numbertheory_345,term,1.9290399589108316
ai_kimina,mathd_numbertheory_34,term,2.0461944553830587
ai_kimina,mathd_numbertheory_353,term,2.1341784628560845
ai_kimina,mathd_numbertheory_3,term,2.0220981750960196
ai_kimina,mathd_numbertheory_427,term,2.1365242464254397
ai_kimina,mathd_numbertheory_430,term,2.179816057629007
ai_kimina,mathd_numbertheory_435,term,2.0580555994986236
ai_kimina,mathd_numbertheory_447,term,2.149109028293813
ai_kimina,mathd_numbertheory_457,term,2.1465988148273114
ai_kimina,mathd_numbertheory_483,term,2.2990753135351145
ai_kimina,mathd_numbertheory_495,term,1.7833536606633222
ai_kimina,mathd_numbertheory_517,term,1.9092115964029883
ai_kimina,mathd_numbertheory_521,term,2.159168996450184
ai_kimina,mathd_numbertheory_541,term,3.703385328591182
ai_kimina,mathd_numbertheory_551,term,1.9279305050058495
ai_kimina,mathd_numbertheory_559,term,2.115512464877961
ai_kimina,mathd_numbertheory_582,term,2.0847016260359514
ai_kimina,mathd_numbertheory_5,term,2.2037145859414835
ai_kimina,mathd_numbertheory_618,term,1.939150264490027
ai_kimina,mathd_numbertheory_66,term,1.9279305050058495
ai_kimina,mathd_numbertheory_711,term,1.59583039639047
ai_kimina,mathd_numbertheory_728,term,1.9596601592506733
ai_kimina,mathd_numbertheory_765,term,2.0373617701076494
ai_kimina,mathd_numbertheory_769,term,1.9169171522130761
ai_kimina,mathd_numbertheory_85,term,1.8815072673609894
ai_kimina,mathd_numbertheory_99,term,2.031975599584336
ai_kimina,numbertheory_4x3m7y3neq2003,term,2.0190995314535143
ai_kimina,numbertheory_aoddbdiv4asqpbsqmod8eq1,term,2.10436763679878
ai_kimina,numbertheory_notequiv2i2jasqbsqdiv8,term,1.9831969103192002
ai_kimina,numbertheory_x5neqy2p4,term,2.1245535918140073
ai_seed,aime_1991_p6,term,2.2973960671813405
ai_seed,aime_1994_p4,term,2.2219481956726517
ai_seed,aime_1995_p7,term,2.3504494215060703
ai_seed,amc12a_2002_p21,term,2.2801595228302016
ai_seed,amc12a_2003_p23,term,2.140376938193331
ai_seed,amc12a_2009_p15,term,2.2345866437984254
ai_seed,amc12a_2009_p25,term,2.2098851987191805
ai_seed,amc12a_2010_p22,term,2.260536101860409
ai_seed,amc12a_2020_p25,term,2.263180189344144
ai_seed,amc12a_2020_p9,term,2.1328524702089737
ai_seed,amc12b_2021_p13,term,2.1668608532506677
ai_seed,amc12b_2021_p21,term,2.2876073668046577
ai_seed,imo_1969_p2,term,2.3205244377738636
ai_seed,imo_1977_p6,term,2.110521746302285
ai_seed,imo_1978_p5,term,2.241848502122553
ai_seed,imo_1979_p1,term,2.5512077009524736
ai_seed,imo_1987_p4,term,2.223991520783783
ai_seed,imo_1988_p6,term,2.3304043865223
ai_seed,imo_1990_p3,term,2.155496670918508
ai_seed,imo_1993_p5,term,2.1959078895829895
ai_seed,imo_2006_p6,term,2.6558310983604576
ai_seed,induction_sum_odd,term,2.060527894803501
ai_seed,mathd_algebra_282,term,2.149743817878381
ai_seed,mathd_numbertheory_126,term,2.1158150656333223
ai_seed,mathd_numbertheory_451,term,2.3051911749380007
ai_seed,mathd_numbertheory_530,term,2.1510124006912212
ai_seed,mathd_numbertheory_709,term,2.2750728446150186
ai_seed,mathd_numbertheory_780,term,1.7125625780379998
ai_seed,numbertheory_exk2powkeqapb2mulbpa2_aeq1,term,2.213352017267191
ai_seed,numbertheory_xsqpysqintdenomeq,term,2.3340147946700793
human_compfiles,Bulgaria1998P11,term,2.2340372963401096
human_compfiles,Bulgaria1998P1,term,2.1761174875681393
human_compfiles,Bulgaria1998P3,term,2.0855132058087147
human_compfiles,Bulgaria1998P8,term,2.5996838135328075
human_compfiles,Canada1998P3,term,2.4537055425128034
human_compfiles,Egmo2023P1,term,2.0685495799221183
human_compfiles,Hungary1998P6,term,1.917683774405163
human_compfiles,Imo1959P1,term,2.510110335969239
human_compfiles,Imo1959P2,term,2.2370236582134435
human_compfiles,Imo1960P1,term,2.050899819595376
human_compfiles,Imo1960P2,term,2.382253900728583
human_compfiles,Imo1961P1,term,2.3052941855614613
human_compfiles,Imo1961P2,term,2.3280157299572153
human_compfiles,Imo1961P3,term,2.0552109857235
human_compfiles,Imo1962P1,term,2.2104900072089078
human_compfiles,Imo1962P2,term,2.342998066061252
human_compfiles,Imo1962P4,term,2.2889951870457947
human_compfiles,Imo1963P1,term,2.3704777749366066
human_compfiles,Imo1963P4,term,1.9835802666852262
human_compfiles,Imo1963P5,term,2.2557674836866584
human_compfiles,Imo1964P1,term,2.0199581024930575
human_compfiles,Imo1964P2,term,2.2168594854849983
human_compfiles,Imo1964P4,term,1.847513155445657
human_compfiles,Imo1965P1,term,2.349169830468295
human_compfiles,Imo1965P2,term,2.1313846803693846
human_compfiles,Imo1965P4,term,2.169501278386815
human_compfiles,Imo1966P1,term,2.1762028148911368
human_compfiles,Imo1966P4,term,2.091476491310634
human_compfiles,Imo1966P5,term,2.149985267773295
human_compfiles,Imo1967P3,term,2.2040826913363674
human_compfiles,Imo1967P5,term,2.111723615750747
human_compfiles,Imo1968P2,term,2.154296129232863
human_compfiles,Imo1968P3,term,2.3093999240459113
human_compfiles,Imo1968P5,term,2.0780841492804454
human_compfiles,Imo1968P6,term,2.1581238724194165
human_compfiles,Imo1969P1,term,2.316456674760106
human_compfiles,Imo1969P2,term,2.221459912544411
human_compfiles,Imo1970P3,term,2.4397164268944436
human_compfiles,Imo1970P4,term,2.177843225557009
human_compfiles,Imo1970P6,term,1.974968308283704
human_compfiles,Imo1971P1,term,2.418651055973249
human_compfiles,Imo1971P3,term,2.165692999654695
human_compfiles,Imo1971P5,term,2.04485236127858
human_compfiles,Imo1971P6,term,2.3200549164670163
human_compfiles,Imo1972P1,term,2.091942455643302
human_compfiles,Imo1972P3,term,2.3023913629856265
human_compfiles,Imo1972P4,term,2.3336672615819865
human_compfiles,Imo1972P5,term,2.051043217531812
human_compfiles,Imo1973P3,term,2.377581993542621
human_compfiles,Imo1973P5,term,2.1113871398944553
human_compfiles,Imo1973P6,term,2.2064560698053386
human_compfiles,Imo1974P1,term,2.0498827924527476
human_compfiles,Imo1974P3,term,2.127353982276447
human_compfiles,Imo1974P5,term,2.3305006455786073
human_compfiles,Imo1975P1,term,2.0038259045701765
human_compfiles,Imo1975P2,term,2.0646768810598113
human_compfiles,Imo1975P4,term,2.0882073949627076
human_compfiles,Imo1975P5,term,2.061966475415533
human_compfiles,Imo1975P6,term,2.3204627434317695
human_compfiles,Imo1976P2,term,2.2654525726986057
human_compfiles,Imo1976P4,term,2.183136618782366
human_compfiles,Imo1976P6,term,2.490474338000525
human_compfiles,Imo1977P2,term,2.1528744283402945
human_compfiles,Imo1977P4,term,2.4647742036727327
human_compfiles,Imo1977P5,term,2.531748580330525
human_compfiles,Imo1977P6,term,2.0824109614171906
human_compfiles,Imo1978P1,term,2.0953860448939885
human_compfiles,Imo1978P3,term,2.145246155831525
human_compfiles,Imo1978P5,term,1.9976036483355433
human_compfiles,Imo1978P6,term,2.1990388271277004
human_compfiles,Imo1979P1,term,2.0190743828175783
human_compfiles,Imo1979P5,term,2.4393252230881837
human_compfiles,Imo1979P6,term,2.200476216396072
human_compfiles,Imo1981P2,term,2.1406613560689847
human_compfiles,Imo1981P3,term,2.3416886620852475
human_compfiles,Imo1981P4,term,2.3655371357385135
human_compfiles,Imo1981P6,term,2.0755060154487595
human_compfiles,Imo1982P1,term,2.2466092017047954
human_compfiles,Imo1982P3,term,2.0842678455445474
human_compfiles,Imo1982P4,term,2.2093267533032694
human_compfiles,Imo1983P1,term,2.090012350525641
human_compfiles,Imo1983P5,term,1.9950163822153293
human_compfiles,Imo1983P6,term,2.297405360504014
human_compfiles,Imo1984P1,term,2.5443286755902887
human_compfiles,Imo1984P2,term,1.9503130757490075
human_compfiles,Imo1984P6,term,2.1419167212989914
human_compfiles,Imo1985P2,term,1.9969557746308995
human_compfiles,Imo1985P4,term,1.9582616683255631
human_compfiles,Imo1985P6,term,2.028499060137846
human_compfiles,Imo1986P1,term,2.225643957875959
human_compfiles,Imo1986P3,term,2.294664343679492
human_compfiles,Imo1986P5,term,2.040332901349694
human_compfiles,Imo1987P1,term,2.1035507128532602
human_compfiles,Imo1987P4,term,2.065277700348698
human_compfiles,Imo1987P6,term,2.456707336170529
human_compfiles,Imo1988P2,term,2.0958061333945177
human_compfiles,Imo1988P3,term,2.192166556778446
human_compfiles,Imo1988P4,term,2.3127921620173186
human_compfiles,Imo1988P6,term,2.1593652373990766
human_compfiles,Imo1989P1,term,2.1224506476440883
human_compfiles,Imo1989P5,term,2.044660830018079
human_compfiles,Imo1989P6,term,2.1598338924792166
human_compfiles,Imo1990P3,term,2.052052680716597
human_compfiles,Imo1990P4,term,2.2907935723647217
human_compfiles,Imo1991P2,term,2.120229296118211
human_compfiles,Imo1991P5,term,2.4104474674663248
human_compfiles,Imo1991P6,term,2.3511690151181024
human_compfiles,Imo1992P1,term,2.3269736116312085
human_compfiles,Imo1992P2,term,2.108546615275168
human_compfiles,Imo1992P5,term,2.1915821567853007
human_compfiles,Imo1992P6,term,2.2609723789038005
human_compfiles,Imo1993P1,term,2.1340878605986724
human_compfiles,Imo1993P5,term,2.377480751864038
human_compfiles,Imo1994P1,term,2.182759124483993
human_compfiles,Imo1994P4,term,2.191409283058805
human_compfiles,Imo1994P5,term,2.246705583480173
human_compfiles,Imo1994P6,term,2.1279917760950022
human_compfiles,Imo1995P2,term,2.3309647380104934
human_compfiles,Imo1995P4,term,2.1458122106692237
human_compfiles,Imo1996P3,term,2.094925385604924
human_compfiles,Imo1996P4,term,2.0144310588707124
human_compfiles,Imo1996P6,term,1.9653535601622325
human_compfiles,Imo1997P3,term,2.2060486617847888
human_compfiles,Imo1997P4,term,2.2441162577014335
human_compfiles,Imo1997P5,term,2.257152435631441
human_compfiles,Imo1998P2,term,1.9640536387182401
human_compfiles,Imo1998P3,term,2.0791470366959093
human_compfiles,Imo1998P4,term,2.0675837401657193
human_compfiles,Imo1998P6,term,2.2969345419424094
human_compfiles,Imo1999P2,term,2.205590332126879
human_compfiles,Imo1999P3,term,2.1633173990053223
human_compfiles,Imo1999P4,term,2.035520917134864
human_compfiles,Imo1999P6,term,2.357672778256162
human_compfiles,Imo2000P2,term,2.280583451475354
human_compfiles,Imo2000P5,term,2.3795755122749656
human_compfiles,Imo2001P1,term,2.1661723296567965
human_compfiles,Imo2001P2,term,2.319638745326578
human_compfiles,Imo2001P3,term,2.0806071739280565
human_compfiles,Imo2001P4,term,2.1330888987161054
human_compfiles,Imo2001P5,term,2.2549393070860093
human_compfiles,Imo2001P6,term,2.287239751715408
human_compfiles,Imo2002P1,term,1.9596131257184384
human_compfiles,Imo2002P3,term,2.206441078458524
human_compfiles,Imo2002P5,term,2.3233338382722417
human_compfiles,Imo2003P1,term,2.106942106173359
human_compfiles,Imo2003P2,term,2.3972737538134843
human_compfiles,Imo2003P6,term,2.240234099952584
human_compfiles,Imo2004P2,term,2.3681982003510527
human_compfiles,Imo2004P4,term,2.3731383002941677
human_compfiles,Imo2004P6,term,2.124977044593848
human_compfiles,Imo2005P2,term,2.106526695458176
human_compfiles,Imo2005P3,term,2.388757750432882
human_compfiles,Imo2005P4,term,2.196898595038549
human_compfiles,Imo2006P3,term,2.3647329247154287
human_compfiles,Imo2006P4,term,2.351195674413959
human_compfiles,Imo2006P5,term,2.2300308438003684
human_compfiles,Imo2007P1,term,2.1045660582296937
human_compfiles,Imo2007P5,term,2.065851386368218
human_compfiles,Imo2007P6,term,2.313584284105402
human_compfiles,Imo2008P2,term,2.2943438339836932
human_compfiles,Imo2008P3,term,2.4078677316111277
human_compfiles,Imo2008P4,term,1.9267609196639683
human_compfiles,Imo2008P5,term,1.9917042104337042
human_compfiles,Imo2009P1,term,2.1491086460369115
human_compfiles,Imo2009P3,term,2.1752370715874685
human_compfiles,Imo2009P5,term,2.076407116218095
human_compfiles,Imo2009P6,term,1.8279091479924694
human_compfiles,Imo2010P1,term,2.0013842963326214
human_compfiles,Imo2010P5,term,2.0548075078777863
human_compfiles,Imo2010P6,term,2.2775252543861915
human_compfiles,Imo2011P1,term,2.1651313567556145
human_compfiles,Imo2011P3,term,2.2437003322253455
human_compfiles,Imo2011P5,term,2.1542031398560058
human_compfiles,Imo2012P2,term,2.1402363620350533
human_compfiles,Imo2012P4,term,2.291205629960314
human_compfiles,Imo2012P5,term,2.100685187018304
human_compfiles,Imo2012P6,term,2.2167766324211304
human_compfiles,Imo2013P1,term,2.161264864036173
human_compfiles,Imo2013P2,term,2.1018104573023955
human_compfiles,Imo2013P5,term,2.2130175743791467
human_compfiles,Imo2014P1,term,2.2571483768770104
human_compfiles,Imo2014P2,term,2.0542071884238897
human_compfiles,Imo2014P4,term,2.125802284756289
human_compfiles,Imo2015P2,term,2.23852057284662
human_compfiles,Imo2015P5,term,2.3199705417984147
human_compfiles,Imo2015P6,term,2.0237889008259007
human_compfiles,Imo2016P2,term,2.174668376726334
human_compfiles,Imo2016P4,term,2.203859920208774
human_compfiles,Imo2017P1,term,2.2382482405529953
human_compfiles,Imo2017P2,term,2.2259343424271307
human_compfiles,Imo2018P2,term,2.265908344714732
human_compfiles,Imo2018P3,term,2.1824622067712713
human_compfiles,Imo2019P1,term,2.091376582649291
human_compfiles,Imo2019P2,term,1.8704048561677795
human_compfiles,Imo2019P4,term,2.2600360934359838
human_compfiles,Imo2020P2,term,2.454321176310866
human_compfiles,Imo2020P4,term,2.154040724465786
human_compfiles,Imo2020P6,term,2.1887036580057417
human_compfiles,Imo2021P1,term,2.3634799435143794
human_compfiles,Imo2021P2,term,2.1155414385620404
human_compfiles,Imo2021P6,term,2.1220121937358325
human_compfiles,Imo2022P1,term,2.0184121158879362
human_compfiles,Imo2022P2,term,2.1342392515724002
human_compfiles,Imo2022P5,term,2.1274008525549597
human_compfiles,Imo2023P1,term,1.911421781208698
human_compfiles,Imo2023P2,term,2.0112140978774997
human_compfiles,Imo2023P4,term,2.2311100843798903
human_compfiles,Imo2024P1,term,2.1668161319381065
human_compfiles,Imo2024P2,term,2.299374913397533
human_compfiles,Imo2024P3,term,1.9585399704905275
human_compfiles,Imo2024P5,term,2.177630236353656
human_compfiles,Imo2024P6,term,2.0678197058406362
human_compfiles,Imo2025P1,term,2.042241595097782
human_compfiles,Imo2025P3,term,2.1555496693823333
human_compfiles,Imo2025P4,term,2.1598631788168765
human_compfiles,Imo2025P5,term,2.313062457715382
human_compfiles,Imo2025P6,term,2.214000107185756
human_compfiles,India1998P1,term,2.487921103930843
human_compfiles,IntegersInACircle,term,2.1783395908136303
human_compfiles,Iran1998P3,term,2.222527847613758
human_compfiles,Iran1998P9,term,2.2063317001617557
human_compfiles,KolmogorovStreams,term,2.2165092804692685
human_compfiles,Poland1998P4,term,2.0818246934484916
human_compfiles,Poland2016S1P8,term,2.345217925011484
human_compfiles,Romania1998P12,term,2.3698860539744757
human_compfiles,Russia1995P10,term,2.178106519799539
human_compfiles,Russia1998P42,term,1.95983938433164
human_compfiles,Singapore2019P11,term,2.2760170991693336
human_compfiles,Singapore2019P2,term,2.2724713361798736
human_compfiles,Singapore2019P4,term,2.1434310100874105
human_compfiles,Singapore2019P7,term,2.334766577396253
human_compfiles,UK2024R1P1,term,2.2498552383508885
human_compfiles,UK2024R1P2,term,2.016529365993528
human_compfiles,UK2024R1P4,term,2.398907296165719
human_compfiles,UpperLowerContinuous,term,1.9517698777147592
human_compfiles,Usa1972P1,term,2.1894668530030668
human_compfiles,Usa1972P3,term,2.1976153661824034
human_compfiles,Usa1973P2,term,2.0654994097549153
human_compfiles,Usa1973P4,term,2.165377889646943
human_compfiles,Usa1974P1,term,2.065362501271275
human_compfiles,Usa1974P2,term,2.2307419138702715
human_compfiles,Usa1975P1,term,2.430210750130505
human_compfiles,Usa1976P3,term,2.187756773417446
human_compfiles,Usa1978P1,term,2.220963363806624
human_compfiles,Usa1979P1,term,2.0657951572907427
human_compfiles,Usa1980P3,term,2.2597996808785235
human_compfiles,Usa1980P5,term,2.1951917481206658
human_compfiles,Usa1981P5,term,2.0195325489676454
human_compfiles,Usa1982P4,term,1.8349145669174876
human_compfiles,Usa1983P2,term,2.433055929843138
human_compfiles,Usa1983P5,term,2.3186323949861833
human_compfiles,Usa1985P1,term,2.2579822799534206
human_compfiles,Usa1987P1,term,2.283729800930657
human_compfiles,Usa1989P1,term,2.1817992616956996
human_compfiles,Usa1989P5,term,2.5435919033430503
human_compfiles,Usa1990P2,term,2.1135923511988985
human_compfiles,Usa1991P4,term,2.317341807760233
human_compfiles,Usa1992P1,term,2.086259964154779
human_compfiles,Usa1992P2,term,2.1234835815711044
human_compfiles,Usa1993P1,term,2.2402481769584233
human_compfiles,Usa1993P3,term,2.3536768254448077
human_compfiles,Usa1996P1,term,2.305447008733441
human_compfiles,Usa1996P6,term,2.1612121657264933
human_compfiles,Usa1997P5,term,2.299815084222855
human_compfiles,Usa1998P1,term,2.14091534043271
human_compfiles,Usa1998P3,term,2.2989596751026884
human_compfiles,Usa1998P4,term,2.283160837864934
human_compfiles,Usa1998P5,term,2.0810675932931573
human_compfiles,Usa1999P1,term,2.2707021651335557
human_compfiles,Usa2000P1,term,2.2592776429044115
human_compfiles,Usa2000P5,term,2.0927024834666055
human_compfiles,Usa2001P1,term,2.4376532866517207
human_compfiles,Usa2001P3,term,2.2757723108370147
human_compfiles,Usa2001P4,term,2.2514822435493658
human_compfiles,Usa2002P1,term,1.9834233867343536
human_compfiles,Usa2002P4,term,2.161430410974243
human_compfiles,Usa2003P1,term,2.1368718364889627
human_compfiles,Usa2003P5,term,2.4038836263544807
human_compfiles,Usa2004P5,term,2.14465316030041
human_compfiles,Usa2005P2,term,2.299087622143105
human_compfiles,Usa2007P5,term,2.2756458302893092
human_compfiles,Usa2008P1,term,2.2808035140833383
human_compfiles,Usa2011P1,term,2.391346155278704
human_compfiles,Usa2011P4,term,2.1418193610442016
human_compfiles,Usa2014P1,term,2.5659218422851007
human_compfiles,Usa2014P2,term,2.2672189127062112
human_compfiles,Usa2014P3,term,2.2425329897168895
human_compfiles,Usa2015P1,term,2.346223733998227
human_compfiles,Usa2015P5,term,2.298344808699383
human_compfiles,Usa2016P4,term,2.3743777900865664
human_compfiles,Usa2017P1,term,2.2461941419789033
human_compfiles,Usa2017P5,term,2.277891970620989
human_compfiles,Usa2017P6,term,2.260724989469245
human_compfiles,Usa2018P1,term,2.3289203947103143
human_compfiles,Usa2019P1,term,1.9630922681961123
human_compfiles,Usa2020P3,term,2.231618084752988
human_compfiles,Usa2022P1,term,2.1033784550362387
human_compfiles,Usa2022P3,term,2.2642032345181358
human_compfiles,Usa2022P4,term,1.987580964380573
human_compfiles,Usa2023P2,term,2.2366344045847786
human_compfiles,Usa2023P4,term,2.1054914404105287
human_compfiles,Usa2024P2,term,2.260944296668461
human_compfiles,Usa2025P4,term,2.3150094412427213
human_compfiles,Usa2026P1,term,2.3172998378627865
human_compfiles,Usa2026P4,term,1.9799627139915286
human_compfiles,ZeroesOnesAndTwos,term,2.1703483636338037
ai_nexus,AICollaborator_AdditiveCombinatorics__57,term,2.0880435564446533
ai_nexus,AICollaborator_AlgebraicGeometry__hilbert_functions_1,term,2.1701680148209332
ai_nexus,AICollaborator_AlgebraicGeometry__hilbert_functions_2,term,2.12760123170084
ai_nexus,AICollaborator_AlgebraicGeometry__hilbert_functions_3,term,2.2859643583916687
ai_nexus,AICollaborator_AlgebraicGeometry__hilbert_functions_4,term,2.1466604225859722
ai_nexus,AICollaborator_AlgebraicGeometry__hilbert_functions_5,term,2.2496528345736118
ai_nexus,AICollaborator_AlgebraicGeometry__hilbert_functions_7,term,2.0147668640388057
ai_nexus,AICollaborator_AlgebraicGeometry__hilbert_functions_8,term,2.096432412170812
ai_nexus,AICollaborator_Graphs__GraphConjecture2,term,2.0961273118841843
ai_nexus,AICollaborator_Graphs__bipartite_graph_reconstruction_conjecture_2,term,1.8305980141348654
ai_nexus,AICollaborator_Optimization__LastIterateConvergence,term,2.282550465098833
ai_nexus,ErdosProblems__erdos_12.parts.i,term,2.172363229356854
ai_nexus,ErdosProblems__erdos_12.parts.ii,term,2.109680274205733
ai_nexus,ErdosProblems__erdos_125.variants.positive_lower_density,term,2.1281754168840017
ai_nexus,ErdosProblems__erdos_138.variants.difference,term,2.036639994477971
ai_nexus,ErdosProblems__erdos_152,term,2.1633058378151935
ai_nexus,ErdosProblems__erdos_26.variants.tenenbaum,term,2.1726274047790026
ai_nexus,ErdosProblems__erdos_741.parts.i,term,2.204000704105015
ai_nexus,ErdosProblems__erdos_741.parts.ii,term,2.1708844060282564
ai_nexus,ErdosProblems__erdos_846,term,1.981100450740259
ai_nexus,OEIS__A224515_conjecture_existence,term,2.0427057747409934
ai_nexus,OEIS__A309132_conjecture_carmichael,term,2.1065835411553424
ai_nexus,OEIS__A382590_conjecture_kth_prime_factor_is_eventually_periodic,term,2.149507391962258
ai_nexus,OEIS__a091669_conjecture_primitive_root,term,2.0738067176909403
ai_nexus,OEIS__a325046_odd_terms_at_k_times_k_plus_1,term,2.4285357644868903
ai_nexus,OEIS__oeis_103311_conjecture_0,term,2.165240697176152
ai_nexus,OEIS__oeis_108_conjecture_2,term,2.22830736284601
ai_nexus,OEIS__oeis_113254_conjecture_0,term,2.2342961222991304
ai_nexus,OEIS__oeis_175386_conjecture_0,term,2.420909571675522
ai_nexus,OEIS__oeis_194806_conjecture_0,term,2.1606368514698557
ai_nexus,OEIS__oeis_227582_conjecture_0,term,2.2180282675144865
ai_nexus,OEIS__oeis_228143_conjecture_1,term,2.12452628504765
ai_nexus,OEIS__oeis_243106_conjecture_0,term,2.1346072218562826
ai_nexus,OEIS__oeis_248802_conjecture_0,term,1.9661281712311194
ai_nexus,OEIS__oeis_248802_conjecture_4,term,2.3131476226845304
ai_nexus,OEIS__oeis_256012_conjecture_0,term,2.220255783715424
ai_nexus,OEIS__oeis_267581_conjecture_0,term,2.0586913799297983
ai_nexus,OEIS__oeis_271591_conjecture_0,term,1.9943747834488001
ai_nexus,OEIS__oeis_278070_conjecture_0,term,2.130350714078427
ai_nexus,OEIS__oeis_282779_conjecture_0,term,2.0255047960687262
ai_nexus,OEIS__oeis_289411_conjecture_0,term,1.9852173104887452
ai_nexus,OEIS__oeis_2897_conjecture_0,term,2.2560379943401987
ai_nexus,OEIS__oeis_306424_conjecture_0,term,2.221411352155255
ai_nexus,OEIS__oeis_307865_conjecture_0,term,1.999025662552228
ai_nexus,OEIS__oeis_323557_conjecture_0,term,2.204145423616917
ai_nexus,OEIS__oeis_340737_conjecture_0,term,2.2368824293659646
ai_nexus,OEIS__oeis_341254_conjecture_0,term,2.376041047115248
ai_nexus,OEIS__oeis_363347_conjecture_2,term,2.1655401579698683
ai_nexus,OEIS__oeis_372761_conjecture_2,term,2.1657774533446417
ai_nexus,OEIS__oeis_51293_conjecture_0,term,2.168268475516794
ai_nexus,OEIS__oeis_62567_conjecture_0,term,2.473584234919178
ai_nexus,OEIS__oeis_A028859_conjecture_1,term,2.101430060077873
ai_nexus,OEIS__oeis_A258667_conjecture_0,term,2.2920655627175623
ai_nexus,OEIS__oeis_a211417_conjecture_specific,term,2.2055471192773055
ai_nexus,OEIS__oeis_a237271_conjecture_2,term,2.2934018051436453
ai_nexus,OEIS__oeis_a300997_finite_difference_is_one_or_two,term,2.1768316887843824
ai_nexus,OEIS__oeis_a363102_conjecture_1,term,2.2031088048691645
ai_nexus,OEIS__oeis_a368692_conjecture_integrality,term,2.151401668181605
ai_nexus,StacksProject__AlgebrasOverFields_GeometricallyIrreducibleAlgebra_of_directed_colimit,term,2.035485431525331
ai_nexus,StacksProject__AlgebrasOverFields_GeometricallyIrreducibleAlgebra_transitive,term,1.9379350416555479
ai_nexus,StacksProject__AlgebrasOverFields_geometrically_irreducible_tfae,term,2.0556270980421045
ai_nexus,StacksProject__AlgebrasOverFields_minimalPrimes_bijection_of_geometrically_IrreducibleAlgebra,term,2.003770533513446
ai_nexus,StacksProject__AlgebrasOverFields_unique_minimal_prime_of_tensor_product_of_separably_closed,term,2.097706899391387
ai_nexus,StacksProject__GeometricallyReduced_isGeometricallyReduced_iff_of_separable_algebraic,term,1.9547301367686714
ai_nexus,StacksProject__GeometricallyReduced_isReduced_tensorProduct_of_separable,term,2.0812549627393313
ai_nexus,StacksProject__GeometricallyReduced_isReduced_tensorProduct_of_separablyGenerated,term,2.01263335631369
ai_nexus,StacksProject__NormalRings_NormalDomain_powerSeries,term,2.0603141344456906
ai_nexus,StacksProject__NormalRings_normalRing_characterization,term,2.1213982295339733
ai_nexus,StacksProject__Separability_exists_isPurelyInseparable_isSeparablyGenerated_of_essFiniteType,term,2.132338609810416
ai_aristotle,IMO2025P1,term,2.158426435180236
ai_aristotle,IMO2025P3,term,2.084956199915373
ai_aristotle,IMO2025P4_solve2,term,2.332683889892132
ai_aristotle,IMO2025P4,term,2.2828213096281798
ai_aristotle,IMO2025P5,term,2.435130907744684
ai_alphaproof,P1_polished,term,2.419268734743663
ai_alphaproof,P1_raw,term,2.484567877634084
ai_alphaproof,P2_polished,term,2.334333756704577
ai_alphaproof,P2_raw,term,2.0276786120826626
ai_alphaproof,P6_polished,term,2.1808730263478555
ai_alphaproof,P6_raw,term,2.1293987925595133
ai_seed_imo,P1,term,2.360295450265411
ai_seed_imo,P3,term,2.116534298582727
ai_seed_imo,P4,term,2.2951683522306565
ai_seed_imo,P5,term,2.4470174186454416
