src,dst,cls,sub,load,capacity
3803,4196,machine,MagmaEgg,7,425867
3892,3886,machine,SimpleRewrites,0,6918
1868,1639,machine,VampireProven,0,16810
28,2978,machine,TrivialBruteforce,0,63386
3294,3259,machine,SimpleRewrites,1,24986
521,2334,machine,MagmaEgg,4,450408
3714,325,machine,TrivialBruteforce,4,15477
3929,3323,machine,TrivialBruteforce,25,85050
1107,1106,machine,SimpleRewrites,5,7022224
2000,199,machine,TrivialBruteforce,21,7022224
4399,4397,machine,SimpleRewrites,0,6141
856,3,machine,MagmaEgg,0,1902338
86,65,machine,SimpleRewrites,2,11968
161,1675,machine,TrivialBruteforce,14,85790
4440,4439,machine,SimpleRewrites,2,20470
4283,0,machine,GeneratedOther,2,2815
3790,4304,machine,MagmaEgg,3,13489
2478,2447,machine,SimpleRewrites,0,965425
4543,4404,machine,SimpleRewrites,3,6024
1966,1884,machine,SimpleRewrites,0,6032
2678,259,machine,MagmaEgg,0,13808
3293,3258,machine,SimpleRewrites,2,5832
702,1433,machine,VampireProven,2,5073
587,553,machine,SimpleRewrites,2,388968
3809,4619,machine,MagmaEgg,2,13545
3992,3876,machine,SimpleRewrites,3,6912
4501,4493,machine,SimpleRewrites,0,20450
2960,295,machine,TrivialBruteforce,1,7022224
880,1,machine,MagmaEgg,0,7022224
3048,3045,machine,SimpleRewrites,0,7022224
4239,4171,machine,SimpleRewrites,2,2979740
2833,2832,machine,TrivialBruteforce,0,7022224
1118,7,machine,MagmaEgg,7,15120
4499,4470,machine,SimpleRewrites,0,19410
3166,30,machine,MagmaEgg,0,69574
3606,4145,machine,MagmaEgg,0,11604
1559,959,machine,VampireProven,0,57575
1121,1019,machine,SimpleRewrites,0,3526
3465,3463,machine,SimpleRewrites,0,6948
764,4225,machine,VampireProven,1,9912
4178,44,machine,EquationSearch,40,404096
3705,3669,machine,SimpleRewrites,1,12192
2683,2891,machine,VampireProven,1,570121
1243,1257,machine,VampireProven,2,14160
1060,451,machine,MagmaEgg,7,9480
1625,1624,machine,TrivialBruteforce,18,7022224
2707,1,machine,MagmaEgg,0,7022224
2218,2200,machine,SimpleRewrites,0,7022224
2609,2543,machine,SimpleRewrites,0,7022224
1276,1,machine,MagmaEgg,0,7022224
2436,2435,machine,TrivialBruteforce,11,7022224
3527,3507,machine,SimpleRewrites,0,404096
3607,3558,machine,SimpleRewrites,40,807177
1816,1814,machine,TrivialBruteforce,44,7022224
3331,3340,machine,EquationSearch,179,404096
1818,1817,machine,TrivialBruteforce,0,7022224
4144,4147,machine,TrivialBruteforce,0,490884
2054,2655,machine,VampireProven,7,57575
2433,2430,machine,SimpleRewrites,0,7022224
850,846,machine,SimpleRewrites,2,12624
35,34,machine,TrivialBruteforce,0,7022224
4519,4507,machine,SimpleRewrites,4,25812
4039,4022,machine,SimpleRewrites,3,13920
4321,4362,machine,TrivialBruteforce,10,223853
701,696,machine,SimpleRewrites,1,7022224
1605,40,machine,TrivialBruteforce,0,2327776
3198,3197,machine,TrivialBruteforce,67,7022224
4202,4190,machine,SimpleRewrites,8,2979740
1962,1,machine,MagmaEgg,0,7022224
4030,44,machine,EquationSearch,0,404096
1851,2476,machine,VampireProven,4,146856
263,254,machine,SimpleRewrites,0,3288
4312,4288,machine,SimpleRewrites,18,55468
3465,3464,machine,SimpleRewrites,0,6948
2324,2527,machine,EquationSearch,0,7022224
101,825,machine,VampireProven,0,4749
2331,45,machine,TrivialBruteforce,0,2327776
2120,2116,machine,SimpleRewrites,0,7022224
3497,3475,machine,SimpleRewrites,0,146072
3026,3118,machine,VampireProven,2,7022224
3419,3418,machine,SimpleRewrites,34,2979740
1285,1222,machine,SimpleRewrites,0,2994
3394,3389,machine,SimpleRewrites,0,2979740
3320,3254,machine,SimpleRewrites,0,6912
1723,3287,machine,VampireProven,1,13456
3525,3458,machine,SimpleRewrites,7,7209
4578,4536,machine,SimpleRewrites,15,218173
3422,351,machine,TrivialBruteforce,6,2979740
4408,4379,machine,SimpleRewrites,3,4246
98,0,machine,GeneratedOther,0,1904
2769,2658,machine,SimpleRewrites,0,4833
4637,4592,machine,TrivialBruteforce,4,66892
4394,4281,machine,TrivialBruteforce,6,6387
58,661,machine,TrivialBruteforce,2,1902338
4563,4511,machine,SimpleRewrites,0,12246
1381,1380,machine,SimpleRewrites,0,7022224
4541,4479,machine,SimpleRewrites,0,6153
2690,2678,machine,SimpleRewrites,3,22334
4417,4406,machine,SimpleRewrites,3,336516
334,4434,machine,TrivialBruteforce,0,5748
1877,1876,machine,SimpleRewrites,3,965425
4517,4474,machine,SimpleRewrites,6,20530
8,50,machine,TrivialBruteforce,4,187738
3124,3123,machine,SimpleRewrites,0,7022224
3208,3207,machine,SimpleRewrites,2,7022224
909,503,machine,MagmaEgg,0,4554
3943,3913,machine,SimpleRewrites,84,807177
3769,4145,machine,TrivialBruteforce,0,11610
4039,3934,machine,SimpleRewrites,0,13920
3124,3239,machine,EquationSearch,12,7022224
1929,40,machine,TrivialBruteforce,102,2327776
896,976,machine,VampireProven,4,570121
2323,2526,machine,EquationSearch,0,7022224
2075,2890,machine,MagmaEgg,12,42952
1233,1230,machine,SimpleRewrites,0,19492
3528,3508,machine,SimpleRewrites,0,7236
2064,2063,machine,SimpleRewrites,2,11522
1327,1321,machine,SimpleRewrites,2,5037
4608,4582,machine,SimpleRewrites,1,6114
3169,3167,machine,SimpleRewrites,0,7022224
3008,474,machine,VampireProven,51,7022224
3526,3519,machine,SimpleRewrites,1,13920
592,597,machine,VampireProven,3,388968
4532,4373,machine,TrivialBruteforce,0,14329
197,2231,machine,TrivialBruteforce,34,965425
3959,3956,machine,SimpleRewrites,0,2979740
3524,3518,machine,SimpleRewrites,5,7371
1919,1892,machine,SimpleRewrites,1,7022224
3769,4209,machine,MagmaEgg,8,123840
1352,1314,machine,SimpleRewrites,1,5061
2843,2828,machine,SimpleRewrites,132,7022224
1976,1893,machine,SimpleRewrites,1,4662
1282,1,machine,MagmaEgg,0,7022224
1233,100,machine,MagmaEgg,2,26580
1317,113,machine,VampireProven,13,965425
2811,2671,machine,SimpleRewrites,0,4737
4058,4043,machine,SimpleRewrites,1,2979740
403,4235,machine,TrivialBruteforce,9,2979740
4336,4326,machine,SimpleRewrites,3,13888
596,594,machine,SimpleRewrites,1,7022224
2061,4597,machine,VampireProven,0,3292
1783,1696,machine,SimpleRewrites,14,67160
278,277,machine,SimpleRewrites,83,7022224
1936,18,machine,MagmaEgg,40,965425
208,1451,machine,VampireProven,0,8445
3897,3901,machine,VampireProven,8,42328
2416,2619,machine,EquationSearch,0,7022224
4259,4234,machine,SimpleRewrites,0,2979740
1288,1222,machine,SimpleRewrites,0,3094
692,680,machine,SimpleRewrites,1,7022224
2718,2717,machine,SimpleRewrites,1,7022224
746,707,machine,SimpleRewrites,0,7022224
1805,1771,machine,SimpleRewrites,0,965425
4073,4064,machine,SimpleRewrites,1,4344
555,774,machine,MagmaEgg,7,118092
1107,1102,machine,SimpleRewrites,1,7022224
427,4431,machine,VampireProven,0,7845
1956,1954,machine,SimpleRewrites,3,7022224
3693,3663,machine,SimpleRewrites,3,6306
2060,306,machine,VampireProven,0,4941
1032,1024,machine,SimpleRewrites,0,15750
1230,1222,machine,SimpleRewrites,0,3632
893,1,machine,MagmaEgg,32,7022224
3228,3159,machine,SimpleRewrites,0,7022224
1689,1682,machine,SimpleRewrites,0,7022224
4665,0,machine,GeneratedOther,5,2490
376,358,machine,SimpleRewrites,0,6096
3100,3087,machine,SimpleRewrites,6,388968
2642,2616,machine,SimpleRewrites,7,7022224
833,817,machine,SimpleRewrites,0,6296
4159,3991,machine,TrivialBruteforce,1,2979740
1018,1017,machine,SimpleRewrites,9,7022224
3178,3103,machine,SimpleRewrites,0,7022224
1721,1628,machine,SimpleRewrites,0,3038
1107,1105,machine,SimpleRewrites,2,7022224
1179,1071,machine,SimpleRewrites,0,965425
1780,1778,machine,TrivialBruteforce,2,7022224
1001,1000,machine,TrivialBruteforce,0,7022224
2528,2525,machine,SimpleRewrites,2,7022224
3781,3773,machine,SimpleRewrites,2,2979740
3861,0,machine,GeneratedOther,6,2822
2924,2852,machine,SimpleRewrites,1,4596
3908,3896,machine,SimpleRewrites,5,13818
2009,1904,machine,SimpleRewrites,1,7022224
4038,3970,machine,SimpleRewrites,4,2979740
1377,1290,machine,SimpleRewrites,36,965425
196,195,machine,SimpleRewrites,133,7022224
4408,4306,machine,TrivialBruteforce,8,6369
3902,3890,machine,SimpleRewrites,2,36917
334,3342,machine,TrivialBruteforce,1,5748
3227,3122,machine,SimpleRewrites,40,7022224
3572,3544,machine,SimpleRewrites,0,5793
480,413,machine,SimpleRewrites,1,6060
2452,2286,machine,VampireProven,3,965425
1100,1864,machine,MagmaEgg,1,12136
660,634,machine,SimpleRewrites,4,25770
2967,2941,machine,SimpleRewrites,3,1902338
2375,2295,machine,SimpleRewrites,1,17303
3778,3762,machine,SimpleRewrites,0,2979740
3935,3913,machine,SimpleRewrites,0,807177
4352,4349,machine,SimpleRewrites,0,223853
1215,1213,machine,SimpleRewrites,0,7022224
4175,4105,machine,MagmaEgg,7,42394
2317,2245,machine,SimpleRewrites,0,4755
3592,3646,machine,TrivialBruteforce,4,2979740
3716,3710,machine,SimpleRewrites,40,807177
3991,40,machine,MagmaEgg,39,2979740
2356,2355,machine,TrivialBruteforce,0,7022224
2215,2212,machine,SimpleRewrites,8,7022224
2887,2864,machine,SimpleRewrites,2,4956
386,3963,machine,EquationSearch,1,5754
2159,2132,machine,SimpleRewrites,0,7022224
4152,4135,machine,SimpleRewrites,0,47366
2675,2645,machine,SimpleRewrites,0,4938
1679,1670,machine,SimpleRewrites,10,965425
438,358,machine,VampireProven,0,5355
3622,3621,machine,SimpleRewrites,4,2979740
1131,1129,machine,SimpleRewrites,0,7022224
941,928,machine,SimpleRewrites,2,7022224
2439,2418,machine,SimpleRewrites,2,7022224
1029,830,machine,VampireProven,4,239248
1353,1278,machine,SimpleRewrites,0,4488
3742,3730,machine,SimpleRewrites,4,807177
2226,2202,machine,SimpleRewrites,4,18546
2724,30,machine,MagmaEgg,0,65231
1472,1464,machine,SimpleRewrites,3,49356
795,743,machine,SimpleRewrites,12,570121
2497,2304,machine,EquationSearch,6,7022224
2074,2071,machine,VampireProven,13,570121
1469,1872,machine,VampireProven,21,70479
702,4306,machine,VampireProven,0,5073
4541,4359,machine,TrivialBruteforce,0,14357
3707,3690,machine,SimpleRewrites,3,46176
3986,3984,machine,SimpleRewrites,8,2979740
915,3861,machine,VampireProven,0,3292
3942,3914,machine,SimpleRewrites,1,7443
2349,2338,machine,SimpleRewrites,7,7022224
939,1,machine,GeneratedOther,0,7022224
1616,1614,machine,SimpleRewrites,0,7022224
4243,3839,machine,TrivialBruteforce,90,2979740
3469,3467,machine,SimpleRewrites,7,13818
1819,1703,machine,SimpleRewrites,0,7022224
1792,1653,machine,SimpleRewrites,3,5172
2859,2659,machine,VampireProven,0,4938
54,46,machine,SimpleRewrites,0,3452
1627,1606,machine,SimpleRewrites,7,7022224
4152,4147,machine,SimpleRewrites,69,490884
633,632,machine,SimpleRewrites,0,4701
2988,2985,machine,SimpleRewrites,5,7022224
4360,4318,machine,SimpleRewrites,16,66892
996,890,machine,SimpleRewrites,0,7022224
1869,1645,machine,VampireProven,1,965425
42,4357,machine,TrivialBruteforce,3,5964
1977,1848,machine,SimpleRewrites,1,65824
397,4219,machine,TrivialBruteforce,7,2979740
4480,4504,machine,VampireProven,0,336516
232,1,machine,GeneratedOther,102,7022224
387,38,machine,TrivialBruteforce,0,404096
3005,3000,machine,SimpleRewrites,1,7022224
2174,2130,machine,SimpleRewrites,1,7022224
3167,3139,machine,SimpleRewrites,0,4488
1955,1954,machine,TrivialBruteforce,0,7022224
1054,1034,machine,SimpleRewrites,0,5361
2026,2025,machine,TrivialBruteforce,0,7022224
4301,4374,machine,TrivialBruteforce,2,223853
1815,1741,machine,SimpleRewrites,2,146856
3397,3931,machine,TrivialBruteforce,12,30960
348,345,machine,SimpleRewrites,0,2979740
394,4242,machine,TrivialBruteforce,6,96726
592,574,machine,SimpleRewrites,2,18766
4382,4655,machine,TrivialBruteforce,3,6369
3013,3011,machine,SimpleRewrites,0,7022224
1061,1039,machine,SimpleRewrites,1,1902338
3391,3387,machine,SimpleRewrites,2,34448
1900,1,machine,MagmaEgg,0,7022224
2160,3876,machine,MagmaEgg,1,5157
2061,257,machine,MagmaEgg,4,26336
4215,4126,machine,SimpleRewrites,5,5895
4310,4278,machine,SimpleRewrites,8,19830
2817,2809,machine,SimpleRewrites,40,7022224
2048,2047,machine,SimpleRewrites,2,570121
1992,1931,machine,SimpleRewrites,0,13608
307,306,machine,SimpleRewrites,1,7014
4281,4267,machine,SimpleRewrites,5,7470
2354,2326,machine,SimpleRewrites,1,17523
1536,1060,machine,MagmaEgg,4,16588
372,365,machine,SimpleRewrites,0,550179
3534,3462,machine,SimpleRewrites,2,13788
197,171,machine,SimpleRewrites,1,965425
1686,1630,machine,SimpleRewrites,0,5049
4690,4642,machine,SimpleRewrites,0,223853
2723,2695,machine,SimpleRewrites,0,6320
3107,3308,machine,VampireProven,0,4707
840,837,machine,SimpleRewrites,0,9438
2069,2059,machine,SimpleRewrites,0,5487
3113,889,machine,VampireProven,2,7022224
15,1779,machine,TrivialBruteforce,5,71709
870,1,machine,MagmaEgg,0,7022224
2122,2117,machine,SimpleRewrites,0,7022224
1148,1147,machine,SimpleRewrites,0,7022224
4447,4455,machine,VampireProven,1,24636
1663,1643,machine,SimpleRewrites,0,5604
1071,3450,machine,MagmaEgg,36,382812
2384,2252,machine,SimpleRewrites,0,6316
184,182,machine,SimpleRewrites,38,7022224
1228,1222,machine,SimpleRewrites,0,3218
1030,1027,machine,SimpleRewrites,1,5370
3246,3204,machine,SimpleRewrites,2,1902338
1509,1501,machine,SimpleRewrites,10,570121
2507,2504,machine,EquationSearch,0,7022224
2573,2534,machine,SimpleRewrites,0,7022224
329,3339,machine,TrivialBruteforce,13,404096
1533,1526,machine,SimpleRewrites,0,7022224
1766,1758,machine,SimpleRewrites,5,965425
2699,2643,machine,SimpleRewrites,0,2994
2565,2556,machine,SimpleRewrites,3,7022224
738,736,machine,SimpleRewrites,2,7022224
3766,3759,machine,SimpleRewrites,0,2979740
3411,3406,machine,SimpleRewrites,2,2979740
382,379,machine,SimpleRewrites,42,807177
297,3241,machine,TrivialBruteforce,1,1902338
3707,3679,machine,SimpleRewrites,1,11544
4610,4605,machine,SimpleRewrites,0,4792
1191,1187,machine,SimpleRewrites,0,965425
655,653,machine,SimpleRewrites,0,1902338
4322,4377,machine,TrivialBruteforce,8,66556
1903,3352,machine,VampireProven,0,5043
85,998,machine,TrivialBruteforce,0,570121
2853,2847,machine,SimpleRewrites,3,570121
4335,4320,machine,TrivialBruteforce,5,4008
4639,4587,machine,TrivialBruteforce,2,6078
1421,1,machine,GeneratedOther,0,7022224
3350,3347,machine,SimpleRewrites,10,2979740
930,92,machine,TrivialBruteforce,6,7022224
2507,2441,machine,SimpleRewrites,26,860200
2488,2480,machine,SimpleRewrites,4,84400
54,816,machine,VampireProven,0,3452
3586,4532,machine,VampireProven,0,24288
2934,3137,machine,EquationSearch,2,7022224
3570,3640,machine,TrivialBruteforce,1,2979740
3590,3473,machine,SimpleRewrites,1,6108
3788,40,machine,MagmaEgg,75,2979740
658,3,machine,MagmaEgg,0,1902338
3192,618,machine,MagmaEgg,0,4773
2791,2768,machine,TrivialBruteforce,5,7022224
3855,3850,machine,SimpleRewrites,3,2979740
1708,2155,machine,VampireProven,4,965425
288,281,machine,SimpleRewrites,2,7022224
2537,2529,machine,SimpleRewrites,1,4581
669,613,machine,SimpleRewrites,0,2994
2532,2440,machine,SimpleRewrites,0,3152
1916,1900,machine,SimpleRewrites,1,7022224
2204,2137,machine,SimpleRewrites,110,7022224
301,275,machine,SimpleRewrites,205,1902338
3614,3610,machine,SimpleRewrites,2,2979740
4234,40,machine,TrivialBruteforce,154,2979740
2960,2949,machine,SimpleRewrites,0,7022224
2487,2483,machine,SimpleRewrites,11,14152
989,1,machine,GeneratedOther,0,7022224
624,615,machine,SimpleRewrites,0,6988
3715,3714,machine,SimpleRewrites,0,34442
1535,3024,machine,VampireProven,0,7022224
2931,2919,machine,SimpleRewrites,43,7022224
2104,2754,machine,MagmaEgg,0,450892
1330,1329,machine,SimpleRewrites,0,7022224
1635,2451,machine,VampireProven,0,21853
1242,1241,machine,SimpleRewrites,0,4734
1001,894,machine,SimpleRewrites,116,991848
3269,3298,machine,VampireProven,12,117303
2808,2699,machine,SimpleRewrites,2,4488
420,419,machine,SimpleRewrites,2,4773
3496,3461,machine,SimpleRewrites,1,5829
30,4225,machine,TrivialBruteforce,7,9708
1882,1878,machine,SimpleRewrites,23,77234
4079,358,machine,VampireProven,0,7083
2244,2238,machine,SimpleRewrites,0,965425
3110,3106,machine,SimpleRewrites,0,7022224
2757,2751,machine,TrivialBruteforce,1,7022224
2298,2291,machine,SimpleRewrites,0,7022224
4252,44,machine,EquationSearch,0,404096
4314,4313,machine,SimpleRewrites,0,4854
2620,2514,machine,SimpleRewrites,0,7022224
3776,3761,machine,SimpleRewrites,0,807177
1793,1787,machine,TrivialBruteforce,5,7022224
1242,104,machine,MagmaEgg,0,4734
4069,4064,machine,SimpleRewrites,0,5254
4535,4579,machine,EquationSearch,7,336864
3110,3103,machine,SimpleRewrites,0,7022224
2375,2371,machine,SimpleRewrites,0,14157
2751,2749,machine,SimpleRewrites,1,7022224
3279,3286,machine,VampireProven,0,117303
2604,2542,machine,SimpleRewrites,3,4854
1679,1652,machine,SimpleRewrites,6,965425
1049,1047,machine,SimpleRewrites,0,4704
9,3321,machine,TrivialBruteforce,0,10614
837,834,machine,SimpleRewrites,0,5178
1714,1702,machine,SimpleRewrites,34,7022224
3643,3624,machine,SimpleRewrites,5,807177
1622,1509,machine,SimpleRewrites,8,570121
2428,2374,machine,SimpleRewrites,5,7022224
2471,2465,machine,SimpleRewrites,1,5310
1402,1366,machine,SimpleRewrites,0,7022224
3505,3490,machine,SimpleRewrites,0,38440
3237,3235,machine,TrivialBruteforce,20,7022224
2072,2041,machine,SimpleRewrites,19,570121
323,321,machine,SimpleRewrites,288,404096
4549,4431,machine,SimpleRewrites,1,10310
646,10,machine,MagmaEgg,3,67682
1351,1349,machine,SimpleRewrites,0,7022224
1698,3210,machine,MagmaEgg,2,450408
1322,1525,machine,MagmaEgg,1,6048
2362,2360,machine,SimpleRewrites,2,7022224
4203,4262,machine,EquationSearch,143,404096
3063,3056,machine,SimpleRewrites,0,388968
2033,2007,machine,SimpleRewrites,29,7022224
2318,886,machine,MagmaEgg,5,450892
918,715,machine,MagmaEgg,0,11648
1136,1995,machine,MagmaEgg,1,18722
1993,2921,machine,VampireProven,1,7022224
40,45,human,Subgraph,623,2979740
532,520,machine,SimpleRewrites,13,7022224
2419,241,machine,VampireProven,18,150528
2075,2040,machine,SimpleRewrites,1,4956
283,2838,machine,TrivialBruteforce,0,7022224
40,38,machine,SimpleRewrites,84,337040
302,3022,machine,TrivialBruteforce,0,7022224
4277,4322,machine,TrivialBruteforce,13,66556
385,4007,machine,TrivialBruteforce,48,2979740
2690,2857,machine,VampireProven,0,68720
4305,4378,machine,TrivialBruteforce,7,223853
4291,4297,machine,TrivialBruteforce,79,223853
2917,2913,machine,SimpleRewrites,4,7022224
793,775,machine,SimpleRewrites,5,7022224
663,648,machine,SimpleRewrites,1,62680
1626,1512,machine,SimpleRewrites,2,7022224
4454,4453,machine,SimpleRewrites,5,65824
2323,2319,machine,SimpleRewrites,0,7022224
2934,2932,machine,SimpleRewrites,3,7022224
3467,3457,machine,SimpleRewrites,0,6918
4231,4230,machine,SimpleRewrites,0,2979740
4059,3983,machine,SimpleRewrites,21,404096
4619,4589,machine,TrivialBruteforce,0,6042
40,3454,machine,TrivialBruteforce,130,2979740
2981,2864,machine,SimpleRewrites,1,4542
2617,2512,machine,SimpleRewrites,0,190454
4399,4380,machine,SimpleRewrites,0,10235
664,637,machine,SimpleRewrites,4,1902338
335,3558,machine,TrivialBruteforce,5,807177
1436,1430,machine,SimpleRewrites,0,5487
3043,2967,machine,SimpleRewrites,18,1902338
3726,3660,machine,SimpleRewrites,0,6108
4519,4401,machine,SimpleRewrites,1,25812
461,456,machine,SimpleRewrites,2,1902338
3353,40,machine,MagmaEgg,0,2979740
1961,1114,machine,VampireProven,4,965425
1903,1957,machine,VampireProven,4,21853
275,3187,machine,TrivialBruteforce,2,1902338
4503,4486,machine,SimpleRewrites,3,65994
4497,4482,machine,SimpleRewrites,0,10270
500,410,machine,SimpleRewrites,0,2994
2051,2035,machine,SimpleRewrites,0,4941
1682,754,machine,VampireProven,47,7022224
3000,2999,machine,SimpleRewrites,0,7022224
2315,2292,machine,SimpleRewrites,0,4515
499,574,machine,VampireProven,0,19569
2469,1657,machine,MagmaEgg,1,8815
612,606,machine,SimpleRewrites,2,7022224
2653,2644,machine,SimpleRewrites,87,570121
680,704,machine,VampireProven,40,7022224
2581,2500,machine,SimpleRewrites,3,7022224
3253,306,machine,VampireProven,3,7083
4512,4396,machine,SimpleRewrites,4,20410
1465,1467,machine,VampireProven,56,965425
750,2931,machine,VampireProven,58,7022224
1864,1834,machine,SimpleRewrites,3,14000
1102,1101,machine,SimpleRewrites,0,7022224
3322,3314,machine,SimpleRewrites,4,7119
1792,1730,machine,SimpleRewrites,0,5172
375,4125,machine,TrivialBruteforce,27,461244
240,239,machine,SimpleRewrites,0,7022224
3452,3426,machine,SimpleRewrites,1,2979740
4568,4532,machine,SimpleRewrites,2,24540
2971,2969,machine,SimpleRewrites,13,7022224
860,845,machine,SimpleRewrites,0,4722
1506,2943,machine,MagmaEgg,4,450408
1867,4126,machine,VampireProven,0,5049
4081,4074,machine,VampireProven,1,21153
293,3028,machine,TrivialBruteforce,6,1902338
3700,3665,machine,SimpleRewrites,4,11544
541,466,machine,SimpleRewrites,1,4488
493,477,machine,SimpleRewrites,4,7022224
1041,1021,machine,SimpleRewrites,0,6288
3143,1489,machine,VampireProven,1,7022224
3972,4022,machine,MagmaEgg,3,11604
24,4630,machine,TrivialBruteforce,0,5307
761,75,machine,TrivialBruteforce,36,7022224
3668,3666,machine,SimpleRewrites,0,6105
1049,1048,machine,SimpleRewrites,0,4704
1148,1146,machine,SimpleRewrites,0,7022224
4484,4500,machine,VampireProven,0,87390
2461,2442,machine,SimpleRewrites,0,5313
2104,4105,machine,MagmaEgg,1,33176
2642,2641,machine,SimpleRewrites,91,7022224
1606,1603,machine,SimpleRewrites,0,7022224
2611,2610,machine,SimpleRewrites,0,7022224
4547,4526,machine,VampireProven,0,87390
2122,2113,machine,SimpleRewrites,3,7022224
1738,1,machine,MagmaEgg,0,7022224
3005,3004,machine,SimpleRewrites,18,7022224
243,2438,machine,TrivialBruteforce,60,7022224
4488,4468,machine,SimpleRewrites,0,9765
2655,2645,machine,SimpleRewrites,0,4935
2417,2381,machine,SimpleRewrites,0,7022224
3875,3865,machine,SimpleRewrites,10,40600
2080,2044,machine,SimpleRewrites,2,19716
1490,816,machine,VampireProven,0,3294
4330,4354,machine,TrivialBruteforce,10,19840
2028,2003,machine,SimpleRewrites,2,965425
1210,1209,machine,SimpleRewrites,0,7022224
4382,4379,machine,SimpleRewrites,0,4246
4562,4429,machine,EquationSearch,1,65756
1602,1497,machine,SimpleRewrites,3,570121
15,3413,machine,TrivialBruteforce,4,10494
1328,1326,machine,TrivialBruteforce,0,7022224
249,2637,machine,TrivialBruteforce,99,1902338
2866,2692,machine,VampireProven,58,570121
3739,3666,machine,SimpleRewrites,2,6441
3335,3304,machine,TrivialBruteforce,216,404096
2504,2441,machine,SimpleRewrites,0,860200
1231,2,machine,MagmaEgg,11,62960
482,468,machine,VampireProven,14,388968
4540,4404,machine,SimpleRewrites,1,5826
2690,2682,machine,SimpleRewrites,2,18898
3487,3484,machine,SimpleRewrites,0,36651
2885,2851,machine,SimpleRewrites,0,5163
3196,3064,machine,SimpleRewrites,0,4710
3900,3889,machine,SimpleRewrites,0,6918
2278,2243,machine,SimpleRewrites,2,5151
3196,3151,machine,SimpleRewrites,0,4710
4288,4316,machine,TrivialBruteforce,16,66892
2375,2367,machine,SimpleRewrites,0,14157
4578,4563,machine,SimpleRewrites,2,57092
4209,3600,machine,MagmaEgg,0,21285
3775,4683,machine,MagmaEgg,4,5790
3689,3676,machine,MagmaEgg,0,6261
32,3251,machine,TrivialBruteforce,69,7022224
4096,368,machine,EquationSearch,28,99705
1925,172,machine,VampireProven,138,7022224
769,682,machine,SimpleRewrites,2,7022224
1904,470,machine,VampireProven,3,7022224
4373,4329,machine,SimpleRewrites,4,16772
112,867,machine,TrivialBruteforce,7,1902338
3536,3508,machine,SimpleRewrites,5,7443
2860,2850,machine,SimpleRewrites,1,570121
624,621,machine,SimpleRewrites,1,5241
1696,4082,machine,VampireProven,2,5043
1867,1426,machine,VampireProven,0,5049
112,111,machine,SimpleRewrites,3,1902338
3288,3698,machine,TrivialBruteforce,0,46152
4151,4124,machine,SimpleRewrites,7,490884
574,435,machine,SimpleRewrites,4,5337
1,37,human,Subgraph,4,263296
4416,4428,machine,VampireProven,6,66062
4644,4586,machine,SimpleRewrites,0,7281
3392,3451,machine,TrivialBruteforce,2,2979740
337,4561,machine,TrivialBruteforce,0,204905
2374,2373,machine,SimpleRewrites,5,7022224
1587,1,machine,MagmaEgg,28,7022224
3430,3325,machine,SimpleRewrites,5,12972
1297,1296,machine,SimpleRewrites,0,7022224
3107,4319,machine,VampireProven,0,3138
330,326,machine,SimpleRewrites,31,96432
3263,3257,machine,SimpleRewrites,0,7665
4094,4098,machine,MagmaEgg,0,99705
873,817,machine,SimpleRewrites,0,5984
4298,4296,machine,VampireProven,0,13888
1201,1054,machine,SimpleRewrites,0,21944
4185,4173,machine,SimpleRewrites,65,2979740
8,151,machine,EquationSearch,4,15910
3742,3716,machine,SimpleRewrites,2,807177
4574,4424,machine,SimpleRewrites,1,31168
3298,3269,machine,SimpleRewrites,0,117303
4648,4637,machine,SimpleRewrites,0,66892
721,717,machine,SimpleRewrites,75,7022224
1256,1253,machine,SimpleRewrites,0,12624
4486,4503,machine,TrivialBruteforce,32,65994
4303,4283,machine,SimpleRewrites,1,4762
206,203,machine,SimpleRewrites,1,965425
521,1292,machine,MagmaEgg,5,450408
456,455,machine,SimpleRewrites,0,1902338
4209,4108,machine,MagmaEgg,0,42570
1945,1,machine,GeneratedOther,0,7022224
508,506,machine,SimpleRewrites,0,7022224
2819,2816,machine,SimpleRewrites,3,7022224
1601,1592,machine,SimpleRewrites,1,7022224
2622,2587,machine,SimpleRewrites,4,15710
4153,3861,machine,TrivialBruteforce,0,3936
4260,4214,machine,SimpleRewrites,0,2979740
2019,201,machine,TrivialBruteforce,41,7022224
290,1279,machine,VampireProven,6,7022224
1299,1,machine,MagmaEgg,0,7022224
1572,805,machine,VampireProven,15,570121
60,664,machine,TrivialBruteforce,49,1902338
1221,1217,machine,SimpleRewrites,0,7022224
1020,46,machine,VampireProven,0,3186
2785,2783,machine,SimpleRewrites,2,7022224
2898,254,machine,VampireProven,0,3202
1601,1598,machine,SimpleRewrites,0,7022224
4625,4610,machine,SimpleRewrites,0,13888
3680,3706,machine,VampireProven,14,78925
2430,242,machine,TrivialBruteforce,29,7022224
3208,3203,machine,SimpleRewrites,0,7022224
4658,4677,machine,TrivialBruteforce,0,27776
3100,3098,machine,SimpleRewrites,4,388968
2028,1915,machine,SimpleRewrites,0,965425
4392,4669,machine,TrivialBruteforce,25,19590
2616,2614,machine,SimpleRewrites,0,7022224
2112,2100,machine,SimpleRewrites,0,6008
4175,4540,machine,MagmaEgg,5,11562
722,64,machine,VampireProven,1,4938
