src,dst,cls,sub,load,capacity
2129,2143,machine,VampireProven,0,965425
775,791,machine,VampireProven,43,7022224
4209,3755,machine,MagmaEgg,2,38700
4053,3987,machine,SimpleRewrites,40,2979740
1475,1438,machine,SimpleRewrites,4,965425
4358,4284,machine,SimpleRewrites,14,66892
4298,4307,machine,VampireProven,1,19840
4052,4015,machine,SimpleRewrites,1,2979740
4668,4618,machine,TrivialBruteforce,9,16723
2773,2299,machine,VampireProven,0,4725
3873,358,machine,VampireProven,1,6099
2085,2082,machine,SimpleRewrites,16,570121
1418,1416,machine,SimpleRewrites,0,7022224
432,426,machine,SimpleRewrites,0,6276
2451,2445,machine,SimpleRewrites,2,17870
1982,1849,machine,SimpleRewrites,1,8635
3186,2983,machine,EquationSearch,0,7022224
1903,363,machine,VampireProven,3,16810
2740,4611,machine,MagmaEgg,0,10577
1974,1846,machine,SimpleRewrites,0,5040
4012,3923,machine,SimpleRewrites,1,7860
1028,1019,machine,SimpleRewrites,0,3168
4063,4058,machine,SimpleRewrites,6,2979740
69,1566,machine,TrivialBruteforce,0,7022224
4609,4657,machine,TrivialBruteforce,0,3968
3809,3736,machine,MagmaEgg,0,30960
4007,4004,machine,SimpleRewrites,84,2979740
504,1,machine,MagmaEgg,0,7022224
1775,18,machine,MagmaEgg,0,965425
2168,1690,machine,VampireProven,2,5049
1117,1113,machine,SimpleRewrites,0,7022224
2367,2292,machine,SimpleRewrites,0,4725
2900,1498,machine,VampireProven,41,7022224
40,37,machine,SimpleRewrites,7,337040
1623,1510,machine,SimpleRewrites,3,7022224
1536,13,machine,MagmaEgg,13,177944
2781,2738,machine,SimpleRewrites,17,108537
4300,4310,machine,EquationSearch,22,49575
417,624,machine,VampireProven,0,12736
2124,2034,machine,SimpleRewrites,0,3010
1018,1002,machine,SimpleRewrites,44,7022224
1018,1015,machine,SimpleRewrites,1,7022224
3834,3821,machine,SimpleRewrites,1,2979740
3932,4512,machine,VampireProven,0,56672
1855,1853,machine,SimpleRewrites,110,965425
158,150,machine,SimpleRewrites,1,3764
3756,3749,machine,SimpleRewrites,0,2979740
3586,3511,machine,SimpleRewrites,1,6072
4649,4645,machine,SimpleRewrites,5,49525
1132,1111,machine,SimpleRewrites,0,5070
4141,4654,machine,TrivialBruteforce,6,17794
1503,1480,machine,SimpleRewrites,3,7730
722,4319,machine,VampireProven,0,3292
4512,4511,machine,SimpleRewrites,0,12246
1328,1325,machine,SimpleRewrites,0,7022224
4154,4064,machine,SimpleRewrites,0,4660
121,1769,machine,TrivialBruteforce,52,7022224
1789,3606,machine,MagmaEgg,0,31668
2632,2520,machine,SimpleRewrites,1,1902338
614,613,machine,SimpleRewrites,0,3202
3836,3768,machine,SimpleRewrites,4,18261
3175,3101,machine,SimpleRewrites,0,65477
1347,1338,machine,SimpleRewrites,1,7022224
2898,2846,machine,SimpleRewrites,0,3202
4199,4157,machine,SimpleRewrites,3,7119
4508,4433,machine,SimpleRewrites,1,20450
489,588,machine,VampireProven,84,7022224
861,3,machine,MagmaEgg,0,1902338
716,6,machine,TrivialBruteforce,5,7022224
2162,1426,machine,VampireProven,0,4503
476,410,machine,SimpleRewrites,1,3112
4112,4108,machine,SimpleRewrites,0,42306
4115,4078,machine,SimpleRewrites,0,34560
2388,2299,machine,SimpleRewrites,0,4752
3867,3861,machine,SimpleRewrites,0,4128
174,1513,machine,TrivialBruteforce,191,7022224
4238,4226,machine,SimpleRewrites,2,2979740
1333,2307,machine,VampireProven,24,995826
1094,1092,machine,SimpleRewrites,1,7022224
2303,2237,machine,SimpleRewrites,1,3024
2809,2746,machine,SimpleRewrites,210,7022224
2064,2675,machine,VampireProven,4,36212
282,254,machine,SimpleRewrites,0,3140
2094,1,machine,MagmaEgg,0,7022224
499,527,machine,VampireProven,10,19569
1982,1933,machine,SimpleRewrites,4,8635
3909,3692,machine,VampireProven,0,46176
1132,3934,machine,VampireProven,0,10140
2065,2036,machine,SimpleRewrites,2,5487
2689,2653,machine,SimpleRewrites,94,570121
4468,4379,machine,SimpleRewrites,1,4248
1522,1518,machine,SimpleRewrites,0,4548
2142,2141,machine,SimpleRewrites,1,7022224
4229,44,machine,EquationSearch,0,404096
242,221,machine,SimpleRewrites,3,14960
911,988,machine,VampireProven,29,570121
2616,2613,machine,SimpleRewrites,2,7022224
3685,3692,machine,MagmaEgg,0,47424
1891,4504,machine,TrivialBruteforce,8,260304
1011,898,machine,SimpleRewrites,10,7022224
262,2643,machine,VampireProven,0,3452
4357,4282,machine,SimpleRewrites,6,4944
479,3195,machine,VampireProven,97,7022224
183,1830,machine,TrivialBruteforce,4,7022224
3514,3457,machine,SimpleRewrites,0,7233
4260,4184,machine,SimpleRewrites,2,2979740
2835,2363,machine,VampireProven,5,33138
1252,1250,machine,SimpleRewrites,0,4743
4365,4363,machine,SimpleRewrites,0,9905
39,3683,machine,TrivialBruteforce,8,6318
3633,3528,machine,SimpleRewrites,0,12144
4595,4640,machine,TrivialBruteforce,10,223853
795,648,machine,SimpleRewrites,7,65720
843,817,machine,SimpleRewrites,0,6320
213,2487,machine,TrivialBruteforce,34,113216
2060,254,machine,VampireProven,0,3294
4016,3966,machine,SimpleRewrites,7,2979740
3400,3355,machine,SimpleRewrites,5,490884
3387,3345,machine,SimpleRewrites,3,6501
2,325,machine,TrivialBruteforce,9,11935
3380,3446,machine,TrivialBruteforce,2,2979740
4160,38,machine,MagmaEgg,0,404096
3107,1224,machine,VampireProven,0,6276
2657,2656,machine,SimpleRewrites,0,570121
4488,4384,machine,SimpleRewrites,0,9765
2013,1907,machine,SimpleRewrites,2,965425
2215,2214,machine,SimpleRewrites,156,7022224
2682,2671,machine,SimpleRewrites,0,5157
53,434,machine,TrivialBruteforce,1,1902338
4516,4519,machine,VampireProven,0,57092
1926,1800,machine,VampireProven,11,965425
3996,3914,machine,SimpleRewrites,0,7134
4401,4381,machine,SimpleRewrites,0,10795
114,98,machine,SimpleRewrites,0,2996
1742,1736,machine,TrivialBruteforce,3,7022224
497,1958,machine,VampireProven,2,7022224
3358,3408,machine,TrivialBruteforce,2,490884
2056,2681,machine,VampireProven,4,570121
1608,1573,machine,SimpleRewrites,0,7022224
4175,4161,machine,MagmaEgg,2,88642
634,851,machine,VampireProven,3,20628
825,816,machine,SimpleRewrites,0,3168
493,1281,machine,VampireProven,7,7022224
3579,3562,machine,SimpleRewrites,3,2979740
4120,4064,machine,SimpleRewrites,0,5090
4327,4292,machine,TrivialBruteforce,2,3968
3387,4361,machine,MagmaEgg,0,6501
4250,4102,machine,SimpleRewrites,61,168520
3610,3598,machine,SimpleRewrites,0,2979740
3945,3941,machine,SimpleRewrites,4,807177
4391,4381,machine,SimpleRewrites,0,9815
927,2473,machine,MagmaEgg,2,16588
3,3743,human,Subgraph,4,177071
4392,4388,machine,SimpleRewrites,4,9795
745,668,machine,SimpleRewrites,4,4662
3312,3304,machine,SimpleRewrites,0,404096
4267,0,machine,GeneratedOther,0,2490
1596,1594,machine,SimpleRewrites,2,7022224
3796,3792,machine,SimpleRewrites,0,2979740
3435,3329,machine,SimpleRewrites,1,47366
4419,4398,machine,SimpleRewrites,0,6159
2184,2183,machine,SimpleRewrites,2,7022224
3100,3091,machine,SimpleRewrites,1,388968
1254,1224,machine,SimpleRewrites,0,6316
4426,4418,machine,SimpleRewrites,2,87390
2880,2884,machine,VampireProven,2,570121
2449,1831,machine,VampireProven,0,3360
839,9,machine,MagmaEgg,0,100864
3235,3234,machine,SimpleRewrites,6,7022224
3783,3756,machine,SimpleRewrites,2,2979740
25,3093,machine,TrivialBruteforce,9,19239
228,4379,machine,VampireProven,1,2996
3939,4142,machine,VampireProven,2,32576
140,139,machine,SimpleRewrites,15,7022224
10,3322,machine,TrivialBruteforce,5,9708
2380,2336,machine,SimpleRewrites,0,64370
753,749,machine,SimpleRewrites,0,7022224
1668,2274,machine,VampireProven,3,965425
27,2705,machine,EquationSearch,0,17501
1389,1,machine,GeneratedOther,0,7022224
2253,2237,machine,SimpleRewrites,0,3416
1679,1677,machine,SimpleRewrites,4,965425
4354,4340,machine,SimpleRewrites,0,6114
805,1464,machine,VampireProven,13,44361
4059,4054,machine,SimpleRewrites,4,404096
1838,1832,machine,SimpleRewrites,2,5142
2740,2646,machine,SimpleRewrites,0,4533
3148,3049,machine,SimpleRewrites,0,3184
1681,3049,machine,MagmaEgg,0,3050
4618,4586,machine,SimpleRewrites,0,7182
48,624,machine,TrivialBruteforce,0,13976
3114,3049,machine,SimpleRewrites,0,3142
3,41,human,Subgraph,4,275792
2147,1944,machine,VampireProven,0,965425
379,3741,machine,TrivialBruteforce,3,807177
2991,2908,machine,SimpleRewrites,3,4662
555,3090,machine,MagmaEgg,3,9084
4131,4068,machine,TrivialBruteforce,5,17296
4457,4385,machine,SimpleRewrites,0,10030
1232,1230,machine,SimpleRewrites,0,17270
927,2481,machine,MagmaEgg,6,24128
3787,3786,machine,SimpleRewrites,0,2979740
2535,2557,machine,VampireProven,0,72128
50,627,machine,TrivialBruteforce,0,187738
2041,2035,machine,SimpleRewrites,0,4929
409,405,machine,SimpleRewrites,101,2979740
3885,3884,machine,SimpleRewrites,4,145920
1957,1883,machine,SimpleRewrites,4,16970
2401,2292,machine,SimpleRewrites,3,4725
4240,4231,machine,SimpleRewrites,1,2979740
833,831,machine,SimpleRewrites,0,4722
4131,4653,machine,TrivialBruteforce,7,15134
912,3150,machine,VampireProven,1,7022224
351,3447,machine,TrivialBruteforce,2,2979740
1478,1425,machine,SimpleRewrites,1,3084
4106,4071,machine,SimpleRewrites,1,21153
3107,3104,machine,SimpleRewrites,0,6276
1499,497,machine,VampireProven,7,7022224
2083,2075,machine,SimpleRewrites,25,105152
2014,200,machine,TrivialBruteforce,0,7022224
1885,2107,machine,VampireProven,41,7022224
2969,296,machine,TrivialBruteforce,12,7022224
2280,2245,machine,SimpleRewrites,3,5337
1235,101,machine,VampireProven,4,75360
1675,1671,machine,SimpleRewrites,3,11190
3706,3690,machine,SimpleRewrites,2,46200
3196,3114,machine,SimpleRewrites,3,4710
2583,3175,machine,VampireProven,0,78800
4425,4424,machine,SimpleRewrites,0,31056
1460,4315,machine,VampireProven,2,5487
184,177,machine,SimpleRewrites,0,7022224
601,599,machine,SimpleRewrites,0,7022224
2278,1875,machine,VampireProven,3,10302
22,3521,machine,TrivialBruteforce,2,5922
401,3833,machine,TrivialBruteforce,0,2979740
2723,30,machine,MagmaEgg,21,67940
2345,2344,machine,SimpleRewrites,48,7022224
4386,4389,machine,EquationSearch,13,31168
569,568,machine,SimpleRewrites,0,7022224
1803,1802,machine,TrivialBruteforce,0,7022224
2069,2039,machine,SimpleRewrites,2,5487
3705,3697,machine,SimpleRewrites,3,14224
3706,3698,machine,SimpleRewrites,2,46200
2236,2193,machine,SimpleRewrites,6,7022224
2943,2849,machine,SimpleRewrites,4,10724
3845,3792,machine,SimpleRewrites,0,2979740
1288,2440,machine,VampireProven,0,3094
1985,1983,machine,SimpleRewrites,37,7022224
1260,1258,machine,SimpleRewrites,0,12584
1404,1257,machine,SimpleRewrites,0,13488
1660,1630,machine,SimpleRewrites,0,5070
1505,722,machine,MagmaEgg,0,57610
3080,3060,machine,VampireProven,4,35600
871,816,machine,SimpleRewrites,0,3330
2636,2633,machine,SimpleRewrites,1,7022224
2804,2696,machine,SimpleRewrites,0,4515
3250,3249,machine,TrivialBruteforce,0,7022224
4351,4349,machine,SimpleRewrites,3,223853
50,47,machine,SimpleRewrites,0,79550
384,4127,machine,TrivialBruteforce,1,6918
2882,2851,machine,SimpleRewrites,0,4932
2060,3455,machine,VampireProven,0,3294
993,942,machine,SimpleRewrites,0,570121
4447,4463,machine,VampireProven,3,92385
1717,4621,machine,MagmaEgg,4,5250
417,415,machine,SimpleRewrites,0,4776
3786,4245,machine,TrivialBruteforce,6,2979740
1543,1515,machine,SimpleRewrites,0,4488
3010,2871,machine,SimpleRewrites,0,4743
380,3946,machine,TrivialBruteforce,40,38544
1254,1252,machine,VampireProven,0,12632
3506,3493,machine,SimpleRewrites,0,197760
2704,2697,machine,SimpleRewrites,1,7022224
2306,704,machine,VampireProven,1,7022224
3324,3304,machine,SimpleRewrites,0,404096
2875,2846,machine,SimpleRewrites,0,3328
4498,4388,machine,SimpleRewrites,5,9800
3225,3212,machine,SimpleRewrites,19,7022224
3641,3622,machine,SimpleRewrites,0,2979740
3023,2918,machine,SimpleRewrites,1,17501
1640,1637,machine,SimpleRewrites,1,5040
2912,2506,machine,MagmaEgg,0,23190
3682,3680,machine,SimpleRewrites,17,78802
1103,1077,machine,SimpleRewrites,1,965425
4153,3455,machine,TrivialBruteforce,4,3936
4196,3790,machine,TrivialBruteforce,20,425867
4675,4656,machine,SimpleRewrites,33,66556
1383,2754,machine,MagmaEgg,0,450892
521,2924,machine,MagmaEgg,7,450408
2735,2643,machine,SimpleRewrites,1,3162
2651,2643,machine,SimpleRewrites,1,3564
3299,3291,machine,SimpleRewrites,1,23760
497,487,machine,SimpleRewrites,1,7022224
1188,1186,machine,TrivialBruteforce,0,7022224
1931,1628,machine,VampireProven,0,3120
4000,3988,machine,SimpleRewrites,0,13788
592,445,machine,SimpleRewrites,3,34120
2886,2064,machine,VampireProven,0,36212
2305,2773,machine,VampireProven,0,113400
521,1164,machine,MagmaEgg,2,450408
3822,3687,machine,TrivialBruteforce,0,27104
4497,4469,machine,SimpleRewrites,0,6162
49,3658,machine,VampireProven,0,3188
4177,326,machine,TrivialBruteforce,1,80430
3923,3252,machine,TrivialBruteforce,2,4180
4271,4350,machine,TrivialBruteforce,7,7434
958,956,machine,SimpleRewrites,9,7022224
1749,1733,machine,SimpleRewrites,45,965425
2642,2631,machine,SimpleRewrites,1,7022224
1200,1148,machine,SimpleRewrites,0,7022224
3737,3715,machine,SimpleRewrites,6,123525
696,667,machine,SimpleRewrites,0,7022224
1763,3184,machine,MagmaEgg,0,107068
4528,4373,machine,TrivialBruteforce,0,14343
2150,2149,machine,SimpleRewrites,0,7022224
898,14,machine,EquationSearch,41,7022224
3942,3869,machine,SimpleRewrites,6,7443
556,474,machine,SimpleRewrites,0,7022224
830,827,machine,SimpleRewrites,0,20462
1460,1446,machine,VampireProven,5,14632
2859,3457,machine,VampireProven,0,4938
562,560,machine,TrivialBruteforce,97,7022224
3743,4519,machine,MagmaEgg,35,59696
3807,3844,machine,TrivialBruteforce,10,2979740
3323,3322,machine,SimpleRewrites,4,13818
799,798,machine,SimpleRewrites,2,7022224
4538,4533,machine,SimpleRewrites,101,825612
3404,3450,machine,EquationSearch,0,490884
2777,220,machine,VampireProven,0,4722
2575,2458,machine,SimpleRewrites,2,4674
545,1966,machine,MagmaEgg,4,107068
2326,2237,machine,SimpleRewrites,1,3292
4195,38,machine,MagmaEgg,92,404096
846,817,machine,SimpleRewrites,0,6316
3464,3455,machine,SimpleRewrites,0,4638
2429,2354,machine,SimpleRewrites,1,75744
3391,3379,machine,SimpleRewrites,10,47366
4631,4675,machine,TrivialBruteforce,0,66556
1694,2946,machine,MagmaEgg,3,4680
4440,4438,machine,SimpleRewrites,3,24564
591,589,machine,SimpleRewrites,1,7022224
1307,1299,machine,SimpleRewrites,0,7022224
846,844,machine,SimpleRewrites,0,4737
3567,3564,machine,SimpleRewrites,0,2979740
2978,745,machine,VampireProven,25,63714
3637,3602,machine,SimpleRewrites,6,2979740
711,707,machine,SimpleRewrites,3,7022224
272,254,machine,SimpleRewrites,0,3136
745,2991,machine,MagmaEgg,17,63714
564,563,machine,SimpleRewrites,78,7022224
1696,1639,machine,VampireProven,7,16810
4556,4505,machine,SimpleRewrites,0,64086
108,850,machine,TrivialBruteforce,0,115194
1226,1223,machine,SimpleRewrites,0,6364
4571,4496,machine,SimpleRewrites,1,19420
147,1,machine,GeneratedOther,0,7022224
4461,4431,machine,SimpleRewrites,0,9815
1753,1740,machine,SimpleRewrites,1,7022224
1288,4379,machine,VampireProven,0,3094
2484,2456,machine,SimpleRewrites,1,5253
27,2566,machine,TrivialBruteforce,0,187738
3433,3364,machine,SimpleRewrites,54,2979740
3042,3040,machine,SimpleRewrites,0,7022224
2538,2534,machine,SimpleRewrites,0,7022224
4564,4579,machine,TrivialBruteforce,0,336864
3949,3940,machine,SimpleRewrites,9,807177
920,919,machine,SimpleRewrites,0,7022224
1540,1,machine,GeneratedOther,0,7022224
3655,3635,machine,SimpleRewrites,6,2979740
3138,3658,machine,MagmaEgg,2,3312
1995,1136,machine,MagmaEgg,0,18722
350,335,machine,SimpleRewrites,7,807177
3102,7,machine,VampireProven,6,13851
451,439,machine,SimpleRewrites,3,4743
1288,3049,machine,VampireProven,0,3094
3525,3521,machine,SimpleRewrites,3,7209
1616,1613,machine,SimpleRewrites,0,7022224
2557,2448,machine,SimpleRewrites,0,4755
1617,1572,machine,SimpleRewrites,4,570121
4587,4646,machine,TrivialBruteforce,1,6285
2654,2645,machine,SimpleRewrites,1,5169
3972,3950,machine,SimpleRewrites,0,5802
2743,2643,machine,SimpleRewrites,0,3024
1173,1172,machine,SimpleRewrites,0,7022224
3121,2658,machine,VampireProven,0,4776
243,231,machine,SimpleRewrites,51,7022224
1696,2160,machine,VampireProven,9,16810
824,816,machine,SimpleRewrites,0,3492
1605,1499,machine,SimpleRewrites,2,7022224
3251,3248,machine,SimpleRewrites,1,7022224
1889,2216,machine,VampireProven,2,965425
1568,77,machine,VampireProven,3,570121
4,2,human,Subgraph,3,62680
2099,116,machine,MagmaEgg,5,8445
4568,4493,machine,SimpleRewrites,2,20450
410,0,machine,GeneratedOther,1,2077
4065,4064,machine,SimpleRewrites,0,4440
1235,1227,machine,SimpleRewrites,1,6280
2805,1350,machine,VampireProven,31,7022224
2807,2745,machine,SimpleRewrites,0,4722
3299,3283,machine,SimpleRewrites,2,23760
3881,3903,machine,VampireProven,2,146072
180,179,machine,SimpleRewrites,210,7022224
1575,1574,machine,SimpleRewrites,0,7022224
4101,4590,machine,TrivialBruteforce,3,3844
339,3376,machine,TrivialBruteforce,6,2979740
2161,1484,machine,VampireProven,1,16511
2105,40,machine,TrivialBruteforce,11,2327776
3932,3931,machine,SimpleRewrites,5,32384
1947,1925,machine,SimpleRewrites,1,7022224
791,1922,machine,VampireProven,42,7022224
3868,3871,machine,VampireProven,0,40660
427,4119,machine,VampireProven,1,4707
2243,2237,machine,SimpleRewrites,0,3442
3386,3442,machine,TrivialBruteforce,40,2979740
3621,40,machine,MagmaEgg,0,2979740
3566,3369,machine,EquationSearch,2,129690
966,965,machine,SimpleRewrites,2,7022224
226,2325,machine,TrivialBruteforce,15,7022224
1242,1250,machine,VampireProven,0,4734
1994,319,machine,TrivialBruteforce,0,76296
4313,0,machine,GeneratedOther,1,2435
3056,3072,machine,VampireProven,24,388968
2142,2138,machine,SimpleRewrites,1,7022224
1922,1368,machine,VampireProven,82,7022224
577,575,machine,SimpleRewrites,49,7022224
3922,3919,machine,SimpleRewrites,2,807177
2740,2473,machine,MagmaEgg,0,16621
695,1,machine,MagmaEgg,0,7022224
807,806,machine,TrivialBruteforce,0,7022224
1080,1078,machine,SimpleRewrites,1,7022224
3923,3861,machine,SimpleRewrites,0,4180
374,4117,machine,TrivialBruteforce,11,7476
45,38,human,Subgraph,13,337040
2564,2559,machine,SimpleRewrites,6,7022224
4415,4384,machine,SimpleRewrites,0,10255
646,642,machine,SimpleRewrites,1,4722
2151,2123,machine,SimpleRewrites,0,5082
277,3190,machine,TrivialBruteforce,1,7022224
1432,2260,machine,VampireProven,25,965425
4661,4670,machine,TrivialBruteforce,3,223853
1122,1,machine,GeneratedOther,30,7022224
4336,4324,machine,SimpleRewrites,0,13888
136,1403,machine,TrivialBruteforce,11,7022224
1417,1,machine,GeneratedOther,0,7022224
78,788,machine,TrivialBruteforce,17,7022224
478,602,machine,VampireProven,0,388968
3946,3934,machine,SimpleRewrites,8,14460
3160,3149,machine,SimpleRewrites,3,4545
779,778,machine,TrivialBruteforce,0,7022224
3230,3212,machine,SimpleRewrites,0,7022224
1971,1927,machine,SimpleRewrites,5,7022224
590,1528,machine,EquationSearch,23,7022224
2824,2821,machine,SimpleRewrites,1,7022224
4363,4319,machine,SimpleRewrites,1,3988
3,4521,human,Subgraph,1,167669
3355,44,machine,TrivialBruteforce,0,378928
4499,4497,machine,SimpleRewrites,0,19410
4424,4408,machine,SimpleRewrites,4,9795
602,536,machine,SimpleRewrites,8,388968
2322,2310,machine,SimpleRewrites,0,7022224
1093,1,machine,MagmaEgg,0,7022224
3849,3812,machine,SimpleRewrites,0,2979740
2488,2451,machine,SimpleRewrites,0,21944
4643,4640,machine,TrivialBruteforce,0,223853
4068,4065,machine,SimpleRewrites,8,6657
4403,4401,machine,SimpleRewrites,0,24540
4022,3961,machine,SimpleRewrites,3,7209
3014,2719,machine,VampireProven,3,1902338
1224,1222,machine,SimpleRewrites,0,3590
2565,2548,machine,SimpleRewrites,154,7022224
2193,2184,machine,SimpleRewrites,2,7022224
326,3323,machine,TrivialBruteforce,31,96726
3816,3811,machine,SimpleRewrites,2,2979740
3452,3432,machine,SimpleRewrites,1,2979740
1762,1201,machine,VampireProven,29,146856
4060,4001,machine,SimpleRewrites,0,2979740
1526,1,machine,MagmaEgg,40,7022224
2474,2473,machine,SimpleRewrites,4,18469
3947,3939,machine,SimpleRewrites,28,151725
3369,42,machine,VampireProven,6,27510
932,931,machine,SimpleRewrites,2,7022224
3435,3417,machine,SimpleRewrites,2,490884
1751,1,machine,GeneratedOther,0,7022224
1567,1562,machine,SimpleRewrites,0,7022224
889,744,machine,VampireProven,112,7022224
1731,1,machine,GeneratedOther,40,7022224
2619,2568,machine,SimpleRewrites,0,7022224
3817,3812,machine,SimpleRewrites,12,2979740
1377,1365,machine,SimpleRewrites,0,965425
3986,3973,machine,SimpleRewrites,3,2979740
4175,4215,machine,MagmaEgg,16,127182
270,254,machine,SimpleRewrites,0,2994
4490,4468,machine,SimpleRewrites,2,9810
3871,3870,machine,SimpleRewrites,0,6135
4184,4260,machine,TrivialBruteforce,0,2979740
2065,3325,machine,VampireProven,0,10974
3157,3155,machine,SimpleRewrites,1,7022224
2359,2351,machine,SimpleRewrites,0,7022224
3942,3927,machine,SimpleRewrites,3,7443
3343,3805,machine,VampireProven,1,2979740
4659,4685,machine,TrivialBruteforce,0,27776
2907,3147,machine,EquationSearch,7,7022224
3127,3104,machine,SimpleRewrites,2,6056
3007,2871,machine,SimpleRewrites,0,4536
3142,3049,machine,SimpleRewrites,0,3038
3869,3861,machine,SimpleRewrites,2,5046
4600,4597,machine,SimpleRewrites,0,4762
1132,1978,machine,VampireProven,0,84500
454,1052,machine,VampireProven,0,72818
3180,672,machine,VampireProven,40,7022224
2424,2622,machine,VampireProven,8,150816
3266,3259,machine,SimpleRewrites,9,29939
4511,4395,machine,SimpleRewrites,3,6513
2934,2925,machine,SimpleRewrites,0,7022224
3495,3484,machine,SimpleRewrites,0,36651
4390,4692,machine,TrivialBruteforce,17,58072
3895,3888,machine,SimpleRewrites,2,146072
384,3961,machine,TrivialBruteforce,0,6918
1750,1742,machine,SimpleRewrites,4,7022224
1914,1885,machine,SimpleRewrites,0,7022224
4372,4370,machine,SimpleRewrites,12,27734
2732,22,machine,MagmaEgg,1,14877
145,1825,machine,TrivialBruteforce,18,965425
2354,2245,machine,SimpleRewrites,0,4779
991,981,machine,SimpleRewrites,33,7022224
3347,3564,machine,VampireProven,5,2979740
2728,2720,machine,SimpleRewrites,1,7022224
4238,4234,machine,SimpleRewrites,78,2979740
3494,306,machine,VampireProven,0,6099
1533,1531,machine,SimpleRewrites,0,7022224
4550,4547,machine,SimpleRewrites,0,87030
1892,1891,machine,SimpleRewrites,9,7022224
1373,1284,machine,SimpleRewrites,2,5151
2475,2465,machine,SimpleRewrites,1,5370
45,40,machine,SimpleRewrites,51,2979740
310,308,machine,SimpleRewrites,0,27588
409,392,machine,SimpleRewrites,89,2979740
3394,3390,machine,SimpleRewrites,6,2979740
795,726,machine,SimpleRewrites,10,36146
34,32,machine,TrivialBruteforce,0,7022224
2285,1452,machine,VampireProven,4,13488
3011,2902,machine,SimpleRewrites,0,4488
4162,4158,machine,SimpleRewrites,0,2979740
3785,3673,machine,SimpleRewrites,1,6117
2426,2425,machine,TrivialBruteforce,0,7022224
2127,2034,machine,SimpleRewrites,1,3114
712,613,machine,SimpleRewrites,0,3294
4323,4335,machine,TrivialBruteforce,10,20040
1248,1222,machine,SimpleRewrites,0,3184
4586,4665,machine,TrivialBruteforce,0,7470
4511,4434,machine,SimpleRewrites,3,6513
3616,3480,machine,SimpleRewrites,1,6138
1162,1377,machine,VampireProven,41,965425
1989,198,machine,TrivialBruteforce,7,7022224
4085,4095,machine,VampireProven,8,23060
3728,3661,machine,SimpleRewrites,3,6276
3430,3287,machine,SimpleRewrites,3,17296
1630,1628,machine,SimpleRewrites,0,3842
1098,1086,machine,SimpleRewrites,0,7022224
2112,2943,machine,MagmaEgg,44,441588
3172,3171,machine,TrivialBruteforce,0,7022224
1169,1167,machine,SimpleRewrites,0,7022224
1714,1686,machine,SimpleRewrites,0,65824
2738,2645,machine,SimpleRewrites,1,4728
521,1560,machine,MagmaEgg,4,450408
1044,1019,machine,SimpleRewrites,0,3726
1209,1208,machine,TrivialBruteforce,0,7022224
67,61,machine,SimpleRewrites,2,570121
4645,4651,machine,EquationSearch,0,49575
4562,4568,machine,EquationSearch,0,87030
2886,2851,machine,SimpleRewrites,0,4938
3814,3810,machine,SimpleRewrites,114,807177
4185,4169,machine,SimpleRewrites,17,2979740
441,438,machine,SimpleRewrites,1,8910
1121,1933,machine,MagmaEgg,1,8815
3736,3724,machine,SimpleRewrites,0,6141
788,783,machine,SimpleRewrites,1,7022224
2405,2289,machine,SimpleRewrites,0,6324
3169,3168,machine,SimpleRewrites,1,7022224
1400,1332,machine,SimpleRewrites,0,7022224
644,54,machine,VampireProven,1,12033
2897,2860,machine,SimpleRewrites,10,570121
1593,1477,machine,SimpleRewrites,0,4938
3,7,human,Subgraph,2,14103
3174,3173,machine,SimpleRewrites,2,7022224
2190,2188,machine,TrivialBruteforce,0,7022224
4088,4086,machine,SimpleRewrites,0,117120
3333,3260,machine,SimpleRewrites,7,7929
3950,3861,machine,SimpleRewrites,0,3884
2944,1316,machine,VampireProven,0,7022224
4105,4082,machine,SimpleRewrites,2,5832
3052,3049,machine,SimpleRewrites,0,3558
2179,2050,machine,SimpleRewrites,4,7730
2368,2293,machine,SimpleRewrites,2,5984
427,2458,machine,VampireProven,0,4707
4132,4129,machine,SimpleRewrites,4,6486
2632,2578,machine,VampireProven,4,1902338
2644,268,machine,VampireProven,103,570121
115,1757,machine,TrivialBruteforce,29,7022224
2889,2648,machine,VampireProven,1,6876
66,481,machine,TrivialBruteforce,9,7022224
2170,1,machine,MagmaEgg,0,7022224
3906,3905,machine,EquationSearch,0,36708
4004,40,machine,MagmaEgg,80,2979740
3862,359,machine,TrivialBruteforce,9,30765
959,3896,machine,VampireProven,0,9870
1580,984,machine,VampireProven,4,570121
3810,3643,machine,TrivialBruteforce,12,807177
3921,3913,machine,SimpleRewrites,0,807177
123,1628,machine,VampireProven,0,3360
2914,2632,machine,VampireProven,0,1902338
3870,3861,machine,SimpleRewrites,2,4094
2944,2942,machine,SimpleRewrites,1,7022224
1516,1,machine,MagmaEgg,0,7022224
1089,2778,machine,MagmaEgg,0,245804
1273,1268,machine,SimpleRewrites,1,1902338
404,3834,machine,TrivialBruteforce,19,2979740
850,108,machine,VampireProven,0,115194
516,1,machine,GeneratedOther,0,7022224
1675,1639,machine,SimpleRewrites,2,18650
4569,4535,machine,TrivialBruteforce,0,336864
2208,2204,machine,SimpleRewrites,0,7022224
2333,1,machine,MagmaEgg,14,7022224
2740,25,machine,MagmaEgg,0,61951
4197,4206,machine,EquationSearch,0,2979740
